Date,QQQ_Open,QQQ_Adj Close,QQQ_Volume,QQQ_High,QQQ_Low,QQQ_MA_5,QQQ_MA_20,QQQ_MA_250,QQQ_realVolatility20,QQQ_realVolatility60,QQQ_realVolatility250,QQQ_avgVolume_20,QQQ_avgVolume_60,QQQ_avgVolume_250,QQQ_log1DayRet,QQQ_logMA5_20,QQQ_logMA20_250,QQQ_logMA5_250,QQQ_log1DayRange,QQQ_HL_20_realVol_20,QQQ_HL_5_realVol_20,QQQ_logD2,QQQ_logD5
2019-11-18,12.082896479555046,15.341721239532774,-18618387.933872767,13.48596194977776,13.845517264790317,,,,,,,,,,0.23878505704853636,,,,-1.0228872471411217,,,,
2019-11-19,19.66953686634153,22.400084474672525,13674593.177443417,21.93763815897557,20.88159069252947,,,,,,,,,,0.1299936430992119,,,,0.05453313355995948,,,,
2019-11-20,17.118960601571985,15.079375704736291,-11207838.130898671,16.382273505727397,17.317639418017592,,,,,,,,,,-0.12685869351282922,,,,-0.06681747620791617,,,-1.3380928090191013,
2019-11-21,18.619812692161474,18.553873118749863,13542979.140837,17.888662210733372,18.276892730226397,,,,,,,,,,-0.003547651578361358,,,,-0.9461559933750031,,,1.3470886003947133,
2019-11-22,20.738026565792296,18.17129349414523,4565897.390592188,18.104251286968463,18.590746606312933,17.90926960636734,,,,,,,,,-0.13212597883046065,,,,-0.7205279984825852,,0.5020218625040934,1.1287915422115944,
2019-11-25,14.80608949812003,13.81456464771307,-20523086.770743743,15.64406902429522,17.04798659652019,17.603838288003395,,,,,,,,,-0.0693151038574061,,,,0.3392665946386897,,0.5426674557352551,1.5558912328773544,0.42340756964914206
2019-11-26,12.346481434300046,6.586702129429398,26133912.012399565,10.489468062085052,7.029747879448422,14.441161818954772,,,,,,,,,-0.6283183307160418,,,,1.2411877137289726,,0.876042295191095,2.449675884471203,2.7608565654206334
2019-11-27,11.91049186562529,16.196937782105806,-21153398.92076089,13.636613504783725,15.602037959616837,14.664674234428674,,,,,,,,,0.30740251751915937,,,,0.6757082295436107,,0.9296646093575486,0.8680971061852072,0.11114959618153572
2019-11-29,15.400846534969787,13.521372410985125,-4439556.362592809,15.41015385853467,15.717023927054017,13.658174092875726,,,,,,,,,-0.13015090256072503,,,,-1.1813308505605316,,1.000228390008592,1.9365335085205646,1.6159170191705952
2019-12-02,13.34822942328779,16.53839205984451,-12242528.602736397,14.123719082579017,13.8793134641148,13.331593806015581,,,,,,,,,0.21430072104326556,,,,-1.4089260631428095,,1.1694573307654745,-1.0745414954979862,0.4903584535020779
