Date,^HSI_Open,^HSI_Adj Close,^HSI_Volume,^HSI_High,^HSI_Low,^HSI_MA_5,^HSI_MA_20,^HSI_MA_250,^HSI_realVolatility20,^HSI_realVolatility60,^HSI_realVolatility250,^HSI_avgVolume_20,^HSI_avgVolume_60,^HSI_avgVolume_250,^HSI_log1DayRet,^HSI_logMA5_20,^HSI_logMA20_250,^HSI_logMA5_250,^HSI_log1DayRange,^HSI_HL_20_realVol_20,^HSI_HL_5_realVol_20,^HSI_logD2,^HSI_logD5
2019-11-18,1543.8352487882655,1571.9177941606397,168344097.27180886,1608.6088529301196,1662.8524215780053,,,,,,,,,,0.01802665709209157,,,,3.993484435123542,,,,
2019-11-19,1584.7981157650063,1165.8225170467997,-87942337.27649713,1516.4651804350833,1305.8795170516714,,,,,,,,,,-0.3070301663430207,,,,5.349892522280152,,,,
2019-11-20,995.8016951482714,1129.5888427526406,-67175801.16842794,940.5295854845208,1110.8863606990944,,,,,,,,,,0.12606085301907033,,,,5.137894915635266,,,6.092053839227687,
2019-11-21,1624.34354089306,1584.519005748458,44767981.49936461,1722.0792459727345,1675.3543760084483,,,,,,,,,,-0.02482286445760633,,,,3.8442765703369237,,,6.037146286798528,
2019-11-22,1489.2027858940055,1367.2680838995077,-535789848.0269815,1319.982291605218,1385.9211336782391,1363.8232487216092,,,,,,,,,-0.08542628411319543,,,,4.188727677177315,,0.691485385587448,5.470922038397939,
2019-11-25,1170.251017567367,818.0286045784378,534338580.0852263,1093.4414789972398,829.1356786343931,1213.0454108051688,,,,,,,,,-0.358076244796059,,,,5.577106767502032,,0.7592091268892842,6.641822175298062,6.625245393788944
2019-11-26,565.3724041156456,1174.4847275682987,-275268862.31003857,908.3106010424744,897.0694904449138,1214.7778529094685,,,,,,,,,0.7311001643175717,,,,2.4195776471965558,,1.2315663856240902,5.261567052367194,2.158969946526073
2019-11-27,1379.1990790646414,1268.1464341477094,59176174.334655285,1258.4615327920164,1375.2414440159537,1242.4893711884822,,,,,,,,,-0.08394661950466496,,,,4.760291062655901,,1.1724011044469773,6.109509391976613,4.9312860615443075
2019-11-28,1112.953394954484,1096.2964786773755,-487503551.8938882,1074.40656548291,1189.2783005857673,1144.8448657742658,,,,,,,,,-0.015079536373644375,,,,4.743816158969301,,1.1812100344174472,4.359119366322564,6.190771300014091
2019-11-29,1360.2992191053436,1618.984876303275,61189856.2564615,1517.0490478096217,1515.1643711432043,1195.1882242550193,,,,,,,,,0.1740946436738538,,,,0.6337562764350015,,2.0464554757019515,5.86032583874601,5.528304615862493
2019-12-02,1656.7884840922052,1711.7781464450673,78707053.89647102,1625.609481823543,1519.353482823106,1373.938132628345,,,,,,,,,0.03265160158322704,,,,4.665851267391237,,1.8615835666936018,6.422405160888001,6.795425581411307
2019-12-03,1845.2047658369047,1587.9395613899287,-8510285.788395643,1736.5676653576447,1787.132574165611,1456.6290993926712,,,,,,,,,-0.15015295300511558,,,,3.9232578338909487,,1.7739806440967474,3.435447908535625,6.024548279529581
2019-12-04,712.8204752791135,468.3108907111018,913988237.0342532,597.5923919224952,603.7092806805813,1296.6619907053496,,,,,,,,,-0.4200972291213795,,,,1.8110535943971968,,1.8412012924361822,7.1256589305557565,6.684406135831133
2019-12-05,947.503405585072,1200.6278681241747,-758957442.28404,1051.2968688064757,1135.562114483444,1317.5282685947095,,,,,,,,,0.23676939114409087,,,,4.43396951045175,,1.778528395759975,5.959229777817472,4.647572270198148
2019-12-06,1203.2146260450863,1448.616840835506,300893069.07690525,1432.002066375695,1336.272057254555,1283.4546615011557,,,,,,,,,0.18561236821095736,,,,4.5615318242381075,,1.1907284293388498,6.887864716946704,5.137961011515849
2019-12-09,1449.2717928033126,1175.1584048956756,-450123372.3167924,1201.3592568259846,1321.557791060517,1176.1307131912774,,,,,,,,,-0.20965826723520384,,,,4.789144827638506,,1.212177013822441,3.2374802141127974,6.285289727380741
2019-12-10,1408.5304788013857,1483.340270497205,-231420066.85988465,1385.3066235858205,1476.9786281365705,1155.2108550127327,,,,,,,,,0.05174953694701348,,,,4.518217038765803,,1.2433660908228257,3.5474146654925547,4.650136772379581
2019-12-11,1628.2374136599285,1743.6715994145488,37297553.219527125,1827.3470122967049,1752.949743763882,1410.2829967534221,,,,,,,,,0.0684949162331339,,,,4.309419227896588,,0.17739951008885382,6.3430245222772355,7.150984326368399
2019-12-12,1361.3280758065848,1177.706174841187,4159308.058529616,1208.7994354087205,1208.3488543636813,1405.6986580968246,,,,,,,,,-0.14489212259712358,,,,-0.7972173179159674,,2.394990535011452,5.7223886206239785,3.1320837670840005
2019-12-13,1129.1903659281015,1234.0937920476645,-126892460.46398497,1229.3697127224332,1160.795369974965,1362.7940483392563,1301.31504570426,,311.2130698732051,,,-41336105.88278641,,,0.08883604352318669,0.04616171277501903,,,4.227918452344168,1.6221924126046683,2.3616100067086467,6.233582554186595,5.368417186151723
2019-12-16,1171.9422834369216,932.6178961377664,274594051.45409536,1047.9417638215164,1062.5210807737749,1314.2859465876743,1269.3500508031163,,314.76762063330506,,,-36023608.17367208,,,-0.22842214900919447,0.03478851330131075,,,2.6796038772155066,1.6427458598290634,2.238754575359926,5.5016184668830705,5.4911687428512055
2019-12-17,1030.6071933496787,1088.884999431404,-63881025.15188241,1085.6003390253973,1060.7530241959685,1235.3948923745143,1265.5031749223467,,316.5644659069403,,,-34820542.567441344,,,0.05500609972679281,-0.024079139947249164,,,3.212749691550488,1.6049359220957737,2.086570894817286,4.978172655765709,5.977505752529012
2019-12-18,1055.0150842190287,1292.6869302745215,135411050.159765,1137.1922419967632,1204.7959099460131,1145.1979585465087,1273.6580792984407,,314.97571852798814,,,-24691200.001031697,,,0.2031678791840783,-0.10631562590965374,,,4.213662241181209,1.5738149913685975,2.0687735356565606,5.886295774557258,6.111433345887269
2019-12-19,1893.952660310168,1707.5172666720518,456104276.2127602,1785.3959874649754,1804.8992519472213,1251.1601769126817,1279.8079923446205,,322.4762098322621,,,-4124385.265361917,,,-0.10362557523040056,-0.022638798311403634,,,2.9705818609042622,1.5798388806232568,0.7189197421340905,6.427511020611655,6.272520512501914
2019-12-20,1523.7087753751512,1494.2968604181951,-335286878.77933764,1470.0823988045413,1523.0508160070783,1303.200790586788,1286.1594311705549,,325.526019952593,,,5900763.197020275,,,-0.01949157800595647,0.01316279235301606,,,3.9696958340931303,1.576240772716732,0.6566209253269542,5.306334791649192,5.561462358362952
2019-12-23,1528.943608431684,1316.636868616111,-49190137.824095964,1442.8721373735025,1350.9543738492976,1380.0045850824567,1311.0898443724386,,306.3132638842,,,-23275672.698445838,,,-0.1494963863691232,0.05122808807716827,,,4.520894302567883,1.5226321654758286,0.661413565980478,5.968401625867336,5.950691958862906
2019-12-24,694.4739394632088,1.8834484381586665,2184413228.8949165,642.1823471578173,45.79552803428669,1162.6042748838076,1252.4597804159316,,423.602298476923,,,99708431.8618019,,,-5.910050265090297,-0.0744468887354773,,,6.3908894819145186,1.6258705834014588,1.2490508488482432,7.308149828160036,6.991178313976903
2019-12-27,24.233340359907743,700.1057693455423,-815150692.903626,225.9092639208102,349.14963780286416,1044.0880426980118,1224.057747175823,,441.17394891480126,,,55992088.49988785,,,3.3635020368679016,-0.15902754405153732,,,4.814136707495806,1.6277152808418824,1.2539337563038881,6.424108766215422,6.384487844099169
2019-12-30,1094.255130349,1289.201984101126,-473049920.8001839,1220.9826263294926,1336.659434160454,960.4249861838267,1233.7030224470107,,440.3416624440391,,,56714770.05457306,,,0.163949524435899,-0.25039963253546427,,,4.750800163207455,1.627945038840941,0.9029115787255759,7.160316679430075,6.036235412733973
2019-12-31,1342.2048986892205,1070.3933250977352,224832139.40103695,1139.6269944660417,1107.948532713153,875.6442791197347,1206.2734448867336,,432.0876573975233,,,64896884.21180183,,,-0.2262875340043016,-0.320331154238084,,,3.455637009987322,1.4589888127451291,1.0509336987018025,5.914279881500686,6.049505918310745
2020-01-02,904.147575379102,940.1720948162874,618314530.2480824,1071.1159300948348,759.9459024377193,800.3513243597699,1167.6931423052947,,418.82047781437313,,,91877258.0293824,,,0.039070343929226425,-0.3777346215249263,,,5.740339475510124,1.5087297012789014,1.113527058118246,5.855157561185273,5.930824480578059
2020-01-03,620.0145762953689,872.5017080253929,1611334467.1371326,754.0193615202461,951.3828663557796,974.4749762772168,1131.9212496370678,,411.52729807222937,,,172869495.6756588,,,0.3416216237802942,-0.1497728487920384,,,5.285047230654489,1.5390795036624287,0.8557188483103679,5.287719492299219,6.76920360246503
2020-01-06,1632.4423488559623,1765.808289443583,-139984185.77272463,1673.2300038911362,1766.7148571046964,1187.615480296825,1196.796119573692,,403.6021177692665,,,120170874.53530994,,,0.07853127300673414,-0.007700587133737484,,,4.537799425455661,1.4540548150503456,0.8642013762687196,6.716154234157925,6.9713895039590685
2020-01-07,1583.3930436951869,1688.6851464508743,-560248872.0679791,1565.961520902667,1647.2729899905444,1267.5121127667746,1221.1989834900269,,418.33182856421683,,,130106303.04611297,,,0.06438016579405538,0.03722286336894586,,,4.398287077795764,1.4536830785869934,0.8787763236422164,6.704639131691937,5.990171617508987
2020-01-08,1918.647391108056,1818.799135756366,491963575.8430173,1785.4871345611757,1917.412995408948,1417.1932748985007,1239.7080982360699,,436.7092354719402,,,139659828.38441855,,,-0.05344398618032027,0.13380240139734167,,,4.882240104552022,1.4604762977325108,0.5509139138488022,3.9701191875562816,6.617945358478066
2020-01-09,1955.514070231722,1634.5800954948136,-298107071.9571214,1838.0619509288445,1617.8691814361136,1556.074875034206,1262.6791827660268,,445.13676120836374,,,147260643.4024021,,,-0.17926716135942938,0.20893074576030235,,,5.394503387658323,1.4806945004761949,0.4404584530349423,3.990927544822646,6.543059684994233
