Date,^GSPTSE_Open,^GSPTSE_Adj Close,^GSPTSE_Volume,^GSPTSE_High,^GSPTSE_Low,^GSPTSE_MA_5,^GSPTSE_MA_20,^GSPTSE_MA_250,^GSPTSE_realVolatility20,^GSPTSE_realVolatility60,^GSPTSE_realVolatility250,^GSPTSE_avgVolume_20,^GSPTSE_avgVolume_60,^GSPTSE_avgVolume_250,^GSPTSE_log1DayRet,^GSPTSE_logMA5_20,^GSPTSE_logMA20_250,^GSPTSE_logMA5_250,^GSPTSE_log1DayRange,^GSPTSE_HL_20_realVol_20,^GSPTSE_HL_5_realVol_20,^GSPTSE_logD2,^GSPTSE_logD5
2019-11-18,1076.9354256401257,1086.9655164430042,70484294.596181,1114.7795132891424,1178.4122362254911,,,,,,,,,,0.009270445278565097,,,,4.153127849608188,,,,
2019-11-19,996.643837468775,820.7096948056533,-68279611.48805246,778.2622209980655,815.5555522058694,,,,,,,,,,-0.19422402448908388,,,,3.618814522670758,,,,
2019-11-20,928.2558453802832,989.9788653042287,-9120158.418099135,1027.924088134023,1027.269082789895,,,,,,,,,,0.06437620448112912,,,,-0.4231118844063406,,,4.574573351907251,
2019-11-21,634.2528327758482,578.0316519114112,-22778696.151668787,521.5236821798044,684.355901410634,,,,,,,,,,-0.09281903654349866,,,,5.092720340810746,,,5.49173563848843,
2019-11-22,731.1306939857204,630.9869810965647,-35474777.986237705,650.746512453059,719.7106356774111,821.3345419121724,,,,,,,,,-0.14730700155951534,,,,4.233586416104423,,2.166236779373364,5.883299781568856,
2019-11-25,787.5657980370324,1136.8681454046182,69179649.34747809,989.8599776128648,938.3931861039746,831.3150677044953,,,,,,,,,0.3670855996511493,,,,3.940936774610496,,2.1482062268405633,6.325856932145907,3.9100736859711716
2019-11-26,812.8248747411744,946.5916057471968,-6258089.075426787,989.3455321207676,832.1948813423551,856.491449892804,,,,,,,,,0.1523520695177416,,,,5.05720490436394,,2.2941671756523774,5.75449024238347,4.835344252741479
2019-11-27,751.3172386593469,431.7662005593302,-20792361.46388778,681.5939023178125,670.5669474221868,744.8489169438242,,,,,,,,,-0.5539437448872215,,,,2.4003427204104857,,1.0981359204930188,6.558342394975748,6.324740009388192
2019-11-28,859.361143034901,974.6715064124292,-44556437.84592116,745.8640945903317,896.9490622372778,824.1768878440278,,,,,,,,,0.1259112414722026,,,,5.017842378207491,,1.0823772881190328,3.3350540415884025,5.983028701457996
2019-11-29,919.5036980339228,802.013978468276,23983073.73908636,871.3437502729921,943.8267395777692,858.3822873183701,,,,,,,,,-0.13670802859794418,,,,4.2833519040517025,,1.083796042095059,5.914172451533534,5.141821423407757
