Date,^IXIC_Open,^IXIC_Adj Close,^IXIC_Volume,^IXIC_High,^IXIC_Low,^IXIC_MA_5,^IXIC_MA_20,^IXIC_MA_250,^IXIC_realVolatility20,^IXIC_realVolatility60,^IXIC_realVolatility250,^IXIC_avgVolume_20,^IXIC_avgVolume_60,^IXIC_avgVolume_250,^IXIC_log1DayRet,^IXIC_logMA5_20,^IXIC_logMA20_250,^IXIC_logMA5_250,^IXIC_log1DayRange,^IXIC_HL_20_realVol_20,^IXIC_HL_5_realVol_20,^IXIC_logD2,^IXIC_logD5
2019-11-18,529.7833924264951,590.0648504918463,-538773291.164998,512.7994626692816,539.3188768934679,,,,,,,,,,0.10776421747402155,,,,3.277877076996274,,,,
2019-11-19,740.8131254142763,865.4774530335671,468031183.0387096,830.8283238612621,822.265376955509,,,,,,,,,,0.1555329224112021,,,,2.147444395598936,,,,
2019-11-20,616.0278791289584,559.2604063680647,-148107263.00870705,587.1522900723894,625.098005443383,,,,,,,,,,-0.09667701291733573,,,,3.6361565955176323,,,3.4276589693039368,
2019-11-21,698.9175956168738,705.2299720463179,744019131.7658553,666.013354682027,674.4767385835894,,,,,,,,,,0.008991104780033484,,,,2.135749082008454,,,5.076719376408895,
2019-11-22,803.3495499648425,738.579043962206,723162226.5747576,709.7699079467957,746.6148620920594,691.7223451804005,,,,,,,,,-0.08406179492309283,,,,3.606718679687417,,0.7609388445429164,5.189164321634807,
2019-11-25,564.652857391884,560.5002478057613,-9389112.834429264,643.8829724396146,671.8471251820401,685.8094246431834,,,,,,,,,-0.007381445994786092,,,,3.3309234307441598,,0.766812158884075,4.974868032310564,3.3865777905247896
2019-11-26,486.8023148327548,274.54839784137494,145754364.46929073,402.1673362430938,288.3975830490517,567.623613604745,,,,,,,,,-0.5727305581775726,,,,4.734176697207988,,0.9276655757635025,6.139950597719409,6.381695968224498
2019-11-27,496.2875284574011,646.0719900120748,-551574523.7800198,541.2869657168367,621.9116437355478,584.985930333547,,,,,,,,,0.2637554839832793,,,,4.3898047815415895,,1.014745691144756,4.449355114235714,4.463740064882296
2019-11-29,604.9946704835611,557.4677820319976,554658787.8169408,622.2874540717021,623.7111201619637,555.433492330683,,,,,,,,,-0.0818149372867316,,,,0.3532352983175087,,1.7336047900976317,5.645161995545254,4.9956041572099545
2019-12-02,559.5471609955675,679.375321443069,231236661.8311844,576.1464854686437,562.5643235335874,543.5927478268555,,,,,,,,,0.19404591549734396,,,,2.6087573093900955,,1.744427555532825,3.5056574349552307,4.080984420303899
2019-12-03,733.1238401406408,695.7680807887409,222539467.90215588,667.7993437461246,783.5164207047865,570.6463144234515,,,,,,,,,-0.05229824978297887,,,,4.751148220185223,,1.9032128619855166,4.9294273988762125,4.907256761034729
2019-12-04,738.3060444389685,501.5873347629204,252769613.6813188,677.4454573730554,561.0152184632252,616.0541018077605,,,,,,,,,-0.3865806936755421,,,,4.757292286007914,,1.9073863545318237,5.1805917543187325,5.425121531060855
2019-12-05,631.6814170388843,844.1233863256821,909591518.6229372,744.8603456457622,737.4496724900127,655.664381070482,,,,,,,,,0.28991349615138673,,,,2.0029212794126052,,1.88757286962574,4.999610109743712,5.288526574351617
2019-12-06,721.2821415222088,665.2988484348753,494275920.84068537,628.2356463038968,707.9540299754326,677.2305943510576,,,,,,,,,-0.08079404461470495,,,,4.378500220070509,,1.2994256923645193,5.098105815880282,4.680565802512867
2019-12-09,422.0571409290533,351.63556731437893,-151647953.19649363,442.6754665874123,390.2693667187223,611.6826435253195,,,,,,,,,-0.18254539076032278,,,,3.9590229942597364,,1.1474333373121826,6.199469727334305,5.792219860915472
2019-12-10,385.9973149527041,580.0705102294924,-187608265.35201788,476.0352195169153,466.3158992024564,588.5431294134698,,,,,,,,,0.40731925215314313,,,,2.274115689531374,,1.2553885174260817,4.445333986577877,4.7509796362198715
2019-12-11,716.3378532566448,647.3917883255526,503090314.1391292,700.3592562586282,740.895987544397,617.7040201259963,,,,,,,,,-0.10120026042895365,,,,3.7022085084137055,,1.0591721766659035,5.689535537332701,4.982266364805113
2019-12-12,672.8330265873092,637.5772878281132,38929975.40129089,633.754061805741,665.4138477989518,576.3948004264824,,,,,,,,,-0.05382169022991917,,,,3.455047294897828,,0.7927334423433254,4.051902812137394,5.330523624763717
2019-12-13,715.4430296339215,724.1090253956236,275845508.10040903,682.8694762906998,732.2315736907522,588.1568358186321,,,,,,,,,0.012039995938298952,,,,3.89918287059171,,0.6904518276060373,4.340126416762863,4.074314917492135
2019-12-16,728.8428436768409,788.1322971795762,258894103.6165719,736.928515216232,741.6105765015855,675.4561817916716,630.6134795810618,,145.22853092867064,,,211784918.42322856,,,0.07820783476608532,0.0686951647972785,,,1.54373845855022,1.2016119251121855,1.0189626974302437,5.014328528047139,6.078780883533833
2019-12-17,660.9278434054331,763.1810538833561,351542529.3790045,778.2028608959381,707.6711153944452,712.0782905224444,639.2692897506373,,147.82042931950312,,,256300709.45042866,,,0.14385062413207125,0.10786207465248997,,,4.256062899269061,1.2226496673741742,1.0627747806567505,3.665406827036661,5.21009003415071
2019-12-18,807.107154084294,505.3638882000496,701489539.0928445,703.4790207151018,610.5974504889464,683.6727104973437,621.2636115089614,,140.57085525766828,,,267973627.25313538,,,-0.46817769974685053,0.09572382263870399,,,4.53132524321309,1.2209735101744057,1.1849808402655602,5.6446282197894275,4.9560235180587044
