Date,GLD_Open,GLD_Adj Close,GLD_Volume,GLD_High,GLD_Low,GLD_MA_5,GLD_MA_20,GLD_MA_250,GLD_realVolatility20,GLD_realVolatility60,GLD_realVolatility250,GLD_avgVolume_20,GLD_avgVolume_60,GLD_avgVolume_250,GLD_log1DayRet,GLD_logMA5_20,GLD_logMA20_250,GLD_logMA5_250,GLD_log1DayRange,GLD_HL_20_realVol_20,GLD_HL_5_realVol_20,GLD_logD2,GLD_logD5
2019-11-18,12.477589725351152,14.443030200606556,6293746.098685745,14.764899557341352,12.871327220895353,,,,,,,,,,0.14627774582955475,,,,0.6384651701364842,,,,
2019-11-19,15.038452400016766,13.793396365851509,571328.4261025153,14.664406924980682,14.829107743332813,,,,,,,,,,-0.08642046087192912,,,,-1.803624673066923,,,,
2019-11-20,11.922406665755318,11.677890680260944,-3434749.48065458,11.07503436814467,11.824477137525308,,,,,,,,,,-0.020722174099491265,,,,-0.28842532275301747,,,1.0170910931390977,
2019-11-21,11.764641389357324,11.412149866684018,-3859762.429945809,11.973575071655503,11.469474012732718,,,,,,,,,,-0.030419974930344828,,,,-0.6849785172752757,,,0.8676240897259101,
2019-11-22,9.27091920350999,8.100479164845908,3576199.3273946457,8.423495501783577,8.737591813831955,11.885389255649788,,,,,,,,,-0.13495931753397858,,,,-1.1580556138360507,,0.919325563413805,1.27463949850598,
2019-11-25,9.013834005008988,10.61845387053748,-2481291.682433674,9.870152529167385,10.140219896206688,11.120473989635972,,,,,,,,,0.16383290977971077,,,,-1.309083843552621,,0.5830910029505381,-0.23105476744063005,1.3414476977631493
2019-11-26,8.628573527554508,9.2010830705929,940182.7228713072,8.986896928225832,8.69824233237506,10.20201133058425,,,,,,,,,0.0642420030453339,,,,-1.2425244757215637,,0.437270045088538,0.09585903438062968,1.5243838830093395
2019-11-27,12.160198829156244,12.789937120705474,835206.355865553,12.047439504186812,12.763157660468837,10.424420618673157,,,,,,,,,0.05049047180666187,,,,-0.3344688259942864,,0.42036491848421476,0.7754104594783001,0.10620195794602655
2019-11-29,12.75443799859643,12.915373169389111,2609473.0417966824,12.755273234601262,12.628577529333128,10.725065279214174,,,,,,,,,0.01253903103149623,,,,-2.065967089087223,,0.614834482754061,1.312187569410606,0.40761167106261814
2019-12-02,12.244525010151603,11.032152794432818,-2179894.6800328754,11.254085423917928,10.587318115699915,11.311400005131556,,,,,,,,,-0.10426490863055682,,,,-0.4053141571748103,,0.7179273587761236,0.5640541104359131,1.0755734645908746
2019-12-03,10.227076658768794,9.895482754081996,-2744887.740422819,9.704131068310076,10.201003616413118,11.166805781840461,,,,,,,,,-0.03296041197645252,,,,-0.6994217282211036,,0.7192535740662074,1.1052205444062664,-0.32438600719885674
2019-12-04,9.540787774263675,9.560999428642733,27844.68056161329,9.15277449474192,9.081660235092784,11.238789053450427,,,,,,,,,0.002116206374537832,,,,-2.643467404628836,,1.0559742933765977,0.38604669572923755,-1.0218836132772728
2019-12-05,9.195919598270253,10.817785923881615,1631535.2531125322,10.558325766115187,10.26321097518435,10.844358814085655,,,,,,,,,0.1624317606291816,,,,-1.2203908765311227,,0.935675388700881,-0.08088129190410683,0.6791249250586827
2019-12-06,9.76069921084985,7.4941403893841,2171000.78749316,9.19331917520465,8.429776405912634,9.760112258084652,,,,,,,,,-0.26424260454744525,,,,-0.2697861384830461,,0.9637690396619026,0.7260300825631766,1.6903232397741095
2019-12-09,7.569229970806489,9.824553015690796,-1411906.174853176,9.253310034115202,8.858130466158954,9.518592302336248,,,,,,,,,0.2607933210204534,,,,-0.9284150149605089,,0.9030878317429104,-0.006790092398417871,0.18863473562928285
2019-12-10,11.016120074695635,10.184214221065872,-3215107.212482473,10.010255098399083,11.292029242260838,9.576338595733024,,,,,,,,,-0.07852076529845772,,,,0.24824516814304462,,1.0998950991444514,0.9895686399589418,-1.2422582028116143
2019-12-11,9.948998059860216,10.582562221296923,1052645.9551969366,9.973399435430068,9.75886418566651,9.780651154263861,,,,,,,,,0.061735724437600725,,,,-1.5392812195534726,,0.7250581231836388,-0.2770597488143981,0.021333604413381304
2019-12-12,8.693976376152733,8.101747627416373,3023821.257176145,8.566984296014411,8.60059212051101,9.237443494970814,,,,,,,,,-0.07055062042672366,,,,-3.3929963672008485,,1.410500028845664,0.7335530534653688,0.9991743099156136
2019-12-13,9.730508156392132,11.449985906819409,1894961.1844269373,11.315990715076111,10.436890688355348,10.028612598457874,,,,,,,,,0.16272237858579522,,,,-0.12885659172941413,,1.434353579427231,-0.14222774161002857,1.3751943628046879
2019-12-16,11.159244522095491,9.443485357325628,-75262.3014451731,10.408533930017327,10.56215662567766,9.95239906678484,10.666945157475608,,1.8580173295935885,,,261254.1694206597,,,-0.1669431359123207,-0.06933608795683445,,,-1.873255710978439,0.985755444018747,1.4601559349325737,0.2939655871917385,-0.9647783386101366
2019-12-17,9.603859521679908,8.697400473081075,-583788.5221455256,8.88144062013373,9.016856625898612,9.655036317187882,10.379663671099333,,1.6790036912111082,,,-82622.56162090386,,,-0.09914086637381471,-0.07236879822099976,,,-1.9994037145237018,0.9216203031972579,1.1664672715705555,1.012540627730044,0.396635406092316
2019-12-18,9.719591345598786,9.821708277316349,-803511.1637362977,9.650923494196777,10.259481734013718,9.502865528391766,10.181079266672578,,1.4766791067782177,,,-151364.5411128445,,,0.010451491276119941,-0.06893763614852919,,,-0.4966626606711703,0.9219304363328652,1.3065484703453099,-0.9722715217629601,-0.2733138659788281
2019-12-19,10.357479071909395,11.15953137851605,290120.77171859983,10.28610020196824,10.718313813556051,10.114422278611702,10.155161301585332,,1.4533904429325943,,,34878.97150581449,,,0.07458509050529132,-0.004019725187562103,,,-0.8388353416805794,0.9037861598609465,0.8331988048341501,0.9010271967122836,1.1176903892116483
2019-12-20,10.601160709457332,11.783366134910564,6323814.265350481,11.664351845825266,11.182334310179982,10.181098324229932,10.173722114996659,,1.4725322347134444,,,544057.8062706289,,,0.1057253913816576,0.0007247629207222633,,,-0.729774784586497,0.9026300594675631,0.6960215775449567,0.67378996142787,-1.0984716142897495
2019-12-23,12.688532281174504,11.774399430124134,116886.72000442818,12.169210883327397,12.107078908094309,10.647281138789634,10.35741812826057,,1.4287944770286896,,,371092.1759011181,,,-0.07477098076467908,0.027601577077271636,,,-2.7784945234742087,0.9732265002793826,0.9791244635512124,-0.4863475844255695,0.8462604965678667
