Date,Open,High,Low,Close,Adj Close,^TNX.csv_MA_5,^TNX.csv_MA_20,^TNX.csv_MA_250,^TNX.csv_realVolatility20,^TNX.csv_realVolatility60,^TNX.csv_realVolatility250,^TNX.csv_log1DayRet,^TNX.csv_logMA5_20,^TNX.csv_logMA20_250,^TNX.csv_logMA5_250,^TNX.csv_log1DayRange,^TNX.csv_HL_20_realVol_20,^TNX.csv_HL_5_realVol_20,^TNX.csv_logD2,^TNX.csv_logD5,^TNX.csv_Mean,^TNX.csv_Variance,^TNX.csv_Skewness,^TNX.csv_Kurtosis,^TNX.csv_Shape,^TNX.csv_Location,^TNX.csv_Scale
2020-05-15,-0.023160989030548,0.0055631760309858,-0.0182328413319577,0.0122017849437973,0.0122017849437973,0.00609098721466116,-0.003381298867637905,0.05026148917270837,0.038564541197564924,0.10284083586258581,0.08885470466424136,-0.6408871081420529,0.5885502567536107,-2.698979245013507,-2.1104289882598963,-3.7382370499986712,0.7939571198100199,1.0944896885510795,-3.558284105556401,-3.4865883761567145,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-18,0.053006569780454,0.0985901961131783,0.065478021104797,0.1122012382313716,0.1122012382313716,0.01489719362506164,0.0045102110751748395,0.05017901186838502,0.04506497782006377,0.1046463667165274,0.08878730750901839,0.7498781649662063,1.1948288938902314,-2.4092528949920626,-1.2144240011018312,-3.4078542392035356,0.8050461656050143,0.9986524720409073,-1.959097174721729,-3.1228606197434985,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-19,0.0907933800057526,0.0542531873686622,0.0789609475544954,0.0283606827700457,0.0283606827700457,0.02153868312140526,0.0101847393847374,0.049916277188954146,0.040049762020819495,0.10491621684724246,0.08875415984792198,-1.1635825990422197,0.7489600722285041,-1.5894566845326743,-0.8404966123041704,-3.7006379071275446,0.8275315662615719,0.2560846090709474,-4.125284432036437,-3.4049811064775564,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-20,0.0291724602965621,0.0198506678425747,0.0162257067265194,0.0022223749302292,0.0022223749302292,0.025240334043807062,0.010484212758660719,0.049875042073329,0.039962243541114696,0.10499541769205709,0.088773991213286,-2.574648711248772,0.878572693376104,-1.5596501398766895,-0.6810774465005854,-5.619911717338463,0.8596192538969519,0.8822504212459291,-2.207467083461041,-3.989538451169625,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-21,0.0100717955487542,-0.0115282261897456,0.0101006889137687,0.0136095089971893,0.0136095089971893,0.03371911797452664,0.01230472085863152,0.04955740116628957,0.03918796637326107,0.10518846996009845,0.0887610631789558,0.301029741827642,1.008081977065348,-1.3931486188691347,-0.38506664180378664,-3.833724197301691,0.8731667431961425,0.8863537500946514,-4.216432621541682,-3.1607503314238943,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-22,-0.0024219590187883,-0.0013196958269883,0.0128176465563122,-0.0018533846960246,-0.0018533846960246,0.030908084046562256,0.014016267448194444,0.0494004961528647,0.037681911508694474,0.10526318360164719,0.08881734130719393,-0.2675631916938491,0.7907991536702376,-1.2597418520768364,-0.468942698406599,-4.258935586440208,0.8748034162084015,0.8695163044067397,-5.502698138311122,-4.264765004983076,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-26,0.0511902989482107,0.0447389025888447,0.0599253651164742,0.050983537794378,0.050983537794378,0.01866454395916354,0.014809621666797109,0.04945448387208636,0.03831131182027325,0.10415599213619392,0.08881417235859845,-0.004047248153874182,0.23134859696761928,-1.2057756466634189,-0.9744270496957997,-4.187350871152644,0.8260519985839901,0.7634082496370818,-3.2867792329684113,-2.793318908454023,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-27,0.0610631048773471,0.0455812311719407,0.0117571282210767,0.0161470733103016,0.0161470733103016,0.01622182206721472,0.017433388558486522,0.049299979090505694,0.03637263139205496,0.10366259340693845,0.08883847695466046,-1.3301690215564477,-0.07202987321018808,-1.039536406732317,-1.111566279942505,-3.386581625576615,0.8596667835821394,0.8365364899668726,-4.017358076613786,-4.405204419496386,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-28,0.0091699624992172,0.0259167859846654,0.0461326896851856,0.0471471784450996,0.0471471784450996,0.025206782770188795,0.019816800338042485,0.0495510478193816,0.03669456587326115,0.1028654146288035,0.08874291064885335,1.6373409684386695,0.2405830360005876,-0.9164733274128423,-0.6758902914122548,-3.9012856724354785,0.854844175795121,0.3458599272970401,-5.563231448225838,-3.102765219947668,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-05-29,-0.0001330127973051,0.0004823028705565,-0.0010130812110942,-0.0211295951085496,-0.0211295951085496,0.01825896194904102,0.019224730416131756,0.049573202196550446,0.03727975861204699,0.10228670559248854,0.08872449578391417,5.067984604570715,-0.0515414675293962,-0.9472529167071476,-0.9987943842365439,-6.505372194332272,0.9739253079491675,1.2002051015803892,-3.28938765960529,-3.3598893070526903,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-01,0.0168164732214367,0.0167426795327781,0.0293927565222001,0.0190032289741119,0.0190032289741119,0.02243028468306832,0.019474428450389245,0.04941880501022944,0.037259706384129995,0.10123757911617332,0.08874404998397017,0.12224995585292903,0.14130979705457686,-0.9312287765171366,-0.7899189794625598,-4.370091977706812,0.97051902031497,1.1968545629811413,-3.5704228863627754,-3.870084178630745,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-02,0.0372993958184819,0.0194593913930628,0.0251649597031386,0.0362137716366681,0.0362137716366681,0.019476331451526337,0.02124182695823397,0.04932579678894544,0.03716880365636712,0.09399375250719257,0.08874566255831966,-0.0295376501846593,-0.0867722510218184,-0.8424749979767427,-0.9292472489985611,-5.166312684489965,0.9777854771212614,1.2188994793943368,-2.858698104777671,-4.215173014811309,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-03,0.053105952414875,0.1052340814288457,0.0698527145388303,0.1096433198334127,0.1096433198334127,0.03817558075614856,0.0255994725155199,0.04950836001697258,0.042104108331755756,0.08161893706626475,0.08882288744912951,0.724943530202216,0.3996243175749378,-0.6595697981355034,-0.2599454805605656,-3.3415699564570693,1.0098570458748848,1.2308183974441038,-2.400858659843418,-2.3698339876311425,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-04,0.086662135039214,0.1165138727627104,0.0873995268221219,0.1271188790663412,0.1271188790663412,0.05416992088039687,0.028587560001316004,0.04990496729984406,0.0470533166208776,0.08342717763395736,0.08894759228205083,0.38310565130090785,0.6391541308768812,-0.5571488846780996,0.08200524619878152,-3.536524238634089,1.0155108924640424,1.2958929058851774,-2.397939092032015,-2.526082449124279,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-05,0.1736976465324481,0.2150453977748985,0.1809235966106145,0.1714144419705779,0.1714144419705779,0.09267872829622238,0.039217204227538584,0.05014754526008156,0.05396817476823282,0.08647774718402479,0.08919659627753809,-0.013231862633661277,0.8600234441514212,-0.24585403138458628,0.6141694127668348,-3.377818768646327,1.0252154408642284,0.7943670978407937,-2.7843193030613986,-1.6474303873693874,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-08,0.1531884333896827,0.0951814791548606,0.1147954423783832,0.0971817250792453,0.0971817250792453,0.10831442751724907,0.04193594586538518,0.05018987145084961,0.05550622656563611,0.08741804363105869,0.08921647190405362,-0.45508607418726016,0.948895007512929,-0.17966988671955364,0.7692251207933752,-3.93151355702536,0.9692893186376866,0.7610674175410586,-3.5086549617201035,-2.548760655114277,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-09,0.041065166940133,0.0186788007475604,0.0363606596961489,0.0351468610790547,0.0351468610790547,0.10810104540572638,0.04028477861036946,0.050037908421934174,0.05517494223185979,0.08696754313136403,0.08920958256597722,-0.15562492891852528,0.987092699697339,-0.21680719097299017,0.7702855087243488,-4.035216083148965,0.8994715263913523,0.3199922229368283,-1.9931348196967373,-6.8429881362179215,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-10,0.0330269397609901,0.0214447252798233,-0.0022817357753057,-0.0252430031317257,-0.0252430031317257,0.08112378081269869,0.03926496668936679,0.04975908449355206,0.056231403665576024,0.08303713518068309,0.08933592026811295,-0.26877457119546383,0.7256434579362445,-0.23686036134805583,0.48878309658818847,-3.7411643534474597,0.8059058443536161,0.27166134570261424,-2.1002589014413826,-2.003322907378817,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-11,-0.061314770207336,-0.0722546274771176,-0.0634004225894674,-0.0777578084780503,-0.0777578084780503,0.0401484433038204,0.03619137024955327,0.049178690363246444,0.06091276673703773,0.08068889464717786,0.08969186397788038,0.23757821313518943,0.10376296811588188,-0.3066397074595106,-0.2028767393436285,-4.726862804252082,0.8179080305585517,0.4953130057122602,-2.1812114485657506,-1.5853470050056775,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-12,0.0012883219089092,0.0011166336162304,0.0124257157448888,0.0256851751231486,0.0256851751231486,0.011002589934334537,0.038914849538531124,0.0490173219914927,0.05904374788533781,0.06822527499150202,0.08969771963994308,2.992573456273353,-1.2632452203301259,-0.23079783168044363,-1.4940430520105696,-4.482149147880534,0.8196337243096656,0.4079155830699205,-2.977338908313545,-1.92600471534585,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-15,-0.0198911913858128,0.0123527401885484,0.0022595049652051,0.0220022339977573,0.0220022339977573,-0.0040333082819630625,0.03940487199122912,0.04891575386470489,0.05885073242262288,0.06820184248461263,0.08971393958231245,0.10086700374984145,-2.2793025104272537,-0.2162100462602291,-2.495512556687483,-4.595889859404664,0.8187061240855972,0.4135297499378004,-2.3049875518304987,-2.587876810202776,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-16,0.0948420080567988,0.0865365653462411,0.0750953199352659,0.0771701832115571,0.0771701832115571,0.004371356144537417,0.0376533192402384,0.04909151237598324,0.05706428253336812,0.06730267536361667,0.08972612753070303,-0.20619927947702232,-2.153347819268607,-0.26526504503353904,-2.418612864302146,-4.470530434360071,0.7984589264579183,0.384364564650523,-2.9664646187712016,-3.1695305259454782,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-17,0.0517526075834114,0.03476339029147,0.0537303259735961,0.0291964635714792,0.0291964635714792,0.015259249485178395,0.03769510828031007,0.04910089753119983,0.05705742484488802,0.06175383612532246,0.08972391447387663,-0.5724272275873075,-0.9043444893867119,-0.26434698209396323,-1.168691471480675,-3.9650580430266618,0.7908893516979536,0.28919826443637586,-4.93447602238553,-2.9106658972937876,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-18,-0.00465073546886,-0.0157320039305287,0.0124493936031861,-0.0033719778563482,-0.0033719778563482,0.030136415609518817,0.037415390640981205,0.04862460692369816,0.05725385336696175,0.06138669345978484,0.08968499056297327,-0.32152589923991143,-0.2163478728108918,-0.26204758383816673,-0.47839545664905836,-3.569093180635736,0.7380726715968923,0.4362901083330864,-2.5189744916875516,-2.598489803913771,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
2020-06-19,0.0483643070736794,0.0490635903154096,0.0200970448134573,0.0200042673045859,0.0200042673045859,0.02900023404580627,0.03773512855635104,0.04852995280279312,0.05713163624945097,0.061431986115848616,0.08970272858913741,-0.88281646848775,-0.2632875520520334,-0.2515897383289502,-0.5148772903809835,-3.5416137182891805,0.7478847474238969,0.49230577300638323,-4.6894003867387735,-5.1706442318083425,0.1351201414912902,0.013444177420846137,0.3644031130934247,0.453237909040217,0.08296136583167914,-1.2559527511327284,1.3862868759282607
