Date,Open,High,Low,Close,Adj Close,Volume,SPY.csv_MA_5,SPY.csv_MA_20,SPY.csv_MA_250,SPY.csv_realVolatility20,SPY.csv_realVolatility60,SPY.csv_realVolatility250,SPY.csv_avgVolume_20,SPY.csv_avgVolume_60,SPY.csv_avgVolume_250,SPY.csv_log1DayRet,SPY.csv_logMA5_20,SPY.csv_logMA20_250,SPY.csv_logMA5_250,SPY.csv_log1DayRange,SPY.csv_HL_20_realVol_20,SPY.csv_HL_5_realVol_20,SPY.csv_logD2,SPY.csv_logD5,SPY.csv_Mean,SPY.csv_Variance,SPY.csv_Skewness,SPY.csv_Kurtosis,SPY.csv_Shape,SPY.csv_Location,SPY.csv_Scale
2020-05-15,15.492574773628291,15.387461064084306,19.42866435092012,17.322493570894636,16.418068378585275,-2425738.436801791,14.743230119336374,16.168934979237473,15.863787275475547,3.945840925834999,10.599084803764196,6.373227804184941,-5584203.651165449,16927399.816502266,6479575.612820411,0.05802159648924709,-0.09230780496281649,0.019052825561063507,-0.07325497940175284,1.3965424909027468,1.6349145741241764,1.2442719927054957,1.8545119624951991,1.5908395023083581,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-18,25.604460775234884,25.75949986390341,27.818170453766697,25.35358280061206,24.00195734355356,11108290.749527082,15.790506608246602,16.64302319223462,15.893800622629907,4.291768427529968,10.711854592035598,6.393863689431095,-2954665.0671069203,16250590.222878365,6617730.918487891,-0.06463120233469437,-0.05258218924413673,0.04606196586807061,-0.006520223376065918,0.7220604297503894,1.6446974014437887,0.41238070052182285,2.0765414130280413,1.6556308867383884,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-19,21.710466738882104,20.153794967592944,20.9863408431265,17.82104390975948,16.88528258945263,-16901071.283680752,16.67198436584772,17.10094282130024,15.902362493013806,3.7440036226413356,10.728122646594038,6.393752054724374,-4154977.9551719925,14691936.905838,6586651.128465123,-0.25135209263465147,-0.025403869915787105,0.0726659150823623,0.04726204516657526,-0.18326695289979242,1.4740191294490423,0.7178823235625266,-0.7609674308344901,1.4832824025281166,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-20,21.334186405949623,20.891546005982438,23.44985714713542,23.148038840225663,21.915154124869247,-14813311.381884051,19.049117439748652,17.322926693044888,15.943029858340953,3.8959122806441813,10.772613291065044,6.399554560500761,-3206073.0879661054,12701109.146607764,6357246.978428578,0.026867585023324276,0.09498990535973477,0.08300913227595441,0.17799903763568928,0.9393473302996375,1.4800233642608691,0.7149458029987368,0.7356333345668246,2.4753330832168983,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-21,20.84744532373898,19.35935783250073,19.106581234592312,18.42041660482772,17.4479224259658,-15100928.155814871,19.3336769724853,17.420627200315817,15.956877170308903,3.8720587472483943,10.794027357564362,6.399048471247535,-3681544.8708349913,11741254.451839209,6392168.750367958,-0.17801083142197555,0.10419352077248263,0.08776506853093433,0.1919585893034169,-1.375249192559246,1.293168065172631,1.0987848049510969,-0.5751155775533489,0.3526251190351788,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-22,17.544030233668337,16.90042077543893,18.715096278065857,19.213646671975283,18.195599436602063,-23244329.10642588,19.68918318408866,17.38772489716895,15.98297773255851,3.8620238026384346,10.677594197664273,6.394800755441007,-3514621.35782587,9155068.413284339,6268462.2971084155,0.03646604122992913,0.12430491641364697,0.08424022739234817,0.20854514380599523,0.5959066653011692,1.2613030488974772,0.946847761702839,1.313603953664488,0.5752253554071882,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-26,25.52385354163826,24.18628608097893,20.915396164140816,22.38545705070311,21.18985904533412,11202260.580248415,19.126763524444772,17.410773012260126,16.022621349526293,3.884324093831263,10.698520584374132,6.396242174871316,-1812218.1301157405,6277138.797130482,6159409.534048949,-0.18609072760962259,0.09399943262109123,0.08308759520642346,0.17708702782751462,1.1850620937062586,1.2780635126619,1.0364351912186598,1.3196032900730512,1.0339309300299935,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-27,21.99300772536023,22.33014513663568,21.03075454668135,24.7739940957309,23.444334109347466,17726131.681252345,20.43857382842374,17.732647546668698,16.063402687541146,4.109297133728787,10.75496400496984,6.41097190761895,-1505325.897036815,7023083.654553429,6317681.415679882,0.06390427771840763,0.14201655458936882,0.09886387522885787,0.24088042981822677,0.26189537759901316,1.278026906125106,1.0106043126316377,1.657987032839657,1.880846007120639,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-28,23.414498109352,24.056498875717125,25.256498825749645,21.356954034137917,20.215440925687147,-5895831.446707591,20.09863118858732,17.547429941379406,16.10485124302932,3.8935676929949232,10.777382085021108,6.404154090853481,-2518383.264225204,5476282.757486255,6216885.610814556,-0.14690869316531707,0.13574421557429045,0.08578695105589595,0.2215311666301863,0.1823215151543873,1.2779583013045244,0.9497551247669793,-0.0259147865025907,0.5304595304661801,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
2020-05-29,19.38272652915492,19.910945112641343,19.349504999747893,22.064393047983685,20.8820718914927,27722570.827703856,20.7854610816927,17.714995229645393,16.14393041535218,3.964284729768426,10.759061958037002,6.4033746366026705,-1647784.492100969,6951953.977027445,6248381.784355872,0.07450870226546505,0.15984228681121412,0.09286731568033592,0.2527096024915502,-0.577250166068864,1.2474724659450727,0.6425314631618624,0.9408905471267003,1.233769286725207,21.852862205611796,44.361420225407045,-1.1400689189072366,4.0475675784007255,0.004155920737597518,-1581.7341620492853,1603.6088072550529
