Date,Open,Adj Close,Volume,High,Low
2019-11-18,7.219385619169088,8.30647897809066,12805.405289124232,7.689353051141239,6.701468380238033
2019-11-19,8.358470949530059,8.853598566246,-372620.8460046365,8.194239302359271,8.707109898573691
2019-11-20,6.848534893800014,6.109263224398987,-1754924.3326001684,6.095616379950066,6.963442999777563
2019-11-21,7.455580045761998,8.864542120959698,769461.9545367276,8.462535179682945,7.807773028780296
2019-11-22,9.634703559695332,8.371810686010882,-405608.39628978213,8.39986536506941,9.60916201894819
2019-11-25,7.52882667761893,11.052035015308306,2717901.679916598,11.608029472139158,8.04837155466285
2019-11-26,11.410794586680694,4.810594832519776,2850545.781210996,9.016673780261897,7.434023893722177
2019-11-27,6.897169253437681,7.158284840203152,-2864073.5997717404,5.699979790278739,8.268790601853013
2019-11-29,6.494636663110157,6.500865025406746,-1766448.4277329762,5.281361543772597,6.596402357902001
2019-12-02,7.0592940118005885,9.472209619813881,616359.2976773682,9.23069713036994,8.171030879747377
2019-12-03,9.793378199713104,10.647097285311638,427391.81552503724,10.922640087568723,10.622198918967932
2019-12-04,10.68891792202239,5.460610800623272,1960998.746992996,9.20492360800501,7.158990190455377
2019-12-05,5.327583040027939,8.298962414685619,-1621395.0392062976,6.024257440811674,6.707969709402676
2019-12-06,6.79231557815298,3.715529680539042,962296.025250156,6.263661352462265,4.568614033455788
2019-12-09,2.1434225538464986,4.61718836735146,-552372.008652064,2.032077090769235,2.8523267352038033
2019-12-10,4.934628836731932,8.236023203241402,-1103517.2382386504,7.616376191052446,6.049059338832002
2019-12-11,11.000616932533994,11.772098909168115,6263762.108512458,14.546478260921354,12.186133768981499
2019-12-12,12.714212539260544,14.254415452181142,801135.749522795,12.210513480163236,10.675448802152275
2019-12-13,9.092030542996405,9.002359359396948,1080010.7021438493,10.144040147811566,9.931934101396223
2019-12-16,10.801489998977999,12.77434004104905,-962397.8854767778,11.975661756257232,10.634628292961466
2019-12-17,12.556483959837024,9.812694951813334,-1792119.5815987452,10.891104823964127,13.214835584968768
2019-12-18,10.006710418101697,7.887197715971979,-338921.87139326613,10.004518180276563,9.695589649235444
2019-12-19,9.25360691893701,10.55306787277646,-321596.335998673,8.696494315121704,7.08565330466741
2019-12-20,8.836886869626724,9.153351729121077,151244.1594422427,9.216258791855978,10.44337525696318
2019-12-23,10.194002911700231,12.578981767038812,-640421.4987308318,11.225313680856011,9.762459126668787
2019-12-24,13.66460317988043,2.764224168997295,2736455.7584938337,11.735174627855102,6.21637315093065
2019-12-26,3.0295108922250265,4.615508457572453,1716016.9964268869,2.272422230995076,5.029667070831188
2019-12-27,5.377100014252321,3.8262026199319124,-142000.20668223267,4.548104610220065,3.3605005947188715
2019-12-30,3.123951171660302,3.988453556912951,-1598827.7335555535,2.2253181947031706,4.640659515698204
2019-12-31,3.6569956527953877,7.95572590349262,-947776.1631637332,6.406101240888219,5.394679285151824
2020-01-02,8.617340966595798,3.2204216852222274,329194.7974196705,6.549546418818075,5.07830717678349
2020-01-03,1.4110988471250892,6.799889752212792,860331.9016361726,3.9686698290832467,1.556050788925667
2020-01-06,6.878111815174229,7.572878856264815,-1080812.6760404385,8.456762329832102,9.422781578726251
2020-01-07,8.442973967941796,9.800877126229018,-110137.68478270248,8.336376195928409,10.007173162774322
2020-01-08,8.95598143754836,5.546720436627112,-994070.4076709303,7.565165486149446,7.881439764221618
2020-01-09,5.943172879211957,9.455166792181423,222937.36459674407,7.701842051345302,7.009949128500793
2020-01-10,9.247015171968329,6.606326569027644,-133818.60240265308,6.911999335207767,8.074412712820397
2020-01-13,7.636065151022564,6.371585367843338,998550.0194476349,10.452905793990311,7.442652739727805
2020-01-14,6.024040443504433,4.8466239900704835,-503942.76107876655,3.050261758212045,3.5175717360491348
2020-01-15,3.9200759225720816,3.31148659894766,-124666.8587626873,3.092247644200995,3.8304378613564083
2020-01-16,3.531979143138777,4.4506977232302845,-829560.0168927019,4.964571097775995,5.963932111291172
2020-01-17,8.939006453190757,8.242010053285618,1712658.5938947322,9.043552369204797,7.99818320816842
2020-01-21,4.71723896200843,4.374061765921411,149830.3675446827,4.692583760801853,4.92912038090968
2020-01-22,5.9096784212336,7.3989224276381265,-911699.9751329566,5.712836203990712,5.393080107702339
2020-01-23,5.797945846867904,10.535305881967751,1350542.7142048765,9.64188592052237,7.921129451473476
2020-01-24,11.665640115217357,8.845006730051317,-1049225.9567528286,8.889164095330074,9.887940866294507
2020-01-27,9.366766983406187,9.636116426340166,-1008051.3278057416,8.989706554268679,10.515433164185957
