,Open,Adj Close,Volume,High,Low
Mean,8.961702504173752,8.901174660616338,4412554.746475389,9.057391066810283,8.873471585183337
Variance,13.345375473421763,12.860289241959617,745698768721215.5,12.020795757273794,12.225830666778535
Skewness,-0.15713862520766242,-0.08711001762061983,2.127191502212148,0.01843650507566201,-0.19980982857518223
Kurtosis,0.12024648257954729,-0.06233521265883857,11.573345879716674,-0.11737129050066253,-0.02622066037338966
Shape,0.01999746543506752,0.03290484280363476,1.1372693942574552,0.06783476814041099,0.004411548564867837
Location,-166.1299907003545,-95.5415450391245,-673524.5742721434,-40.61891572887174,-746.3432692209194
Scale,175.16313796037272,104.50394145307952,13072271.854216382,49.62923666662505,755.3313114266745
