Date,Open,High,Low,Close,Adj Close,Volume,PFE.csv_MA_5,PFE.csv_MA_20,PFE.csv_MA_250,PFE.csv_realVolatility20,PFE.csv_realVolatility60,PFE.csv_realVolatility250,PFE.csv_avgVolume_20,PFE.csv_avgVolume_60,PFE.csv_avgVolume_250,PFE.csv_log1DayRet,PFE.csv_logMA5_20,PFE.csv_logMA20_250,PFE.csv_logMA5_250,PFE.csv_log1DayRange,PFE.csv_HL_20_realVol_20,PFE.csv_HL_5_realVol_20,PFE.csv_logD2,PFE.csv_logD5,PFE.csv_Mean,PFE.csv_Variance,PFE.csv_Skewness,PFE.csv_Kurtosis,PFE.csv_Shape,PFE.csv_Location,PFE.csv_Scale
2020-05-15,2.91803193484375,2.4371382721181085,2.638719500354153,2.2786526627839905,2.04491760367204,3063776.24471798,2.092882985935625,2.165431605836806,1.673040320747192,0.479650117800156,1.0620329830881459,0.7266782860724211,423354.5035536863,2126963.4260967537,1529729.4280089352,-0.3555518970468606,-0.03407716307024096,0.2579771750510978,0.22390001198085666,-1.601562861028803,1.1575612643144568,1.698206589257993,-0.8583074672334282,-2.1759902305208914,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-18,2.813094256771837,2.5856073232673467,2.587880487746652,2.569502339349373,2.2940517462533947,-1123082.0500748008,2.0244023918316243,2.1954769962129905,1.673815022844844,0.4671669072280008,1.064463142286481,0.7272387141941015,439686.0470995266,2079589.262207053,1505952.0610405891,-0.20396546083960843,-0.08112479140768329,0.27129386739725236,0.19016907598956903,-6.086582374518804,1.516260784068946,2.1071985146871137,-1.580896186960975,-1.0717669591680647,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-19,2.07283718438379,1.9941667461269008,2.105082236091363,2.033003270787756,1.821023649023104,-3156807.3749788795,2.056174806622483,2.2105383367555085,1.6719223086481272,0.4487285088619667,1.0529328212017128,0.7262326600346931,245655.4788349592,1867575.4486683449,1495337.540701457,-0.12951950181543778,-0.07238871050320424,0.2792620296948199,0.20687331919161558,-2.198986719316692,1.5147879068606522,2.0003973197822074,-1.4965827559700076,-1.8397189126295088,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-20,2.311776338542185,2.31940992047814,2.4238378425214364,2.11883576525085,1.8925837791880935,-3318760.613222593,2.110483822617494,2.193555544041631,1.6711582174281348,0.45425729250444663,1.0384973370378503,0.7258981884860167,258883.54138552974,1635924.533871135,1477653.126122798,-0.2000732323402901,-0.03860654238899164,0.2720068340017569,0.23340029161276524,-2.2592581867706545,1.5183650441828613,1.9811509800771765,-0.9126275319281003,-1.3036271129675547,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-21,1.913130877626568,1.7335328059020618,1.8386054075476856,1.8074110259752023,1.6174459194663309,-1678834.3580241073,1.9340045395205927,2.1559375728688823,1.6692853561313892,0.46978047173771187,1.0378728623581102,0.7254283104905068,261254.94878836191,1378701.1121505338,1506374.6007966504,-0.16789279078578243,-0.10863295331059797,0.2558300931774045,0.14719713986680644,-2.253103723518014,1.5170884448558672,1.8137440847778301,-1.591707383604999,-0.12511387328533483,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-22,1.641528993562364,1.863987883565692,1.9567100084783355,2.2180798493197718,1.973819483022197,-3108222.2700272445,1.9197849153906241,2.1196503533497046,1.6691344238354138,0.45332005301827716,1.031163382414654,0.7253607347510215,309102.5863696214,1039686.2960064498,1372595.6603142936,0.1843423688759554,-0.09903799088605536,0.23894596443713448,0.1399079735510791,-2.3781481626912035,1.5126123583051043,1.7070196575594228,-2.5104004260648374,-2.6436943750139474,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-26,2.405066890822521,2.2980001572648554,2.502753200456425,2.139306379065172,1.902726602380266,5588064.859661467,1.8415198866159983,2.0588426844168324,1.6692739292811423,0.3892723949387407,1.0181864196051553,0.7254024589869694,405146.9084551681,754337.0253528209,1426656.8764242572,-0.23428980505179348,-0.11155276526501788,0.20975526224753577,0.09820249698251775,-1.585950693396922,1.5136168041497282,0.313870601040454,-1.254281731032766,-0.9382164945515489,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-27,1.9882088050132156,1.8619959943653652,1.839758752213232,2.059866708156552,1.8313098665476344,4924040.730865629,1.8435771301209045,2.03704543354711,1.668305555755117,0.389193503972436,1.0177066392556644,0.7250222925541925,-22047.042638255283,975978.9259305137,1485569.118894395,-0.08220265054267069,-0.09979266436694277,0.19969196707934325,0.09989930271240055,-3.805986821239722,1.5081916160107354,0.8163002149882965,-1.9483457975183591,-4.576950384222221,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-28,2.478409837087636,2.852345384006167,2.732255713109332,2.826205559239437,2.499290385267241,-449581.2310479898,1.9649184513367337,2.039684852849285,1.6714729046234298,0.3922832269434728,1.019321103297503,0.7269211330280144,67778.9185294564,878250.2035884502,1478302.2654415346,0.008389685888268055,-0.037344568156791096,0.1990900954945347,0.16174552733774364,-2.1195165577843214,1.4738018522915048,0.8270624518665738,-0.51656911459905,-0.4997099555499843,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
2020-05-29,2.697810122235346,2.447116226581709,2.2772322032775527,2.47793692833471,2.193286424398668,26446411.224489342,2.080086552323201,2.0241374056282373,1.6716015031106912,0.3788339638579922,1.009166530014933,0.7270109448226886,1211082.8612628784,1360698.5967544904,1582958.4782715654,-0.2070393086915389,0.027265867264164533,0.19136148648117857,0.21862735374534314,-1.7726392906049118,1.4732346589957412,0.8788328882009308,-1.0161758265707987,-0.5519245577895875,2.084067149879004,0.9666433738561582,1.0011685391942775,3.3862568824585715,0.1421857644904944,-4.652988272291454,6.668675385222983
