Date,Open,High,Low,Close,Adj Close,Volume,PEP.csv_MA_5,PEP.csv_MA_20,PEP.csv_MA_250,PEP.csv_realVolatility20,PEP.csv_realVolatility60,PEP.csv_realVolatility250,PEP.csv_avgVolume_20,PEP.csv_avgVolume_60,PEP.csv_avgVolume_250,PEP.csv_log1DayRet,PEP.csv_logMA5_20,PEP.csv_logMA20_250,PEP.csv_logMA5_250,PEP.csv_log1DayRange,PEP.csv_HL_20_realVol_20,PEP.csv_HL_5_realVol_20,PEP.csv_logD2,PEP.csv_logD5,PEP.csv_Mean,PEP.csv_Variance,PEP.csv_Skewness,PEP.csv_Kurtosis,PEP.csv_Shape,PEP.csv_Location,PEP.csv_Scale
2020-05-15,8.509307910356668,11.224257152607764,9.500561967561213,10.584148913234344,9.543961195722844,15358259.981381346,7.553114934397911,6.919759717168711,6.957856289446317,1.6397884626634127,4.701028496641458,2.5851697636046933,793240.4789622712,837013.4609292175,360612.585086463,0.1147480063123028,0.08757900619385862,-0.005490376439113058,0.08208862975474569,0.5444703497917879,1.0627096676859975,1.007603549052052,0.9924353587031104,-0.8682064902051816,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-18,11.130951035580864,9.65972835663699,10.65154770579862,8.703053632940907,7.85054340314683,-4005851.1549862423,7.5190255832416195,6.997801587041994,6.962744605804756,1.6453570683505974,4.696611660855188,2.5856997773103374,646434.3035082548,750612.1409317311,343707.1255056486,-0.3491468568484654,0.07184051213491124,0.005022304205203545,0.0768628163401148,-0.008214295980853848,1.06998534933701,1.0554369813471125,-0.16852656332032837,-1.7693323138357089,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-19,7.067046681126257,5.825502875686638,5.623123634877771,4.756923176884556,4.298859901904692,-1820145.738873576,7.109032739832474,7.011176424373557,6.948454347979641,1.6208793794188499,4.7002974646832785,2.590525307796661,566353.192281701,698477.7681276628,337640.08306689106,-0.4970928187430725,0.013860684496084205,0.008986268977932026,0.02284695347401637,-1.5976119120025771,1.0846124059274955,1.1338452066458622,1.6572945541151907,0.7178223378983292,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-20,5.949171294581973,5.105293949749509,6.00098776371334,6.045654410631883,5.457967715701642,1198075.0785684772,6.831393360017122,6.9199693051980775,6.940767905374009,1.6557781880853817,4.699896497765973,2.592091333906172,652483.8633387374,662346.8168485314,341409.55665017915,-0.08617542440909533,-0.012882675319367536,-0.003001083632158596,-0.015883758951526092,-0.11015664989546164,1.0915067954853455,0.8271739548900526,0.8723704791403811,0.3280057101481676,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-21,5.409372228506342,5.155681110171656,6.050556990410826,5.610107525470824,5.06539680622322,-2543310.0719692344,6.443345804539845,6.93247571098796,6.933438500487437,1.6399129153236554,4.6983761778699185,2.5948026283556525,470401.4998618746,611403.3202332213,335384.22919714276,-0.06570056961183048,-0.0731690547864723,-0.0001388714060018577,-0.07330792619247412,-0.11107025162143931,1.081328341951392,0.7975504120500071,-0.2658724352949912,0.6628105312277648,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-22,5.060709746499995,5.321795894434601,6.201812271901048,6.630848426976229,5.9833594480435295,-2374873.6956939376,5.731225455003982,6.753674922367407,6.935747484417863,1.5296679934682775,4.670715491950703,2.5936946751765295,402375.8788777548,517124.5789896505,303250.9422095109,0.16747545126245164,-0.1641574153246009,-0.026602042623446166,-0.19075945794804705,-0.12781476092573688,1.0875007114389308,0.6761910453577711,-0.6436111377854422,1.2699295608269348,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-26,8.378670230152125,7.478879815237846,6.854908124429869,6.020130599055008,5.433219018037107,903173.112738656,5.247760577982038,6.621677963572506,6.930686867072703,1.5237057144947597,4.620168846844553,2.595393360931919,470821.97424217267,405697.545802457,309046.1786073554,-0.4331574388514645,-0.23254737762117475,-0.04561011665922677,-0.2781574942804014,-0.4716502789367447,1.0263984914099684,0.6414800860040808,-1.0001555776242688,0.8826613025255818,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-27,5.322422484345566,5.845127674425584,6.086985160969292,7.554821609408279,6.813711510365764,311023.24158219295,5.750730899674252,6.493755561946136,6.929801521120765,1.3813865675558386,4.612076513312231,2.595395369455052,368443.1475119552,430875.97214480775,319777.44720254774,0.24700842665072778,-0.1215140726547052,-0.06499013988813031,-0.18650421254283547,-1.4194066248740418,1.0390246306658104,0.5644396638422211,-0.18590549665420925,0.9222137992110097,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-28,7.814772265689541,8.334245923875244,8.098070527946163,8.67402642191712,7.820293541231607,-516409.0397735057,6.223196064780245,6.599355127813834,6.935761170321261,1.3987981463314423,4.615903454967068,2.5957240060918148,285985.6279973254,406147.2197770203,315367.4167393224,0.0007062683124915115,-0.058688324788092494,-0.04971886918905745,-0.10840719397714996,-1.4431805469058572,1.0328030062267168,0.6699200754072461,0.8700685673111128,0.8596466530245644,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-05-29,8.122499364031384,7.079692905776739,7.699253552848575,7.164982698645503,6.461851474210732,8189746.32730218,6.502486998377748,6.633960163587515,6.931932998823303,1.3856938696052596,4.556803259930364,2.595714343138297,650097.6607931446,542737.1562893161,349743.19759708556,-0.22872202761810834,-0.02001721676289373,-0.04393677069562799,-0.06395398745852174,-0.4787446858976818,1.0252386272760234,0.604048072006369,-1.0445218070172146,0.3339366447143948,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-06-01,7.260989170693435,8.905875768856134,8.36473280956632,8.796205850484085,7.929203647938394,-5186660.527326055,6.891655838356721,6.806596177932664,6.935190325899592,1.3160884661953036,4.564286301712821,2.5964556737807323,468794.25912993925,464663.0940390887,326876.0537991463,0.08803653893527097,0.012419212845247636,-0.01871632946665945,-0.006297116621411786,-0.6140717849699625,1.0248414180977274,0.501612048742215,-2.217232446124686,0.6656959188397226,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-06-02,8.811485638238977,7.930086192921451,7.801525882710564,7.729842744348758,6.969102004477136,-256571.9152234858,7.198832435644727,6.83928363332811,6.927004706342803,1.3113554047458016,4.566230796368961,2.593094487534393,443108.347409405,455058.87375740154,321352.6572843196,-0.23456967739469556,0.05123585697625802,-0.012744504280195166,0.03849135269606274,-2.0513571445899657,1.047305836439124,0.6510754550581606,-0.6787502549018868,0.42910545112047727,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-06-03,8.28441873523272,8.271492285284936,9.182804103546571,7.922901427865909,7.142367570245966,-127070.95170822831,7.264563647620767,6.848507469004429,6.918355632461596,1.3128814747892235,4.501617122881616,2.5887346035688967,514519.56529440416,413514.6024651777,316408.7426366807,-0.14833217586651637,0.05897749215355868,-0.010147375228803284,0.04883011692475543,-0.09287015898998302,0.7508955259655596,0.7944875366851949,-0.23973533981687067,-1.1127434857381406,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
2020-06-04,6.361953790622422,7.241413395733872,5.964786427720384,5.535135028376487,5.905209639450305,-244056.24297298817,6.881546867264507,6.849044792827755,6.903397090617226,1.3124725972698912,4.5002436871341605,2.583716343342638,507315.68351623666,393036.8894846369,309135.08697916806,-0.0745005789163344,0.00473426578370738,-0.007904426173026067,-0.0031701603893186095,0.2442214184901758,0.7574575389097641,0.8790930842135369,0.061934225113296465,0.6497614346134778,8.557889254098692,6.010924220823366,-1.0573495285599197,6.777597612661177,0.0036727489769767052,-663.5988262262779,672.1492030851059
