Date,Open,High,Low,Close,Adj Close,Volume,WBD.csv_MA_5,WBD.csv_MA_20,WBD.csv_MA_250,WBD.csv_realVolatility20,WBD.csv_realVolatility60,WBD.csv_realVolatility250,WBD.csv_avgVolume_20,WBD.csv_avgVolume_60,WBD.csv_avgVolume_250,WBD.csv_log1DayRet,WBD.csv_logMA5_20,WBD.csv_logMA20_250,WBD.csv_logMA5_250,WBD.csv_log1DayRange,WBD.csv_HL_20_realVol_20,WBD.csv_HL_5_realVol_20,WBD.csv_logD2,WBD.csv_logD5,WBD.csv_Mean,WBD.csv_Variance,WBD.csv_Skewness,WBD.csv_Kurtosis,WBD.csv_Shape,WBD.csv_Location,WBD.csv_Scale
2020-05-15,1.349116556160464,0.9127750654223732,1.6222944329083957,0.9492823847508784,0.9492823847508784,-4449531.61529735,0.46559429886658776,0.8110310255717363,1.4248464576990703,0.9745286792282937,1.1070959786324448,0.981829878481654,709675.1297256667,584458.9229038224,296854.2027911749,-0.3514989396981537,-0.5549916576891787,-0.5635130285852098,-1.1185046862743884,-0.3431674853817767,1.114552225474482,0.909149136284387,0.222525510908628,-2.0308442450289323,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-18,1.8082565521221063,1.7123365573207838,2.013146595173568,1.7139029301348572,1.7139029301348572,-435669.1827397319,0.7794734362595588,0.8564897996901129,1.4244195694529789,0.995204943828678,1.1193421611266001,0.981680296843483,705675.7285066238,573347.6819390208,291430.6568012551,-0.05358996515607065,-0.09422379840489843,-0.5086772816436829,-0.6029010800485812,-1.2012763169420115,1.0752460224229583,0.8545718406217289,-1.905720125552767,0.45069063250104613,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-19,1.3102536809067864,1.1256635804851245,1.213202149199379,1.0676690946118512,1.0676690946118512,-1782290.2282813182,0.999219305198476,0.9082989812200379,1.4248310963982271,0.976796736898672,1.1222454093325276,0.9815083914324564,648030.3201539688,492647.67866220087,288476.75339835143,-0.2047429119895734,0.09540068040596726,-0.4502349579605438,-0.3548342775545766,-2.4356757974301084,1.0442854876891898,1.0826824861781659,-2.133798810628325,0.09415437092777093,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-20,1.4401032516637766,1.3864592173710868,1.4639691941005726,1.2033835872439838,1.2033835872439838,-1525724.8315143173,1.2998850833326094,0.9633107991774867,1.425486217975764,0.9599008999275943,1.124651123298052,0.9813048706807219,571169.2530391898,418096.29078040464,285044.788989541,-0.1795775685044147,0.29965504179839597,-0.39189213979489207,-0.09223709799649608,-2.5573486189147228,1.0799327528773055,1.171783992807966,-0.6723267520053684,0.40768190963412904,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-21,0.91804505983899,0.7286154319603266,0.8883388445956353,0.628415637497012,0.628415637497012,165131.09037423646,1.1125307268477165,0.9721286806884741,1.4236311310197145,0.955758317484044,1.1192691816660745,0.9823752587700633,528744.9047054003,422760.35378871014,287981.5738101013,-0.3790446835130797,0.13490445005981228,-0.38147783797316803,-0.2465733879133557,-1.8343116306535616,0.9998381155956726,0.9193390085774069,-0.8226786814511066,-0.06531558839004457,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-22,0.7102440927117986,0.5870001298198115,0.6235620317647292,0.4849472607213165,0.4849472607213165,-122382.6793910712,1.0196637020418042,0.9370318105838935,1.4176543361055676,0.9603342363781175,1.0884627568801446,0.9835266154944725,520221.4311123699,230566.12088870272,277589.498261987,-0.38156855926008676,0.08451091697547314,-0.41404167770384437,-0.3295307607283712,-3.30874851118592,1.0503713230926608,0.7938795381785783,-0.33067819740024823,-0.7671487373892298,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-26,1.2434467908286972,1.906281421904115,1.490556860776369,2.341324502819542,2.341324502819542,1231040.7612413866,1.1451480165787413,0.9207837079758109,1.422272976223322,0.9318637534057478,1.1139434400563917,0.985147336837402,588032.8315869553,224326.29955496785,285095.54445666185,0.6328296025812179,0.2180640158398816,-0.4347863944270586,-0.21672237858717683,-0.8777323506879608,1.023214121104939,0.9075579756260538,0.5381930161301789,-0.4661365995567465,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-27,2.258103269042092,2.45294551399083,2.4307251596972783,2.3033884996007643,2.3033884996007643,1242476.0605400123,1.392291897576524,0.9140759529943626,1.4274635361245058,0.9207881808505537,1.1340859544029094,0.9863616971685151,557519.8012191463,272949.7699140257,292103.30277580465,0.01985610002597344,0.42079284788821036,-0.4457407297753976,-0.024947881887187214,-3.8067465500934614,1.1565011601011383,1.1658894378984024,0.5979796719612962,0.2116533146454878,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-28,2.2313911149439285,1.648504000144328,1.5824924443580528,1.1413597727587934,1.1413597727587934,-1271771.523346461,1.3798871346794859,0.8115731813190198,1.4266810315054899,0.7526939023513547,1.1363136381109842,0.9865113496417595,477893.41538249113,222811.36372457916,285749.4838656058,-0.6704048746112121,0.5307824251469044,-0.5641315054737918,-0.033349080326887444,-2.7179254646109317,1.1831366598891058,1.1708578196621973,0.18229216474596993,-2.780236863086489,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
2020-05-29,0.5760877545364202,0.5129718547470237,0.6639983155710016,1.0855762147786248,1.0855762147786248,1089921.4439912303,1.4713192501358083,0.8639561640624018,1.4254583578243376,0.7321945261722678,1.1360807048815464,0.9867448393644853,354252.53436934086,272216.69976284687,287494.05988008704,0.6336061978163173,0.532392694900067,-0.5007266641185137,0.03166603078155336,-1.890300220274578,1.0944935331439876,1.163032653226246,0.1970560398587655,-0.7827205771973627,1.2263962767924794,2.7556672416613557,1.4778885433747182,20.02226829838872,0.0314418710918611,-50.92714253884327,52.12762701383596
