Date,Open,High,Low,Close,Adj Close,Volume,MDB.csv_MA_5,MDB.csv_MA_20,MDB.csv_MA_250,MDB.csv_realVolatility20,MDB.csv_realVolatility60,MDB.csv_realVolatility250,MDB.csv_avgVolume_20,MDB.csv_avgVolume_60,MDB.csv_avgVolume_250,MDB.csv_log1DayRet,MDB.csv_logMA5_20,MDB.csv_logMA20_250,MDB.csv_logMA5_250,MDB.csv_log1DayRange,MDB.csv_HL_20_realVol_20,MDB.csv_HL_5_realVol_20,MDB.csv_logD2,MDB.csv_logD5,MDB.csv_Mean,MDB.csv_Variance,MDB.csv_Skewness,MDB.csv_Kurtosis,MDB.csv_Shape,MDB.csv_Location,MDB.csv_Scale
2020-05-15,17.813142809477128,20.89687158966117,19.738842035711656,21.16450333163033,21.16450333163033,-71343.03235307091,23.612656545930378,16.71562566546235,8.932618119323092,5.765212629827358,9.772349441858324,7.002409728834783,17041.046818297065,59753.32181906777,68430.73142838222,0.17238886227508038,0.34543891204797006,0.6266344161744503,0.9720733282224204,0.14671990037048388,0.8726110815033759,0.6352590786587052,0.46333046412536927,1.1594838438648216,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-18,27.25263251684889,22.705606523648527,21.90441083701029,17.166047544817047,17.166047544817047,-102298.53855830165,21.61058536291792,16.61830675656057,8.958194035971422,5.738992514870236,9.776659824906961,7.020807860804276,-1605.2198089462422,46985.32278785026,69306.08222510228,-0.46221666956533014,0.2626783533792742,0.6179362561813286,0.8806146095606028,-0.22165005883172836,0.8876003238702725,0.5161893404462735,1.2282982524045236,2.3036201486453103,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-19,17.165429258546283,20.256523966395548,21.595526022757284,23.341076851393524,23.341076851393524,-206075.39885921904,21.00138990081604,17.41749563659166,9.016275712419889,5.488936178375887,9.79902872138158,7.079482499615719,1394.2593005549395,34335.196314984314,70884.61235652151,0.3073173290088265,0.1871134238829178,0.6584438407853064,0.8455572646682242,0.2919246024522442,0.8353011878835779,0.3138513611975844,0.777751860333907,1.1138218054988742,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-20,28.401016831471225,26.2253737298592,28.095913254016523,26.31056762159844,26.31056762159844,347312.798720562,21.71273106248926,17.92112361939184,9.097669483490282,5.826720221705851,9.925712769521704,7.160735614825055,24783.75417358499,42546.946999562446,72420.19508020834,-0.07645427926467872,0.19191866586535666,0.6779618275480264,0.869880493413383,0.6262269048460268,0.7677664101523128,0.34760652383576096,2.213154801163544,1.268834781748854,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-21,25.227999489589397,24.344611360383997,22.13922544823421,24.256339431889103,24.256339431889103,114716.30493262773,22.447706956265687,18.472760884732313,9.159500856510029,5.880587174806243,10.06554261782093,7.22459473219635,36265.53580479315,46667.89595498229,73902.50409345466,-0.03927646547850833,0.19489120648708833,0.7015055768978794,0.8963967833849678,0.7909025104331233,0.7733134387294053,0.3998406592434688,-0.08854428165634197,1.3015203345438533,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-22,24.55397732030568,29.91070188483434,26.658651829243357,32.93025015005523,32.93025015005523,224067.77515772972,24.800856319950668,19.398441805097857,9.249723182087367,6.61924591747144,10.440038491772519,7.379020070775089,58856.18741629367,46208.961089763354,67990.63908794292,0.293517842685491,0.24568543808643217,0.7405991187029508,0.986284556789383,1.1792855838152538,0.7780452102720065,0.5292691905375133,1.8900474123725037,2.465192498143851,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-26,34.1116916655138,29.539489185560257,27.64788549594488,22.189425300041396,22.189425300041396,206324.18595703423,25.805531870995537,19.833342755830984,9.315690195433822,6.4952924544267905,10.531602928855516,7.420736514867651,72004.54449572638,48517.065649576834,71819.81251038479,-0.4300243520589701,0.26322438358146166,0.7556644026040039,1.0188887861854656,0.63742498231189,0.7794622944692091,0.3216087712543497,0.7260567374311612,1.6141025670415492,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-27,16.221096956559165,13.33052392809222,5.632875349906556,17.26851864636356,17.26851864636356,151289.75840304955,24.591020229989546,20.341929603735217,9.344900450879933,5.807312905883297,10.559855498736114,7.437659681233381,79823.81258548256,50247.595793785156,74262.93132041056,0.06257243608240719,0.1896970914358771,0.7778534653715963,0.9675505568074733,2.0409149027654294,0.8469611097506056,0.5948608737225025,2.7512202530130905,1.803779966867598,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-28,20.98987677799161,26.98066049105006,29.47017394878736,22.3896878140917,22.3896878140917,-182431.219786669,23.8068442684882,20.771270591076618,9.396658081328205,5.6125802997046925,10.649247779389489,7.483277813402877,73736.71742301309,44424.14886236207,72477.31419074663,0.06456022411281137,0.13640230328346714,0.7932167075590005,0.9296190108424676,0.9120872928847658,0.6645650535720149,0.5558102883050712,-1.6081262028498664,1.3663160693098222,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
2020-05-29,23.21022768493188,31.963293542498064,25.548266631840303,36.89277776427701,36.89277776427701,532529.8994826006,26.33413193496578,21.861259367118386,9.54682759158086,6.498659158310185,11.138299076677944,7.655570940827419,89128.89434925372,60563.47445069615,72042.25735492866,0.4634227773290322,0.18614979832170958,0.8285071817193594,1.014656980041069,1.8586431930171425,0.6673963023298513,0.6045237697350622,2.976766511002394,2.5365845715110154,17.142505359175388,313.8623493254056,0.4177840265458345,3.157536255462764,0.06188364100859735,-268.6277486249686,285.2788271821753
