Date,Open,High,Low,Close,Adj Close,Volume,TGT.csv_MA_5,TGT.csv_MA_20,TGT.csv_MA_250,TGT.csv_realVolatility20,TGT.csv_realVolatility60,TGT.csv_realVolatility250,TGT.csv_avgVolume_20,TGT.csv_avgVolume_60,TGT.csv_avgVolume_250,TGT.csv_log1DayRet,TGT.csv_logMA5_20,TGT.csv_logMA20_250,TGT.csv_logMA5_250,TGT.csv_log1DayRange,TGT.csv_HL_20_realVol_20,TGT.csv_HL_5_realVol_20,TGT.csv_logD2,TGT.csv_logD5,TGT.csv_Mean,TGT.csv_Variance,TGT.csv_Skewness,TGT.csv_Kurtosis,TGT.csv_Shape,TGT.csv_Location,TGT.csv_Scale
2020-05-15,10.565740704511027,10.553905141878488,11.041393601364746,10.07926856868167,9.306522867655104,3259409.544344437,9.571049050008835,7.477660483618749,6.270484599941763,2.2609942569015327,3.871186921704892,3.041343916273133,227066.75258008586,551301.2948593069,335286.80957010784,-0.12690121996393378,0.2468228445638005,0.17606633316893472,0.42288917773273527,-0.7184886616731433,0.9132661974953864,0.7674953198540057,-0.12169092371335562,-2.0221834039030058,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-18,12.252119462871365,12.381003164053467,12.591761230421554,13.563487731488934,12.52002836981906,-230135.49643301775,9.644443356238494,7.857160376940245,6.307504319586105,2.440712337435546,3.988404028252581,3.0608784654010766,267918.48746533983,532622.7042563059,323627.7164595792,0.021630692227164093,0.204956665530598,0.2196851796009148,0.4246418451315128,-1.557044408250958,0.9487036636453289,0.675725766227653,1.2710290254175631,-1.0024710057394217,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-19,12.273289816736536,10.986598742290226,10.668793573116416,9.085786149575696,8.991478449124344,1995288.2421966568,9.638928055767568,8.09071483791385,6.310192411013226,2.304131657238368,4.007290722029409,3.0629468648680533,416152.81479956413,535833.140474372,273074.90894073667,-0.31114805169399967,0.17509281705667654,0.24855091873113272,0.4236437357878093,-1.146316759518377,0.9366718127662413,0.6389234131869392,-1.1550416388888862,-3.5907912328376885,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-20,9.735944105399852,9.124822342507642,6.552699551936712,5.816137093214536,5.656794765305037,6238120.587694413,9.086066833128783,8.107652973131014,6.303005536876256,2.2838320787384534,3.9923174399482098,3.0623612590774756,826528.7102782263,627133.2675563081,303490.09015898267,-0.5429671787192089,0.11393369580375645,0.2517818381410773,0.36571553394483375,0.9447315465153161,0.9888867157130131,0.9710257685876938,1.9261787015978322,1.016789649843248,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-21,5.205158647651558,4.711214019667096,6.265046506154647,6.462573787576659,6.181492271705011,-1725045.9852894277,8.531263344721712,8.276242389972063,6.295875919665613,1.9758445698520226,3.9818082263557386,3.0605532497001935,113580.1962368392,600684.0519506797,305967.0649570287,0.17190952877570934,0.03034840884591878,0.2734942446377186,0.3038426534836375,0.4407244510820951,0.9653077457827111,1.0620771074242517,1.0331795642657027,1.0202966095568515,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-22,6.400487931902219,5.829214568778028,6.7981694262064565,6.020597829646789,5.734491908104147,-2534236.003979151,7.81685715281152,8.167224336931486,6.295815140683608,2.0553840465919584,3.8999548406443356,3.060564290791472,205803.4134667067,515799.5703886956,302068.7616521922,-0.10987507508787445,-0.043846537549181636,0.26024396341279254,0.21639742586361096,-0.03153725493773508,0.9709865694435501,1.0561700580272295,-2.5549367944968764,1.273134330264194,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-26,7.129858225167283,7.360201119883669,4.876443048854412,4.439733095837312,4.245429050225681,1473476.0449566008,6.161937288892844,7.9614818409640025,6.294563472350355,2.233289722259095,3.824628019657956,3.0613415987267767,402302.9983904242,475969.20381761744,312690.26607241906,-0.5184484634019583,-0.2562239204032281,0.23492882350274033,-0.021295096900487694,0.9097727644122815,1.0045793017169455,0.863101046508582,0.6606566440439932,2.113190499497867,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-27,4.189783382118364,4.835339289015678,5.611404700390025,8.135773241100992,7.656614397044024,1696310.789473636,5.89496447847678,7.889858940817094,6.303074408777534,2.218142461141757,3.8287679365353884,3.0621619306008427,510195.37437224464,456565.40464789997,328403.13978331594,0.602920867509177,-0.2914797482070349,0.22454074071773936,-0.06693900748929561,-0.2535184693431951,1.0051821454547036,0.5411906558815459,0.6534300384549355,0.2888294530191146,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-28,8.193817706836356,8.935948297069189,9.47650102499378,8.406557824041869,7.895605179553584,-1016556.568236174,6.342726561326489,7.892404677693851,6.313827927305571,2.218117110369101,3.812477284574343,3.063018464665173,474593.5862284576,383231.364774469,328088.4432816862,-0.03707363343364441,-0.21859213080362438,0.22315872659671773,0.004566595793093346,-0.615163092683911,0.9991781417227481,0.5968806917548672,1.2947754210405682,0.8059446597343374,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
2020-05-29,8.24085644516002,10.424115515198764,8.797137993885585,11.708027204115666,10.947512615448533,2457696.2280872995,7.295930630075193,8.180446683520346,6.328435935031064,2.222305118287767,3.8716342847803196,3.0763983211001142,614769.7131661074,451504.52095378086,328739.3591860941,0.28400799601193394,-0.11443001112351348,0.25669363795900896,0.14226362683549545,0.48672401210776417,1.0070043317472097,0.6039495482960786,1.1911605422281624,1.561511647182657,8.936437528261935,27.472790493252234,-0.7737655802531823,9.155396211616331,0.15117212612271358,-42.740678219884416,52.005447450969896
