Date,Open,High,Low,Close,Adj Close,Volume,NTNX.csv_MA_5,NTNX.csv_MA_20,NTNX.csv_MA_250,NTNX.csv_realVolatility20,NTNX.csv_realVolatility60,NTNX.csv_realVolatility250,NTNX.csv_avgVolume_20,NTNX.csv_avgVolume_60,NTNX.csv_avgVolume_250,NTNX.csv_log1DayRet,NTNX.csv_logMA5_20,NTNX.csv_logMA20_250,NTNX.csv_logMA5_250,NTNX.csv_log1DayRange,NTNX.csv_HL_20_realVol_20,NTNX.csv_HL_5_realVol_20,NTNX.csv_logD2,NTNX.csv_logD5,NTNX.csv_Mean,NTNX.csv_Variance,NTNX.csv_Skewness,NTNX.csv_Kurtosis,NTNX.csv_Shape,NTNX.csv_Location,NTNX.csv_Scale
2020-05-15,0.2746066314532189,0.92610677319505,0.8107068031700901,1.3575688538423645,1.3575688538423645,-810602.8442547873,0.9931244876409,1.2092274991895298,1.0398532669773992,1.1690986365812672,2.1908651958019756,1.8935320452924302,66708.79090306509,357238.26695880847,213099.62144177116,1.5981111290401704,-0.1968809829005333,0.1509021115488693,-0.04597887135166393,-2.1593511846572198,0.919810294726199,0.884770233367106,0.12409142146241751,0.29755916725932186,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-18,2.3886750660114284,2.166498321396828,2.52432133909739,2.083125227129361,2.083125227129361,-579727.6458366308,1.006415157854366,1.3006235817326577,1.0383121554171313,1.16201982803928,2.1823899195558147,1.8925212205447681,10604.548906782793,348860.4553352993,213998.89527036998,-0.13686956742749698,-0.2564491594029117,0.22524736041820773,-0.031201798984703998,-1.0277167787845003,0.9201167942154739,0.8691789123393167,0.5558903103687222,-2.7112550651872733,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-19,1.2611570898070283,1.4336057285907025,1.2012245709930536,1.2789511413351846,1.2789511413351846,598561.5555738646,1.0569454787051693,1.3787031530140186,1.0432801569915249,1.1008926610173653,2.177437992040978,1.891511919621724,100210.86910987289,351666.59684057784,213010.9207178534,0.014010696386472623,-0.26576018875046337,0.2787735662946685,0.013013377544205135,-1.4593763347541207,0.9201078253327675,0.9102536828412625,-2.543158254970345,-1.3757437975552322,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-20,2.045774776797856,3.335196726750606,2.3151168835571774,3.8406555941129454,3.8406555941129454,5785597.111589519,1.7799867000145564,1.5191194653285467,1.0623689976842734,1.2263387650062885,2.238628281086219,1.8955779859644466,441535.128448021,431055.45374117594,230686.70618718045,0.6298664979571423,0.1584750245004842,0.35762954995599305,0.5161045744564773,0.019880901873261556,0.9631947325501004,0.8949514083561334,0.5639096230646967,1.2851488682446568,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-21,3.8623980394540016,3.174638447609217,3.540905313236454,3.113506949928764,3.113506949928764,565841.1613016678,2.334761553269724,1.6531295760096938,1.0720426249646622,1.247695395404906,2.2805684607751653,1.899862228178768,473983.36780847993,392070.3830010453,236315.37691304658,-0.21553851680353214,0.3452395632350762,0.43310438020527675,0.7783439434403531,-1.004393070216943,0.9649633463982534,0.7931653589672515,0.6068023860422544,1.0202449950816312,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-22,2.8100752030393554,2.8141194662565745,2.8135068990223715,3.0986579829174428,3.0986579829174428,-1510862.017944659,2.6829793790847396,1.7457750307487838,1.0960245678829417,1.284114725552317,2.0367574342831314,1.88736136692926,389432.2489351546,69962.6782809649,200033.24752373583,0.09775786338775357,0.429729284898705,0.465508996521173,0.8952382814198779,-7.397851851442347,1.6464671291253161,2.9704534205591933,-0.2984092552330081,0.5545108536600962,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-26,3.8672217076119946,3.296473748825722,2.924443427567617,2.356396564147253,2.356396564147253,640019.218161514,2.737633646488318,1.7691474158727423,1.099890624570293,1.2910928965453605,2.019391978884973,1.8889549478580419,415312.37675367,172947.07734590588,205799.05968556576,-0.4954027716443558,0.4365961699957417,0.47528700193840057,0.9118831719341423,-0.9887799192723018,1.6460040741471784,2.9742580520422277,-0.27824621612056266,-1.2972900689067388,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-27,2.048157231025833,2.0910503691256146,1.6255138410054286,2.7367404758758127,2.7367404758758127,2017639.146456581,3.0291915133964435,1.8341149754329689,1.1116349426350127,1.306124312591938,2.03397537095902,1.889971786859646,496399.380508561,245464.0427368373,207939.41917790094,0.28982712771870206,0.5017336937096071,0.5007302100125729,1.0024639037221799,-0.7645647146236254,1.649069094752073,3.0312183876614323,-1.0163389742256788,0.37692113380574294,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-28,0.727693254612781,1.495565647571116,1.290911602452347,0.2948023660197698,0.2948023660197698,3436237.552607076,2.3200208677778082,1.707591511117228,1.129856574610416,1.327446731804969,1.985377223345883,1.8596860135393671,607470.9684183865,301276.3712221842,156045.12558826632,-0.9035744197182355,0.3064922757163713,0.41299320510816034,0.7194854808245316,-1.5864343102055056,1.6459902846359833,2.8390584405208528,0.7234795660949197,1.265778815958724,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
2020-05-29,1.1817071731260338,1.5413393920499772,1.625443633557154,2.4176976175950777,2.4176976175950777,-769611.0159091577,2.180859001311071,1.7373417522717134,1.1505077877965575,1.3367966922117787,1.9977407710978023,1.8450913595033545,613791.4962347408,319004.95676838944,175596.21438539546,0.715855539794961,0.22736262000760216,0.41215281695542993,0.639515436963032,-2.475698279182519,1.6504776276188189,2.739429671037188,-1.1424298332444855,-0.3626796039746969,1.6008518221804369,2.0565406903175725,-0.5191395193270616,4.108526285146243,0.0031610262637821263,-450.7821448972271,452.3775650237926
