Date,Open,High,Low,Close,Adj Close,Volume,COIN.csv_MA_5,COIN.csv_MA_20,COIN.csv_MA_250,COIN.csv_realVolatility20,COIN.csv_realVolatility60,COIN.csv_realVolatility250,COIN.csv_avgVolume_20,COIN.csv_avgVolume_60,COIN.csv_avgVolume_250,COIN.csv_log1DayRet,COIN.csv_logMA5_20,COIN.csv_logMA20_250,COIN.csv_logMA5_250,COIN.csv_log1DayRange,COIN.csv_HL_20_realVol_20,COIN.csv_HL_5_realVol_20,COIN.csv_logD2,COIN.csv_logD5,COIN.csv_Mean,COIN.csv_Variance,COIN.csv_Skewness,COIN.csv_Kurtosis,COIN.csv_Shape,COIN.csv_Location,COIN.csv_Scale
2022-08-31,2.646268666804488,2.234881889361404,3.4810485911306444,1.5223598025126108,1.5223598025126108,-2315460.991762792,0.502557085014358,5.140558895405061,5.914211380124259,7.234672724521905,7.30367738259659,13.966813071411277,-136110.1001029075,841954.7349701553,664713.9888071987,-0.5528889648749946,-2.325207851553012,-0.14019635504843816,-2.46540420660145,0.2200722009581651,1.185181046160189,1.3703191688271499,0.4932959851817559,-3.1377973821231584,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-01,-0.6353134846948976,-2.2251479468873114,-1.8918336481164888,0.6319729584940035,0.6319729584940035,-83275.94863545895,0.2575548392861222,4.2213071259179475,5.796682230499358,6.510478681598056,7.286372637510061,13.886593370214937,-1953606.2466301776,869750.9359263886,661369.0360740034,-0.005271947720899115,-2.7966674390162676,-0.3171408990921089,-3.1138083381083765,-1.0986693939861194,1.1269452725787108,1.414494362909459,-0.05438455481738411,0.20295001019237807,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-02,3.2217703113960923,2.2929503957729693,2.4091704828064096,1.244252082899969,1.244252082899969,-2124049.509922905,0.9724560511507135,3.425376439436186,5.751763380222568,5.776764359978534,7.269957470641959,13.883069559188034,-1579569.2660768307,888249.7532635866,648109.5820560161,-0.9513963818515436,-1.2591417711285464,-0.5182951076164288,-1.7774368787449755,-2.1522695834674472,1.2261900753861714,1.4303004934525134,-1.2797467597217156,1.2738270013759294,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-06,0.5194558990305254,0.6777744971263431,0.9068639384923712,-0.7480838460099406,-0.7480838460099406,-209238.5047155796,0.8459083586714072,2.485536658696737,5.717041243255306,4.701393865396827,7.185712698738737,13.888447813922719,-1323422.670007684,864106.59807162,646965.4734783564,0.36473314953563446,-1.0778328437935785,-0.8329628109319203,-1.9107956547254987,-1.4736427780311532,1.2752425128799436,1.1043037518178311,0.32212466100597076,-0.45769811378631226,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-07,-1.9183520789327984,3.35345937174656,0.8910140540654936,6.236392535625384,6.236392535625384,423849.3517547455,1.7773787067044053,2.6183249937098267,5.698205848869339,4.770942894453297,7.064562070820623,13.884521393310106,-1179987.6646130746,841143.3191128415,653281.6542418888,1.1789353706416148,-0.38739515571990796,-0.7776165639900078,-1.165011719709916,0.9011548877997086,1.2800383255448342,1.2524616530097599,1.6078647662333112,1.5384469904941864,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-08,4.586811555286452,7.294155244011215,5.246495985531951,8.842692033768223,8.842692033768223,803210.4568277774,3.241445152955528,2.381036323321477,5.7140159102085475,4.2904341044198535,6.861029779672373,13.885847876163735,-1430087.871403593,540288.8095827589,657718.4647311049,0.6564062265701305,0.30848344234480257,-0.8753862653521494,-0.5669028230073467,0.7166973156392853,1.280506216800697,1.3607298874669551,2.260801790709064,1.9906557137268248,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-09,14.922061529213536,12.717010704118527,13.362908066933912,13.850062705436308,13.850062705436308,6425147.651121537,5.885063102343989,3.048153742624982,5.752630417023549,4.967669098032483,6.875943460538747,13.895030384533692,-1243412.8484919688,678552.2000837533,680849.4748515176,-0.07455099733859029,0.6578813861819923,-0.6351211369886828,0.02276024919330967,-0.4371146689132087,1.2016435030453576,1.3346268971232322,2.0299453381109194,2.5815863267772388,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-12,13.253234099727294,11.89660333933206,13.738409703331172,10.923046647243822,10.923046647243822,444605.5121192429,7.82082201521276,3.0345600075708172,5.76233591989068,4.944520673531538,6.914294243442981,13.89780187956831,-872348.3079521362,677920.2676118633,686521.2666505619,-0.19336667724242546,0.9467232248596006,-0.6412764929376085,0.3054467319219922,0.6107468096141301,1.183995214038744,1.0051410918742782,0.7325383664298115,2.2699373650572965,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-13,2.323214584672904,2.467617211354934,3.4910915858442664,1.4783041838316109,1.4783041838316109,-286655.30569817405,8.26609962118107,2.6003750863690476,5.712591653579129,4.65871324216112,6.772763520579571,13.890760560262693,-631001.0315399168,704277.494652576,689362.8926931955,-0.45205621438147203,1.1565070693276858,-0.7870171018713495,0.36948996745633617,0.02320308866784628,1.1330841560313476,0.5549180932462986,2.515416336494991,0.8003805547515404,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
2022-09-14,4.670950234779731,5.800377007387937,5.080450527009781,7.693757255386778,7.693757255386778,-73411.07918654755,8.557572565133349,2.621453290441945,5.708092578414246,4.681859416062779,6.706598712728514,13.889932665700172,-804365.4017156323,728433.4116617054,689513.073535736,0.4990467265931255,1.1830877161008166,-0.7781560635493354,0.4049316525514811,-0.32860618277157133,1.080156360306881,0.5286370631891673,1.1722621105094215,0.3766298183045188,5.501394163096155,106.18441636725832,0.9317570220505227,2.9423787138545947,0.11474865733481171,-82.3255464019582,87.24566510060215
