Date,Open,High,Low,Close,Adj Close,Volume,ULTA.csv_MA_5,ULTA.csv_MA_20,ULTA.csv_MA_250,ULTA.csv_realVolatility20,ULTA.csv_realVolatility60,ULTA.csv_realVolatility250,ULTA.csv_avgVolume_20,ULTA.csv_avgVolume_60,ULTA.csv_avgVolume_250,ULTA.csv_log1DayRet,ULTA.csv_logMA5_20,ULTA.csv_logMA20_250,ULTA.csv_logMA5_250,ULTA.csv_log1DayRange,ULTA.csv_HL_20_realVol_20,ULTA.csv_HL_5_realVol_20,ULTA.csv_logD2,ULTA.csv_logD5,ULTA.csv_Mean,ULTA.csv_Variance,ULTA.csv_Skewness,ULTA.csv_Kurtosis,ULTA.csv_Shape,ULTA.csv_Location,ULTA.csv_Scale
2020-05-15,5.824393904445287,6.265095755047668,10.618580471354534,5.645283290848482,5.645283290848482,-240922.39261580145,4.29124918247291,11.864119514119263,12.23952439958621,7.798916085367478,15.76436365064409,13.359224900156928,24437.331163929117,105815.6992273615,83256.80740880755,-0.031234562572530693,-1.016940803183683,-0.03115174162311557,-1.0480925448067986,1.470976608612372,0.9756731216125237,1.2998989203143037,2.5395242886495937,2.8574322848938096,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-18,16.774340361295458,19.68970997535436,21.198320804908803,18.934578628301523,18.934578628301523,51566.78947915521,4.326662936990516,12.345399663039835,12.201558220504255,7.928857255915466,15.728376730168755,13.326485842034135,37019.28591628441,106315.71283558317,84092.61638548072,0.12113944815760715,-1.048486936173143,0.011719830184447746,-1.0367671059886954,0.4111892469575923,0.9235391443785352,1.2517634282637562,2.6144122238312226,-1.7312170761775585,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-19,14.601771502126354,8.485904089985524,8.462218967188193,11.213912956532994,11.213912956532994,-171118.84648350102,6.808162155736494,12.650631648552586,12.162649937255258,7.7511431267537825,15.744302147569941,13.31506234389236,36071.425118145606,99714.77266658198,83895.74586459457,-0.2639876214800067,-0.6195849372212405,0.039337371350820105,-0.5802475658704203,-3.74290815801645,1.299585896136184,2.2002536472836516,1.717149003147752,2.5183008136480485,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-20,12.65122982109412,12.384449499514204,15.8788517537715,14.61574310947384,14.61574310947384,-45140.69194841955,11.136982227845385,12.600269618654398,12.178548229739402,7.734067613888575,15.788791662361263,13.315611213632955,44185.41815833684,95678.08243175078,81710.05262775373,0.1443448134341901,-0.12344690940046435,0.03404214981733107,-0.08940475958313329,1.251162332233868,1.300282499463898,2.1402946815250425,1.4629858100923918,3.074732916645753,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-21,12.497000317200502,20.757034630481456,13.988931748229676,22.16271754774749,22.16271754774749,878787.4297927701,14.514447106580866,12.970460678677593,12.213447642504455,8.014920782654933,15.93418436109103,13.33035055950357,92331.20674423056,111636.43253621024,85906.74855744823,0.5729228464955868,0.11246998908977873,0.06013690601597609,0.17260689510575492,1.9122208234667202,1.3215244532763448,2.303520744427523,2.393230280550958,2.8265633046343184,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-22,22.027921908577326,15.174582185838917,18.54795721656771,14.93030108275613,14.93030108275613,-370356.2750788969,16.371450664962396,13.06575368837736,12.209871088434454,8.02691719445094,15.975091959533124,13.329497755873772,51808.3009436247,100890.13603905028,82873.94320031504,-0.38891804865490087,0.2255444198424051,0.06774985470068043,0.2932942745430856,1.2159137360027967,1.332967595804195,2.272630415606237,-1.1565868850683447,2.228402111001826,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-26,23.979018271329156,29.861599163307403,27.510329190317123,31.985189025234064,31.985189025234064,668005.1172695395,18.981572744348902,14.158024079332563,12.321542102694401,9.031288360747105,16.30618889518507,13.377864657112815,99222.01069235723,103558.21617836694,84693.39658225742,0.288093743409617,0.2931871168830347,0.1389324151631822,0.4321195320462169,0.8549555962234059,1.33377872275474,2.2910658459268247,2.284672768652581,2.568834906386152,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-27,33.19322025070372,34.958060410589525,31.394078820523788,36.521017421887166,36.521017421887166,211032.7625330964,24.042993637419737,14.901172685599736,12.398168508142625,10.21486784211324,16.755903566804797,13.461467328986997,95721.21947693868,106417.32172906402,83729.6824482908,0.09554226889285365,0.47840371567506806,0.18389115284007232,0.6622948685151404,1.2708783440693339,1.338460529466068,0.38183022449831117,3.0722634231857024,3.2310851652213124,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-28,31.838747936416556,26.599420555557373,25.712542854801683,18.90098296377289,18.90098296377289,224327.64590709307,24.900041608279547,14.648727725741304,12.389726383621849,10.040370473197388,16.826590981268502,13.456704874832011,105023.54488210674,109760.46619467602,75955.63883889088,-0.5214701072195561,0.5305159874519447,0.16748587528170014,0.6980018627336447,-0.1200481858229219,1.343431433596305,0.7456707612917604,2.571405858670218,1.4551765258155163,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
2020-05-29,14.558374955044428,17.038873197821033,12.92977603042678,20.750139701369136,20.750139701369136,1169380.5068946884,24.617526039003877,15.153632394654583,12.408749334515639,10.08262428482617,16.823505732919113,13.465179841456944,168250.01051823038,130624.72720044805,84613.8818789917,0.3543865529409569,0.4852183646424308,0.19983844994891917,0.68505681459135,1.4132033370770796,1.3617271907526085,0.6204066096154095,2.758165057036648,0.34541629500007315,20.433064991578362,149.51710354892933,-0.9295786223988055,6.612329512617752,0.0029408389579074733,-4120.054425467467,4140.380170394416
