Date,Open,High,Low,Close,Adj Close,Volume,GLD.csv_MA_5,GLD.csv_MA_20,GLD.csv_MA_250,GLD.csv_realVolatility20,GLD.csv_realVolatility60,GLD.csv_realVolatility250,GLD.csv_avgVolume_20,GLD.csv_avgVolume_60,GLD.csv_avgVolume_250,GLD.csv_log1DayRet,GLD.csv_logMA5_20,GLD.csv_logMA20_250,GLD.csv_logMA5_250,GLD.csv_log1DayRange,GLD.csv_HL_20_realVol_20,GLD.csv_HL_5_realVol_20,GLD.csv_logD2,GLD.csv_logD5,GLD.csv_Mean,GLD.csv_Variance,GLD.csv_Skewness,GLD.csv_Kurtosis,GLD.csv_Shape,GLD.csv_Location,GLD.csv_Scale
2020-05-15,12.688532281174504,12.169210883327397,12.107078908094309,11.774399430124134,11.774399430124134,116886.72000442818,10.647281138789634,10.35741812826057,8.927947867999373,1.428794477028697,3.1064574962394413,1.993881335883724,371092.17590111855,1500471.3108725788,792833.2626680651,-0.07477098076467908,0.027601577077271636,0.14851642388901928,0.17611800096629077,-2.7784945234742087,0.9732265002793838,0.9791244635512161,-0.4863475844255695,0.8462604965678667,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-18,11.613395292340542,10.868363412623978,10.43601641650585,9.781155012028163,9.781155012028163,1175690.1947947852,10.864032046579052,10.315553185335103,8.942349166005643,1.433003939937053,3.0858547767187345,1.9869499864585773,553941.2697625414,1378601.4430301683,802987.1991086139,-0.1717016220003911,0.051804746309045836,0.14285444938442748,0.19465919569347326,-0.8385267814010888,0.9769560246227058,0.9284874145763714,0.6942521313181522,0.08043143729031575,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-19,10.330690067706286,10.617341515216722,11.076104738536545,11.689741145477228,11.689741145477228,-4493832.503557325,11.237638620211229,10.439986089079321,8.96401802140176,1.4391734379970544,3.074575171823193,1.9872560050511956,282240.5084411098,1046853.1528076195,788619.579424113,0.12359254879950636,0.07362548523438639,0.15242468363362668,0.22605016886801307,-0.7792210553534177,0.9815980708243227,0.8875059665642819,-2.4691323057659487,0.6248859350270572,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-20,11.37807747470383,11.028062171339457,11.505425344133869,11.278237453843388,11.278237453843388,387553.65139354207,11.261379835276696,10.364401105736217,8.979764747902683,1.3459357381515462,3.0766408237577356,1.9899432487104456,259857.8732175093,887760.677878717,783435.2659282051,-0.008813495703350818,0.0830021945230679,0.14340327914536113,0.22640547366842917,-0.7394777092460463,0.9671843821186635,0.8984621549201992,0.4035181752739758,-2.131104796474606,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-21,9.752119523904184,9.277660512283106,8.391138568126138,8.442216313545401,8.442216313545401,1106364.61424643,10.593149871003664,10.140743262944031,8.985256544945123,1.2691936210461485,3.0813402608607046,1.9865411364923458,184702.45183999668,948869.7882663595,800098.5024326496,-0.14423977792460377,0.04364625806148584,0.1209762231603726,0.16462248122185846,-0.12044940007207892,0.9739489947174809,1.0082430603702919,1.1778931160096966,1.2063150056392178,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-22,9.517528766985832,9.706543325065256,10.800407992575472,10.409285627337496,10.409285627337496,-2655810.232070039,10.320127110446336,10.109599904589265,9.001058903988147,1.2537166300252003,3.08217544000976,1.9820702306270108,160906.6742381385,714832.72661112,787110.3757973025,0.08956302477150906,0.020610618856582136,0.11614323161071859,0.13675385046730074,0.08971699206096038,0.998739850745985,0.4298919798395459,-0.14046759080468432,0.31123779716653366,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-26,9.51599125850018,8.940907392199819,8.239165974377826,7.780654312165197,7.780654312165197,4318202.311138981,9.920026970473742,10.003858482493424,9.005424778092438,1.3576066175253978,3.0087793904852296,1.9781556683678185,514061.1768162285,423614.13274678215,805087.0353496459,-0.2013332373548876,-0.008415226732253233,0.10514371794819354,0.09672849121594027,-0.35419029349502484,1.0086693693664022,0.37989003638638374,-0.4131515713534475,0.6933974991591136,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-27,6.550234458847939,8.165852065286131,7.655251551214704,9.163488305391835,9.163488305391835,1078222.617538873,9.414776402456663,9.98398292633088,9.011973333581707,1.367306533401288,2.998623222510644,1.9759482107229112,566580.0736650915,660522.7470620003,795469.0826649283,0.3357260813081829,-0.05870168877066561,0.10242803794695829,0.04372634917629275,-0.6721677673765386,0.9404906113860444,0.3539467851553096,0.2197757441692473,0.9267371139648065,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-28,10.86901369340876,10.012444190111111,10.285562169637018,9.804275213442196,9.804275213442196,-2252574.4025451,9.119983954376426,9.93330739080891,9.016115424709525,1.3534891206510329,2.974837723529994,1.976521586776314,372374.5908822099,456337.0999997576,749247.136776441,-0.10309742362097565,-0.0854254484801636,0.09687991431253479,0.01145446583237119,-1.2978514177156157,0.9417428630731519,0.5420068064064538,0.7048884321414444,0.387954176343494,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-05-29,10.380661288793732,10.589835225237763,11.11576318138961,10.796083883590384,10.796083883590384,2126508.2452349,9.590757468385423,10.098404565519223,9.020760612597684,1.23664293592314,2.9743826367038007,1.9793440325803489,370149.9637692969,668622.1906851869,742256.9087703361,0.039238881317664336,-0.05157757655036224,0.11284879191857561,0.061271215368213484,-0.6425910411158421,0.9307377190390164,0.5067368729808107,0.49017112759003756,0.8560597498405318,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-06-01,10.344560011166848,10.41511490829923,10.391001898098182,10.92310826102944,10.92310826102944,-3377431.817052047,9.693521995123811,10.153332327786156,9.030311500731973,1.2481824596945834,2.936944206676036,1.9827503416836922,271873.6816593534,571608.4104026313,740194.1226737506,0.05441979035509025,-0.0463441329091464,0.11721509672373322,0.07087096381458682,-3.7250037417808306,1.113106036885304,1.377879334482283,0.11228622033205266,-0.6658771437157848,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
2020-06-02,11.030310145798737,10.45209752899872,9.61632334831978,9.327204266921555,9.327204266921555,906996.1457619796,10.002831986075083,10.110481830078939,9.033684849666818,1.2617039476675023,2.926419940674856,1.9825343090282177,477978.849571576,415657.97040379205,746150.5071128923,-0.16771163114857132,-0.01070443914985676,0.11261233895056064,0.10190789980070374,-0.17939682119118544,1.0890761536950557,1.4109129337565198,0.38449994466342347,0.4360266144359461,9.721167889964748,4.72276817452083,0.20203739213241012,1.0925310191524726,0.04124969994382412,-42.89781525845432,52.57422026076589
