Date,Open,High,Low,Close,Adj Close,Volume,SHAK.csv_MA_5,SHAK.csv_MA_20,SHAK.csv_MA_250,SHAK.csv_realVolatility20,SHAK.csv_realVolatility60,SHAK.csv_realVolatility250,SHAK.csv_avgVolume_20,SHAK.csv_avgVolume_60,SHAK.csv_avgVolume_250,SHAK.csv_log1DayRet,SHAK.csv_logMA5_20,SHAK.csv_logMA20_250,SHAK.csv_logMA5_250,SHAK.csv_log1DayRange,SHAK.csv_HL_20_realVol_20,SHAK.csv_HL_5_realVol_20,SHAK.csv_logD2,SHAK.csv_logD5,SHAK.csv_Mean,SHAK.csv_Variance,SHAK.csv_Skewness,SHAK.csv_Kurtosis,SHAK.csv_Shape,SHAK.csv_Location,SHAK.csv_Scale
2020-05-15,2.3184933099863514,2.0778785711881227,3.145518777557744,2.5088163693117806,2.5088163693117806,-544180.6935003204,1.564604009617233,3.695131488547923,3.6860166264051806,2.1820808953443525,4.060054469080986,4.126205615513257,-32897.81047408457,178076.37845309547,116387.68849179884,0.07889353655720835,-0.8593833763246538,0.002469769373001226,-0.8569136069516525,0.06545079835765873,0.8621835091669008,0.8937294103633834,1.1172608510945177,1.57292910021606,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-18,5.543565983233421,4.971641546042598,6.208876923129374,5.115967462740386,5.115967462740386,53582.484548069886,2.158811600512915,3.6986369586626053,3.6926999813038797,2.184420078043367,4.075272573982191,4.127166919320388,-179477.32068601804,167787.58604048585,116939.77544773114,-0.08027144917636722,-0.5384064768863581,0.0016064694882035214,-0.5368000073981546,0.21287935589682722,0.8220099520993401,0.49946521317847664,1.1962065070175452,1.0889113713831902,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-19,3.633194592349689,3.164037654707279,2.560643638242425,3.2241420679701704,3.2241420679701704,-346199.5541496285,2.421938638415219,3.65074179644065,3.693725705249207,2.1837644140259584,4.070362109577757,4.12701787703746,-104661.71600532276,140407.17716967358,115361.42848557603,-0.11944542482498453,-0.4103620691258603,-0.011705246044400328,-0.4220673151702607,-0.5051848686721805,0.8031891236969603,0.5527963192963598,-0.33501731740790563,0.27431958285549524,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-20,4.47274365893162,4.3221532264972495,5.66062823766233,5.050515157090004,5.050515157090004,-549153.9378953446,3.5415725156647397,3.6204318956757406,3.700863859224756,2.1585178126343,4.007812145366945,4.1278182695067835,-169066.55812833188,23480.748223014627,112761.61587620983,0.12148823511396678,-0.022022484942034876,-0.021972940946432724,-0.0439954258884677,0.29153091452127766,0.8016779395740704,0.4475209578631436,-2.7264335595861735,1.7224396489862561,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-21,3.714144700982935,3.4318735097948263,4.124773436786271,3.646640773451807,3.646640773451807,-451646.033284916,3.9092163661128296,3.6174807119018526,3.7014656570667914,2.1584354949233906,4.015852356268915,4.127799277328296,-131692.78828594537,65620.9567812915,110611.79180996404,-0.018342015340937365,0.0775590884138345,-0.022951017122393422,0.05460807129144096,-0.3668696957154615,0.7620393488230911,0.3557149999318165,-0.8615688961383913,0.6087973053069203,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-22,3.988816031607918,3.2628200160012355,3.8711091118849614,3.5745832492724787,3.5745832492724787,-644407.8910452456,4.122369742104969,3.5880925186786583,3.7019022356492273,2.1546243952508526,4.024405677852464,4.127779985385409,-141596.78156768353,54034.0683861315,107950.07107549567,-0.10964585721403337,0.13880744868229822,-0.03122607583094805,0.10758137285135026,-0.4971050233730615,0.7446005655638896,0.39295933229539604,0.3892895921991693,0.0636946151121831,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-26,6.322609184585119,6.025621639717741,5.0505992582099,4.528642821733008,4.528642821733008,451948.89811893017,4.004904813903494,3.5673767327993766,3.707558221432691,2.142872021015755,4.034696277228447,4.1279408245703,-94910.94014392784,66391.71917059012,110759.09541046391,-0.33370967186853856,0.11568929647466969,-0.03854298164958157,0.07714631482508802,-0.02529485285510305,0.7408994723733463,0.34614324067227853,-0.12556090066375522,-0.5321775609105545,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-27,4.61522694188649,6.4022159876657625,3.9433806400202727,7.304478584483057,7.304478584483057,129459.2827946042,4.820972117206071,3.6726450325925173,3.718915879651006,2.274895596429707,4.089259913328174,4.133935248610111,-62781.5044691208,71032.60713079198,111172.30899635928,0.4591266231752166,0.2720634719925332,-0.012520075807551257,0.2595433961849819,0.8996878019216356,0.7769848949087972,0.5609234273395678,1.316380172996767,1.4061794645522925,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-28,6.537088108868687,5.637666728765751,6.3331934500187685,4.096436015478837,4.096436015478837,584134.3340756729,4.630156288883837,3.461301693451773,3.714305734551425,1.9998093398854144,4.084842549275619,4.13286459712255,-53122.99612407156,90110.8483460925,113402.86160079073,-0.46737449186321434,0.2909458929269538,-0.07054704872324873,0.220398844203705,-0.36308584815104417,0.7763918148020622,0.5698116337331625,-0.8388510871060657,-0.04700865331094978,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
2020-05-29,2.8885444201311827,2.877620442980998,3.676006250946763,4.259059384734982,4.259059384734982,-681781.7324831003,4.752640011140473,3.4332026862378093,3.7203071597599897,1.9835806245853667,4.097743449651026,4.132560711533915,-67701.76966156121,89177.62429331167,109706.41768287748,0.38829561980524435,0.3252067021791595,-0.08031268141293953,0.24489402076622,-0.22516332973685219,0.7765237656827304,0.5547117050708715,1.1136385599124285,-0.4903392249301962,3.979572651644008,12.263071761166243,0.41353156037545813,3.76149631832458,0.04314980288124455,-76.8889263934393,80.79315021538147
