Date,Open,High,Low,Close,Adj Close,Volume,SQ.csv_MA_5,SQ.csv_MA_20,SQ.csv_MA_250,SQ.csv_realVolatility20,SQ.csv_realVolatility60,SQ.csv_realVolatility250,SQ.csv_avgVolume_20,SQ.csv_avgVolume_60,SQ.csv_avgVolume_250,SQ.csv_log1DayRet,SQ.csv_logMA5_20,SQ.csv_logMA20_250,SQ.csv_logMA5_250,SQ.csv_log1DayRange,SQ.csv_HL_20_realVol_20,SQ.csv_HL_5_realVol_20,SQ.csv_logD2,SQ.csv_logD5,SQ.csv_Mean,SQ.csv_Variance,SQ.csv_Skewness,SQ.csv_Kurtosis,SQ.csv_Shape,SQ.csv_Location,SQ.csv_Scale
2020-05-15,10.577788493194426,10.151198586124146,10.994332803132934,10.075944314104769,10.075944314104769,1438508.3524554558,8.077839008686023,6.3366949463241715,3.755500169417253,2.8607877282933565,5.5329352694496805,3.4372194497152346,556593.2397460676,1734814.4790228484,722659.8499282628,-0.04860554558503153,0.24276705665950762,0.5231358534267768,0.7659029100862846,-0.17062912011985384,1.0925359755359652,0.8219569656574993,1.5304037939019914,-2.6814114156360604,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-18,8.909570797859885,8.502499892839154,7.949146421279245,4.767810151914226,4.767810151914226,1107009.3823769558,7.586266932574185,6.346239338252145,3.7591883845798346,2.854920037323938,5.527987958092116,3.4378113270730553,645067.5912141812,1776920.2215836965,734081.846230605,-0.6252389576491941,0.17847722290338253,0.5236593283337287,0.7021365512371113,-0.5917582925765399,1.0787518289599798,0.8345727032373367,1.705878863734896,0.8992912074797712,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-19,5.501313887778231,8.553485375764282,7.100248993029425,8.571497851939519,8.571497851939519,-903208.2570055444,7.8290375108639925,6.7461073305700054,3.7782751796605036,2.5474190592304793,5.577947170516463,3.451257689481272,563672.3718593621,1703828.6302451415,730697.2757686971,0.44345554346438215,0.14887393241934868,0.5796980429492854,0.728571975368634,0.3737930573402889,1.061693532841845,0.6883584321990198,0.4084250313203668,0.19379950856420092,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-20,11.179441932484636,8.711230501483982,11.073335838065873,10.112784697891977,10.112784697891977,-4004329.714819409,8.760413985718507,6.962656204614116,3.8157826654383675,2.64340596572434,5.651464603882035,3.468968616345156,434795.390829154,1630527.7311503305,704901.7915034312,-0.10027611483206382,0.2296821223404855,0.6014152416721733,0.831097364012659,0.8595533131321338,1.073673012882462,0.7192703926497275,1.676156782253836,1.5383462058484403,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-21,6.614807389990943,6.446326032767821,6.930082640986207,7.782794255666047,7.782794255666047,-1805662.9006656632,8.262166254303308,7.091867880554607,3.8352504167510877,2.615651145179985,5.684475594698118,3.47754393169694,384604.3292653228,1556994.4116946498,699089.2985178148,0.16260475255051549,0.15273805286438735,0.6147140282689268,0.7674520811333143,-0.7261733743316846,1.0792223143132982,0.6656099103834948,-0.23736469884030367,0.9127800394290314,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-22,8.616802566203383,7.546231739054974,9.15051918750035,7.464337391565458,7.464337391565458,-4969657.962400101,7.739844869795445,7.232393303118293,3.8493945768610778,2.5525089734056023,5.696408191524386,3.4851067165695846,327213.1637835644,1031984.6145159287,670773.9993398103,-0.14357741883077635,0.06781163939991754,0.6306541221679498,0.6984657615678675,0.47267970064882947,1.0830097986369827,0.6980976723107525,0.9739735461377375,0.9599657110157971,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-26,10.335436800341974,8.65594737588097,7.578597813920588,6.473661764800333,6.473661764800333,691575.1275613988,8.081015192372666,7.263927778971872,3.872083547075709,2.5382965002633866,5.6544333991029605,3.4836474934203436,425005.05631567945,1019562.9692423029,667486.3612367611,-0.46783654745065695,0.10659680833359769,0.62912795250524,0.7357247608388379,0.07450391557813259,0.9951575236098102,0.5942483228949259,0.26936469713487776,0.5340644657356133,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-27,4.638160861857074,4.685454381339106,2.8139701886396296,6.828880192089571,6.828880192089571,1621583.1150223855,7.732491660402677,7.4502873821418305,3.889643360072284,2.346177886246628,5.671978615989604,3.4874564594221376,475913.17577538884,1066863.0284536367,688764.092156037,0.3868427841493295,0.0371785406324629,0.6499351342195944,0.6871136748520572,0.6267318019999204,1.0016674030915753,0.6217163987871902,-0.4534105399898774,0.5553883849596979,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-28,6.990549137917448,6.974247306797764,7.782439031542964,5.219464585231492,5.219464585231492,-1095541.34455645,6.753827637870581,7.325407729123031,3.9073500595833845,2.3971470787641738,5.678225250022762,3.4829045065750064,292699.3701072697,1018866.8980128515,683667.4652894647,-0.29216428690834256,-0.0812394144025157,0.628489405923145,0.5472499915206293,-0.21295596550772936,0.8463599698660256,0.5439261891085689,0.2264956703352588,1.5878710327422294,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
2020-05-29,5.3363945983384085,6.145116041179364,6.991550358701431,7.242100183488873,7.242100183488873,-2059302.968423828,6.645688823435146,7.43131009581675,3.934629093926701,2.3409021972366655,5.698485175748336,3.482206384442246,319272.15537322976,1027288.3464880319,667560.8645640548,0.3053609888322851,-0.11173382112534114,0.6358855491173155,0.5241517279919744,-0.16672267342349467,0.8467282280130295,0.3770788926874652,-0.8837751610113228,-0.6149016458923462,6.698961933043298,62.80219482211044,0.8191027427711904,1.1506666606761042,0.18583871742819646,-34.95826924067539,40.939041228827804
