Date,Open,High,Low,Close,Adj Close,Volume,ABT.csv_MA_5,ABT.csv_MA_20,ABT.csv_MA_250,ABT.csv_realVolatility20,ABT.csv_realVolatility60,ABT.csv_realVolatility250,ABT.csv_avgVolume_20,ABT.csv_avgVolume_60,ABT.csv_avgVolume_250,ABT.csv_log1DayRet,ABT.csv_logMA5_20,ABT.csv_logMA20_250,ABT.csv_logMA5_250,ABT.csv_log1DayRange,ABT.csv_HL_20_realVol_20,ABT.csv_HL_5_realVol_20,ABT.csv_logD2,ABT.csv_logD5,ABT.csv_Mean,ABT.csv_Variance,ABT.csv_Skewness,ABT.csv_Kurtosis,ABT.csv_Shape,ABT.csv_Location,ABT.csv_Scale
2020-06-01,6.381772450488441,5.49697790437817,7.179958640923303,5.443817657905136,5.145636988702989,-2669840.271758376,5.90149908977728,5.538081388855825,4.813174638960132,1.656532601348103,3.3284772449100775,1.9553162200369147,-97849.08481729825,722903.8372353197,426222.3143422833,-0.21529670337923865,0.063558280575589,0.1402912465676294,0.2038495271432185,0.520566469240094,0.9113994281317882,0.7464023137680568,0.3150119246384071,-0.030120575173387683,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-02,6.115248251287397,5.108757065975752,6.158718524538351,5.552886425490087,5.247875947024198,81304.50720422715,6.21337587875068,5.573776623426455,4.811199964246309,1.6413794578857503,3.327536954181627,1.9546240490672568,31991.181834632764,684570.3038548881,426750.0087771276,-0.15296195219936526,0.10863151448268073,0.1471263277008437,0.2557578421835244,0.048753457364887544,0.9103294195257925,0.685450189140972,1.168794107087019,0.44429083612854975,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-03,5.648385287123411,5.058233224263269,4.871627446822181,4.524416183424471,4.277796454292407,1609257.5842046132,5.930641515764319,5.396596550194822,4.803134987188182,1.5759426838766024,3.2498978101538882,1.9526397329654441,98259.753428484,689442.3415148297,429611.51054133836,-0.2779316845365017,0.09436390218384302,0.11649965933196454,0.21086356151580765,-1.678757029413213,0.9181306649168801,1.0259002085879922,-0.14174729731650015,0.3461904435992335,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-04,4.2426463009387945,3.990521467116352,3.0577374435750784,1.9948336208753543,1.892602250810718,1864291.217328961,5.005979438005619,5.261382831302158,4.786623015483635,1.7541091698623266,3.2784410571065212,1.9597439693807897,328009.49173983495,713121.5165885941,437973.37699949264,-0.8072344677767564,-0.049760802352189715,0.09456873230096854,0.04480792994877875,-0.0695815909540327,0.9243482184053596,0.991245710828819,1.2105333456994156,1.5311109828763445,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-05,2.4062483570359348,3.362844326017928,3.3772254843920493,5.317467865605948,5.024377408692615,3916494.274720501,4.317657809904586,5.115145108110306,4.7830155112100625,1.6361950058169636,3.242528679692439,1.9584673808651383,448385.0261429941,729436.8400734138,457987.6503925167,0.7362327112379511,-0.16949268653966726,0.06713456045263902,-0.1023581260870282,-4.241836375404988,1.2197095172961168,1.950158648009935,-0.292251222604413,1.2359388448543003,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-08,4.372838661534701,6.9016717401558765,5.737070953244455,7.66247812543012,7.234670316568511,-4124061.816684076,4.73546447547769,5.157640993009089,4.790733513666995,1.6813201848875632,3.162389028866877,1.9643265299919483,279148.03623771796,589367.4130884957,443230.2531253707,0.5034724136693788,-0.08539948715206541,0.07379576898487947,-0.01160371816718598,0.15237835611309924,1.2372257327680274,1.8801086715291317,1.6756128562310417,0.7367014364277886,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-09,7.852680969476935,6.057114206372717,6.534752915515604,4.045755818623228,3.824738498129008,-1926789.599115128,4.450836985698652,4.927200493179566,4.782281108059577,1.5164521673258509,3.1520814280901654,1.963917007331201,148150.5770464624,435625.9746440703,438791.1576021296,-0.719364899822955,-0.1016788103180401,0.02985332355416901,-0.0718254867638711,-0.7389006708939087,1.2218396818065986,1.784295831640942,0.1820206036484389,0.35286390537437695,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-10,4.849043527096917,5.695605546633594,6.215381254477613,6.7801709346806405,6.4021655193576095,-107588.86630199615,4.875710798711692,4.995173672604519,4.784878792688397,1.5519544642648084,2.988672737756886,1.9656345455482989,223546.2339594934,422291.779873513,432550.3372391516,0.277854820940694,-0.024206282101021766,0.043011486883813496,0.018805204782791646,-0.6543578915258617,1.1721429153224114,1.7909349547745044,-0.18331629472864308,0.7534748477321621,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-11,6.578406296513002,5.381359921983759,2.1427234674825044,1.6034786292656025,1.5216423242904114,2063442.776121362,4.801518813407631,4.861579312534191,4.769581266688522,1.7294436000979523,3.0289261761704527,1.97610362375578,53278.62183694503,442751.5715987515,440046.9405824154,-1.4640022837532884,-0.012431059226973526,0.019104830265036257,0.006673771038062634,1.1751523938469715,1.2355723583341156,2.0408646913146686,0.8342543802091651,-0.99166123697878,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-12,3.038322457014999,3.153538281154532,4.512618845491936,4.859123805339543,4.590462205421119,-1628783.6867191377,4.714735772753332,4.857870252746416,4.767689229411752,1.7299676562624926,3.0261914406570125,1.9760475485581468,15693.79088503184,321591.191487055,435211.4004384915,0.4126751775942818,-0.029907247464465898,0.018738373022971832,-0.011168874441494114,0.30680841548503895,1.2514147383917,0.7843577302811237,0.5942674601842736,-0.8349061481387643,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-15,2.6132430918525245,4.472432436968717,4.038247403517524,5.233608199336437,4.943167560133276,-501589.8116923832,4.256435221466285,4.942843459213392,4.7622028546547455,1.6877313631303326,2.9246413562122466,1.9736375508600796,-288964.0170584303,304092.2698538857,424943.2875360529,0.6374143183003752,-0.14950875714335665,0.03723041885440105,-0.11227833828895559,-0.834284491383078,1.2419497468982306,0.8709370011853035,1.230086427049696,0.8292078278619044,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-16,6.864410991791068,6.087179252930639,6.501043256433505,5.225856695302127,4.935520804312269,158322.6896769395,4.478591682702937,4.959220399283839,4.756078885343411,1.685899155234895,2.6160218646374247,1.9707010965753293,-132643.48394642957,269851.38292077056,429877.7783357444,-0.3298920367136184,-0.10193991035240987,0.04182498563906218,-0.060114924713347805,-0.8822178530772108,1.2433249686711014,0.897163490882252,-1.0640410245155656,0.10506454742848541,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-17,5.462745884703239,5.41116513415605,6.553255130816595,6.281901231120955,5.930753754618699,-1769373.6840410968,4.384309329755155,5.1171407919898595,4.754207877765507,1.6167795027421201,2.143318664106499,1.9693570805889977,-191544.78369187185,242182.34378767153,414454.03743538377,0.08219974101005004,-0.15456373805069165,0.07356574910231892,-0.08099798894837275,0.13285991431138794,1.2492763809221339,0.8609642024868965,-0.012491500461163147,-0.7520233317722017,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-18,5.440955645952599,5.024272702108078,5.364714239228363,5.068472454836375,4.786546648462448,787766.1633458603,5.037290194589562,5.076717221286556,4.74959416767831,1.6143075385264485,2.1360188572682612,1.9679185413083973,-131953.47698344113,276608.0935607451,403599.20962879236,-0.1281455144548895,-0.007796558731721661,0.06660566040750912,0.05880910167578756,-1.0775118652846258,1.1844522385974947,0.6400322313830754,-1.9039824387533277,1.1832304588295253,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-19,6.521725439054542,6.223667312095742,6.476635536463256,5.634372401996089,5.3197474205432655,3643376.079165719,5.1831472376139915,5.0777764039605024,4.749153379743672,1.6144676994770817,2.1058047583768227,1.967777876087287,124404.31175101214,363466.1413697662,427189.36261228437,-0.20371315393495526,0.020538996592410045,0.06690708369186184,0.08744608028427199,-1.374491393527698,1.1739327867839082,0.5667807986836481,-0.49264795312870524,-0.3156903818943492,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-22,4.562791394783389,3.973127661028165,4.474029427240197,5.103735469300936,4.81921435403072,-2563814.7764618155,5.15835659639348,5.012938845778684,4.748496743310868,1.596518459175382,2.1031363644514753,1.9677267930965683,79604.66581629496,308603.9885125173,417399.2657790451,0.054676333469015986,0.028595700613602868,0.05419424621513138,0.08278994682873407,-0.6913452725476577,1.1737622538767858,0.5686703924928685,-3.421368286375008,-2.0878511547398104,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-23,5.847905222851907,6.379782660964004,6.670475992667733,6.182263209166152,5.835704417615851,-1730604.0738628418,5.338393319054196,5.120299466551617,4.7560732396888215,1.5748151153979888,2.08168122327039,1.9682538588114566,-12214.506964103482,307651.6123477898,407149.33893473266,-0.0020885342880274937,0.0417118042162209,0.07379054876192044,0.11550235297814139,-1.2354864104360677,1.150672130908261,0.605523396943338,-0.6617318559800796,-0.10515652168425368,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-24,5.06084989666072,4.14624390575063,1.9794081760784223,1.71656082103285,1.6255350697600337,1043921.7938591572,4.477349582082463,4.917002806578408,4.741774624794899,1.7499077277154076,2.1322376329175876,1.9779748151172831,89915.6529675556,-318875.965286475,415777.8855995457,-1.1356973976804847,-0.09366789900678639,0.036287700164545106,-0.05738019884224127,0.773267914268852,1.189299877922235,0.8735794062643185,1.1611736328134108,1.4598279344661031,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-25,1.843185099028453,3.879044539777567,3.1330559918433,5.919135201536911,5.58709688090353,-51767.1512288088,4.63745962857068,4.870562018643374,4.742684996251628,1.7172613223180682,2.1315447019303337,1.9783126160119098,121275.42185182907,-246683.39433204854,367711.2002235371,1.1089647035502521,-0.04904261220866927,0.026605904437454718,-0.022436707771214648,-0.29304503019075684,1.189755363069315,0.8639602052374302,-1.3918797837426982,-0.22245599718237913,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-26,6.14371525747471,4.616239973747469,5.651726187384625,4.289059076889146,4.050170145449201,2761782.646300497,4.383544173551867,4.649771248455944,4.736937393178635,1.5009075098788156,2.105642799685159,1.9782285781556694,42787.29970310892,-53663.63724691732,402469.1262203786,-0.41667075850133223,-0.0589604552798052,-0.018572782790441326,-0.07753323807024658,0.03487108803928818,1.1504448939070169,0.7567725769886186,0.8856810288136656,0.23868399080558436,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-29,5.044999977979416,4.4746828246173465,5.185534976799588,4.965854595130651,4.687938477228322,-2449789.125614862,4.357288998191388,4.626886322882211,4.733063308311724,1.4964316014691155,2.1095757690240253,1.9773687600064045,53789.85701028463,-20553.388700182866,400389.7227022355,-0.07340472071026344,-0.06003406684677648,-0.02268848536118397,-0.08272255220796035,-0.34129081428703206,1.1248248133909835,0.7250011162499035,-0.10629606017070033,-2.030454240353509,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-06-30,4.226869448975357,6.877651653986945,5.393213954706212,7.333457594157352,6.919708337196006,-303113.9092257535,4.574089782107419,4.710477942390801,4.736784707950343,1.5774479175424565,2.1124283842009057,1.9806153894404452,34568.93618878559,23802.963960531797,409142.00728105946,0.4929119848602589,-0.029381652645766577,-0.005569197031412981,-0.0349508496771796,0.3950360468642467,1.1375160367726747,0.47245421466463877,1.0541511080252977,0.08066151885976895,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-01,7.873181223864705,5.941629408187467,7.180118331829334,6.350113269725881,5.99243741248732,-2089079.6328700637,5.447470250652875,4.796209990300547,4.73934802897239,1.5991396346435915,2.0964351491584727,1.9818286019994937,-150347.92466494825,-38978.71297690603,400738.6767174179,-0.2729639593732396,0.12732530604773928,0.011926441056809413,0.1392517471045488,0.21389202654181655,1.1178517645629276,0.3183379371375255,0.26581900938810216,1.4740539116995166,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-02,6.887400224268134,6.760159493718604,7.635391900670136,6.550794783776922,6.181405831799431,-642809.6142009702,5.566332040832056,5.010650169349982,4.7440921273332455,1.4717666015145177,2.0963293077781104,1.9838624636564275,-275702.9662414448,-35665.72595351118,400046.08968183317,-0.10814796140601486,0.10517063552422791,0.0546655997330324,0.15983623525726043,-0.13326581994745942,1.116763786372317,0.28789314953682416,-0.3034016394559251,-0.5203559754813117,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-06,6.54233229566978,7.0215981389738005,7.135808301833812,6.834218109783748,6.448385224564163,1482117.6794727691,6.045975056655048,5.081850560143559,4.748898861003487,1.5065007449514616,2.0768170637148224,1.9865391195484223,-397421.79600383143,18180.44044257439,409148.1361022737,-0.014463975344813276,0.17371729200606106,0.06776270631176977,0.24147999831783082,-2.1697149939508313,0.7988740244192474,1.0265452929367025,-0.7853769232172367,0.8747247436237562,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-07,5.8845831325104925,5.800618763120752,6.1934630551672925,5.786102519113292,5.460091576393289,-1991092.6622124508,6.2004056764880415,4.993121623134799,4.749750208984753,1.4229754274187294,2.0644116086888675,1.986799141317356,-290773.33828025014,-22875.198687975284,398354.75290248054,-0.07487034075671864,0.21655343165112173,0.049969260869366657,0.2665226925204885,-0.9343419490661166,0.7989979803977416,1.05101490950968,-0.32668037617668927,-0.2585724336386497,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-08,6.251804497464583,6.134852589821058,5.540930157175957,5.968507183041858,5.631840683892285,-488289.4602725203,5.942832145827298,5.083476732422962,4.750238245674594,1.4021015105153654,2.0628721103196628,1.9870015720970757,-218848.33133811978,28933.083327075132,398135.23567982874,-0.10443381087669514,0.15619038832767235,0.0678006498715469,0.2239910381992191,-0.5210065529189829,0.7958486905252068,0.9223622253639903,-0.20267381732843476,0.2529878687564648,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-09,5.896504032265625,7.1543991683087285,6.081901612770238,6.947305393909367,6.554358920529936,301366.3719178252,6.0552164474358205,5.0910864024815785,4.761041813847156,1.4100257635372089,2.006506778615049,1.9894471693637759,-198400.5694271287,8272.242738653074,391996.81344157376,0.10577067397303991,0.1734288768697942,0.06702473363873518,0.24045361050852926,0.06999009259924655,0.8003975470166377,0.8879745220963955,0.09008504721378839,-0.5763931042471633,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-10,6.575036372645208,5.385514122171863,6.368774027175107,5.708959464737724,5.386762499068318,-1665332.9542181485,5.896287780889598,5.284342411220474,4.765072822767444,1.132645158616723,1.9516299967096555,1.9896909266342346,-384839.3559441042,-98480.56912806812,383727.4579433073,-0.19933555507456432,0.10957477713062053,0.10343536624173397,0.21301014337235463,-0.016881793982597013,0.7196450771631715,0.9090539976595312,-1.406177997615441,-0.22986190307004822,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-13,5.825287655722676,7.536594310918005,6.532504127458388,5.889848063079171,5.557096684532155,491715.7821503664,5.718030072883197,5.332674135176026,4.771511411312818,1.1220522103956014,1.7253806919018788,1.9896388806992766,-278814.38250062906,-346978.381142115,389131.5292772993,-0.04713258835059208,0.06977152694417124,0.11118971384909304,0.18096124079326417,0.004081841398554009,0.7064183616740228,0.43550936109319505,-0.0027415185323284704,-0.11508706551590919,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-14,5.354989312567746,6.001911128527567,5.107698792076221,7.566838566201632,7.48485930404113,-170409.86917174188,6.122983618412765,5.459758722371419,4.774531576465628,1.2156479294089348,1.659475305545779,1.9931933044752472,-262255.3853745969,-307173.8066123432,367477.1757086012,0.33485351252757944,0.11464489833523754,0.134108728787387,0.24875362712262455,-0.11181201920121249,0.7038803591856689,0.23605105746010135,0.7410306504600515,0.7054549915835518,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-15,8.824270796503683,8.22894869164594,9.578501182334406,8.570062602225448,8.263906786808441,1934327.7975179125,6.649396838995996,5.626178021496227,4.777651619767946,1.3594254046893153,1.5637420073025363,1.9980560010240362,-173455.12998254833,-312109.40059380216,368970.36745538755,-0.06560851778810747,0.1670957974436443,0.16348121936381296,0.33057701680745727,0.2997730491170071,0.7115409901565659,0.15455278940408454,0.9957708575532034,0.967769128237417,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-16,9.167670587277968,7.958965249585617,6.120558285840431,7.032225770547896,6.765919890473555,2278365.952686182,6.69170903298472,5.667936328288969,4.780518799578275,1.3819147893288153,1.5735163257869624,2.000400792332734,28931.851853815642,-221402.19568511195,382146.9409855088,-0.3037849983441857,0.1660442141261364,0.1702760121337813,0.33632022625991786,0.6088994160431618,0.7360421304080479,0.2960049798632734,-0.3299781896689088,-1.553242048073662,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-17,7.802429841269586,9.217888120734711,9.748112870591504,9.667736281831168,9.238768440596113,2074360.0206263503,7.462110221290279,5.890547417895653,4.792035636842597,1.5772554690215617,1.616686663807702,2.0177412828951136,93261.54471784014,-115525.55010118685,387250.69159422885,0.16897338782516078,0.23648931213691055,0.20639363604253097,0.4428829481794414,-0.6344543059888759,0.718664409690103,0.4664036839748932,-0.025459711603238077,1.348594036387388,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-20,9.464212693333351,8.63564498367353,9.016703637028783,7.898490465534607,7.5510001737827395,-1219441.7220423997,7.860890919140395,6.002110055557627,4.796033936227679,1.613256395449633,1.6383704907074697,2.0222270199393986,-149879.3453425658,-141421.26024497414,389972.15068413975,-0.22583757252405115,0.26978886517796297,0.22432177024655517,0.4941106354245182,-0.9648019698895626,0.6918502391305107,0.6476363951687314,-0.24196929469768003,0.6900942697918638,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-21,7.014101611915791,6.622587532597237,7.034265267425511,6.610012348230228,6.32224209926413,-761008.6708829617,7.6283674781849955,6.077261442819298,4.797641704127278,1.5900945919610787,1.6366223316963402,2.0232839608666886,-59739.040063623106,-127482.79361382929,390277.3111429334,-0.1038487308397854,0.2273196875647445,0.236429688378736,0.46374937594348065,-0.8875144327270695,0.6993037360305014,0.721734116976429,1.0703932990006957,0.1506736747107955,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-22,6.356515895238672,7.985802491506362,7.343674140049515,8.799401128112478,8.387188468196186,-667218.2175136604,7.653023814462545,6.204835645348314,4.8102097195517866,1.6700382116557537,1.6630231833927573,2.035795021629586,-6569.747246164037,-90280.31115619096,386257.9064117857,0.2772249471846792,0.2097719087524422,0.25458824694623133,0.4643601556986734,-0.44296707088678056,0.6646332671895699,0.6345819802605693,-0.17890145870650923,-2.09328344929183,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
2020-07-23,8.78309276724437,8.784119662759835,9.15860010068225,8.361475811577535,7.967166732082695,922848.9301181324,7.893273182784372,6.5219172284644475,4.8213662348532225,1.3202178335027501,1.6726359677556821,2.0454384985616456,-12623.39043321528,-65693.87556368065,391499.9661210751,-0.09749965899873123,0.1908425147355945,0.30211104704662345,0.49295356178221794,-0.9822157125763108,0.6373870862976151,0.23523843376970732,0.4976945672519877,0.18336005204533115,5.88910820062264,4.358016954845525,-0.2669748778254775,2.4124453235836363,0.006899932694699001,-294.68205897012086,300.5630457121931
