Date,Open,High,Low,Close,Adj Close,Volume,LRCX.csv_MA_5,LRCX.csv_MA_20,LRCX.csv_MA_250,LRCX.csv_realVolatility20,LRCX.csv_realVolatility60,LRCX.csv_realVolatility250,LRCX.csv_avgVolume_20,LRCX.csv_avgVolume_60,LRCX.csv_avgVolume_250,LRCX.csv_log1DayRet,LRCX.csv_logMA5_20,LRCX.csv_logMA20_250,LRCX.csv_logMA5_250,LRCX.csv_log1DayRange,LRCX.csv_HL_20_realVol_20,LRCX.csv_HL_5_realVol_20,LRCX.csv_logD2,LRCX.csv_logD5,LRCX.csv_Mean,LRCX.csv_Variance,LRCX.csv_Skewness,LRCX.csv_Kurtosis,LRCX.csv_Shape,LRCX.csv_Location,LRCX.csv_Scale
2020-05-15,16.052947144373576,6.316453210094608,17.549673067587207,4.031456004326572,3.908836016403825,854567.3968046932,13.144034000934795,11.80086982679248,14.72690852293442,11.890901621287371,16.296178530019176,10.543140742284077,300083.0025840091,241283.163556919,119594.16641239924,-1.412652819758595,0.10779472464450761,-0.2215030893141961,-0.1137083646696885,2.4188754469322937,1.2249518992542143,0.7259112759439713,0.31068389270790564,3.2097056138451516,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-18,19.984848160372,15.998428362866292,18.87134679495543,16.170464574931486,15.50336318309678,-376728.0678283658,12.852995312853091,12.072589403013836,14.754099062973982,11.911316249689554,16.316932150652775,10.536313149035378,284005.75472286757,227761.08586967265,120120.33101127687,-0.2539174145115916,0.06263933820687952,-0.200583402504896,-0.13794406429801648,1.0553283883964595,1.2157458345046588,0.8265653920729348,2.6180267538992834,0.3751388405209352,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-19,14.725137148384732,19.704739799597405,18.96380415894745,18.718311933321672,17.935463638125043,-717669.0248206032,14.366573250511015,13.35629754806978,14.791033684424127,11.013478930401211,16.305213486295482,10.531194742627468,187980.83617052154,195362.15821666887,121007.40486348564,0.19722391819838855,0.07291620607034577,-0.10203316498063311,-0.02911695891028739,-0.299841512181548,1.2154691446255927,1.2295754447777425,2.640957496134934,2.0239142555716785,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-20,24.84219882727899,22.13090753816735,27.44392995405977,25.92018463926263,24.81368192901036,-108502.8337993538,18.27467085912403,13.060570301565821,14.861442985998403,10.593881753750464,16.382847232273566,10.539154805354181,123702.23881613529,190833.05467652951,119353.04552866633,-0.001148581032874639,0.3359182043266385,-0.12917234925629897,0.20674585507033943,1.67016086652492,1.2244009331324783,1.2307345385695976,2.231123327643139,2.972488622918134,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-21,21.839899836717564,16.68561783451966,14.241259840157198,10.096371494783938,9.695367161078394,-354514.3680094872,14.37134238554288,12.911836119744525,14.88073158504097,10.620501353993422,16.38146548763236,10.525204573150678,115436.32591641395,182742.4046132107,116428.35218693476,-0.812090405478994,0.10709169220465466,-0.14192277449984075,-0.03483108229518602,0.8937825094540779,1.2206770449430504,1.007129013893845,2.1090120522322855,2.971267556348663,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-22,11.444935531188577,9.294180068474418,13.698989699383048,14.283957679617885,13.69415961159484,-188790.00994974,16.328407104581082,12.74669286423707,14.919156666516075,10.579234251038434,16.35041637401584,10.503156205855154,153695.63624179456,167837.21400857516,113165.47200413462,0.17942211575196335,0.2476345033466501,-0.1573742147244357,0.09026028862221434,1.4826970418614596,1.224569902260039,0.7710727336546334,2.4087023308328055,2.2808836708368387,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-26,21.5449552652629,20.977050211194523,23.065083882390013,19.81464325504064,18.976076366944028,34984.7364705815,17.022949741350534,13.015113342476866,14.975578686516346,10.669944756597028,16.379931737421874,10.486833387674471,143332.01448408858,155220.48247644384,111724.04663449373,-0.1269626475225177,0.2684511714190623,-0.14030953974951985,0.12814163166954246,0.7362227959418486,1.0682510370042244,0.7744525864294595,2.2279379669238826,1.244936185798592,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-27,17.20130966260774,22.00220056911453,11.482170574569608,27.05888919279008,25.894829785416505,544606.7673653385,18.614822970808824,13.716075805388106,15.050568498516954,11.045047221058956,16.46222656132788,10.49765481216517,186562.08582120022,168972.8249547143,117834.82318918675,0.40905780249810925,0.3053896358796183,-0.09284720309853385,0.21254243278108445,2.3532810584979824,0.9278070399334093,0.6484056875930576,2.5014908825109528,2.074349366948422,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-28,21.678673865708987,22.42886336238581,21.43939026834437,12.272844713760804,11.768306226083098,104178.46773120436,16.005747830223374,12.780310732805892,15.083677715219386,10.318605704505151,16.460470860640687,10.47407662326354,176773.35870885963,166842.74573959323,118471.2295940337,-0.6109190012532201,0.22504213447284238,-0.16570745052054725,0.05933468395229531,-0.010582705778195874,0.9741878578588017,0.8838871635989359,1.9751596303498509,2.5684337187049926,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-05-29,16.570638261989018,15.848051498596504,18.992147313779924,22.22781819519244,21.27680765935108,638201.336484354,18.32203592987791,13.91895638029889,15.154492326199819,9.908643163146467,16.40057541579702,10.455772803072845,115030.56860546,183817.0963688284,117966.19723689294,0.2499852873850531,0.2748528051988813,-0.08504533176657017,0.18980747343231114,1.145526349669835,0.9626445049754416,0.8769819146386727,1.5299665021866173,2.4494038597687235,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-01,17.11159677300924,17.41703653965189,21.628431259272503,16.44872881266099,15.75459502150082,-1036570.2587356062,18.734123011859104,15.26119347208566,15.166546838740391,7.971413715242939,16.41264700917765,10.454716222668983,-77384.31956957765,165893.99624930896,112383.3883437085,-0.08262433739430346,0.20503338902299684,0.006221095462865459,0.21125448448586231,1.4377938801515733,0.8412114795947844,0.8728336200501681,1.3828606716040155,0.7229173244992895,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-02,18.735790583891173,14.375097337641762,16.4859923402268,17.485560721628133,16.743698117663058,-76625.23484090855,18.28764736200291,16.09634942079946,15.187771965558982,7.122633701538077,16.433551407033082,10.452501112800416,-10727.488481455366,163539.58881078428,112759.91210571266,-0.11241367389128047,0.12763332215601395,0.0581018740926412,0.1857351962486552,0.7471120293937815,0.8050623882938893,0.8716105480640929,1.511408137051252,0.8030674966849672,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-03,23.767156265370403,32.10720582232955,25.529251614879318,32.56421867748725,31.147154214798437,637401.7531206773,19.338112247879298,17.08103641219863,15.26357874129673,7.7781205140008,16.36839308077391,10.499330899412548,49637.94206367516,162825.04217593648,116665.456412727,0.27041824482383664,0.12410901017762006,0.11249935025098193,0.23660836042860192,1.8837237862726173,0.8167614845168004,0.7195051147034381,2.733884223389312,1.6586707270730576,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-04,27.372290663910377,27.66036811345319,28.79641923214305,29.60367461779734,28.31756178981433,-68881.85359438369,22.647963360625546,17.951546060764393,15.3263499535609,8.021266489826523,16.479996299276642,10.530355705647498,51373.683482385204,159758.96120278077,116765.92151428241,0.03395095806936229,0.2323936872889245,0.1581026764776499,0.3904963637665743,0.12755831813325264,0.8073483566554334,0.6699929482922274,2.448749424280762,2.806341119767964,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-05,37.22946534701316,40.25335567200162,40.00537352133608,38.12903152886739,36.46070814074747,485269.658018365,25.684743456904823,19.11912857722938,15.410494875961776,8.927627184369236,16.763507274571857,10.614851081202005,117362.64343237365,151869.3935526159,118630.06344950807,-0.02086533550759095,0.2952078457382709,0.21564056731399384,0.5108484130522648,-1.3943985085301849,1.0055654390263122,1.2810597534672383,1.6702609006356175,2.720235687670408,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-08,35.5827425040296,28.61382870928466,27.11152818904162,22.55378599310319,21.58022872680044,-529177.3867792198,26.849870197964748,18.76410857883493,15.445940246701527,8.66469533944778,15.944589235293664,10.62062053747264,45193.01242086969,124447.86556028888,117315.3607286676,-0.5000832004091135,0.35831505960291404,0.19459972538942213,0.5529147849923363,0.4069976133838843,1.0103665522190775,1.1838046354423672,1.9076641586389351,1.7622677841438714,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-09,18.298344780646715,24.4125096155872,22.64689868338465,28.30915202916364,27.07723664336029,-230085.74586027744,28.916577903104194,19.27004257982768,15.543986927410913,8.847213826278892,16.052114984659156,10.614375587474669,67690.65933739868,124691.83707175258,111908.88060033951,0.3918827920365366,0.40586336845366244,0.21487782099788938,0.6207411894515519,0.5684967677188328,1.0028601681420128,1.1716159498721435,2.2389497902198987,2.335394772945421,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-10,27.3423750377134,23.060225880740745,29.291942425887044,24.307797853344454,23.25355583153751,-148456.3471392605,27.33785822645201,19.914341673912787,15.608300639895862,8.631346363647845,14.647291357951737,10.6121743555453,71941.72598720613,113264.10929362467,113259.70716072107,-0.16197963862828468,0.3168323304738218,0.24363729424588162,0.5604696247197034,1.8296518237641797,1.0183078630495328,1.1536683529827623,0.5148139227599189,2.066052099744356,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
2020-06-11,15.340961731077698,16.8845432660367,8.037192811580155,4.783678535348315,4.6008400699102765,362843.31826423947,22.594513882471198,19.880723983111036,15.607693705643857,8.692465523840221,14.582845769451062,10.612802032982511,57862.14205678958,103207.44830123022,112947.8953243773,-1.2042875775926458,0.1279565100199755,0.24198663928850053,0.36994314930847594,2.180118030518372,1.0414905017842224,1.4102180613590007,3.1124657174015544,3.166180357154055,28.279728500959838,345.821593520981,0.2606373259089957,0.532845118137121,4.492424058200154,-37.9830755944636,2.9784393980472714
