Date,Open,High,Low,Close,Adj Close,Volume,PTON.csv_MA_5,PTON.csv_MA_20,PTON.csv_MA_250,PTON.csv_realVolatility20,PTON.csv_realVolatility60,PTON.csv_realVolatility250,PTON.csv_avgVolume_20,PTON.csv_avgVolume_60,PTON.csv_avgVolume_250,PTON.csv_log1DayRet,PTON.csv_logMA5_20,PTON.csv_logMA20_250,PTON.csv_logMA5_250,PTON.csv_log1DayRange,PTON.csv_HL_20_realVol_20,PTON.csv_HL_5_realVol_20,PTON.csv_logD2,PTON.csv_logD5,PTON.csv_Mean,PTON.csv_Variance,PTON.csv_Skewness,PTON.csv_Kurtosis,PTON.csv_Shape,PTON.csv_Location,PTON.csv_Scale
2021-02-16,17.725417135871496,12.157816594140968,10.080524142820424,3.982987363705405,3.982987363705405,-681617.4530818248,9.228598559891395,8.994055624112168,7.222695722437587,4.703151647752265,6.239302181270376,5.837238918406032,-119924.32558293684,-455003.6083901908,827360.3726365779,-1.4929674742624357,0.02574332874588148,0.21933562093071882,0.2450789496766002,0.731065339662015,1.1924108907420845,0.47434429917343374,1.6284767925645947,-0.07008147996439115,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-17,2.799788383232169,1.2096829815964156,-1.1426043865213271,0.7154564981744045,0.7154564981744045,3557894.949243866,7.4001667166402765,8.841487986472869,7.222509772860903,4.925864253181173,6.361803796008176,5.837446293765103,-103083.86575964,-351817.7761599578,840862.1299368882,-1.3643783179391349,-0.177952657514193,0.202252680275599,0.024300022761406026,0.8553882028951425,0.6780454228859332,0.45495332193953975,2.782886580899517,2.212896595668594,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-18,-2.176455960951998,0.8204672113679692,4.202535340447923,3.855520912163442,3.855520912163442,-2960946.619224393,6.902826407554625,8.351699283828541,7.240220014057926,4.909423801568625,6.405175438457763,5.820394911019674,-63420.22215094287,-341388.59314535157,820722.2854857213,0.5718082763366387,-0.1905340731899792,0.14281343058541635,-0.04772064260456296,1.2184873948861303,0.6838442148353169,0.34230594747548054,-2.0599020741682295,0.910957151760825,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-19,6.621634152791287,5.298166470940714,8.005288018638936,6.572633339383032,6.572633339383032,-2759255.8856068496,6.401534327386907,7.9717161124486875,7.2614472445911735,4.725877114734978,6.435289213266113,5.808182798897772,-63928.170492808684,-474591.1772044668,722364.0583409236,-0.007427625477018841,-0.21936209084841776,0.09332063718038558,-0.1260414536680321,0.995885910879479,0.636898077720664,0.33486836513005785,1.7676677197897326,0.9188715590083887,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-22,3.953885962396697,2.8055182304315167,-5.512429384441873,-7.382961530227263,-7.382961530227263,3990728.361096585,1.5487273166398041,6.885387028918592,7.225453519119373,5.600315416788529,6.871669321246774,5.870855670393181,280827.34077925014,-354081.0894979289,758145.5100411355,0.6244759662158994,-1.4919678363347217,-0.048208658889595836,-1.5401764952243173,2.1184155434977376,0.7128545755879695,0.5529114087717363,2.419343821328152,3.1889952150660603,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-23,-9.67849005267648,-6.878332557106319,-12.24663970918904,0.959743001054676,0.959743001054676,2973456.9340006923,0.9440784441096582,6.408851750057987,7.215682809925356,5.682300282517458,6.895208743714046,5.879270406595365,360152.6579344179,-273630.2867303414,758865.7948534037,-2.3109956404225525,-1.9152261394450771,-0.11857670456845666,-2.0338028440135334,1.680512617123847,0.7237292133209484,0.5206286520402268,1.7250657986817988,1.1063305470162415,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-24,-0.8382741535001088,-0.2071545488687292,2.9035390626062423,-1.8573679316069729,-1.8573679316069729,-1515563.660825567,0.42951355815338277,6.216598276429876,7.200863435358695,5.900610067499782,7.067965132521384,5.8974969187565,280075.1582684143,-221567.37072878415,764789.5366398587,0.7955704748595953,-2.67232482701137,-0.1469780841588621,-2.8193029111702326,1.1348457275222377,0.7212165437396599,0.46286621024501007,1.7093906802970025,0.9450042953637481,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-25,-0.8761850194343737,-0.9668835723651624,-3.05019028149043,-6.414067772684561,-6.414067772684561,-303643.9078517761,-1.6244041788162178,5.702414461680705,7.176063875791228,6.530352002425902,7.405068209518245,5.941673248272259,237822.4386637046,-139987.05138805372,759387.7262164074,1.990671668530513,-1.2557485855644654,-0.22986135110534833,-1.4856099366698137,0.7339563953786687,0.7195257409110462,0.558884262854795,1.9979346382051317,2.329186972977581,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-02-26,-1.8034042911911288,-1.480564145405694,0.7420815979568829,3.704856776058776,3.704856776058776,980096.858166922,-2.197959491481069,5.524384886511066,7.183025971100746,6.534031235870765,7.440352099345748,5.936559450120575,334551.6891863608,-199585.70759740987,772023.8450596028,0.7199684494853504,-0.9216424823535254,-0.2625488302726814,-1.184191312626207,0.79869826257201,0.7183095491579408,0.5944226554238067,1.7159981555109314,1.0535370129117765,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
2021-03-01,4.873216956119677,3.505008279091456,5.624676508774712,6.038750148566834,6.038750148566834,-2119996.740629174,0.48638284427775036,5.426916282384065,7.2058819062359,6.509839867782367,7.4428435694936645,5.921028088299935,339771.4938936012,-201263.11711254483,759374.1838841516,0.21444277653354638,-2.412130288593487,-0.28352655510607977,-2.6956568436995667,0.7512595810048069,0.6742635607153039,0.4038821511957745,2.5219469363562337,2.596873670265127,2.6497957373821004,26.030926480577968,1.1165838553046719,4.6314501541459245,0.08085953003144952,-59.01840552285262,61.46490042447262
