Date,Open,High,Low,Close,Adj Close,Volume,AI.csv_MA_5,AI.csv_MA_20,AI.csv_MA_250,AI.csv_realVolatility20,AI.csv_realVolatility60,AI.csv_realVolatility250,AI.csv_avgVolume_20,AI.csv_avgVolume_60,AI.csv_avgVolume_250,AI.csv_log1DayRet,AI.csv_logMA5_20,AI.csv_logMA20_250,AI.csv_logMA5_250,AI.csv_log1DayRange,AI.csv_HL_20_realVol_20,AI.csv_HL_5_realVol_20,AI.csv_logD2,AI.csv_logD5,AI.csv_Mean,AI.csv_Variance,AI.csv_Skewness,AI.csv_Kurtosis,AI.csv_Shape,AI.csv_Location,AI.csv_Scale
2022-04-29,0.3936523421929614,0.723706488442529,0.3412693997138643,-0.4298096310470605,-0.4298096310470605,-667444.2364735103,-0.0223081392136834,0.21185126694243425,1.0743483780328233,0.7817068477664406,1.2046748435425285,2.209432578737541,-114420.52317753076,65766.70919864233,148038.0448856275,0.08787425261319379,-2.250932858394488,-1.623585139373427,-3.8745179977679154,-0.9611911131548512,1.268534152913755,1.243817347655091,-1.853934075725703,-3.826994678086744,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-02,-0.3926967267613914,0.2316762775048033,-0.0992801539060561,1.125885457335297,1.125885457335297,798759.5125668156,0.043275913201886576,0.19994289343068683,1.0877778893923078,0.764863247780925,1.198752563914133,2.199439023649383,-40647.116986482884,77857.88853945529,155043.37639017153,1.0532874519107354,-1.5304355897929556,-1.6938604678669669,-3.2242960576599224,-1.1057685394262131,1.274093902574065,1.3103494830906317,-0.714249152239241,-1.1149848035736094,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-03,0.1770285573748786,0.0269956546793164,0.549210395920456,-0.196469830511301,-0.196469830511301,745749.3160935445,0.10990049299193708,0.06624124084889509,1.1015490595294193,0.5490358065607551,1.1967794234556859,2.180418923704086,-11765.478367343889,104979.72390528831,158932.83459185166,0.10419782456732374,0.5062721046986585,-2.811169461564235,-2.3048973568655766,-0.6496763940057386,1.290946032947752,0.4308655338862172,-1.455259516409113,-1.0992437911730926,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-04,0.2621360361921194,0.8708582010370893,-0.0521004848487027,1.409509049201349,1.409509049201349,195549.85671366192,0.5090881887569022,0.11818708947558668,1.1148551600002357,0.6234512419517377,1.2036166057627626,2.1720581220215505,10700.595866618882,125394.96690334604,160872.9678915318,1.6821331395642387,1.4603523874858395,-2.2442109011997022,-0.7838585137138628,-0.08017080616819028,1.3264603254551095,0.4566375483724026,-1.260107300668182,0.6911143551822064,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-05,1.293407984734948,0.2552551352756218,0.4070746472538324,-0.4679537088797083,-0.4679537088797083,-45655.476972659584,0.2882322672197152,0.10371092828655641,1.1288811100514093,0.6339734942087887,1.2066596119351127,2.1502745218506476,12825.670531286072,125255.6742961733,161889.36884279753,-1.0166664840640809,1.0221591451519452,-2.387374759717226,-1.3652156145652807,-1.885062884874965,1.3218422622703192,0.6604166158169921,-1.3038525212297374,0.09919318361948376,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-06,-0.3261005700431294,-0.6708190514093353,-0.9976377057747552,-0.7641494889482843,-0.7641494889482843,327100.9949589868,0.22136429563947044,0.05785968149730786,1.1302712966526869,0.662739261784512,1.1923230283042106,2.148932063708865,37174.57445522252,125220.11523893676,162705.28020048176,0.8515576053329826,1.3417889461421324,-2.9721921736039447,-1.630403227461812,-1.1183498357238693,1.3251690439332615,0.6656124970935277,0.7764117101943132,-1.0955972647205328,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-09,-1.3447847427405648,-1.266821988364093,-0.9268585554679608,-1.6684922041588417,-1.6684922041588417,784981.3066324196,-0.3375112366593573,-0.026006766401117064,1.1402970138025779,0.7671704407177551,1.2189075760311017,2.1298436151804365,97054.1168703157,115039.70072376785,169741.34700887665,0.21568638915973015,2.5632420532037363,-3.780687295517489,-1.217445242313753,-1.0789172174613724,1.308628346339715,0.6643281964271528,0.1827702022034949,1.0276094204526733,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-10,-0.8250298962933744,-0.8116107937251957,-1.2306410732365922,-0.505742682416976,-0.505742682416976,1770352.234638313,-0.3993658070404923,-0.06567965260899519,1.1583369043594132,0.7706014614476911,1.2225974924676852,2.096328614996135,198893.32097939868,145579.39341070133,174040.78638460845,-0.4893916164414189,1.8050886305161322,-2.8699513762404676,-1.0648627457243354,-0.8698120955340863,1.3167017785151534,0.6454449498955545,-1.3532201663551753,-1.1735313758375905,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-11,-0.7681447286350664,-0.6418945964807268,-0.820855557053882,-1.4064703758982482,-1.4064703758982482,250.01275633182377,-0.9625616920604116,-0.14488990065074922,1.1525959292291061,0.8238449534777006,1.2411865949431984,2.1013935946234197,230985.12457946216,160697.6618865585,177603.95808973318,0.6048604012875778,1.8936240116101095,-2.0737978590355546,-0.18017384742544468,-1.7205875942847437,1.3125574789036463,0.44163373142241236,-1.3393274647197255,1.035310131841404,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
2022-05-12,-1.6712383959869737,-0.5074788367253547,-0.7776441262037039,-0.0163553277619428,-0.0163553277619428,510034.40567201655,-0.8722420158368586,-0.18588806080944753,1.1502506952697598,0.7940219326994139,1.2304904696433343,2.102373399918069,252028.40127008004,153458.16442928556,183269.45989610266,-4.626766483815384,1.5459222575593257,-1.8225905245468292,-0.27666826698750374,-1.308721324038344,1.3069770763594553,0.320673307097501,-0.7146009667727848,-0.7949620314832825,1.2721943484097586,4.336868589500878,1.4476498103578168,6.867432774026273,0.16013197444692628,-11.193823658035612,12.304816055066915
