Date,Open,High,Low,Close,Adj Close,Volume,C.csv_MA_5,C.csv_MA_20,C.csv_MA_250,C.csv_realVolatility20,C.csv_realVolatility60,C.csv_realVolatility250,C.csv_avgVolume_20,C.csv_avgVolume_60,C.csv_avgVolume_250,C.csv_log1DayRet,C.csv_logMA5_20,C.csv_logMA20_250,C.csv_logMA5_250,C.csv_log1DayRange,C.csv_HL_20_realVol_20,C.csv_HL_5_realVol_20,C.csv_logD2,C.csv_logD5,C.csv_Mean,C.csv_Variance,C.csv_Skewness,C.csv_Kurtosis,C.csv_Shape,C.csv_Location,C.csv_Scale
2020-05-15,1.3378269919084147,0.8928811790944238,2.129352629247631,1.0206967571144323,0.9496859528127608,-5868246.061649598,0.28766396614829404,1.2811500163884189,2.8376299676959325,1.6267250150056083,3.110487718100291,2.4798581819395547,1249256.3075459038,3641040.406412987,1360354.9118900641,-0.34267057486560554,-1.4937203891462298,-0.7952110604817604,-2.2889314496279902,0.21226171847153344,0.996549867367689,1.7126073279422664,0.6338861010176865,0.7785328086615325,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-18,3.4661556755790777,4.413154981092273,3.7561231285869434,4.886718829606771,4.316854871093415,10275013.554437734,1.0752650350333,1.4581721988341534,2.8400236355919413,1.756378703729819,3.147228028813822,2.4810003369588185,1859232.6095974888,3752289.633384534,1404266.3696439152,0.21948099266879184,-0.30461655739912485,-0.6666286417212692,-0.9712451991203941,-0.4200227799294568,0.9837623578469552,1.5051261279622776,1.0808466261606315,1.3706743373579706,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-19,3.514822926800328,2.677493111281965,3.2328013183730318,1.856687064276972,1.6715568965124987,-6268412.675043955,1.474508707043779,1.5925640808769725,2.838273743124345,1.6571035124644407,3.1561816051125557,2.4816721777357738,1388890.7478231583,3493196.362170059,1374378.9312457743,-0.7432336820574404,-0.07702049248581129,-0.5778506836134879,-0.6548711760992993,-0.5882319912812735,0.9853188547076586,1.4853152340753593,-0.32590890440501213,0.6912545707295028,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-20,2.9782805828640697,2.89200573372613,3.610145413762989,3.120947911498451,2.770946276728729,-4588071.127991499,2.2157450437594393,1.6983157559655666,2.841398658383115,1.6616645041763871,3.176140516937964,2.481091179324972,1692313.8373398304,3221927.1516825575,1343711.468549103,-0.07215727037167996,0.2659516816327863,-0.5146593881100923,-0.24870770647730597,-0.3310911884131427,0.9732286412396928,0.41500148778738954,0.4356118244617686,1.3100021508326776,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-21,2.197419544822697,2.037408756155564,2.466942643457124,2.114993871556404,1.891145158682015,-3962312.013304567,2.320037831165884,1.7505329989996685,2.8375818478307178,1.649864768913715,3.1861647333117373,2.4818189264180814,1587217.01280993,3063961.7286567492,1342168.4915518847,-0.15010118811675807,0.2816631796621992,-0.48303191502189563,-0.20136873535969654,-0.8450546412486628,0.9709499992268279,0.3915876069923822,-1.516001021733802,-0.6511151593155274,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-22,1.8547528579725776,1.4236752502301684,1.375639976223951,1.3069843325825303,1.18415874335901,-1063584.5879380628,2.3669323892751337,1.7402902516895993,2.8332257165754733,1.6528604657772332,3.1757324921736254,2.483768511200498,1480023.1011071082,2809585.3010856835,1322841.909947538,-0.44871885572232917,0.30754285560422007,-0.48736398109084617,-0.17982112548662607,-3.035819662833232,1.055772110826749,1.13051269761679,0.4617115531674577,-1.4504157296137294,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-26,3.4607254166010506,5.645760543608763,4.151064878256669,5.816919782917022,5.114293051578915,11012379.97241519,2.5264200253722335,1.7886980550531164,2.843736465650754,1.7389642524023994,3.2393586275048696,2.487852335957948,1773845.28733738,2651912.140703132,1363370.48883754,0.3905609539449277,0.34531527926918415,-0.4636308327099249,-0.11831555344074086,0.4019226177934468,1.063210122779923,1.2921429926578354,1.1703584885000227,-0.22635096396030877,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-27,8.259057400584126,7.302161461039567,6.981816964414513,7.976215867125433,6.995005388976082,14666130.864368506,3.5911097238649505,1.9787549547580219,2.861607810586198,2.0757324570365228,3.3297274592121076,2.5015785174850556,2459984.3257974475,2958750.457520639,1419330.2275146022,-0.16611408634793798,0.5959934338228287,-0.36891580221238846,0.2270776316104402,-1.1383583103015644,1.0495992536665035,1.2845238731495103,1.7597262823845703,1.6721213062234304,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-28,6.666914262370128,5.744240892522427,4.047700256050938,2.375494503599612,2.109605210514776,3125597.0234416425,3.4588415106221597,1.8250957111759267,2.8644473162289907,1.9350465363609175,3.339028717602024,2.500315061815364,2344903.7999051563,2960615.493846284,1403219.6815421442,-1.1506562975913508,0.6393012793448651,-0.45074299259755535,0.18855828674730957,0.528591258077286,1.0898494052346328,1.4425328712762568,1.1001736827457418,-0.41348558700994914,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-05-29,0.2805592172783662,1.261370742763276,2.270930301772765,1.9461099060750229,1.7334354565240666,2157358.887664482,3.42729957019057,1.8035473649318472,2.861546088802948,1.9334681522708665,3.323149613984316,2.501208353497556,2490349.086158971,3026444.426626896,1397375.4736374354,1.8210757154179467,0.6420171699749215,-0.46160658545480565,0.18041058452011577,0.009514155553926096,1.1055468473199455,1.4883847391342042,1.6604294484630597,-1.8469992640270427,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-01,2.3362000817057904,2.808116756611298,3.0881632912612886,4.112687131991883,3.620882615579781,-9993850.157045968,3.9146443446347243,1.972803877205529,2.8551548200982455,1.9371636040678097,3.348910906602303,2.4971992102129237,1975680.8144728758,2791765.4303154363,1353066.4845654154,0.43819209986452273,0.6852686622765751,-0.3696702505855881,0.3155984116909871,-1.2727994944432386,1.1061231004551497,0.8549962955568006,0.4129552568204969,0.8906544617895863,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-02,5.145257153868236,4.503720526605882,5.342413787246457,4.836623528302454,4.250539507243364,1350486.6587601826,3.741893635767614,2.1387751067455087,2.8569132539126723,1.9848304776909313,3.3819691098555826,2.4980295746258747,2084724.9782605902,2717175.208508742,1372635.1219671865,-0.1910294315919352,0.5593585178775045,-0.28950847500266863,0.26985004287483594,-0.1759102405068566,1.106682722933666,0.7724429222471789,0.9231090544800244,-0.14646780048112015,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-03,5.789366801771628,6.18874799809813,6.389829400629431,6.475924807378917,5.678445355135523,6223145.387113024,3.478581628999502,2.4077145651257346,2.8630744226502247,2.084426298719716,3.250038509123083,2.5030966884048786,2333526.7573057967,2652676.9515134403,1407932.7836284738,-0.019345434756172956,0.3679466484869735,-0.17321803607342703,0.1947286124135464,-1.604045465190537,1.1124731873581428,0.8998237810373985,0.7215221462053938,0.2750223000087632,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-04,5.312348448058259,6.678722059036133,5.121559676693586,7.271177514313393,6.370457647729356,3268274.5998986512,4.330752116442418,2.722685094321232,2.876298904175447,2.1862129710736284,3.333371004729023,2.5128786940900714,2558998.7336008972,2644733.731658839,1422419.4348228313,0.18163730481163481,0.46412266546909825,-0.054885804569547295,0.4092368608995509,0.44286517922023744,1.1363191517884532,0.875750246653419,0.7513774749601155,1.4494692428959484,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-05,12.831707395711696,12.074310482466764,10.298338780787226,8.865618901757735,7.7593835059896925,14397153.670419017,5.535941726335543,3.001649472215616,2.8895032084833563,2.45301663230302,3.382088717714583,2.5298407408281274,3039187.2931519104,2742397.8058969225,1483787.6182873007,-0.5030163622261306,0.6120997303056362,0.03807737447306674,0.6501771047787029,0.574347710704036,1.1724993172192282,0.9901064564718602,0.7328188260924422,1.7960748196064982,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-08,7.48290098816976,7.075524406889556,8.583578758474658,9.09675665764822,7.959665269987639,-3656825.862800181,6.4036982572171155,3.2432347393188166,2.9033531370516674,2.6923597443101945,3.259974146222097,2.548089608663345,3067118.359214902,2422326.22069783,1475700.6126584564,0.06176639802124959,0.6803044680722053,0.11070488488985168,0.7910093529620569,0.41082031110144807,1.1956838743753724,0.9046980939828633,0.463235541233164,1.4675938143903386,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-09,5.057507385508551,5.397291566113822,4.849420005819702,5.451256676796909,4.779821310026726,-1358533.3995582648,6.509554617773787,3.463283328486733,2.9100372209580825,2.6249329502593985,3.291394327388085,2.5508209229036436,2463926.7991109146,2319220.4255654155,1473296.8871899312,-0.056470587401851624,0.6310539608107723,0.17405120617192932,0.8051051669827015,-0.6017143985305075,1.1031460871872472,0.9365933625637765,1.0917763756179915,-0.6362342804874617,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-10,5.253534895387766,4.437082649028618,3.450442342191991,1.969225312767982,1.74256896400599,6746480.237107359,5.722379339547881,3.5666448498640277,2.902525855635219,2.505928202529825,3.0305495438021546,2.5514854362163693,2599565.42741308,2421763.5938001233,1504054.9064502954,-1.103540722945781,0.47275935143275094,0.20604399331333384,0.6788033447460846,-0.013449736732979936,1.1069874988583415,0.48085030856098093,1.8273029659154345,1.3701335740041694,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-11,-2.0836362476977897,-0.8411842286008593,-3.4637516643603448,-3.89544784724496,-3.372146702347912,29453630.771987934,3.773858469532427,3.444799285089111,2.8736022410810285,2.7805416217425063,2.9713923746304616,2.5814113063735173,3790657.201276264,2585767.4982843143,1626364.4349495985,0.4814349818218792,0.09123230469982546,0.18129926108293398,0.27253156578275944,0.9641537752606578,0.9406143080666103,0.5988503366162657,2.0982593720136378,2.27650846898448,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-12,1.1096382765529356,0.8555067635873215,2.029612939431616,3.959469064325347,3.4758064667777333,-6829527.430787411,2.917143061690035,3.5501055473455083,2.8760797802604334,2.7373621646174393,2.772054439131597,2.581691966484607,2954314.415574711,2330589.083635943,1604843.8732460057,1.1417924436262141,-0.19637260089175304,0.21054915521081174,0.014176554319058477,0.16050715670687957,0.9342194506370234,0.5737971712091012,0.5499910485284413,1.4547884173686614,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-15,0.5722290515486463,2.5607125122595638,2.0997876873028147,3.75890017898201,3.2999175001489043,-1174617.2248213887,1.9851935077222884,3.667617124712316,2.8716851007803856,2.669457991115995,2.7450978875213834,2.5800244385634223,3188995.857416121,2257337.4285353255,1587438.8156223092,1.7521133961916389,-0.6138257719838397,0.2446431657707764,-0.36918260621306326,-0.774520318790903,0.930899331877036,0.6898243242465366,1.8979292876865292,1.5389613200286065,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-16,8.000863198784721,6.087341693342999,4.940251580589035,4.856016983469978,4.25557567567046,2234596.624847658,1.8803443808510352,3.664553164941167,2.8746426038127133,2.6687086489798477,2.6762208827803704,2.581189731336957,2786975.010936617,2296981.9303797856,1590397.9943622483,-0.631319388903614,-0.6672514670109516,0.24277805357625043,-0.42447341343470113,0.13722839892696076,0.9374949675482118,0.6183302933910395,-0.2487572891163745,-0.6457949366429528,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-17,3.610068566115615,2.928228969129158,4.365058871816935,2.6164243357520505,2.3018788067194897,-11555850.538122283,1.9922063493937352,3.696069260451517,2.867941974708981,2.6475718091222356,2.5253531845541377,2.5804906986727083,2522603.117782701,2146454.7947392813,1527068.0618068336,-0.4500011035851523,-0.6180271500530011,0.2536752023411764,-0.3643519477118247,0.3624392303535307,0.948156061153579,0.6246990862217623,-0.0019632324508905103,-0.581051679037496,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-18,1.798697247085876,2.244799159069501,3.012922962145033,3.183040707011102,2.7950661865789144,-5903751.677856108,3.2256489271791002,3.6972752559440267,2.864632172426571,2.647133684417028,2.525824480666228,2.580049591938404,2456819.0902894707,2019134.9605581018,1477695.8050879184,0.44079313542840654,-0.13646198331321144,0.2551561757124734,0.1186941923992619,-0.26380435690483284,0.9481220295119763,0.4518936190217037,0.3787853399772711,1.8192470160762242,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-19,4.143937451141731,3.308716092643237,2.806024321945316,3.1265387096454305,2.744950057239123,24726447.85713632,3.0794776452713783,3.7399655008718815,2.863113385133088,2.6232501569812685,2.5210843717249487,2.580007672383624,3891257.083811515,2328441.529578374,1593815.4054616082,-0.41188353029494257,-0.19431640010669202,0.267166758077131,0.07285035797043894,-0.6877780786226514,0.9438896243447171,0.4979654491934686,-0.8140246854823525,-0.3135382687070327,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-22,1.44051305643859,1.7222119494211228,3.021381825836372,2.3505331534595517,2.067503851023009,-15980067.619533185,2.832994915446199,3.7841327562550817,2.8610168814638595,2.5851127553078124,2.513583918399368,2.580442079544186,3145432.9322317587,2100334.329407544,1521605.4654916744,0.3613426712356855,-0.28948230806392145,0.279639619553964,-0.009842688509957518,0.2617255038997356,0.6911044731804149,0.43419209417414023,-0.31805559899427766,0.2089745629191427,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-23,3.5576919285990627,3.659065643189152,4.077884658152755,3.6957968953377143,3.2397017013066467,-5529841.400811274,2.6298201205734366,3.690403188741468,2.859717916239428,2.5682753308014057,2.500337372341803,2.5801682817656477,2318321.863570436,2097305.2806116035,1496846.00206504,-0.09363074187313537,-0.3388202686936265,0.2550127280430937,-0.08380754065053274,-0.8703163975694634,0.6996244076818259,0.5506884547587725,-0.7036993714781541,0.01574930048207313,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-24,1.963699932216862,1.392628348165459,1.2753310030533245,1.2291428630299135,1.088324217973451,2007136.4171498232,2.3871092028242287,3.3950691301913367,2.8474259541490072,2.5071550291828695,2.4947420695357314,2.581262206776674,1685372.1412095013,2125364.2535855393,1508272.430209293,-0.5901913157528623,-0.35224102786320677,0.17590871096681762,-0.17633231689638906,-2.14304315689398,0.80097318779611,0.8970024803706399,-0.021040167022132048,0.19355372971830614,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-25,1.208226043675012,3.246630157849878,2.306257050585863,4.11686889145259,3.605607176988346,1374614.5083132014,2.549217400906115,3.4698692285150146,2.8405291065759104,2.489036044155039,2.4633639903958096,2.576902659649914,1597823.0154530792,2162153.0740117114,1480173.238085145,1.0933369786488774,-0.3083304964807547,0.2001265669888774,-0.10820392949187732,-0.0614785598497399,0.7822967779563711,0.9279218742732516,-1.0053802421012006,-0.21005336486015372,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-26,4.091843492670613,2.5508172128402933,1.900166512209168,0.3299554632797949,0.3030775509844154,8187245.762676757,2.0608428996551735,3.3983513332380326,2.821635180633393,2.5610624774066526,2.3608893307933734,2.578126316335912,1899317.3592036932,2246932.6744461074,1522547.58673472,-2.6027621625878457,-0.5001753383280281,0.18597384384065346,-0.31420149448737467,-0.4297823389427288,0.7805774037544996,0.9359225108490987,-0.2417573850944707,0.8927651655846832,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-29,1.2656520297271785,1.3558377829422952,2.486717516538647,2.480315291852122,2.1774795770564985,-8355684.834497556,2.0828380448618717,3.3261811813118682,2.813471551902322,2.574762291606189,2.3203782405641427,2.576916723919584,1981225.6253311136,2069392.3266698956,1502117.9377338723,0.5425806227158183,-0.46809344517432017,0.16740570496792417,-0.3006877402063961,0.12299585513712553,0.7488203847844008,0.9036907756856348,0.35636421561998155,-2.2074956099642833,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
2020-06-30,1.7096176672092651,2.7692234708719425,2.6089052022014982,3.2835193072110087,2.8772655813868866,-2034919.1125040129,2.0103508208779197,3.2575174850190445,2.807059363923099,2.5671139759478745,2.2399269532215804,2.5747459673823476,1811955.3367679038,2072110.073309813,1509376.5323717739,0.5205706331384445,-0.4826561530302519,0.14882795193560336,-0.3338282010946486,-1.8305942603552494,0.8317398368006367,1.046052863736231,0.945534156390332,-1.0149070411271433,2.9012812166697652,2.9646654779880004,-1.3002006415197147,6.566290805964536,0.0021680143337501684,-792.9443084199115,795.8467630534979
