Date,Open,High,Low,Close,Adj Close,Volume,HLT.csv_MA_5,HLT.csv_MA_20,HLT.csv_MA_250,HLT.csv_realVolatility20,HLT.csv_realVolatility60,HLT.csv_realVolatility250,HLT.csv_avgVolume_20,HLT.csv_avgVolume_60,HLT.csv_avgVolume_250,HLT.csv_log1DayRet,HLT.csv_logMA5_20,HLT.csv_logMA20_250,HLT.csv_logMA5_250,HLT.csv_log1DayRange,HLT.csv_HL_20_realVol_20,HLT.csv_HL_5_realVol_20,HLT.csv_logD2,HLT.csv_logD5,HLT.csv_Mean,HLT.csv_Variance,HLT.csv_Skewness,HLT.csv_Kurtosis,HLT.csv_Shape,HLT.csv_Location,HLT.csv_Scale
2020-05-15,3.687985675194824,2.370312726749013,4.370421000062756,3.112670263752761,3.092946581914589,-2833342.9252511784,1.0981363759281166,2.731222617711859,4.8845079729802015,2.2725735716246875,4.401194204597847,3.462114258346576,-105267.48650877057,650336.222752508,220021.14259447038,-0.17595619860541975,-0.9111348149432985,-0.5813192041519647,-1.492454019095263,0.693201315751481,0.9170044013173706,1.4767646796415776,1.393373120177435,-1.0670457446980308,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-18,7.344872851768244,8.084759074737377,8.447455144837704,7.358843615603583,7.307702630359991,2952025.739245333,2.6745765623232245,2.9846435750002973,4.889587204962711,2.487282851607408,4.4600465942384435,3.464743638256267,53402.19479284822,693156.2966674598,230424.72509239832,-0.005073551907179512,-0.10968926099567138,-0.4936275494053477,-0.6033168104010189,-1.0141900678765272,0.9224408629282922,1.4899635219924245,1.2402391416821774,2.0646071709593703,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-19,5.697500492486313,7.653226003165322,5.23465913889018,7.283913797725518,7.233221848603257,-1180704.7885347912,4.109932967514557,3.2335760127316306,4.89546311717246,2.6539247100203656,4.534716059941036,3.467477491774507,83221.6143662764,623288.2444816012,229149.95486910676,0.2386569905473161,0.2398180692592614,-0.41472023224822774,-0.17490216298896624,0.8831751599010625,0.9514404134392017,1.0563238440924303,1.4207622751652174,1.9708510967949502,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-20,8.513700716071789,7.048307150235104,8.755826519423337,8.057227344337122,8.000722075445964,-708802.5558539147,5.897171164377045,3.5226133169747897,4.9097577369071415,2.845591754905587,4.607414021283982,3.4729007083616503,113362.63868998332,570256.9408981205,211927.68890494824,-0.06214491777413717,0.5152696385192923,-0.3320214660890077,0.1832481724302847,0.5350416559933358,0.978444585957734,0.8236788164332726,-0.3666972208987699,2.190109433999617,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-21,6.5432596006940855,6.386724087141182,6.298191212239964,6.25618178224353,6.212854867838367,943005.554219232,6.369489600832433,3.6457889294567742,4.9172469649057735,2.9085446267660147,4.653111764701706,3.473686994918929,225956.97871913217,548327.7058733993,219240.91973617562,-0.051814939821202,0.557946557323384,-0.29917603032115014,0.25877052700223396,-2.424381328134966,1.0673574352838273,1.4230895229604779,0.02016234765267206,0.859336045068327,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-22,6.5914329170294295,5.589899022700173,6.534718900274584,6.435618172475458,6.390856644708059,-1541223.363982258,7.029071613391127,3.828874739511008,4.926185520514009,2.9625535670020033,4.69803794546968,3.474595823997886,207898.60300303722,468804.4336392086,216137.11481090428,-0.03090244336177668,0.6074836780876158,-0.2519940021519391,0.3554896759356768,-0.05676097539734195,1.0699980438384418,1.3334929936860604,0.4761505921104796,1.1932889535392093,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-26,12.916573203508392,12.0855185959907,10.50014111977982,9.055293101310449,8.99113338698092,409905.1191750262,7.365757764715314,3.9421575475020374,4.944655264617256,3.118364091955609,4.797253479478791,3.4839070610075407,241122.36203535722,465229.0381432048,218326.81719637653,-0.3622723187437943,0.625113757568197,-0.22657907439473918,0.39853468317345775,0.46082253431285886,1.067612806577938,1.3310678405045548,1.0218314981771768,0.5208338281648067,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-27,8.022784688064228,7.434725483707218,7.133111265693792,8.568430612809834,8.507746379118934,1379111.735146097,7.620662670818449,4.096030844846102,4.956998456676629,3.2679967259579437,4.883111334964865,3.4910638733672275,308190.3242615063,492937.9891732342,225943.59015874524,0.05869150762380578,0.6208449124028258,-0.190781989507313,0.43006292289551284,-1.1986065020051535,1.0308945282758142,1.2624860232285873,0.7499479050195876,0.24257319181685671,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-28,7.255525531270436,6.9995785845993055,6.349269373314634,4.705222719867244,4.672929163210952,-1089839.4412239878,6.955104088371447,3.9191529922957002,4.955859834479545,3.12624377442322,4.894703209715826,3.4911101017652433,103207.25008098347,441198.0971254071,221171.85565009035,-0.4399772159638329,0.5736002341794219,-0.234695124320191,0.3389051098592309,-0.43030731953770174,1.0153736498754742,1.1237932212572732,1.4628396268912827,1.2023092951319292,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
2020-05-29,2.426679533114537,2.307993557671921,4.091673799167339,4.135639705027423,4.107445648152385,199422.3823059136,6.53402224443425,3.9928929945991656,4.95609753898036,3.111660613560263,4.860242524533047,3.4910500626220657,132463.5607213095,412088.7576640028,219140.6138643097,0.5262774628649765,0.49250668811117504,-0.21610261508713735,0.27640407302403763,0.5786787812630546,1.0398607934598185,0.7226275407559075,1.481672886535544,0.744509851891701,7.226898051805516,12.618413615176705,-0.6774917340195571,2.5118380404441725,0.004090915688773412,-858.9616862764196,866.1855142725847
