Date,Open,High,Low,Close,Adj Close,Volume,ROST.csv_MA_5,ROST.csv_MA_20,ROST.csv_MA_250,ROST.csv_realVolatility20,ROST.csv_realVolatility60,ROST.csv_realVolatility250,ROST.csv_avgVolume_20,ROST.csv_avgVolume_60,ROST.csv_avgVolume_250,ROST.csv_log1DayRet,ROST.csv_logMA5_20,ROST.csv_logMA20_250,ROST.csv_logMA5_250,ROST.csv_log1DayRange,ROST.csv_HL_20_realVol_20,ROST.csv_HL_5_realVol_20,ROST.csv_logD2,ROST.csv_logD5,ROST.csv_Mean,ROST.csv_Variance,ROST.csv_Skewness,ROST.csv_Kurtosis,ROST.csv_Shape,ROST.csv_Location,ROST.csv_Scale
2020-05-15,2.816186635558424,3.358059077701732,3.7656467822016992,3.83141589021335,3.7096994680427287,882119.1235418213,2.4663108244075476,3.940455270365919,5.552777376333781,2.9979181324885342,5.782888345613851,3.6156439450462243,-84545.42457058937,356727.9724706485,156746.99413748994,0.27556715448837465,-0.4685728267284838,-0.34300196326552335,-0.8115747899940072,-0.8974991436921717,1.2413494430925165,1.0911921689743618,1.281487882435893,0.9788214851292828,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-18,8.999650086848774,9.634378253661303,9.64297913072275,8.98494892267297,8.686071533013767,-48010.123167123646,3.2398469715868172,4.324480849380587,5.5626172959084865,3.0926100349141863,5.797873955797551,3.6208274018213014,-67540.84315927382,353297.5941533579,154023.30776673424,-0.035464927824738805,-0.288766000656692,-0.25177663582114085,-0.540542636477833,-4.755891097033496,1.5714087687517366,2.2320484936576,1.780556037526739,1.3526550343437937,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-19,6.780925249750496,5.791552116254636,5.661522251484463,5.6529109697723925,5.468044476312933,824722.0641070371,4.144887366909556,4.629824088897478,5.572113183206977,2.8702575456127666,5.788937025357132,3.617438834024947,-60122.85137202104,357769.68698070955,154912.7904224433,-0.21519250740064164,-0.11064325864222643,-0.1852554949447548,-0.2958987535869812,-2.0399911259088888,1.4362992803583774,1.8609171500722121,0.5643730304465011,1.509662211871479,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-20,6.1485605653032565,6.208229959224738,7.444888567549299,6.435037021660676,6.223052497379442,-422699.4254551136,5.367956989922975,4.804738686496746,5.5796973640084975,2.854602899036234,5.811832358719511,3.6168054416770796,-58837.72111456591,337888.93160652515,150569.11996330973,0.012042541574652833,0.11084473004796865,-0.14953188180174973,-0.038687151753780985,0.21241307175040322,1.4239980200749793,2.0784045332726153,0.901387847746101,1.8108016955755561,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-21,9.362898688810816,12.770788237233674,9.715540555486449,11.744431490598288,11.34994694151721,2510075.1177478563,7.087362983253216,5.292562140779395,5.613265695135273,3.1000383447611854,5.89635380268369,3.6312892716113487,46913.47722376107,369721.2923594477,148023.86535331135,0.19245813763900937,0.2920108714497975,-0.0588302052649041,0.23318066618489347,1.1168606635588993,1.466381849067179,2.2791277114169612,1.7718802580841344,2.1514167908965036,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-22,5.799123550744049,6.31488936508994,5.963728179294719,5.5390992297254655,5.357276961867164,1610947.7074151165,7.416878482018103,5.303316274279693,5.624589581660007,3.0998623189386385,5.897102254805461,3.6260344487706297,190375.41497353557,384123.50632721826,150435.60789169418,-0.0792509777035277,0.33542594189944896,-0.05881564515798559,0.27661029674146337,-1.046509942135149,1.4597526512444416,2.2739613947050388,-0.14412960088505575,0.4993060235110324,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-26,9.73139080839308,7.152510464165829,8.492913493506116,6.881399529068524,6.653226115052739,255818.421186334,7.010309398425898,5.17554002245354,5.641142394047695,2.9807900852832643,5.9126188640019555,3.6212245372241023,178146.25486818727,356047.47998924344,155331.03636737552,-0.38025495909499935,0.3034381509231099,-0.08614291126310977,0.21729523966000014,0.2929703369055361,1.465856572088359,1.2456189039961199,1.5468645687156233,0.7094364953367149,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-27,6.2307724163468805,6.1679255654004805,6.757761858829362,8.33145100861045,8.053239338832377,-955106.930448893,7.527348370929786,5.172259200673933,5.650084009290298,2.977414204710214,5.94303176158928,3.6244210301729836,43808.55192917692,337768.2448059533,153763.95644762478,0.2565741043514698,0.3752332620270374,-0.08836083815532206,0.2868724238717152,-0.5279102493485598,1.3910421477474542,0.829419004304148,0.9917552378210891,0.949800887138438,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-28,7.756514615802814,10.238225653069335,7.483223258184374,8.974969870785316,8.674409810086352,1092284.0994074033,8.01761983347117,5.057774028542841,5.664897153390521,2.780498440927239,5.993820909657755,3.6291995341664984,115099.59969290199,343064.04109063203,159009.68728108052,0.1118442042489956,0.4607151277614193,-0.11336226837335908,0.34735285938806026,1.0134183118912372,1.3901854833472347,0.9473642580938922,0.7036833274298018,0.8966418763389117,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
2020-05-29,8.443282376470421,6.428848741237417,7.579861686183051,6.408089192651815,6.195375914596241,824418.121303299,6.986705628086975,5.2295710837937035,5.674087646841602,2.7368224981560063,6.0087470686095665,3.6276153655319163,176624.73764770498,322514.1757717508,163039.08390310797,-0.30956794660545406,0.2896798833414847,-0.0815805193998204,0.20809936394166414,0.1406423763712321,1.396864726382063,0.7910839496586972,0.6194271308202052,1.6398838990540816,6.0361230245161925,9.189847546337173,-1.4039793591149978,9.256297836165835,0.0018355312630564816,-1640.1653716737173,1646.1759755120656
