Date,Open,High,Low,Close,Adj Close,Volume,BOX.csv_MA_5,BOX.csv_MA_20,BOX.csv_MA_250,BOX.csv_realVolatility20,BOX.csv_realVolatility60,BOX.csv_realVolatility250,BOX.csv_avgVolume_20,BOX.csv_avgVolume_60,BOX.csv_avgVolume_250,BOX.csv_log1DayRet,BOX.csv_logMA5_20,BOX.csv_logMA20_250,BOX.csv_logMA5_250,BOX.csv_log1DayRange,BOX.csv_HL_20_realVol_20,BOX.csv_HL_5_realVol_20,BOX.csv_logD2,BOX.csv_logD5,BOX.csv_Mean,BOX.csv_Variance,BOX.csv_Skewness,BOX.csv_Kurtosis,BOX.csv_Shape,BOX.csv_Location,BOX.csv_Scale
2020-05-15,1.321679223349749,1.3524537888743602,1.5637756778695469,1.429012170964466,1.429012170964466,-504448.0962200755,1.344262260109296,1.2597512394837562,0.8266001647126393,0.4021871165226886,0.9311234088635391,0.6259180920759276,-40027.74659511816,193581.0371636995,124908.94818165188,0.0780803490149419,0.06493108458411209,0.42134845012986866,0.4862795347139808,-1.55437276769897,1.1027846902686842,0.905839110587193,-1.4019133059024989,-0.9078787381085263,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-18,1.8974361165542035,1.7636357418471889,1.6971912381005243,1.4021059329901655,1.4021059329901655,290755.77824840543,1.2821050023837899,1.2490435789586327,0.827805779580843,0.39498227478577275,0.9340568035011105,0.6267379134188468,-8573.725541586424,166759.47017678796,127732.9797442085,-0.30252821831692606,0.02612513866546639,0.41135483944987,0.4374799781153364,-2.7113882098597935,1.0730630189385835,0.9342987216230649,-2.4725599573562924,-1.1686497778468414,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-19,1.151193735824652,1.101464930715121,1.3905419338806355,1.145263615334981,1.145263615334981,-14350.126616935246,1.2954011242723564,1.2504551130635504,0.8277423267746923,0.3945358747079067,0.934737462023828,0.6267048336259798,-8387.085246794246,151966.30120128833,128076.5554447256,-0.0051645929046805015,0.03531282016200312,0.4125609480771837,0.4478737682391868,-1.2410621794208898,1.0890365355215292,0.8476080172794557,-1.2596668004920442,-2.7108449611660053,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-20,1.4195185300403743,1.647701559685263,1.5901841110186492,1.9420826297824971,1.9420826297824971,160312.67988490686,1.4472403359541326,1.2947188544513841,0.8322804232399221,0.4204744398625529,0.9384788408074551,0.6306533124284208,30621.532791637892,152152.6190241459,126965.09197632494,0.31344316700425423,0.11136495565922777,0.4418794185571629,0.5532443742163906,-2.855666922140464,0.7543717912283741,0.8601178192763931,-0.6162292944432562,-0.2754952234690188,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-21,1.741354822518705,1.7097335022944584,1.605712695369455,1.6123056128898874,1.6123056128898874,-54239.41002742411,1.5061539923923994,1.3115687563753524,0.8349581672246159,0.42636668826767377,0.940923437150661,0.6325431339716061,41127.35658726802,136969.39256496125,128602.86067221456,-0.0769982316047423,0.13833543203102427,0.45159759922231446,0.5899330312533388,-2.263164333264843,0.7458701026160569,0.7077739911161378,-0.7613360948323223,-1.222244444730328,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-22,1.9047808707138216,2.692585652985493,2.0952398004623625,2.6840403978857488,2.6840403978857488,1623640.7547375837,1.757159637776656,1.389492208291616,0.841621438083038,0.5222232126298779,0.9690804342835121,0.6431661539202377,145145.17563763107,99008.56174910466,131436.1563850405,0.3429562969036966,0.2347603006096625,0.501363326937701,0.7361236275473636,-0.5152590158699342,0.7964378826647975,1.006695983584637,-0.2984629537374462,0.2271580639015588,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-26,3.212353648913614,2.6041839723042592,2.7641531593968445,2.4510656972683176,2.4510656972683176,1445234.1053544292,1.9669515906322865,1.429096963338449,0.8483546518480009,0.5714512241842123,0.9755746279380351,0.6511513876757404,206445.32695983915,98881.33788978231,137006.82736802302,-0.27048098396740267,0.3194421777161789,0.5214992597280816,0.8409414374442605,-1.832774062965691,0.7872414258770558,0.9049775533965374,-0.17583056766458183,0.047798972413670454,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-27,2.120489259321543,2.7107799823554206,1.729375721521487,2.164431818948444,2.164431818948444,4192843.889464616,2.170785231354979,1.4825378855289089,0.8535656849797527,0.5883500986834863,0.9849905766441355,0.6564497040988373,390336.0170109197,196508.0262540867,149194.31671148795,0.020511042969922903,0.38133355313885264,0.5520881868804465,0.9334217400192991,-0.018770813748298427,0.8878752598045042,1.193179011985496,-0.6546794836651316,0.01898680795258926,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-28,2.4537202000410048,2.8168071524249108,2.223403265916293,1.794605796081651,1.794605796081651,6978148.817789787,2.1412898646148095,1.5054348297106181,0.8598583286403344,0.5912779902242223,0.9882352551784407,0.6579043879204167,736490.6633886053,321634.5157063964,168858.2852436297,-0.3128199362638122,0.35232660806661664,0.5600694173101604,0.912396025376777,-0.5218800215873459,0.8900975422514429,0.963180726309425,-0.4208936667899256,-1.9140841751927027,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-05-29,1.503123713363962,1.535408182378461,1.897733501599685,2.2462768645567177,2.2462768645567177,-2670548.672209428,2.268084114948176,1.566835048915063,0.8687250148724994,0.6016951317760246,0.9975826868980153,0.6615968557116251,635176.0261631289,275736.47246203123,145309.36248454294,0.4017287004424502,0.36987778059398263,0.5897863346791461,0.9596641152731288,-1.0152127988383448,0.8923968161060192,0.685536074443123,-2.502927507134175,-0.455751669947083,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
2020-06-01,2.1556486520280806,1.7654885001803056,1.7263465772483038,1.3325030739973034,1.3325030739973034,-709286.7450753516,1.9977766501704868,1.620760523712195,0.8754106977063632,0.5207233435920723,0.9930411157655314,0.6577783107075091,577175.477442988,267667.28899011284,84365.10101009505,-0.48103249289061695,0.20913938911184873,0.6159576321007889,0.8250970212126375,-3.240561188634878,0.9274349995608794,1.262379710808272,-0.7719680704408434,0.3012427029926521,1.3279728777330702,0.6065448582755866,-0.10374408256469092,1.3214995131159935,0.007526333332303462,-102.06026950426457,103.38094454598095
