Date,Open,High,Low,Close,Adj Close,Volume,EH.csv_MA_5,EH.csv_MA_20,EH.csv_MA_250,EH.csv_realVolatility20,EH.csv_realVolatility60,EH.csv_realVolatility250,EH.csv_avgVolume_20,EH.csv_avgVolume_60,EH.csv_avgVolume_250,EH.csv_log1DayRet,EH.csv_logMA5_20,EH.csv_logMA20_250,EH.csv_logMA5_250,EH.csv_log1DayRange,EH.csv_HL_20_realVol_20,EH.csv_HL_5_realVol_20,EH.csv_logD2,EH.csv_logD5,EH.csv_Mean,EH.csv_Variance,EH.csv_Skewness,EH.csv_Kurtosis,EH.csv_Shape,EH.csv_Location,EH.csv_Scale
2021-05-05,-0.9903389889176104,-2.8579700719667933,-1.1196509944411144,-2.5158084114554797,-2.5158084114554797,-1542382.467120661,-2.0349852850025902,-1.248270963478572,1.8207851261638153,1.9710597382809276,11.09900199794861,7.011345107886103,16789.376193672208,245878.7141297096,160001.47217303098,0.9323021692840026,0.48872922335902724,-0.3775084315173178,0.11122079184170941,0.5529185989028756,0.9670623447061214,1.4207694745711346,0.867370126183994,1.329625767776046,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-06,-2.587083424852324,-2.2057013645607317,-1.306894091751186,-0.9955500003335054,-0.9955500003335054,-37877.7719843043,-2.120076811873651,-1.276636620535374,1.8140498698271046,1.9627018580543918,10.601195731756073,7.013245899584507,56274.58043102945,203857.95271239348,159897.63884718707,-0.9549910807913071,0.5072233406246227,-0.3513328635319185,0.15589047709270432,-0.10668664701528731,0.9385306954813719,1.0127807627109078,-0.871983917408366,-0.8545899026583449,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-07,-0.8737594044138088,-1.593771974567236,-0.2578468252130967,-0.8918053775813881,-0.8918053775813881,-720506.6802095731,-2.1426570470459847,-1.330506352266403,1.8075671379151128,1.935046914937348,9.580617071271742,7.015001836647579,54865.438830116334,162358.42549441772,157055.81122070353,0.020442865438203707,0.4764870838721929,-0.30642223266621427,0.17006485120597875,0.28962404761241234,0.9590758946987409,1.0374169336485883,0.4848941098868124,-2.1812423928083997,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-10,-0.975627896301738,-2.072285323416562,-1.3899394368210771,-1.9842048200539253,-1.9842048200539253,-577076.2629077021,-1.5602079635340567,-1.1853307603523258,1.7974644979425445,1.754629698114379,9.115846683488114,7.018650261126344,-124777.38390864737,187160.14399668298,154776.71191737778,0.7098922585024486,0.27479726403438887,-0.4163552013212971,-0.1415579372869081,-0.3822185846074063,0.9144857278785556,0.9588623343856518,-0.011410027774918388,1.068924404791366,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-11,-3.733358903073937,-1.769588958120213,-2.624727056140843,-0.889168047776975,-0.889168047776975,-12519.698457208578,-1.4553073314402531,-1.1103339631494575,1.7918902985022793,1.73238403029904,7.804328067785585,7.020234548019705,-99204.50352302734,188000.37471432323,154732.4291611746,-1.434777369858989,0.27055626490144846,-0.4786102575503953,-0.208053992648947,-0.15649230493524563,0.8736479900308912,0.3754300053494216,-5.937988311394515,-0.6453038254842124,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-12,0.2224824685004556,-0.8713371713864131,0.2722571304213481,-0.8787680331913297,-0.8787680331913297,-494830.2171895632,-1.1278992557874232,-1.0951371113126915,1.7868709418923856,1.733048735260525,4.049315121249712,7.021699343994101,-77621.59921210339,-143877.0806891034,152805.48796713256,1.373672659081358,0.0294772656018029,-0.4895864417874917,-0.460109176185689,0.13417619877413883,0.8886856667071054,0.2617380360423298,0.10024053909487059,0.49288996409832764,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-13,-0.9015941537621844,-1.0202488582057754,-1.3699055596896912,-1.8392738897616,-1.8392738897616,462833.8339699816,-1.2966440336730423,-1.1161728472116235,1.7780016342885503,1.7397215162675241,3.500880739415878,7.024885669840504,-35529.01981966534,-934188.9712580304,154702.97651626242,0.7129616691760998,0.1498736810787494,-0.46558432328341065,-0.3157106422046612,-1.0508034587527662,0.8869760242552035,0.5255654727636265,-0.05118188797808041,-0.16992998313722968,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-14,-0.8995472794372752,-1.2036616151185058,-0.933831901261561,-1.4738870510077984,-1.4738870510077984,291128.4769791253,-1.4130603683583243,-1.0914077313294093,1.767885822995611,1.730440226549808,3.3140383276144627,7.027751133114677,-123144.07003549961,-645878.126189402,155833.94766179431,0.4937668283560318,0.25828946671802694,-0.4823160227673522,-0.2240265560493253,-1.3099642083707193,0.893527000364264,0.6081527049736718,-0.5189938634961841,-0.5411445087485781,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-17,-2.4630802391310063,-2.2813262757145463,-1.5768365065820014,-0.8013046680184654,-0.8013046680184654,-328116.0078068001,-1.1764803379512323,-0.9147124696584562,1.7612385402428947,1.5531212569020358,3.3008742279424497,7.029398559934439,-137843.20005319355,-480760.640897696,154570.25788684972,-1.1229267410701842,0.2516727206230188,-0.6551627815061604,-0.40349006088314165,-0.3502814699169905,0.8828251763008712,0.6105586023428082,0.037266132804212,0.16796917909728265,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-18,-0.7804827721949383,2.237994181992107,-0.3052123325505835,1.3319852160850305,1.3319852160850305,2220910.1984448144,-0.7322496851788312,-0.7142237009629332,1.7653502355464374,1.5722397661554488,3.21655918988647,7.0288434015023125,4173.032979663321,-374849.28875411587,163470.11210449983,0.5345130850719461,0.02492533583094936,-0.9049081634793121,-0.8799828276483628,0.9334256921646081,0.9407735272299932,0.907192682024175,1.031714459294472,0.798026549223021,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
2021-05-19,0.4053546190061645,-1.8560152038714823,0.2046581194937289,-1.095566881236728,-1.095566881236728,-350315.66184093896,-0.7756094547879109,-0.7322759485539277,1.757458677859108,1.5745561228073386,3.1581175971570135,7.030951633002419,-15332.02217238295,-327246.3738280345,162093.78780703028,0.9942649215752192,0.057491691761461725,-0.8754666897002739,-0.8179749979388121,0.7230327853982331,0.982550828441817,1.0142138438278796,-1.2232840274388381,-1.5287853228744965,1.02344963157649,14.801080595162079,0.9638380017841,66.2924331158477,0.00724213675661441,-529.2666519042989,530.2761857624678
