Date,Open,High,Low,Close,Adj Close,Volume,F.csv_MA_5,F.csv_MA_20,F.csv_MA_250,F.csv_realVolatility20,F.csv_realVolatility60,F.csv_realVolatility250,F.csv_avgVolume_20,F.csv_avgVolume_60,F.csv_avgVolume_250,F.csv_log1DayRet,F.csv_logMA5_20,F.csv_logMA20_250,F.csv_logMA5_250,F.csv_log1DayRange,F.csv_HL_20_realVol_20,F.csv_HL_5_realVol_20,F.csv_logD2,F.csv_logD5,F.csv_Mean,F.csv_Variance,F.csv_Skewness,F.csv_Kurtosis,F.csv_Shape,F.csv_Location,F.csv_Scale
2020-05-15,0.1629640836021799,0.1306613164103676,0.2596919587191557,0.1893293694559989,0.1662274966617074,-13187454.27065827,0.11229904666380237,0.13734690653064371,0.3209175370712286,0.14745627546992088,0.28370403109619197,0.2607602787230535,3239631.3111685924,8803668.36929399,4301943.806514408,0.01982748142024524,-0.20134451724172675,-0.8486743065093747,-1.0500188237511014,-2.0477053655505504,0.7435423667113787,0.25224104611954445,-1.4034335056657554,-1.2659228767127493,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-18,0.4564411413260925,0.5352869232550534,0.5535428816706025,0.5950437242312532,0.5199573744794952,53945585.38492181,0.17808134041368778,0.16093775093610543,0.32086227654122945,0.16865195183927068,0.2908004007465514,0.26071644934033184,6642083.042311328,9657965.700557023,4525320.728784375,0.1302870790020638,0.10122276445847232,-0.6899943359494826,-0.5887715714910102,-4.0032637637161805,0.7923965668725163,0.8400206498730152,-1.127407692211823,-1.11196665637553,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-19,0.4548124819674988,0.4724793742719981,0.3926149060141215,0.3828684575587044,0.3348807627635866,-12968884.35447675,0.22752540737795934,0.18181189631262357,0.3209015417686562,0.1626517150855848,0.29383138623718935,0.2607178239409523,5705901.01574032,8551346.565652648,4393483.435116195,-0.3061106700418705,0.22428929707183423,-0.568161736753048,-0.3438724396812139,-2.5274242277743197,0.7289140521726746,0.839059778057092,-1.7799103515079575,-1.3974752961776211,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-20,0.4585653150352375,0.4629782732720082,0.552918870505855,0.5303548078763978,0.4634340351258816,-5479101.613448963,0.3361170598243128,0.20387118042765198,0.3213976429751905,0.16963960131183684,0.29849987319471627,0.26087113571470705,6331877.123499078,8015271.466973988,4365553.556089573,0.010561320558561623,0.4999711657308379,-0.45519079376645677,0.04478037196438112,-2.408605857303086,0.7320267455488907,0.7996777197554759,-2.8731016402215697,-0.610722827137344,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-21,0.4424335054147161,0.5360560138137966,0.4892278287111384,0.554740600052392,0.4846446326744096,-285872.2243305519,0.39382886034101605,0.22022395045490253,0.3217359777696479,0.18036771553347666,0.3044084616426541,0.26102836988634,6740693.193476051,7932782.824651217,4435418.925537923,0.09112572332753059,0.5812714651185189,-0.37908627919196747,0.20218518592655144,-3.0612700115524536,0.7074355797538898,0.7597818542085926,-1.8986954258360336,-1.242855698923475,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-22,0.6083941169231153,0.4733385731344235,0.4739376034846101,0.4691921195064719,0.4099907651679868,-8797000.100393891,0.442581514042272,0.23546574148114696,0.3218085968861197,0.18299296324156084,0.30755424013519117,0.2610504747347339,6968980.520881327,7183193.727290066,4407379.227286454,-0.394688255122602,0.6310592285510044,-0.3123915177418636,0.31866771080914086,-7.420198293041254,1.2683101567299508,2.0744211501556893,-2.929134562293874,-1.4115577356881492,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-26,0.7089439771917894,0.6790758164877615,0.7337160936294462,0.6124322599173584,0.5348466142294699,6660834.772160657,0.4455593619922668,0.24348369700159583,0.3224694641013523,0.19266253175076417,0.31410279552670184,0.26138094329131706,5868266.950319352,6940626.796070965,4423826.072844228,-0.2817965033412064,0.6042804985370037,-0.28095845928018875,0.32332203925681496,-2.906983991593287,1.2525727817872085,2.1161992589182015,-2.991700779855128,-4.207116491348295,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-27,0.6360554088363459,0.6248142288802923,0.5682958756120087,0.6839284657027251,0.5971396629070207,28121812.403628424,0.49801114202095376,0.2517501647794611,0.32310623552455536,0.2043599909262944,0.3207964477635669,0.2618568749244299,5906045.383906188,7424546.777226635,4563289.534862849,-0.06313465310677682,0.6821852641758716,-0.2495439855643226,0.4326412786115489,-2.8731898569709404,1.2515326029250646,2.074984499621202,-1.6758507343683389,-1.3384230946517262,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-28,0.5774389846169177,0.5071986574781882,0.4725352168572412,0.3699534332783019,0.3232988673272654,-17757244.024295405,0.4699841084612304,0.2575316445371235,0.323365524357688,0.20468264183674612,0.3225978703495822,0.26182471343395325,3189574.4676019875,6995348.93271813,4411008.751074397,-0.5800256012186183,0.6015562783882913,-0.22764073378313668,0.37391554460515475,-3.362069731850278,1.2213479113068284,1.9635422026228706,-1.5533045522996052,-1.965147837877168,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
2020-05-29,0.2157247738836929,0.2079427656490873,0.2140950559510863,0.2735566595563119,0.2391900709864214,11979025.539275974,0.42089319612363285,0.2656405363664844,0.3225983545786153,0.20032063336270786,0.32297422102271356,0.2617891017377329,4278122.711177359,7493675.812232122,4456091.132523943,0.10325511173626048,0.46023508276114955,-0.19426403735932757,0.265971045401822,-5.090930859660819,1.3046571879564985,1.9501601437733265,-1.0273631071864113,-1.4046434336518412,0.6110102816052568,0.2189605861517927,1.0524346305872612,4.3579231936305405,0.1361679756427634,-2.737346951591078,3.3171753229881
