Date,Open,High,Low,Close,Adj Close,Volume,EWZ.csv_MA_5,EWZ.csv_MA_20,EWZ.csv_MA_250,EWZ.csv_realVolatility20,EWZ.csv_realVolatility60,EWZ.csv_realVolatility250,EWZ.csv_avgVolume_20,EWZ.csv_avgVolume_60,EWZ.csv_avgVolume_250,EWZ.csv_log1DayRet,EWZ.csv_logMA5_20,EWZ.csv_logMA20_250,EWZ.csv_logMA5_250,EWZ.csv_log1DayRange,EWZ.csv_HL_20_realVol_20,EWZ.csv_HL_5_realVol_20,EWZ.csv_logD2,EWZ.csv_logD5,EWZ.csv_Mean,EWZ.csv_Variance,EWZ.csv_Skewness,EWZ.csv_Kurtosis,EWZ.csv_Shape,EWZ.csv_Location,EWZ.csv_Scale
2020-05-15,1.019110632164148,0.7475685683668978,1.0158301785471675,0.2636915119291814,0.1985381054220276,-1034592.3398321568,0.1396765525148666,0.24793348543402666,1.4378310990655,0.6324432645860871,1.4453792301217623,1.270760667079291,1545630.28781736,2916727.949412955,1611303.6987992083,-1.6357045481104984,-0.5738310958183567,-1.7577305696375374,-2.331561665455894,-1.3157926172140104,0.963312241364075,1.114856749667001,-1.8877732804544225,-0.5086404781374276,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-18,1.41633542177866,1.4448015456117105,1.675203937001383,1.9064766987628623,1.4348677179746492,-782847.5527051091,0.4297185490473659,0.3030879620454948,1.434499143718904,0.6859740592105682,1.4508144657821118,1.26966717110348,1574147.2707491075,2820974.203014617,1580852.3962542126,0.01299981535931437,0.34910739012564296,-1.5545479713417991,-1.2054405812161562,-1.467927970918812,0.7632331980798105,0.5326127759071532,-0.23183085060936207,0.37170836157701986,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-19,1.4187914185908497,1.2686528605236802,1.42706780878925,0.9507608411900036,0.7155831775420882,1779517.741846066,0.6075811970277322,0.3477774678014466,1.4301860347556306,0.6820716227323254,1.4556238051484909,1.2702728346414531,1822787.8255872398,2590390.402770792,1629012.4934935037,-0.6844628313517791,0.5579230090502952,-1.413996994135301,-0.8560739850850057,-1.842537433690968,0.7670948931003306,0.5671721382018953,-0.6596252281575021,-0.11730575468350947,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-20,1.3182870609453516,1.2302748280976452,1.4111521502481494,1.3396237682979404,1.0082130283891644,-4611143.334591895,0.7997978972595987,0.35758065183972076,1.4284407973639344,0.6904546218090031,1.4628981782437682,1.2705527522347362,1630608.9795384728,2443133.3775799903,1616847.9509531206,-0.2681537277708442,0.8049981310845131,-1.3849778406525866,-0.5799797095680734,-1.709936255685787,0.7681162955017179,0.5833436271652438,-0.8517802824146098,-0.03969398392251991,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-21,1.6828531934488673,1.8724657980968689,2.002092875324632,2.1331111105942497,1.605370738377692,3920967.945803512,0.9925145535411243,0.4444753165536709,1.4285278655439895,0.7335418547768677,1.4798883791307156,1.2705641736812223,1772462.9394366439,2006291.8884377198,1644510.8780108588,-0.047135962766949764,0.803347153372165,-1.1675052057375293,-0.36415805236536425,-2.0430935876600658,0.75443216261122,0.290123816173277,-0.11677254043863468,-0.037096358529308766,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-22,1.4943894557143302,1.3485562562960285,1.421638220173758,1.440472472236408,1.084092181451119,-2683344.982151881,1.1696253687469427,0.557569730797075,1.4236211853963419,0.6384655801886439,1.4879721431383752,1.2695116161648332,584473.5368058684,1611188.153024487,1536055.8939617805,-0.3209747949609219,0.7408512056897724,-0.9373714619149649,-0.1965202562251925,-2.6161736748485978,0.701941879643276,0.43388844613424005,-2.578613295522755,-0.12154175526801049,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-26,3.799017468906282,3.5265173864508306,3.5512170619878454,3.293664501041345,2.478793919619436,26763142.349650256,1.3784106090759,0.6657736114673594,1.4240242442413027,0.7658188134851732,1.521784578209251,1.2698318048845463,2575214.2135095983,1925336.8554231008,1648513.0388322868,-0.42697035333605576,0.7277366918120413,-0.7602924272454604,-0.03255573543341904,-3.7009651715877325,0.7767575273193893,0.8142561118020828,-0.13533509690237502,0.042988798882220985,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-27,2.859068506037413,3.075986858527404,2.8108402022709207,3.485092916517541,2.6228604082800637,-2123495.1400716715,1.759866055223495,0.7325634980593113,1.4250619975049823,0.8735306910419522,1.5479892277520872,1.270708307302404,2298066.6527349874,1714705.9251146507,1624910.7407169992,-0.086230393467988,0.8764429562448832,-0.6654205748728558,0.2110223813720273,-1.3274721862404095,0.7841893004492273,0.9247378280096894,0.43098224366420784,0.6456766913737484,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-28,2.4745093829245164,2.227970410373114,2.250033594098049,1.7367023766350336,1.3070339961809463,-187364.3372537084,1.8196302487818514,0.7075846911284669,1.421067990128498,0.8479704207558867,1.5562543906669148,1.2694983820377244,2403299.480319239,1456562.4640754533,1594710.5308686069,-0.6382817020954513,0.944531272292513,-0.6973066465012573,0.24722462579125554,-3.813844954403488,0.9058626083258551,1.0682891537232282,0.15850682668901198,-1.2079106548529044,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
2020-05-29,1.3434273460882835,1.7811932723419837,1.4269465663583532,2.139969258187129,1.610529930818931,2948493.0605282118,1.8206620872700991,0.7757274699351562,1.418204446323156,0.8636808218105537,1.564295105648861,1.2682548177562087,2622680.7075618496,1838650.3883445633,1630953.5097794882,0.18133920489273625,0.8531542381703473,-0.6033456160912535,0.24980862207909377,-1.037761699018784,0.9147346283545073,1.2937312019912268,0.012255076312628607,-5.266975215372518,1.5747788532932596,0.7551773077424607,-1.6041115819802065,8.441316289995893,0.0017797501510960073,-481.5692276567031,483.14484142656477
