Date,Open,High,Low,Close,Adj Close,Volume,PENN.csv_MA_5,PENN.csv_MA_20,PENN.csv_MA_250,PENN.csv_realVolatility20,PENN.csv_realVolatility60,PENN.csv_realVolatility250,PENN.csv_avgVolume_20,PENN.csv_avgVolume_60,PENN.csv_avgVolume_250,PENN.csv_log1DayRet,PENN.csv_logMA5_20,PENN.csv_logMA20_250,PENN.csv_logMA5_250,PENN.csv_log1DayRange,PENN.csv_HL_20_realVol_20,PENN.csv_HL_5_realVol_20,PENN.csv_logD2,PENN.csv_logD5,PENN.csv_Mean,PENN.csv_Variance,PENN.csv_Skewness,PENN.csv_Kurtosis,PENN.csv_Shape,PENN.csv_Location,PENN.csv_Scale
2020-05-15,1.7760416146939129,2.7808533436450595,2.2279114614870874,2.8617995985292595,2.8617995985292595,8414280.74954966,1.42285500230096,1.1761667606644712,1.098469146430516,1.2134558821665613,2.55098264944623,1.7768635247138935,1951228.1270317244,1666185.0897143965,487451.29578875337,0.4770635812119114,0.19040477542369166,0.06834311726131924,0.25874789268501086,-0.5925023785379312,1.0805873044716703,0.7408044990367716,1.0978022421472378,-0.3400567013700843,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-18,4.883429989078227,4.707997508968438,4.405297646020635,4.863347406749613,4.863347406749613,1569670.42315891,2.0039699962811763,1.4070762986295158,1.1117412578575188,1.4443932503744512,2.589872015662476,1.7925373506055027,2074909.9874537815,1711041.6753759156,497104.1260968352,-0.004120871942086266,0.35361620665130955,0.23558651757267016,0.5892027242239797,-1.1950135157203328,0.8132497184176504,0.6037517315903712,1.1591828867291063,1.066631294953909,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-19,3.870961142530634,6.063171773347397,4.468105099601603,4.65089595131708,4.65089595131708,10883175.811936049,2.7832582627018363,1.6397972984140143,1.1252993605906938,1.5742760526581865,2.657557045403582,1.8064383068327003,2674378.284078749,1881365.6977299007,543128.1622229089,0.18355704529270464,0.5290496426774076,0.3765235371077912,0.9055731797851988,0.46691553708464145,0.8707580152057172,0.9399871938110081,0.5817106615378771,1.3600636576253915,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-20,6.370394528701965,5.613604557070499,5.930046932104107,6.502320709970224,6.502320709970224,13495925.740327105,4.110876653876973,1.9717464137249863,1.148313061298024,1.8549092775357705,2.79660119229241,1.837996869834743,3444081.3000556068,2050588.955907146,594683.7043671935,0.02049774238566462,0.7347166490778411,0.5406256922656506,1.2753423413434917,-1.1506141233786342,0.8378792901887356,0.9484529959069741,0.4940700111730314,1.8928245661508654,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-21,5.741434789175386,6.617451085592549,6.059037775341931,7.355002859046131,7.355002859046131,10060971.086211648,5.246673305122462,2.321932378254634,1.1725904334801904,2.16763302946338,2.954803056751231,1.8794349715961183,3960507.1547977934,2187098.6994573264,637440.2191671618,0.24767160040792222,0.8151944589385173,0.6831844135211671,1.4983788724596845,-0.5826558914093574,0.8350214055307384,0.6699444732703219,0.9947716942812014,1.7367722125245888,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-22,6.56618915819266,5.680963200046257,5.892685946476114,6.016265742071425,6.016265742071425,-158636.3238905333,5.877566533830895,2.583621500180449,1.1938967952849062,2.2847618518846704,3.0543022003459517,1.90397087750979,4008737.2704720967,2143372.0537957745,635919.4209796436,-0.08746686918159706,0.8219507245253149,0.7719695218082266,1.5939202463335416,-1.552477660085854,0.790113997347272,0.7901682841749369,-0.7214335588048431,1.1488192720217778,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-26,8.212320270217685,7.0616454387101015,5.437092266154483,3.832606295936209,3.832606295936209,3106861.043562006,5.671418311668214,2.6831473834519324,1.206578796117398,2.294095185368925,3.0906203475124987,1.9109607212741897,3817130.553258872,2198021.082452279,646663.7163968323,-0.7620904318829387,0.7484487273417485,0.7992015886478753,1.5476503159896238,0.48523280723531265,0.8148567139199261,0.9270802908397697,1.2591415997349706,0.03027806856904727,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-27,3.349078119773392,5.165163491418589,3.862298585302316,6.953880620583625,6.953880620583625,1276491.977372203,6.132015245521523,2.9500445850788615,1.2332925548643496,2.467367261371899,3.213703782390823,1.944281082486805,3905116.8717478067,2217733.070070715,647749.4907165646,0.7306147465857397,0.7317031634062433,0.872132817011619,1.6038359804178621,0.2645656136550504,0.8365539137192367,0.8793215781453735,-0.06441599156494605,0.834205963962959,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-28,5.860812914740556,6.789962900791128,6.557078764147718,4.383956477438442,4.383956477438442,4347818.894563826,5.708342399015167,2.9750256304006104,1.251916923475138,2.479822207797953,3.2474111816962097,1.9520873960183385,3929160.567816092,2274598.318339382,659025.283541725,-0.29033669461495676,0.6516760294063692,0.8655767387966852,1.5172527682030543,-1.4572142167198352,0.8523539686564275,0.9437394408708609,-0.5953851335814703,0.7506442024279548,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
2020-05-29,3.933114037401399,3.809953176519208,4.670969199941798,5.444981197964893,5.444981197964893,-8895594.595621169,5.326338066798919,3.1676948086370604,1.2771967987515302,2.516108364131808,3.3123421084571802,1.9653105585202368,3547284.389768892,2102541.8794166315,615886.9164853969,0.3252628152500899,0.519659826525843,0.908336458257004,1.4279962847828471,-0.14964216448066434,0.8243833277595863,0.9618116234249282,0.41138052588694307,0.6471145828744607,2.4672298533809958,10.455711930568963,1.8255464561902963,6.863035739691844,0.1458879910015228,-18.26367367878934,20.504881616062725
