Date,Open,High,Low,Close,Adj Close,Volume,ADI.csv_MA_5,ADI.csv_MA_20,ADI.csv_MA_250,ADI.csv_realVolatility20,ADI.csv_realVolatility60,ADI.csv_realVolatility250,ADI.csv_avgVolume_20,ADI.csv_avgVolume_60,ADI.csv_avgVolume_250,ADI.csv_log1DayRet,ADI.csv_logMA5_20,ADI.csv_logMA20_250,ADI.csv_logMA5_250,ADI.csv_log1DayRange,ADI.csv_HL_20_realVol_20,ADI.csv_HL_5_realVol_20,ADI.csv_logD2,ADI.csv_logD5,ADI.csv_Mean,ADI.csv_Variance,ADI.csv_Skewness,ADI.csv_Kurtosis,ADI.csv_Shape,ADI.csv_Location,ADI.csv_Scale
2020-05-15,4.219501158252584,3.028963476002261,3.882222237451998,2.425266278797636,2.2746333989904883,2213405.7651954703,4.601601528376795,6.23508321826264,5.721820975995742,2.9678391049623367,4.67492798549945,3.077443445391882,80518.40202995829,219649.67725648097,130845.87923331685,-0.6178980159987543,-0.303787524752865,0.08590481882251712,-0.217882705930348,-0.15869242292136232,0.7032958547447915,0.3081366689503594,-0.16157325607389558,1.9859541601037125,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-18,6.922257116693388,9.96933247571056,8.996124487369428,10.786414753160685,10.07673509062441,-567218.3552782924,5.318575061146035,6.50346475112606,5.747484027578008,3.0637302256762484,4.7204806384619475,3.0869250195018183,89326.7988989452,210588.52478271266,125728.94761183372,0.37548742105740845,-0.20112965169448171,0.12357287489119291,-0.07755677680328883,-0.027157459782236507,0.6936952566733402,0.28886542848271746,1.3702567605797755,1.2767215595198174,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-19,8.909295186037099,8.808410937754516,8.581274913863709,5.972040466943213,5.583632747242731,1068367.4670142368,5.440162532190138,6.722757364414788,5.750821244723073,2.8104732263065713,4.72011098449375,3.0862925090368525,38432.64696154631,221948.75347908138,125252.08869430561,-0.4672555401173596,-0.2116894547991363,0.15615572268156017,-0.05553373211757612,-1.482206216775281,0.7098935220325266,0.7263552302409354,1.196645831977305,-0.49768343650114155,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-20,11.32696970932983,12.9156007798084,12.175327584146215,14.636103977420008,13.668443781313812,1779948.435893158,7.548763768133426,6.975814678489752,5.798593419247924,3.19116167229495,4.870709468905563,3.116022428440238,124028.53772571628,242881.59986007717,136088.32020876824,0.18790322034732526,0.0789346898637687,0.18483374645199738,0.26376843631576596,-0.3007359775880406,0.6520826445109592,0.623687921135592,1.2786280476772156,2.3554627187386648,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-21,10.751427701448849,8.634602324154855,8.686817611033135,6.9469522934035695,6.492653301148678,-643191.5066906023,7.619219663864024,6.990512897053255,5.813894246169753,3.188069398394275,4.8783137640424625,3.1099713047446316,109063.86379744885,231336.20644560165,138454.65487078327,-0.5043672788796126,0.0861200287535461,0.1843033169261001,0.27042334567964615,-2.9523799748920188,0.8968752915851065,1.2436095501728683,-0.09538757350259836,-1.0433304449682268,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-22,6.564054229837211,6.019305543610244,7.708583685847984,7.720349902607211,7.213998039653319,-1236440.0293390914,8.60709259199659,6.863089041823075,5.8348636836463355,3.1216845774609108,4.838045164520856,3.1016227718943212,34521.10016836602,196795.98592290975,130305.12559587721,0.09441487583975658,0.22642894533830898,0.162306734403415,0.3887356797417241,0.5243013029163733,0.8961169306103633,1.3862830872938126,1.8647691556484811,1.5972367076777414,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-26,10.437143325732364,10.397862471157566,10.710548292241016,9.241791152135406,8.63345637243161,-155483.20030254452,8.31843684835803,6.811625307783463,5.854461327973588,3.0813241531322606,4.864435175825195,3.103773165052992,71454.6789230405,143724.40274831845,130492.06358532154,-0.1897259856393277,0.19984360182031632,0.15142676579505535,0.3512703676153716,-1.1625563590595005,0.8925524820955154,1.3091302091629198,0.7611810255933682,0.36691741304106984,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-27,8.830878637514445,8.926022305853735,8.12887894945878,10.27712921248147,9.599263100822796,-423658.3406716716,9.121562919074043,6.905932174384489,5.8766596894197765,3.13869699648429,4.904236736028129,3.110651246926267,79363.07599939544,142404.73775212216,132545.97899253288,0.08343181958385072,0.2782603844486549,0.1613922571991583,0.4396526416478132,-0.2267207463603755,0.8795518590688303,1.3316423266896986,0.869310254923763,1.3901943347219128,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-28,8.754195229327934,7.387279339282941,6.915217348611634,5.256389273173582,5.476479764384337,217814.15103600617,7.483170115688148,6.544444919617655,5.888190454829489,2.8373768104838653,4.885356023304313,3.1037684727205446,63193.025791272754,149874.91358838294,134827.5808457928,-0.4690705244638375,0.1340399285326803,0.10566785875638976,0.2397077872890701,-0.7506449658523981,0.8736431333096599,1.302355621930886,1.149614799997334,2.1031536758228415,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-05-29,5.464171165549914,6.590646002876298,7.273417290912135,8.668564930856945,8.389031749131874,702366.5662240651,7.862445805284787,6.650351568185134,5.910584185026144,2.8660148826554552,4.888489924408464,3.101525126935669,93607.91885808276,180048.13506999967,135602.81077156955,0.42871266064143004,0.1674280085266453,0.11792504725947961,0.28535305578612485,-0.38159533927429135,0.8729067144168089,0.6303054562391988,0.1908115410768718,0.639945987281393,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-06-01,7.731820491089749,7.198511132885798,8.22005393790721,7.708116396343485,7.416156937364249,-1335428.059363391,7.902877584826973,6.941554546827949,5.9091631649802,2.609409326421409,4.893604107414133,3.100750417439649,6565.486917197681,164317.86427736326,126678.4693554666,-0.04168335467877529,0.12970119685662326,0.16102152259466174,0.29072271945128486,0.021314038481201898,0.8676977059840679,0.46429337719654284,0.6625215535478179,-1.5987012684747886,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-06-02,8.031514248818567,10.62738256284146,8.832669359137554,11.613497095880192,11.044672757389264,1340145.608317283,8.385120861818503,7.288556564201643,5.934489067753543,2.6729696422675344,4.947801491273312,3.1167583098760208,73468.73219336948,163464.1181083499,137233.99051935604,0.3185751241800188,0.14015328497397164,0.20552458788692365,0.3456778728608952,0.5848452340795244,0.8919075707266989,0.49740358285214703,0.976686059925213,0.8801313442210429,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-06-03,13.49059949425407,14.89745143080188,14.065069028400956,14.325427159450982,13.566835814374542,1214652.06807246,9.178635404528853,7.608092745428439,5.969211887491872,3.018475099892576,4.884886066921641,3.1531737384583014,167052.29993011203,153465.57935168175,143697.41890461548,0.005635162460262489,0.18766602915643282,0.24259760913778763,0.43026363829422054,-0.18346332548271074,0.8869315013273318,0.4961222773588108,1.8165624622320231,1.3781545005477107,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-06-04,11.452824976955412,11.43345244855739,12.32612043512124,12.09433928091694,11.457863636748684,-1371773.1113083027,10.374912179001722,7.90000211064145,5.993233182193896,3.0973278906280424,4.94658355527389,3.1720400895487004,137047.83172493265,121938.78523361801,134632.3915722599,0.0004398523291432032,0.2725275747636596,0.2762319968307106,0.5487595715943702,-0.11354056279994144,0.8124371577071917,0.36524443212728175,-0.8838456151665738,1.7886519579731426,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
2020-06-05,15.105118245734218,14.97561745603528,14.782341518003491,13.005304199644884,12.30085875018196,1431956.8561588922,11.15727757921174,8.174435948015155,6.000557563716851,3.2359271764286044,4.858123571536801,3.1845076474711376,238728.75030422484,138853.8307379084,134290.20342256682,-0.20536456602994754,0.3110802654605735,0.3091593250214874,0.6202395904820608,-1.6436363804344385,0.861538290301104,0.8268042592607932,0.23584420680635862,1.364004528559263,8.559244269410646,14.562127614589583,-0.12758973809870294,1.3815560686633477,0.006758567734288644,-554.1375210493022,562.6874941871794
