Date,Open,High,Low,Close,Adj Close,Volume,LYV.csv_MA_5,LYV.csv_MA_20,LYV.csv_MA_250,LYV.csv_realVolatility20,LYV.csv_realVolatility60,LYV.csv_realVolatility250,LYV.csv_avgVolume_20,LYV.csv_avgVolume_60,LYV.csv_avgVolume_250,LYV.csv_log1DayRet,LYV.csv_logMA5_20,LYV.csv_logMA20_250,LYV.csv_logMA5_250,LYV.csv_log1DayRange,LYV.csv_HL_20_realVol_20,LYV.csv_HL_5_realVol_20,LYV.csv_logD2,LYV.csv_logD5,LYV.csv_Mean,LYV.csv_Variance,LYV.csv_Skewness,LYV.csv_Kurtosis,LYV.csv_Shape,LYV.csv_Location,LYV.csv_Scale
2020-05-15,2.256847701981254,1.6021720544429885,3.004828733806168,2.362199504309565,2.362199504309565,-2478223.6204052195,0.8523820834616981,1.4915223809174605,3.077796638982191,2.1305900914468863,3.7194194955357003,2.91933859165716,11471.888286186033,785285.2734770618,252132.11460595674,0.04562416087077103,-0.5595177284150595,-0.7244166335237522,-1.2839343619388117,0.3383680665160801,0.7907040474690319,1.1862818794843755,0.9958415575296925,0.2571632628862531,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-18,6.421585121219927,8.669824367425939,7.148991041678215,7.964528681867421,7.964528681867421,4877059.975485397,2.230594861664181,1.9355238388900347,3.0929458787291586,2.496441406807265,3.83574821433782,2.9348521726810786,430583.8169079974,863683.3710075654,273319.7300371085,0.21533277711688636,0.14189029639204517,-0.46874598794686595,-0.3268556915548206,0.41925842525270196,0.8059832245021966,0.3521069900967079,1.7702848023366886,1.930225483992576,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-19,6.09791741274822,5.000153575205573,5.335237541666128,3.5397134800778467,3.5397134800778467,-3645176.133288814,3.122728547943901,2.126632343301722,3.095903545389669,2.4637980114904505,3.864061787813339,2.9349286455508667,297833.09715247387,756784.3918554126,259871.46711594993,-0.5439015191012562,0.38416748519117055,-0.37554013160721755,0.008627353583953005,-1.0933741324126582,0.8266203618020579,0.6019245175956857,0.16340541585564838,1.4952986273131066,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-20,3.8630635311068247,4.583036885539581,4.7733607795466,6.247744227771246,6.247744227771246,-501723.2456148116,4.4412377887266405,2.442218564783051,3.109375303740283,2.5703634676892726,3.9213935517378107,2.9416547001449116,355077.1856021835,707118.8120343147,257856.17084260946,0.48075994544015943,0.598026244785025,-0.2415149649985563,0.35651127978646874,-1.6590279528824374,0.8724713870548918,0.9139614163581233,0.5404530376903063,1.8859396477779986,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-21,5.338270069115069,4.504793123915643,3.2845523266484946,2.39061897851796,2.39061897851796,-989004.4795978653,4.500960974508809,2.3983117039379365,3.1030652408697996,2.5629910628677455,3.920873331369617,2.9414971395573097,12762.532532607904,639385.9709242429,254784.38611439563,-0.8033493241523934,0.6295258907489707,-0.2576253772206061,0.3719005135283646,0.19904821407845852,0.8158161427760111,0.9529958217019768,0.1389742422729502,-1.2085970499855863,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-22,2.5323235286775407,2.0145354635052186,3.775551634353917,3.9393765409499215,3.9393765409499215,-2079388.1366198084,4.81639638183688,2.5629393290762357,3.107447406881609,2.5502803485506784,3.9265384572502326,2.9419254176097223,-25558.96781796437,552267.3093384552,244389.2225259858,0.4418852003929755,0.6308712345557278,-0.19264684442140617,0.4382243901343216,0.5658910122366428,0.8270653649156153,0.9989517216919732,0.8365406456720202,0.4556365633416409,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-26,7.392668651108316,7.300511114072631,7.301182735778051,6.648735692385362,6.648735692385362,2370950.2111583203,4.553237783940467,2.6583809930900353,3.1224175794753455,2.668993982569168,4.008946816275342,2.950407063478735,-48491.304170058436,516874.3439795975,255024.22891552869,-0.10606207115010499,0.5381212924838389,-0.16089027870757744,0.37723101377626156,-7.305815314313328,1.7227750376998896,3.178428351274636,1.4488269765858577,0.2744395177045553,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-27,6.161738429811372,6.098473611027217,5.3633076682466765,6.88729917025816,6.88729917025816,-73746.19441649597,5.22275492197653,2.7762392505311597,3.1394354433300786,2.804597042769704,4.092870805254881,2.9598265964810824,-26705.659972274512,536089.745934143,256165.85809783367,0.11132006510805534,0.6319278012268223,-0.12294576435661723,0.5089820368702052,-0.3076590327615428,1.71187120399236,3.2444603624716297,1.081100728836221,1.2082393965170433,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-28,6.146899492054772,5.206494185853103,3.921573984443072,2.682367469252988,2.682367469252988,-359931.0152802216,4.509679570272878,2.6021302008188583,3.141447715206077,2.6888798317157034,4.102684853211036,2.959342184192504,-81173.75959969944,499565.3338193064,253512.33906028743,-0.8292480184415756,0.5498956846854284,-0.1883533318796131,0.3615423528058153,0.25069661634887913,1.7239040557526748,3.361026573977969,1.3778508707530757,1.2712697308960623,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
2020-05-29,1.2710700397316543,1.9137672971085564,3.1852994580098297,3.646157465928532,3.646157465928532,-460916.6042068712,4.760787267754993,2.651906473398382,3.14825342126524,2.699020360260185,4.114539212083719,2.9585353046949647,59500.6832481229,527204.0745746369,251731.70822285605,1.0538147673107248,0.5851342416923105,-0.17156902436220253,0.413565217330108,0.24022259923005423,1.7390825427705459,3.365724696892866,1.175925645613249,0.22756455419190036,4.544329909207983,8.690987423949391,-0.2106563634022629,4.446670722639437,0.006331754707151863,-461.68645128071375,466.2028528871016
