Date,Open,High,Low,Close,Adj Close,Volume,GOLD.csv_MA_5,GOLD.csv_MA_20,GOLD.csv_MA_250,GOLD.csv_realVolatility20,GOLD.csv_realVolatility60,GOLD.csv_realVolatility250,GOLD.csv_avgVolume_20,GOLD.csv_avgVolume_60,GOLD.csv_avgVolume_250,GOLD.csv_log1DayRet,GOLD.csv_logMA5_20,GOLD.csv_logMA20_250,GOLD.csv_logMA5_250,GOLD.csv_log1DayRange,GOLD.csv_HL_20_realVol_20,GOLD.csv_HL_5_realVol_20,GOLD.csv_logD2,GOLD.csv_logD5,GOLD.csv_Mean,GOLD.csv_Variance,GOLD.csv_Skewness,GOLD.csv_Kurtosis,GOLD.csv_Shape,GOLD.csv_Location,GOLD.csv_Scale
2020-05-15,3.2639569257854824,2.8841236520337965,3.1490400004420707,3.2021872752614726,2.8757681941834825,3254190.557855686,1.8493947569168518,2.2592164663422545,1.1750277275747933,0.7108693884081261,1.1197423217785905,0.6942629011088823,-127563.13336048918,1801136.6429794007,1105741.086657504,-0.12662040372272843,-0.20015962972347986,0.6537263116087082,0.4535666818852284,-1.3283411692129063,1.0692579864980363,0.506082549561069,0.24729779751078057,-0.3770320307801436,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-18,2.941928351118136,2.5669260723699665,2.2059298399833303,1.787906355508568,1.6060904254146386,4738.4610109794885,2.0024521560790376,2.2192800675799096,1.1797284444600389,0.7245632384328354,1.1174640061735461,0.6931820129096039,178972.73366095498,1732814.1805575795,1095607.8398713341,-0.6052623494010313,-0.10281034182703755,0.6318985692269743,0.5290882273999368,-1.0188877573058335,1.0547972647009425,0.38681814365457723,-0.09386536847655225,-0.26750435758695695,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-19,2.0008365864741364,2.390140982876797,2.675221078022002,2.9304572999678697,2.6317507758398264,1137814.7155304104,2.2450625869159304,2.246575235963538,1.1889813364676298,0.7295374572653254,1.1212302335302649,0.697068222810025,356823.4221794017,1548019.0899402134,1091051.1901122315,0.27408393261243985,-0.0006735401047198266,0.6363100185151457,0.6356364784104259,-1.2549851025993828,1.006677364665366,0.28510735687454825,-1.410515669582513,0.193139625067671,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-20,2.9090288468281216,2.400112682815557,2.192847900217494,1.6353982481155676,1.469112133260186,-584704.7534571104,2.219843455471738,2.144007326890066,1.1931237887618318,0.6837785812148834,1.1203954032517325,0.695636291089459,200395.2365774922,1464814.4913443988,1079680.095946128,-0.6831610685358035,0.0347600172491075,0.5861017602793942,0.6208617775285017,-1.573758160137366,0.9642377925072291,0.21126723649665907,-1.9879328171361186,-2.070714475771936,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-21,1.178241754778206,0.8933373397532165,0.5752522295502231,0.941691566549693,0.8463193357028054,5850331.725854125,1.8858081728801879,2.0389456664670154,1.194720986582501,0.7145502807577153,1.124297511338598,0.6943735932023977,-60547.898851748745,1619977.6880862124,1107985.1463594076,-0.3308818141712459,-0.07807637614397048,0.5345201699996991,0.45644379385572864,-1.1454362898639527,0.9242909622139334,0.2087511319248313,0.5796600891840951,0.5129292573511688,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-22,1.3607107715195816,1.5188365788871463,1.959067524437064,1.5273469750590678,1.372040255323924,-7598298.2898467295,1.585062585108276,1.961775160428242,1.1990839463667309,0.6980595869697153,1.111023788775097,0.6920340282916081,-577577.8896032318,1328249.5632943234,1079389.802864198,0.008291680144535823,-0.21322586502261656,0.49229187020018966,0.27906600517757313,-0.820455813519375,0.9119793864692615,0.28088984989071036,-2.3323035652386674,0.40794731744904933,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-26,0.9329697863108954,0.5940162584405755,0.1638168208309487,0.029885093476512,0.0277053808593663,16100059.732283743,1.2693855761972217,1.8414598816684051,1.1976094824516068,0.8106709531634054,1.1144468945015025,0.6941407662645313,692048.2076569994,1295554.0837786596,1142298.4288110845,-3.5167461677687135,-0.37202568585220047,0.4302311990139549,0.058205513161754416,-0.8435063694259152,0.7810420691984628,0.3125095757178154,-0.20014266786239424,0.4564022006150293,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-27,-1.0929866915835795,-0.7230572771559132,-0.5396608464608583,0.0595866306313794,0.054336130286515,14436351.725069009,0.7539026470865593,1.7249254649325227,1.195841576268163,0.8918727762874581,1.132592246735245,0.6964929208748245,1483565.3693254949,1608087.8631135884,1206018.5868882956,-3.001479923578466,-0.8276758753951197,0.36633365537460916,-0.4613422200205105,-1.6961051812081818,0.7165923826619949,0.4057948134985118,0.27589092304713897,0.9467868211534066,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-28,1.3509067999765634,1.164555308702223,1.1730229434303825,0.7158765805272438,0.7065738338626861,-8753141.366750404,0.6013949872070594,1.664352184076416,1.1945074309431691,0.9187998040462007,1.138292080425814,0.6971115981362354,910388.5990546737,1319947.00422497,1137620.2098784505,-0.6481036464337864,-1.017939312757427,0.33170206035911765,-0.6862372523983092,-4.771504062190238,0.9517137786444098,1.6679421751998025,-0.3873279065648918,-0.2711025430439576,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
2020-05-29,1.265295053923836,1.0206684692379715,1.2362422789103285,0.962976169318626,0.8969473105392787,-329860.00738262385,0.611520582174354,1.6450553950358433,1.1926529905490222,0.9312021875615658,1.1416023545004441,0.6972847227958618,981538.505581386,1370732.5815808936,1091600.0211693018,-0.3440634974834889,-0.9895807243628993,0.32159382893134086,-0.6679868954315584,-1.5344519237994574,0.9420771728124498,1.635299342916173,-0.17124966077048656,-2.9832509930799227,1.0725323594493088,0.37339468193881054,0.6057910415332558,1.8475154421208444,0.10454593780792396,-4.710112899999078,5.751019369874152
