Date,Open,High,Low,Close,Adj Close,Volume,QCOM.csv_MA_5,QCOM.csv_MA_20,QCOM.csv_MA_250,QCOM.csv_realVolatility20,QCOM.csv_realVolatility60,QCOM.csv_realVolatility250,QCOM.csv_avgVolume_20,QCOM.csv_avgVolume_60,QCOM.csv_avgVolume_250,QCOM.csv_log1DayRet,QCOM.csv_logMA5_20,QCOM.csv_logMA20_250,QCOM.csv_logMA5_250,QCOM.csv_log1DayRange,QCOM.csv_HL_20_realVol_20,QCOM.csv_HL_5_realVol_20,QCOM.csv_logD2,QCOM.csv_logD5,QCOM.csv_Mean,QCOM.csv_Variance,QCOM.csv_Skewness,QCOM.csv_Kurtosis,QCOM.csv_Shape,QCOM.csv_Location,QCOM.csv_Scale
2020-05-15,1.1234466763104294,2.450686171106696,2.080433606036756,1.312338251940126,1.221380949977565,20619198.908998244,3.8957831622969437,4.3788285894874255,4.107807912302942,1.6871209541042473,3.206120166580669,2.3482088515577773,1016688.510254027,1076129.5072492925,386270.9180610325,0.08358079541194284,-0.11688651555918687,0.0638917117428416,-0.05299480381634534,-0.9935698979178084,1.440610112438284,1.241776933027687,0.9165397583858094,1.6542791786059963,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-18,5.35640079190113,6.083542208480445,6.082025218597003,7.337387079486923,6.76386176538432,-5768362.61345306,4.157442552495636,4.580817649915657,4.120747816872536,1.7200882130015793,3.245325952354196,2.3539121743330575,855898.9394460563,920293.585605222,394522.53950655286,0.2333017385313359,-0.09697739418537768,0.10584285253432553,0.008865458348947855,-6.4910272474306545,1.7815640720479031,2.7976967034714373,-0.0025571547388303115,0.26872625402174743,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-19,6.990096137300249,5.097972170996648,5.76939831458494,3.815462771278576,3.5233070193873672,-5180661.795911744,4.199393796383644,4.694705953329395,4.15018179616786,1.5551309457921105,3.227120054728159,2.2994046398171575,554172.6046197824,800429.4311311628,185602.5764109403,-0.6850942669933603,-0.11149530027233395,0.12328334136145666,0.011788041089122753,-0.3983512562781693,1.8124994299089385,2.646420790834505,0.8337461939758883,-1.5618092823936698,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-20,5.8673317686266415,6.749947482173482,6.871244102109287,6.949922585346563,6.4064951291281815,1385086.312905972,4.736292103453103,4.757753758745965,4.1790480749289,1.5993038637736956,3.222343567251016,2.2821171860977016,709417.3673703175,753216.9464766191,233687.5052030595,0.08791236306325302,-0.004521084511508458,0.1296921701097299,0.12517108559822138,-2.109516328747625,1.812385822512455,2.6275391857067585,-1.0289930318842089,0.9874913377174944,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-21,4.944240866062529,3.905209580396644,4.030234866401422,3.132211836882689,2.89380863529977,-2627694.238470327,4.161770699835441,4.73364418321776,4.194996570965011,1.6246636424165022,3.209162236699468,2.258937705140395,603999.626601063,690468.1536414155,261353.15678248543,-0.5356499364467424,-0.12875471358431617,0.12080282378472867,-0.00795188979958756,-2.079239274099078,1.8125679970866988,2.393083114843663,-0.46283199247863566,1.0552199861262646,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-22,3.7958436043645634,3.243069156061296,4.057095295836113,4.856097876165315,4.4793247412412,-3632950.3658468975,4.813359458088168,4.6743724925615115,4.213914681141854,1.6104682027442274,3.152210139657987,2.241296115159781,524186.4059364813,525504.9936982124,253309.35332422497,0.16556562788063559,0.02930034482102734,0.10370285888985069,0.13300320371087795,-0.20576280074972425,1.7824622431249224,2.5319205160168567,0.6560528068450288,1.1810962575029835,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-26,6.28386890830037,5.810579269414475,4.900507825444322,4.006722730362228,3.6974989985925006,2634477.211425693,4.200086904729804,4.628348269284704,4.224246609824782,1.62524955698439,3.1518814461489972,2.23288887707004,655436.9195774518,456486.72622223565,291490.4323461544,-0.5303292142195841,-0.09709484247693291,0.09135913144702185,-0.005735711029911106,-0.09423217269566747,1.8160283971533782,1.0254808618092672,-0.21854120426370569,1.1204920926910986,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-27,3.5077400412018847,3.847102982222964,3.1141856282615734,5.598869615787493,5.161859602406665,-29712.58480514493,4.527797421333664,4.6980913601045255,4.2361969460886195,1.616245064147981,3.158539349083973,2.22986612028687,716845.5423274721,475305.2329929672,322910.2584679266,0.38632493542900664,-0.03692073184759526,0.10349041257361123,0.06656968072601598,-0.3107223338460265,1.838692335786836,1.0385173877303433,-0.3819416745967736,0.4938132808110282,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-28,6.237164781453252,6.495303455946349,5.461913194260184,3.8594472635514014,3.5611935409524804,2210254.567560238,3.9587371036985233,4.508371389227348,4.241259918171582,1.5068800566771978,3.151441053559022,2.2268768539773327,580233.5879890019,473305.0361447493,335190.76140653307,-0.560429964193163,-0.130010916066917,0.06107560164666887,-0.06893531442024822,0.032844913259838106,1.8642123586474924,0.8746474525764556,-1.9928568997018261,1.0456690683486611,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-05-29,3.8498047556838486,5.229772385337803,5.030542254488232,7.095062818578683,6.537541897932279,620577.653575439,4.687483756225025,4.5655545141760205,4.2586984467804125,1.5629101216967245,3.160416574479446,2.227723838449495,240442.62332501175,558357.1052290478,349050.36119409645,0.5295388040276737,0.02635594848760235,0.06957639279123885,0.0959323412788413,-1.6132946859851753,1.827551719612691,0.6692014455564304,0.3189498229723391,1.293008777660492,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-01,5.617354004836457,4.421117945278255,6.176189118339707,4.647916248545599,4.28580772142071,-3393193.566569776,4.648780352260927,4.664325644860021,4.260064876901797,1.4727065561987074,3.158342930686467,2.2276349233457995,228210.1605353226,532468.3923704984,333984.8207274428,-0.2705517013573914,-0.0033383721910256346,0.09065887806495074,0.08732050587392512,0.5625094105464891,1.87362772520472,0.809431510188452,-0.3221159306488513,-1.6423898126517238,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-02,5.159034161997319,9.104151204311982,6.108193323592779,9.812964395394935,9.03725518901765,5397431.78700764,5.716731590345956,4.938624941030241,4.286073791584628,1.7409501886815721,3.231552611004249,2.245301792404345,644539.483111723,600961.8575512004,373235.7257950364,0.5606061146998556,0.14631030135663126,0.14171582664275095,0.2880261279993821,1.0972640070512125,1.9326512459160325,1.0259194617972545,0.9161760417316404,1.6751799947060257,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-03,10.045297285935971,8.012160574614583,9.27786939956087,6.833305027415534,6.894539562471444,2267815.016797805,6.063267582358913,5.005930435670063,4.3004220170183975,1.7910652995391694,3.176578627178864,2.250478432713575,802177.6268131646,589023.9575631504,395754.08671266865,-0.3763748626945068,0.191625563049688,0.1519101353460609,0.3435356983957489,0.2356323011758469,1.6822159933912235,1.0197900276583531,0.9588642185995113,0.5496693197407526,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-04,6.472119187411408,7.6847301646263375,7.560311887627208,8.386623965406322,8.03751169187673,851963.8433906035,6.958531212543763,5.11428521332895,4.316124227673043,1.9078607124275335,3.2113804465121536,2.2628191908560065,841993.7989306732,578530.4324119331,409412.6997773503,0.21661594878723656,0.3079307729964085,0.16967981636045706,0.4776105893568655,-2.084106188254053,1.6906493856483127,1.4029173852336565,-0.00025653576156572006,1.4988008672186275,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-05,10.35397924887762,9.68044858518502,10.689061288709889,9.667820238514423,9.151990963459482,838080.6252573747,7.481421025649203,5.318080119271552,4.3316604717731435,2.110496066110761,3.2536871372992047,2.2826274679399696,931981.9921188824,574121.4562453107,401650.1127751174,-0.1233994670601775,0.3413103922495894,0.20516140910112593,0.5464718013507154,0.00857582578726449,1.6706854046556971,1.2158341674272977,0.8142364782757439,0.9610533929214571,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-08,9.11055156148921,9.974421929999949,8.92375061819449,10.813046132103793,10.177224989381005,-1214982.677495543,8.659704479241261,5.504406862971825,4.3525532954946895,2.3649169298127948,3.1322271778279833,2.3120609367089213,865337.692267752,434893.9988450899,407358.1903426956,0.1107191255391946,0.4531315779693301,0.23478638183796088,0.687917959807291,0.04942930445238732,1.6853805999530334,1.173607656155517,0.760671846929715,1.7734965914621694,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-09,9.177412418842811,7.293464521895238,8.676666917831021,7.217935489110488,6.82136725393439,-2582336.009318798,8.21652689222461,5.572696984949002,4.368216753632607,2.383082235962603,3.1341313594415987,2.3154800945537084,801667.551410212,380338.1105767096,411997.9618462527,-0.2966853644343881,0.38826846545958577,0.2435242748322232,0.631792740291809,0.3244013875541701,1.6987776520192186,1.009567177085536,0.8461359182474287,0.7956531967954872,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-10,8.086937454846534,9.019123038882997,8.820222953662899,8.602779754334762,8.089272373524082,625083.8875938645,8.455473454435138,5.811483063627839,4.385569845558009,2.3840652178646433,2.842760263055541,2.3270632199708507,829784.2134773051,361007.2651878113,433738.58073323657,0.00028868551020762187,0.3749781789475945,0.2815162280536321,0.6564944070012265,-1.6149526646653003,1.6820334238344539,1.1021895517313842,0.7361839762077759,0.17792257130641978,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-11,5.9816108832552,4.851649453658453,1.8205478506685535,0.7788591708668093,0.8235992333194346,6330339.004835064,7.012690962723679,5.666562845604767,4.378527545872341,2.5964002971270865,2.8646067357930693,2.3351864075270377,1038306.2757046327,425464.538010183,449842.17710784375,-1.9827611448758473,0.21313876838258577,0.25787024272959164,0.47100901111217747,1.1089261187906139,1.6857889215955861,0.9927847104169516,1.7913874034559951,1.9760114474697221,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-12,4.12474553878576,4.074233739240867,4.111922115604777,5.153580311343156,4.869940252825458,-1881511.1116582109,6.156280820596874,5.621739075576636,4.384167925870386,2.6023172782857285,2.5441781785572544,2.3346614261720946,873445.1927909215,334856.7368167875,452144.39407398284,0.16607733828877766,0.09083177222665462,0.24864120691956473,0.3394729791462193,-3.278403551328009,1.7693221292291497,1.7583345065179252,1.1691739221105533,1.454432032842351,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-15,2.713665446741217,4.594192698389136,4.375379803851494,6.336485161352591,5.95886133967187,-321023.07646640204,5.312608090655047,5.858613095061351,4.384127978051652,2.3874382095692184,2.5191383339898272,2.3346342874837336,-173565.90648231067,306262.9713890647,436088.24297187343,0.7865791280592987,-0.09783002185988582,0.28992216108621854,0.19209213922633264,-1.5195382771833965,1.7748010383666646,1.7349880728847216,1.6361308851844751,1.439447292116855,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
2020-06-16,10.4601771356295,8.992114000083973,9.482861088563311,8.999397597596747,8.421203056769926,2880540.636889677,5.632575251222154,5.941480159630631,4.399576034582668,2.4484948763919165,2.3624888425511896,2.3485332216977928,258879.25603482622,334264.4616807911,452025.14812371583,-0.21682269416672478,-0.053391534039608876,0.3004501069510661,0.2470585729114573,-0.7118263786412536,1.1959070256138067,1.594008716918638,1.267303259655148,0.4699010007518215,6.769633193555816,16.264322511330413,0.6445606892241307,2.1556682507751885,0.11036417100438084,-29.349794779979035,35.89931917455773
