Date,Open,High,Low,Close,Adj Close,Volume,EXPE.csv_MA_5,EXPE.csv_MA_20,EXPE.csv_MA_250,EXPE.csv_realVolatility20,EXPE.csv_realVolatility60,EXPE.csv_realVolatility250,EXPE.csv_avgVolume_20,EXPE.csv_avgVolume_60,EXPE.csv_avgVolume_250,EXPE.csv_log1DayRet,EXPE.csv_logMA5_20,EXPE.csv_logMA20_250,EXPE.csv_logMA5_250,EXPE.csv_log1DayRange,EXPE.csv_HL_20_realVol_20,EXPE.csv_HL_5_realVol_20,EXPE.csv_logD2,EXPE.csv_logD5,EXPE.csv_Mean,EXPE.csv_Variance,EXPE.csv_Skewness,EXPE.csv_Kurtosis,EXPE.csv_Shape,EXPE.csv_Location,EXPE.csv_Scale
2020-05-15,3.308440128676416,4.254725528966837,4.680180784314601,4.967157481103484,4.976990108684781,-623624.0193629013,2.160976129841056,3.2685570118052283,5.008592945366234,3.0470830146308185,5.827571980694657,5.5079777522648365,13443.02920626162,369494.87610686925,207084.46801751317,0.4083484943769648,-0.41378857514456413,-0.42680641970031497,-0.8405949948448792,-0.854595494317771,1.0655955792936125,0.6494886384420018,1.7797848767868578,0.060709034335716124,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-18,9.44678838597894,16.526274657824878,10.923775232981017,16.198938130844738,16.2084409856163,9210245.230674176,4.829332527117961,4.079880410249747,5.0490773607187664,4.103167151723622,6.123433903268575,5.552950686750468,491965.0573603908,532660.6925169223,246457.66469539935,0.5398573246276829,0.16864058819845867,-0.21313784897447535,-0.044497260776016644,1.723212824032317,0.9544010223455532,1.0070540250809197,2.563354811486692,2.590900613753917,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-19,12.539089734958438,8.721769051206152,12.36952017036714,6.8912799845244805,6.900462070358152,-2778073.28699676,6.072691186527676,4.501885662705912,5.055375465538007,3.9249438611093117,6.191334152975213,5.554158733221539,362135.8340706772,450020.4449984718,237770.34224986818,-0.5972625675716708,0.29930552022630513,-0.11595578062291464,0.18334973960339038,1.294110845970525,0.9226925847934588,1.0404873361862188,0.6541318663810034,1.8272542267126897,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-20,9.5530528538824,7.973696497855009,8.85010420100869,9.888660393060915,9.897530744188243,692484.9046670534,8.24251549483357,4.786936919378775,5.073817021448051,4.104510653792961,6.323339195158354,5.562578949793796,313185.51775637054,462788.62980806635,240191.8788691956,0.035424532278799985,0.5434148429941629,-0.05820266569550854,0.4852121772986543,-0.13192388175851152,0.7815799155426532,1.0605583971771206,1.8422799199416289,2.3840841127943793,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-21,11.850878918653102,10.270610319308553,5.993281754812607,5.235964745298098,5.244533053144131,6653207.130467348,8.645591392398321,4.823881513360922,5.074795845849051,4.105170778545135,6.332043354008745,5.562587407736516,476358.24114201823,542553.1336334245,266848.246386128,-0.8152158243419341,0.5834706281851325,-0.05070739948350471,0.5327632287016278,1.4533286475464373,0.828346729278206,1.126526783421294,0.5043621910431852,0.7008075090926921,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-22,3.405225578070116,3.7930483996223856,5.737993415150712,6.727492021544265,6.735767342563591,-4852403.035165638,8.997346839174083,4.837979413970768,5.080019452320407,4.1115420530029425,6.379859469930839,5.56353525854179,323297.85205990326,425793.83240003814,246779.7225842606,0.6821205504646674,0.6204325811194525,-0.048817933671325246,0.5716146474481272,0.6652337070195696,0.820108590518418,0.7430279009809316,1.1511299104420587,0.5646188141190739,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-26,11.629308802618624,12.85271884014218,12.98049085179403,11.009280589993438,11.017270619610628,1995858.999181968,7.959112765972949,5.033950604756746,5.1018386697244065,4.313377770625103,6.526284319606242,5.576117099748675,457559.0938593584,449119.0194379718,254924.36525641588,-0.054064434610658435,0.4581124477426619,-0.013395913892540358,0.44471653385012144,-2.0575077621821816,0.9616208189083908,1.4301137232099959,1.7531464162661101,1.646959175802917,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-27,11.390799235476264,9.682394275082927,7.514443419781195,7.103710858952226,7.111420343872737,1237985.6578660756,8.001304420675867,4.992362534305313,5.1074443929625835,4.287785536552228,6.579944671654127,5.577435214932308,541119.4490842501,464930.2391773117,260144.82538905312,-0.4711039539899019,0.47169532948453624,-0.0227899088323268,0.44890542065220945,0.7737824151017139,0.9011594916137033,1.3514218436714214,-0.9790894305565409,-1.5560949209173855,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-28,4.763381844826739,3.530633754706429,4.794579493985765,4.085185852522585,4.092624156589274,183081.07653882168,6.840323103156072,4.747737773150403,5.1052402065526135,4.186366266248283,6.593595245279181,5.577728111343648,509120.72078085114,484232.0116573004,260773.9390130796,-0.151771520186599,0.365166721506906,-0.07259925738769599,0.29256746411920986,0.23423836701790654,0.900208709510755,1.3428570885805353,1.935086998498906,1.7587035233061645,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
2020-05-29,2.972076678470493,3.537220822880272,3.682187623674203,5.904382836791733,5.911557445617198,921804.1089291451,6.973727981650685,4.89461862838198,5.103324534450535,4.172366657548621,6.620125714054686,5.577367154802873,548181.1476292652,493591.62474630604,263108.796401892,0.6876483970624213,0.3540135803498067,-0.04175583435135864,0.31225774599844797,-1.9312505228187706,1.0000000097737725,1.413055017599853,0.18220729881304248,-0.4049286633108067,7.087601065598287,31.076222447055862,-0.49823650185168816,4.013200928175901,0.0036102358095417703,-1532.9407454533684,1540.0422792370218
