Date,Open,High,Low,Close,Adj Close,Volume,CAH.csv_MA_5,CAH.csv_MA_20,CAH.csv_MA_250,CAH.csv_realVolatility20,CAH.csv_realVolatility60,CAH.csv_realVolatility250,CAH.csv_avgVolume_20,CAH.csv_avgVolume_60,CAH.csv_avgVolume_250,CAH.csv_log1DayRet,CAH.csv_logMA5_20,CAH.csv_logMA20_250,CAH.csv_logMA5_250,CAH.csv_log1DayRange,CAH.csv_HL_20_realVol_20,CAH.csv_HL_5_realVol_20,CAH.csv_logD2,CAH.csv_logD5,CAH.csv_Mean,CAH.csv_Variance,CAH.csv_Skewness,CAH.csv_Kurtosis,CAH.csv_Shape,CAH.csv_Location,CAH.csv_Scale
2020-05-15,2.6049146016925206,2.646345103040275,3.3130004213554933,3.4479262062291767,3.097093543205947,-65127.04078174918,2.4041343256519374,2.3528467342796415,2.5091749117646462,1.4439230688916163,1.8184033954238576,1.3518357415354254,184543.18685305092,190751.8425600941,148999.9655644957,0.17306421278447692,0.021563919686090508,-0.06432800736978357,-0.042764087683692914,-0.405482130780222,1.0301598212343281,1.6938040619838144,1.054704006375855,-0.5391129489826761,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-18,4.059314069127119,5.762200287862903,4.956678044251177,6.08228405463138,5.447507415779953,161639.08715367923,2.294605564241169,2.4843516516814796,2.5198546067859073,1.5998124635917053,1.8624197988819684,1.3644522399004995,204802.77191428607,197121.78306485264,148365.61714584383,0.29414413830435854,-0.07945075944251426,-0.01418948338791065,-0.09364024283042482,-0.21626446208254196,1.0403096499830702,1.7107654037176303,1.4495194045086073,-0.6021301904953623,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-19,5.049428358780027,4.356823947058764,5.179808639305989,3.7109818037656055,3.330318427966393,-515126.0376254697,2.6574657957537346,2.6171703556230588,2.523952020758531,1.5511263730411664,1.8702335935816274,1.3653451164122026,188008.50821701036,192360.71519839516,151451.4288293074,-0.4162071171643033,0.01527924311860369,0.03626778190658417,0.051547025025187904,-0.19481767842066702,1.0432306643832758,1.5188309338130361,-1.4557521202484465,0.5957003564155082,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-20,4.083317172127998,4.863809273626004,3.675105612852093,4.991666091495404,4.472617143441937,453012.6204048963,3.5067955544738814,2.7193074523728837,2.5360814066262227,1.6044810778985354,1.888784195099054,1.36914332029395,222686.732264645,190688.60800739483,155186.2779306884,0.09106403752697312,0.2543254382538223,0.06975709832584907,0.32408253657967134,0.17286335264461533,1.0465779685769587,0.2193627076602068,-0.025430355509303938,1.4461301527388093,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-21,4.404093918107073,3.8378410349462087,4.831922515121079,4.39493212526763,3.939304515046537,-1131720.9537971476,4.057368209088153,2.7873027465377875,2.544471628536593,1.626898602793006,1.9034152566726361,1.3712966090998793,163833.50097795928,160769.378648052,155301.4707112406,-0.11153035556563261,0.3754601683543782,0.09115135383724726,0.46661152219162555,-0.0059361036781728355,1.0425113935640231,0.22059653648039704,-0.4959598570502081,1.0126415602236722,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-22,4.247290283455612,3.9785100790040246,4.457022817889985,4.4263746390939644,3.9666967192032345,-550346.5332437215,4.231288844287611,2.8170616922571163,2.554313511340936,1.6435060921389684,1.8917279789326842,1.3726439438329268,136376.1802036733,117030.42343900731,153486.35701015661,-0.06834751154174776,0.4068122493309497,0.09791088549234431,0.5047231348232939,-0.737072445902309,1.021551431537618,0.34108488472825677,-0.6813758864123963,-0.13971829093101618,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-26,5.60495397179735,5.12179006247537,3.838752896563939,3.0515532115275903,2.739095519883193,785951.7896486563,3.689606465108259,2.7364542326441286,2.564461269201202,1.603344254292515,1.8868728637267438,1.3645386309770655,164206.0542667164,84955.19997776186,152157.69284654467,-0.7160230808288041,0.2988567966592168,0.06491458162113331,0.3637713782803501,0.24923005318855035,1.0372504582765931,0.3937214259435707,0.18249570426552314,0.9963624468427024,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-27,2.578355125230076,3.007889994932235,3.0042125180288224,4.528221159708508,4.05654016171443,-324186.9427835359,3.8348508118578666,2.784715824858369,2.5790610816149737,1.6289109208086334,1.8983746853285306,1.3608791790639325,157870.3500099554,80242.18700134869,150991.40131413582,0.4531787861341346,0.31998470191033823,0.07672041957697559,0.39670512148731374,-5.6055283860216685,1.5076218668362278,2.5016349798742503,-2.409686651040351,-0.3198998924023156,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-28,4.817404950684235,4.96115911697607,5.405178638030307,4.586226514658925,4.107810413595558,-366007.9828860272,3.761889465888591,2.8406017698745645,2.594580053556216,1.6552881814769853,1.9126171766165188,1.3560747402752373,111297.41100446988,85604.14030737962,146880.0764704926,-0.15934525063856197,0.2809054281773846,0.09059124607896699,0.37149667425635147,-0.8118867511780318,1.5078955190564327,2.404870877109688,0.31387226582442507,-1.0083875729083227,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
2020-05-29,4.302979221603891,3.953300396873949,4.27490824257805,4.432825396581222,3.9704216159301353,2523479.8968766723,3.7681128860653104,2.9750409814894625,2.604326299977973,1.631019139027184,1.9187547340173066,1.3571760816988006,-5877.381584052974,111866.80778332688,157885.43023268305,-0.08043533548219703,0.23631650121890457,0.13308379048605715,0.3694002917049618,-1.1344223461288139,1.4998691396207402,2.29380271332903,-2.452030492551732,-3.469997743278943,3.5863627260465996,3.3305575225314534,0.5508100941712506,1.3749371007661289,0.0920431184382291,-16.054023718012505,19.557082053782302
