Date,Open,High,Low,Close,Adj Close,Volume,SEAS.csv_MA_5,SEAS.csv_MA_20,SEAS.csv_MA_250,SEAS.csv_realVolatility20,SEAS.csv_realVolatility60,SEAS.csv_realVolatility250,SEAS.csv_avgVolume_20,SEAS.csv_avgVolume_60,SEAS.csv_avgVolume_250,SEAS.csv_log1DayRet,SEAS.csv_logMA5_20,SEAS.csv_logMA20_250,SEAS.csv_logMA5_250,SEAS.csv_log1DayRange,SEAS.csv_HL_20_realVol_20,SEAS.csv_HL_5_realVol_20,SEAS.csv_logD2,SEAS.csv_logD5,SEAS.csv_Mean,SEAS.csv_Variance,SEAS.csv_Skewness,SEAS.csv_Kurtosis,SEAS.csv_Shape,SEAS.csv_Location,SEAS.csv_Scale
2020-05-15,0.5563372229143901,0.9972095258080104,0.7303577906592587,1.1510046930779758,1.1510046930779758,354162.14393573254,-0.07235540247891414,0.5413003956954322,1.2654192845143994,0.9152334582876742,2.0091341429662037,1.7974400275270712,128386.11135798118,319863.8877302505,116283.51152851815,0.7270158596782357,-2.012384263079246,-0.8491844116409998,-2.8615686747202456,-1.3210620738858614,0.6780122859432536,0.41914256456296384,0.6785669163643209,-3.071743998572089,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-18,2.693552150528268,2.73642989175864,2.9522568876716644,2.58401900355185,2.58401900355185,394751.53180901706,0.47948760305433885,0.6856602936611697,1.2682520866341864,0.9988981222286065,2.0390675183756097,1.7989633163097483,141097.18013947087,329386.8931527991,119454.06561546194,-0.041514884363754986,-0.3576642662418428,-0.6150126154017737,-0.9726768816436164,-1.5332781370727806,0.6477812482986638,0.3704616127629578,0.8211552947345918,1.0149462290109428,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-19,1.9941601260205832,2.199053057394492,1.2235231433225806,1.512303713564668,1.512303713564668,244304.87493661023,0.9476351261371814,0.7478886500001403,1.2670192452995561,1.0101949646503294,2.062639032994188,1.7986889159708588,109670.50103609511,315098.9685266866,122876.37632215438,-0.2765888458919029,0.2367154368686504,-0.5271682666090323,-0.2904528297403819,-0.024774454015580434,0.6851547324384339,0.6093083840190735,-1.018049351912505,0.8504660999606253,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-20,2.178618349295787,2.020051268924192,2.390202415142129,2.5567787842366982,2.5567787842366982,1252019.7058938858,1.6230001496269946,0.8945084615585805,1.2706101239546623,1.0505450628015731,2.106839152969124,1.800370034583201,143785.75482676495,322216.26388708834,127539.46844394918,0.1600572876277733,0.5957572972621148,-0.35097811421010466,0.24477918305201032,-0.9938438534668984,0.6837571073211872,0.57847933949183,-3.6030607465162117,1.2169359536985576,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-21,2.0329301791539933,1.6947674187708248,1.7726882311819967,2.0885399248683605,2.0885399248683605,14228.479612592608,1.9785292238599106,0.9577303505929284,1.2710733965201555,1.0836115926636043,2.1322423646651685,1.8005663185606706,145707.813021452,279947.11625163606,128007.92591731672,0.026987030994859103,0.7255427642784887,-0.2830507494345341,0.44249201484395445,-2.552062193480805,0.7642372835169102,0.9139651849222146,-0.5512376132808758,0.5752896634099604,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-22,2.1553293214485407,2.052699720856614,2.0821280173426544,1.974071380940796,1.974071380940796,-587201.1829674239,2.1431425614324744,1.0351994625013092,1.2535989936215377,1.0987757418356037,2.1622582721071435,1.7721229093186741,145935.85260652826,247716.96820317756,101048.79698299733,-0.08784542834267817,0.7276791129700498,-0.19142448372632875,0.5362546292437211,-3.525798601998878,0.9382809645624215,1.359137266902728,-0.5400700997552422,-0.1947180513778494,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-26,3.536146656360634,3.086959516985379,3.492637810893754,2.8932361277436804,2.8932361277436804,890956.1931438812,2.2049859862708407,1.0784094356538831,1.251815191999356,1.1554470612440038,2.2131310216254882,1.7702385890590013,54207.69177668636,278310.8919370551,112271.59361076333,-0.2006619760926118,0.7152339426292149,-0.14910744074161575,0.5661265018875992,-0.9021948130150257,0.8767372850388235,1.4098594963418734,-0.21729046052476692,-1.1737115815519885,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-27,3.2058509626558536,3.208575125707352,2.244606671343988,3.4177981480677104,3.4177981480677104,1333872.9816984013,2.586084873171449,1.1739875775958886,1.25057044739295,1.2664309830289764,2.2758498043570676,1.7685984160051755,143461.6979451925,285527.7651202391,120880.40245654985,0.06401896128139821,0.7897389599772335,-0.06319366504319336,0.7265452949340402,-0.03669670859647973,0.9090461776214804,1.406536060133749,0.3672278031251825,0.644741520573402,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-28,2.74920069825896,2.453108617821952,2.1543018893050654,1.1530798330707963,1.1530798330707963,-1402859.4811139265,2.3053450829382687,1.093183937354524,1.2411783285458053,1.2095758773742094,2.2832756604044246,1.7628241239846558,27285.328232288255,270435.41711603006,116787.42337297526,-0.8688737359245902,0.7461358941174454,-0.12696671162938541,0.6191691824880601,-1.2079583075135354,0.9079422601891732,1.3865036649156504,0.5539749337171027,0.3391108603653742,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
2020-05-29,0.1338789599861982,0.4611441595551468,0.7998337413730354,0.9110272085497116,0.9110272085497116,-241995.02795855424,2.069842539674539,1.1229802870784187,1.2312402685511439,1.1966710976630612,2.291031967533369,1.757625610534253,57468.027206543964,263184.0909903802,112702.81411024297,1.9176366554393236,0.6114864147953858,-0.09203588795960715,0.5194505268357786,-1.0826712789527506,0.8486718164444124,1.29913715642348,0.9189954466404248,0.16340434627148034,2.5875786465244115,4.171093899862826,-0.12752555637759375,1.5671762625368801,0.013261744582663049,-150.96578568733736,153.5511411433373
