Date,Open,High,Low,Close,Adj Close,Volume,CUBE.csv_MA_5,CUBE.csv_MA_20,CUBE.csv_MA_250,CUBE.csv_realVolatility20,CUBE.csv_realVolatility60,CUBE.csv_realVolatility250,CUBE.csv_avgVolume_20,CUBE.csv_avgVolume_60,CUBE.csv_avgVolume_250,CUBE.csv_log1DayRet,CUBE.csv_logMA5_20,CUBE.csv_logMA20_250,CUBE.csv_logMA5_250,CUBE.csv_log1DayRange,CUBE.csv_HL_20_realVol_20,CUBE.csv_HL_5_realVol_20,CUBE.csv_logD2,CUBE.csv_logD5,CUBE.csv_Mean,CUBE.csv_Variance,CUBE.csv_Skewness,CUBE.csv_Kurtosis,CUBE.csv_Shape,CUBE.csv_Location,CUBE.csv_Scale
2020-05-15,0.752418939757888,0.5919953224362935,0.6868709566858904,0.2243519308447226,0.2088251995806906,99069.38950547762,0.47213372832293954,0.8698047954039024,1.4178133143655052,0.6424629534714198,1.1684942245672054,0.7433472002563051,-10078.475714257884,96540.21465223994,100716.08819958051,-1.2817957331954029,-0.6110065451989114,-0.48860223086552657,-1.099608776064438,-2.3551883581809476,1.060618960770295,1.1411929392501392,-2.5536585217423817,0.9747618009725105,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-18,0.9725864292349512,1.5968037867806435,1.5108674224576788,2.0596522800142765,1.8056227500801365,-229238.1176129243,0.6050935374753241,0.9217881253850037,1.4173960113396606,0.6748621557653178,1.1654552046698217,0.7430990559937737,-10759.041273729195,82169.58284017965,99738.6979255011,0.6187018803652706,-0.42093234473952773,-0.43026127408683756,-0.8511936188263652,-2.4541482063595237,1.0700995943730978,1.1292724476939124,0.1332742175149152,-0.4082704708180978,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-19,1.6721346982559062,1.5167833834301945,1.7275303761098328,1.662570836655085,1.4594961914860782,-78640.9448814129,0.8847250698031637,0.9544554775728022,1.415723801520247,0.6847110081755153,1.159201090375309,0.7425295646864846,-19586.698464293622,78078.48457535396,100188.48007709232,-0.13600977073167664,-0.07586405615910316,-0.39425520249038376,-0.4701192586494869,-1.5570969518122408,1.0555189185852116,0.9336696089926564,0.2236802008164137,0.3351554140187696,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-20,1.9389940762594515,1.6517726087905054,1.6131199257230655,1.3780774915644898,1.211388455944899,-330229.7203411069,1.0696784161870565,0.9176638434036466,1.4125183506418255,0.6473066685133848,1.1599949457918994,0.7416711050087448,-76314.6119571949,76470.41525443715,98212.03724777338,-0.4704021352027872,0.15328219676076724,-0.43129831463831275,-0.2780161178775455,-3.253139086760726,1.1003085811515476,0.7027794671259244,-0.5204816028172516,-0.07821375498155377,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-21,1.1055024904476412,1.2377519351377373,1.5838805230213744,1.5171663832643318,1.3319492065543628,241180.05610786277,1.2034563607292335,0.9550502905206905,1.4095868646111587,0.6486262954564301,1.1525831630374712,0.7405299729922596,-65854.31033966319,64335.92980947865,98680.69446696955,0.18634346408142285,0.23118899694062314,-0.38928793729101563,-0.15809894035039246,-1.0609449316837407,1.1110445345324564,0.8497254913037406,-2.0592704729981635,-0.4021360714385317,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-22,1.543773968112525,1.456878354073055,1.618532207995326,1.7004419492945786,1.4909968372882003,-34221.50052105507,1.4598906882707354,0.993507564775044,1.4083163934553025,0.6568218163122312,1.153178975561594,0.7401149820821985,-37152.50506942292,59432.167630136486,96104.501109712,-0.03478513259786698,0.3848751646212962,-0.3489085465043944,0.03596661811690164,-1.8222979339425804,1.0872161356941006,0.8487954652120606,-1.2743652928796945,0.2485552323041487,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-26,2.347098874213483,2.7026683385563963,2.333458872625517,2.7526291537984413,2.406382282910544,284571.32788074226,1.5800425948368169,1.0515229476137382,1.4117218679138595,0.7277214701791185,1.1706204242496847,0.7427467004710964,-21671.787851268356,38637.23035109966,93790.7141580222,0.02494444836373021,0.40721226581696773,-0.2945706026543322,0.11264166316263563,-0.9963911376493968,1.0957272913848795,0.914312005500942,0.07179315163925984,-0.5095605362760475,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-27,2.903755239330952,3.016388004186489,3.16920785514132,3.134769045448749,2.7386192729725174,732054.3025538237,1.8358672111341048,1.1151955001396379,1.4158167848727898,0.8161559430380813,1.1808906169149176,0.7472333073964413,1948.7257680492069,60439.65428775937,98416.90157058772,-0.05855093101488513,0.49848723850180704,-0.23867687169534071,0.25981036680646624,-1.8784954960620333,1.0447078032555996,0.9097027189799137,0.22123968866477517,0.24617475055964058,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-28,2.970559569536441,2.840746637979148,2.829637149999556,2.898646919929749,2.532764114029124,171485.86876478395,2.10014234275095,1.2041101947932398,1.4178297145238845,0.8698869113828165,1.197318371042722,0.7495673683150571,-22246.8778856503,65206.301712025765,99958.17581560317,-0.15943910077294243,0.5562642580813983,-0.16338646579742086,0.39287779228397735,-4.499955762837967,1.1815600110128772,1.4293227202344574,-2.0684475487516036,0.27867335913644026,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
2020-05-29,2.625817818005085,2.7882284946429827,2.549184316689324,2.6088732151704583,2.280222257251218,121388.0865165568,2.289796952890321,1.2826144119568876,1.4198079580416696,0.8934884868875672,1.1880059181080007,0.7511928962438349,-4353.047343807322,74260.41031851487,101516.6739776143,-0.14111947777237957,0.5795626425882486,-0.10162111746494065,0.47794152512330795,-1.4311068991379694,1.1804426315476784,1.3736858608679967,-0.7800196238093878,-0.05311279003802331,2.1623231023434606,0.9820383735106708,-0.25393037806330854,1.7238071343639083,0.005668995965779423,-172.5430509058897,174.70058463712837
