Date,Open,High,Low,Close,Adj Close,Volume,ASO.csv_MA_5,ASO.csv_MA_20,ASO.csv_MA_250,ASO.csv_realVolatility20,ASO.csv_realVolatility60,ASO.csv_realVolatility250,ASO.csv_avgVolume_20,ASO.csv_avgVolume_60,ASO.csv_avgVolume_250,ASO.csv_log1DayRet,ASO.csv_logMA5_20,ASO.csv_logMA20_250,ASO.csv_logMA5_250,ASO.csv_log1DayRange,ASO.csv_HL_20_realVol_20,ASO.csv_HL_5_realVol_20,ASO.csv_logD2,ASO.csv_logD5,ASO.csv_Mean,ASO.csv_Variance,ASO.csv_Skewness,ASO.csv_Kurtosis,ASO.csv_Shape,ASO.csv_Location,ASO.csv_Scale
2022-02-22,0.787997098511191,0.9024902420908596,0.4157451592947012,-0.2168964057601243,-0.2139210841231431,-271449.1236806698,0.5979741086158327,1.2120758954189284,2.4331081748592487,1.2237849336985438,1.3461658038139583,1.3792073191599787,16921.53018120653,127902.58842862747,171716.24113710332,-1.3038872265273775,-0.7065423282670614,-0.6968350186560414,-1.4033773469231028,-0.7200147368945508,1.5054684939933067,1.1882108708373507,-2.7061625265378395,-0.13741258042517762,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-02-23,0.2118873004805479,-0.4497850527846196,-0.5749990481748597,-0.9599167821261148,-0.9467422116637144,-348617.482175075,0.005819786228472124,1.1042581609902788,2.4254287904260843,1.3155614768666173,1.3818575911459208,1.3926485520372853,67498.70185789283,142347.7204906399,170288.53269038384,1.496972308541442,-5.245665510411392,-0.7868345675578052,-6.032500077969198,-2.077731042296441,1.4679303439813376,1.0530308449384134,0.5088772519299105,1.0854499140732967,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-02-24,-2.439362770599676,-0.2539678584387985,-1.403204531433822,0.8987647013531337,0.8864296807481438,407363.15546103776,0.059063652268869005,1.1178033521123507,2.422827431257237,1.3116534067223697,1.3778199331277126,1.3949207034984212,104364.29230923454,125227.5044425795,172765.1095989251,-1.012290324557886,-2.94050503130131,-0.7735697514938235,-3.7140747827951337,0.13909795937420344,1.493106815055668,0.8364576813405491,0.09562900612952552,-1.323434760323215,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-02-25,1.334422269613757,0.3833627953542269,1.0338746531652705,1.0763707630284711,1.0615994603127523,-78390.8816630973,0.3008092350581335,1.1175732689397315,2.4193427108996115,1.311663338478832,1.3774691097906253,1.3972360802681503,139681.8802151001,111108.31418744707,172254.11587562165,-0.22872174567814638,-1.3124385961247422,-0.7723362858074067,-2.084774881932149,-0.4299957524316243,1.4964630834158401,0.8790807695332375,0.6973093427214665,0.18956849580567225,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-02-28,0.9919173121253876,0.5694000480431889,1.0964333557298929,0.3313651090969181,0.3268141083673548,-118925.5870226291,0.2228359907282786,1.0343607034117528,2.4111107617238217,1.3061107079978083,1.3784181051510642,1.4034888240661703,138910.42959674253,113383.52204715267,167568.91551808311,-1.1102482157856333,-1.53510280370991,-0.8463039802902828,-2.3814067840001925,-0.6404915299964014,1.4986289202578953,0.8167881874631144,-0.5805052088782283,-0.9419516201158633,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-03-01,0.4763647150366488,0.2541952178352176,-0.3979324420455441,-1.0310992332967928,-1.0169460871576137,251345.28869203245,0.062230990121384486,0.8375789267082476,2.397185959096448,1.3037452494132624,1.413410121614617,1.4201302522466215,154699.16654290678,117261.60384144957,166028.36053331345,0.758375614094897,-2.5996623909736742,-1.0515353112524843,-3.651197702226159,-0.42751493885815467,1.5087899088290142,0.8294752638944745,0.7316683930958416,-0.21936942849089403,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-03-02,-0.5072820621661052,0.9071925878296164,0.1171217704324831,1.5949161705189887,1.5730271185288238,527626.859924282,0.5661848561598921,0.727502116759393,2.399339946412749,1.1231522950882493,1.3990438249746657,1.4184625434539824,134323.96302249594,109841.19162496034,168044.7613219871,1.1316899583880489,-0.2506962828064208,-1.1933320475061207,-1.4440283303125414,-0.23563269526384614,1.0313087641665935,0.2933667320405926,0.22010936093985853,0.9241673616958082,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-03-03,1.5670938042322111,0.3757757737335048,1.0560286616008092,0.9241495697186756,0.911465868784724,-754109.1799063571,0.5711920937672081,0.6781295794559504,2.387538860019151,1.0901672558348783,1.400302295936909,1.4185196582086972,105728.780314994,101145.91542579529,158290.44251035218,-0.5419239545591579,-0.1716128203351702,-1.2586799588494495,-1.4302927791846196,-0.3852906560248828,1.0324927987057317,0.1448251621164731,0.6566968434587239,-3.68743297930001,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-03-04,0.4230226235348731,0.5033759591422822,0.4952830874117566,0.9273110516024516,0.9145846388972528,555038.7275548473,0.5417891294841082,0.7186458149857676,2.387613601651807,1.0827494626858845,1.3824943554148597,1.4184412383519442,139782.47055491505,125300.87392258391,160288.8601321425,0.7710443545001465,-0.2824917627978188,-1.2006810245250243,-1.4831727873228433,-4.8167716380288,1.3475104298121034,1.9706235561356953,-0.41787811221154936,-1.917221871330217,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
2022-03-07,1.2940441263873446,1.1608822000836447,0.0847306840579698,-1.1648774011512906,-1.148888684693567,939989.6462256588,0.24664857087192388,0.6354778016884826,2.3788619175334014,1.1603593182386118,1.4136646053420105,1.4334653999200933,148195.4285652737,138799.18187936198,164592.4731636341,-0.11897718224913253,-0.9464126260438431,-1.320000306835005,-2.2664129328788483,0.07339126597646635,1.274659072688226,2.0545305599652637,0.7228780813306644,0.38913434618786896,2.7827352954471394,2.8992735545416384,0.28074286825219935,0.8290583214247627,0.06721857763917577,-22.487499625725924,25.213179230584643
