Date,Open,High,Low,Close,Adj Close,Volume,DELL.csv_MA_5,DELL.csv_MA_20,DELL.csv_MA_250,DELL.csv_realVolatility20,DELL.csv_realVolatility60,DELL.csv_realVolatility250,DELL.csv_avgVolume_20,DELL.csv_avgVolume_60,DELL.csv_avgVolume_250,DELL.csv_log1DayRet,DELL.csv_logMA5_20,DELL.csv_logMA20_250,DELL.csv_logMA5_250,DELL.csv_log1DayRange,DELL.csv_HL_20_realVol_20,DELL.csv_HL_5_realVol_20,DELL.csv_logD2,DELL.csv_logD5,DELL.csv_Mean,DELL.csv_Variance,DELL.csv_Skewness,DELL.csv_Kurtosis,DELL.csv_Shape,DELL.csv_Location,DELL.csv_Scale
2020-05-15,1.228922223653317,1.2008454462876657,1.407700344618389,1.369972545249638,1.298502294382228,-461783.3628634599,1.1527935881241858,1.138035362215334,1.0899831433837643,0.6648394265693474,1.1236375775189003,0.888488979113796,-248163.44728298573,286279.36736789695,338606.4373546664,0.055073974738725925,0.012884794461504475,0.04314117788834813,0.05602597234985254,-1.5757377057618005,1.0223172805177614,0.7288483437095172,-0.34867403614548065,-0.04485823761624782,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-18,1.9855276096946728,2.247296685780721,2.196896275496986,2.1525311109963354,2.040241546082981,328032.1741981339,1.2426530907574815,1.1896248827501796,1.086372830403171,0.6936619893186977,1.137453869333524,0.8827450855599965,-163438.12717049482,303220.5008489351,341035.52867046813,0.027183528633568547,0.0436106504258897,0.09079356417408287,0.13440421459997243,-2.9877559633876465,1.0553723762858003,0.8989092263780106,-0.3150398762891453,-0.8000699978279086,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-19,1.921826834248044,2.001002793940456,2.1972825488157373,1.8360075736489776,1.7402255906640498,687145.8904848495,1.3964660795209536,1.3073971121979864,1.0842770184244852,0.5577429089465631,1.138739902659997,0.8805567825189418,-251602.354594174,270430.8913811899,341153.3265152978,-0.09926145521446289,0.06590659308926645,0.18712480095943215,0.25303139404869857,-1.6282143166134608,1.006658180189709,0.8676572019346289,-0.8170716194525712,-0.2625798607441294,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-20,2.060460808298769,1.7410623261495068,1.8888621366587728,1.967047364363081,1.8644341143763972,249271.55276748535,1.6507770636023054,1.3558761573958638,1.0887919397835502,0.5621181413358296,1.1389745332418606,0.8816553598673615,-326945.13026540494,259803.21067243174,328449.7926380916,-0.09997206800821959,0.19679826869587477,0.21937908650953414,0.41617735520540894,-1.9118965525441896,0.9775044280755759,0.7367631257194507,-1.7383660209807439,0.24024049834617436,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-21,1.8945403681629396,1.6782974080952755,1.6043959297386117,1.5962708023718708,1.512997028445044,-447026.1784381531,1.6912801147901397,1.3885621143105333,1.0879965697828176,0.5506106172652347,1.1409811681261266,0.8811805943571888,-169333.4951485034,237653.15878692866,329341.42769312026,-0.2248837885432263,0.19721694498301032,0.24393076593784546,0.441147710920856,-2.6050224464017715,0.984969683994952,0.6259530472214692,-1.4817988860443796,-1.5969400573020855,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-22,1.068634974372685,0.9716821192018924,0.740953341277514,0.9097038095661372,0.8622459489561152,1802378.7104404448,1.6040288457049172,1.370779911848715,1.0837399491568975,0.5620369244876953,1.1255143749250085,0.8796833178830292,-40592.19389987582,184728.99379442402,336799.2637451662,-0.21459683455925246,0.15713863630511393,0.23496188164880358,0.39210051795391765,-1.4665123798205342,0.9611723986976553,0.6520071676869638,0.002185774872968894,-0.829525260181913,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-26,2.018054121417318,1.9010748755575104,2.3871947571887944,1.913837417430173,1.8140026909612812,-687036.7105578813,1.5587810746805772,1.3972844072644368,1.0837613583681223,0.5701650432115345,1.0948704170971173,0.8797010961277718,-20277.07441967891,27984.893077365774,328586.85725677357,-0.10659790577396988,0.10937350960205754,0.254092914178263,0.36346642378032057,-0.7213000154764734,0.9656421715052201,0.6848188926989344,-1.2006262020639085,-1.4861639567459808,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-27,1.8126026190302011,1.8577307974375772,1.4677060496533176,2.180022721223376,2.0662942265362965,1723402.2803920056,1.6239948018550265,1.4284605710119855,1.0841359502142356,0.5895020825977871,1.105522116131303,0.8801009662633167,-756.0559323781869,120609.80953467861,334862.4944455987,0.1309930506363587,0.12829170027011408,0.27581403015566847,0.4041057304257824,-0.9415450860146068,0.9475708046229917,0.7592465002999464,0.18568944374069757,-1.1206473802903374,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-28,1.8119256194636364,1.986441042035917,2.307891107558481,1.835222007873396,1.739485807398907,3788567.564184616,1.5990051404595287,1.3919339067522964,1.0965002136273048,0.542312300883851,1.1061097941564664,0.8673654942722705,89300.22080392909,167695.8031467327,302624.03994419955,-0.040800601352395945,0.13868756863951917,0.2385705963012536,0.3772581649407728,-1.1349130645600747,0.9235885476725162,0.7406368524989534,-2.5967295542738777,-2.0798551713928912,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
2020-05-29,3.5747994408011685,3.695380662752502,3.29021238579341,3.7841540096293897,3.5867473938802483,17034979.85704901,2.0137552135465695,1.4981421656841134,1.1167567101518345,0.7317808550518625,1.160216981073588,0.8661466836236689,1045058.9646710923,490359.2731823764,383354.8237879183,0.0033366993025837136,0.29577546022686657,0.293797094378089,0.5895725546049555,-0.9034527995068407,0.9296794762699176,0.2831170834051238,0.4190084268348514,0.7293587387420095,2.476920190716907,2.450092242529208,0.8490408494147555,5.214239639526065,0.10621628726140926,-12.041500009060709,14.436360171476839
