Date,Open,High,Low,Close,Adj Close,Volume,LAZR.csv_MA_5,LAZR.csv_MA_20,LAZR.csv_MA_250,LAZR.csv_realVolatility20,LAZR.csv_realVolatility60,LAZR.csv_realVolatility250,LAZR.csv_avgVolume_20,LAZR.csv_avgVolume_60,LAZR.csv_avgVolume_250,LAZR.csv_log1DayRet,LAZR.csv_logMA5_20,LAZR.csv_logMA20_250,LAZR.csv_logMA5_250,LAZR.csv_log1DayRange,LAZR.csv_HL_20_realVol_20,LAZR.csv_HL_5_realVol_20,LAZR.csv_logD2,LAZR.csv_logD5,LAZR.csv_Mean,LAZR.csv_Variance,LAZR.csv_Skewness,LAZR.csv_Kurtosis,LAZR.csv_Shape,LAZR.csv_Location,LAZR.csv_Scale
2020-08-11,0.5216691710151586,0.6273188584871905,0.6549898721653857,0.7039519136856516,0.7039519136856516,-119590.67705619989,0.6631849003531551,0.6241408479802487,0.5979782508003887,0.1417833215394694,0.10365612151767944,0.09663893610455407,1447.0364677905222,12793.660985071441,8332.167398235477,0.29967643443874226,0.060677774882701145,0.04282167742582121,0.1034994523085225,-3.587369851297221,1.3086955616018752,1.4636051097449434,-2.878588491670303,-1.3485343340844502,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-12,0.6882625092021328,0.6076813165701695,0.4668828148686765,0.6025171271789498,0.6025171271789498,112062.22441698836,0.6478430344993298,0.6197041652057922,0.5980758467658086,0.14095871996610831,0.10355609959497114,0.09663111875548838,12391.652276344132,15197.432587606447,8802.011303263089,-0.13305422741916312,0.044406225027179946,0.0355246313071778,0.07993085633435766,-1.9604254766394376,1.319441975565254,1.5082466039836677,-3.466044129173587,-2.5677319447706193,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-13,0.5827549380135029,0.5648947016091137,0.7031432610211379,0.625122584942825,0.625122584942825,-33716.85337320894,0.630121248759189,0.6135938870598738,0.5982640708671583,0.13774740847660677,0.10332458490254195,0.0966378159882898,10232.232431129802,15072.363941400688,8709.813590168405,0.07018101489317888,0.026578971631063583,0.02530104102741493,0.05188001265847844,-1.9787020588001736,1.3128217829470974,1.6758452077210237,-2.5404701591967775,-2.4235226510456256,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-14,0.5965020078576266,0.5943833932182239,0.6729908994515323,0.5202574256958217,0.5202574256958217,-126121.12209933382,0.6046251618544207,0.5967622396284482,0.5980332235860767,0.1265670301914165,0.1043154659320507,0.09675534991225297,8529.216244746225,13367.74310648809,8236.132838817979,-0.13675886910308183,0.01308992334922719,-0.0021275347558225785,0.010962388593404558,-2.5432880849552224,1.310770907096786,0.8883518527705232,-2.497873945129695,-2.059792380874007,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-17,0.608090856850513,0.5146338580307148,0.5691024606936121,0.4984183819090866,0.4984183819090866,-70663.42874925665,0.5900534866824669,0.5887168250388478,0.5977155928793142,0.12749152325174368,0.10599441461409004,0.09695209352483129,8863.190352060215,12524.346948238586,7980.722449743961,-0.19888445777798844,0.0022678925711584062,-0.015169748012966848,-0.012901855441808422,-2.9101308412496008,1.3088394097793115,0.6836085566731184,-2.065900019089723,-2.6192377788968217,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-18,0.4937174691245554,0.4662028993493168,0.4131402301058866,0.3846873404246098,0.3846873404246098,25742.81064331576,0.5262005720302586,0.5720444208211259,0.5969436832904885,0.13141880761523714,0.11101275451604077,0.09787619094491436,3733.4282711071164,13286.503711390116,8108.805563482469,-0.24953252716699206,-0.0835341914404492,-0.04260612895352303,-0.12614032039397227,-2.9362816254046047,1.3029137145234095,0.47891937393239936,-1.998266537908136,-1.1417351366820845,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-19,0.4678711737939283,0.5224850740579177,0.4560625459839524,0.4487414352020185,0.4487414352020185,-38485.19052153753,0.4954454336348723,0.5568730009385383,0.5964285958072076,0.12696915901587746,0.11316608958678336,0.09831670564711946,-8843.582833164064,12558.93306123856,7977.789747434485,-0.041746134633347295,-0.11687998457263081,-0.06862232067026329,-0.18550230524289402,-2.7117190018192217,1.1696427847364992,0.39041358971749984,-3.002214302443109,-1.872260283966558,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-20,0.5213191946655735,0.6899226103074936,0.494246991818505,0.6912671547673721,0.6912671547673721,671325.2200860259,0.5086743475997817,0.5639244454605564,0.5968842625014658,0.13044972633957017,0.1130922926505945,0.09849175749850632,32753.961847495182,17562.528803369773,10684.548230121442,0.28216385768924357,-0.10311225738206828,-0.056802948866662255,-0.15991520624873054,-1.6312969984990486,1.1393052313346896,0.535971376042782,-1.1822771518195359,-2.7159124806107937,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-21,0.728078956243146,0.5946194170275305,0.6369276449364119,0.5699304023009679,0.5699304023009679,-386365.85063325416,0.518608942920811,0.5542291501478597,0.5968552494968575,0.12172376717863555,0.1131755636123833,0.09849865213509573,16625.603139392024,14759.641106398481,9159.484003166728,-0.24489524654640382,-0.0664281123447485,-0.07409639118694906,-0.14052450353169768,-3.1627736986328223,1.1343517655590236,0.6025027123476008,-2.1104042400271745,-3.0022942240332147,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-24,1.5024015923732996,1.5273496744152943,0.9984236059032136,1.466546894438839,1.466546894438839,12731496.571943557,0.7122346454267614,0.5916688326287387,0.6007333996138201,0.2360938456309113,0.15544529572510302,0.11262527123062699,655666.926689565,227028.33510584748,60098.54364359342,-0.02415430331878011,0.1854603412875866,-0.015204167449775435,0.17025617383781108,-0.6369066139567763,1.1878804026556289,1.0602283595964959,-0.2545313603423672,-0.032390439639662184,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-25,1.2548335261181158,1.2615232737506226,1.185916385203985,1.012215526378598,1.012215526378598,-141439.58920533583,0.8377402826175591,0.6117621253359662,0.6026348890886986,0.25417581095005776,0.16221548686104453,0.11551804289428522,652324.5098345289,214805.94067256048,59554.63468959446,-0.2148613963536267,0.31436460430441615,0.01503200025172619,0.3293966045561424,-2.5822078816059055,1.1805859960209937,1.010744885385616,-0.815800527778526,-0.46596669113001365,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-26,0.879924948840249,0.7949375967235346,0.5325868410753891,0.6467811158602554,0.6467811158602554,-2824842.559622413,0.8773482187492064,0.6197255336641311,0.6030352918232087,0.2525680386786079,0.16214033543724435,0.11549679749738814,507327.05421444296,173828.3408491435,48273.96955916118,-0.3078286874078126,0.34762727790705733,0.02730097030099739,0.37492824820805476,-1.3380729085480738,1.1987252789831087,1.0048567607107317,-0.19873661540531223,-1.6192878610016421,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-27,0.427203699945526,0.5168409035709658,0.6214197401261359,0.5433096574497078,0.5433096574497078,-924042.6965845856,0.8477567192856735,0.6277140063759146,0.6028824553871301,0.24717362648547883,0.1627832756043678,0.1155506529969955,451424.49671462097,160219.60934707162,44591.02560739478,0.2404184804076787,0.3005090481165953,0.04036241417808606,0.34087146229468135,-2.257814075210693,1.1988609634968597,1.0066713780999812,-0.7573532365885339,-1.910830226748229,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-28,0.6236279196200947,0.6184228226785029,0.77290784843695,0.8025656526733957,0.8025656526733957,-785621.2081593111,0.8942837693601591,0.6518352322328604,0.6038148145821717,0.23898211643817702,0.1637508267669823,0.11621846989500402,415316.76827800955,148164.0021840064,41467.5922877654,0.25225975398070116,0.31623132150910505,0.07652426614044168,0.39275558764954677,-1.8676581079987473,1.1366477896891811,0.7700718135434184,-1.8592814007077032,-1.45828350105745,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
2020-08-31,0.827903104550824,0.8225531566359301,0.7432159202707735,0.6232459107143722,0.6232459107143722,-513768.2494710221,0.7256235726152658,0.6597931263272687,0.6041168093388878,0.23501829300779403,0.16356394083317413,0.11617027465667153,391276.84454417403,140198.92425188,39426.468582278336,-0.2839549628944358,0.09510504441182736,0.08815876874566038,0.18326381315748785,-2.5340476973088233,1.136297623022638,0.5193912650920667,-2.526525796141065,-0.17043134588441447,0.6601304936820918,1.6010134706934571,5.557663563892791,53.416592849532975,0.23917951149383834,-3.375940892486291,3.9091557103584096
