Date,Open,High,Low,Close,Adj Close,Volume,UNH.csv_MA_5,UNH.csv_MA_20,UNH.csv_MA_250,UNH.csv_realVolatility20,UNH.csv_realVolatility60,UNH.csv_realVolatility250,UNH.csv_avgVolume_20,UNH.csv_avgVolume_60,UNH.csv_avgVolume_250,UNH.csv_log1DayRet,UNH.csv_logMA5_20,UNH.csv_logMA20_250,UNH.csv_logMA5_250,UNH.csv_log1DayRange,UNH.csv_HL_20_realVol_20,UNH.csv_HL_5_realVol_20,UNH.csv_logD2,UNH.csv_logD5,UNH.csv_Mean,UNH.csv_Variance,UNH.csv_Skewness,UNH.csv_Kurtosis,UNH.csv_Shape,UNH.csv_Location,UNH.csv_Scale
2020-05-15,28.581065488098773,26.43928124568501,29.53512546794522,20.880581361855548,19.82301946183233,7293854.2408034,17.51931206390019,18.26389926557989,14.772965810827605,4.962599174811332,13.572344408983607,8.14717670351701,242439.86745888545,617574.3008615499,264919.25814506086,-0.3659005912180284,-0.04162257477086807,0.21212751771353078,0.17050494294266264,1.1300606386541727,0.8552793579534024,1.00894172755008,2.481349135988189,0.783498360853033,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-18,27.73005673873243,21.92560947442911,23.858892214860703,22.074846534928668,20.95368011709712,-4244433.525181041,17.97376938706622,18.57338169402489,14.779039461054934,4.925714911224941,13.595155531793717,8.151231340881687,117038.52426929641,547075.3461252815,246472.41775373105,-0.2802026128839334,-0.03281602521881793,0.22851953970530167,0.19570351448648374,0.6592194597995773,0.8052499570471804,0.9794620022586175,1.2302719804365168,0.8207866442361892,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-19,15.556526459940756,15.819567441216437,18.5030186849973,16.05314678498212,15.24554903646512,-2004514.1962242164,17.6527445369612,18.81708033051246,14.775018793394219,4.608960143159854,13.404283975754657,8.150750397567755,57158.280620476,417227.72552008857,242453.50475070655,-0.020192664616426013,-0.06387371645709627,0.2418271503288037,0.17795343387170734,0.9871037435786388,0.7946054752066148,0.5492470269604447,1.5211465366755779,0.4732011682430086,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-20,20.201465568846288,16.06389662214002,16.989543590540734,16.543560669185382,15.709216992836758,-822285.7213152414,19.221461179134444,18.748399351608164,14.78583607949335,4.646247098999216,13.141578988423605,8.150186243489689,56149.0448373354,365456.2584762973,241072.71149261354,-0.2515075449847542,0.024919043682704842,0.23743867998153656,0.26235772366424137,-0.07726236065552546,0.8119325706160575,0.7834948433001584,1.6571728770782537,2.0596957721526667,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-21,12.47845616988826,14.41939714113252,16.16748972435704,16.170710529695953,15.354821976809577,-149929.41564637423,17.41725751700818,18.292986296899638,14.787454840961137,4.5007330769701195,13.056206805048111,8.150259195110035,35697.36638230334,354283.90464914293,245418.1673749019,0.20742590904669267,-0.04905619789613218,0.21273854848489102,0.16368235058875877,0.5585252410621536,0.8084054813499506,0.46942747774149546,-2.2139064867795772,2.1995572224508826,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-22,16.89021584978866,16.17441826048912,17.013058742397135,19.88743275567612,18.876559163512358,-879260.6290778266,17.227965457344187,17.9300645989291,14.825907040421779,4.11086243625616,12.874958904393132,8.146769056472166,49072.35666009432,310816.31381651695,231778.55477726326,0.11118638593603743,-0.03994492829107825,0.19010276427377223,0.150157835982694,-0.1759731722076125,0.8290150097371636,0.49901702878079457,1.15289280424499,-0.055026254991723055,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-26,26.127144729340728,23.348259751362463,24.99624367086909,23.49656281268534,22.2962626530215,1152558.1208866062,17.49648196452906,17.80405361240366,14.867165828266728,3.92299542908358,12.83794702783193,8.158416954137287,113776.12423979666,268678.67749095924,240823.6858078556,-0.15855573143265417,-0.0174263322834075,0.18027101671854528,0.1628446844351378,0.49955267385874547,0.8254834829436078,0.4823377876872589,1.937509343207108,0.2945950247843899,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-27,22.56845001522916,26.9152890995324,19.52012161109687,29.591306316371004,28.07172514352112,1506677.374833702,20.06171718594026,18.36065060521739,14.926022054456057,4.535764801061768,12.910364392208212,8.20045003740238,191633.01845594813,272644.293564007,253308.60005593995,0.21820993319396212,0.08860356078112706,0.20710368428392156,0.2957072450650486,2.000826744781945,0.8563832338267275,0.8699699939291398,2.2186779090090543,2.5514880911061346,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-28,29.55107388386645,28.647356771088283,31.9149918292288,24.569553382046763,23.31149917463719,-381264.1759024365,21.58217362230035,18.632800257441467,14.973526375308731,4.666100992597937,12.878841967652798,8.214534472805514,157664.2471766764,237065.4172583571,252487.1533215742,-0.23717331880355855,0.14694419632298641,0.21863974885578652,0.36558394517877296,1.1840664994464194,0.8486454151619875,0.8200147085248387,0.015121611569713192,2.028448489294149,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
2020-05-29,23.39581881736436,23.219007927815,22.954850937299824,23.818717505695982,22.598920647199208,1915885.611945283,23.030993356378275,18.62463792074382,15.034684097073676,4.658634183276236,12.652880757927667,8.21416146514346,79155.35714596814,154664.28833145383,254369.58374345876,-0.03465517721506857,0.21235552246983266,0.21412551852895062,0.4264810409987833,-1.3312116915343033,0.9503275130436094,1.2757225400695695,1.6997911900404563,1.9801871609098531,23.69178528155146,92.62274247400148,-0.21271644536938578,1.2599137470859736,0.007522531500683216,-1255.753283428884,1279.416804616997
