Date,Open,High,Low,Close,Adj Close,Volume,AMD.csv_MA_5,AMD.csv_MA_20,AMD.csv_MA_250,AMD.csv_realVolatility20,AMD.csv_realVolatility60,AMD.csv_realVolatility250,AMD.csv_avgVolume_20,AMD.csv_avgVolume_60,AMD.csv_avgVolume_250,AMD.csv_log1DayRet,AMD.csv_logMA5_20,AMD.csv_logMA20_250,AMD.csv_logMA5_250,AMD.csv_log1DayRange,AMD.csv_HL_20_realVol_20,AMD.csv_HL_5_realVol_20,AMD.csv_logD2,AMD.csv_logD5,AMD.csv_Mean,AMD.csv_Variance,AMD.csv_Skewness,AMD.csv_Kurtosis,AMD.csv_Shape,AMD.csv_Location,AMD.csv_Scale
2020-05-15,3.747958385520171,3.126297359102125,4.2851304902502605,3.706965420883748,3.706965420883748,-291789.1837852001,3.9010599330256523,3.6060266015672986,2.7982195483534027,1.6748489206901767,2.67142228753175,1.8479187581311207,1163476.5606162236,5986037.549545558,3712275.788978605,-0.010997665132579123,0.07864179212650088,0.25362316244465405,0.33226495457115496,0.1474135774157504,1.2208763295730227,1.0450161114956793,0.6334071007831548,-0.6644833452587423,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-18,5.032133875822368,4.058170996656891,5.077146246068864,4.044354182220857,4.044354182220857,-15963341.06261482,3.472324565952847,3.5189456652962106,2.8065670699354133,1.5991043976478494,2.663635120353719,1.8488189090290288,596140.7283815974,5294673.243462438,3727916.5019270824,-0.21852224446271337,-0.013337144432145277,0.22619936465311702,0.21286222022097165,0.01879746485038509,1.2339222122542197,0.9821780493086579,-0.05613546151465939,0.76252250207344,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-19,3.563320800386748,5.1685528376705605,4.369569312608498,4.6675288116004765,4.6675288116004765,5444801.22616756,3.846312076023524,3.6887193404908687,2.818095732606382,1.5266031705463878,2.6142745415501563,1.8514097546969839,-1686674.9073833874,5135749.789333057,3806861.0809881827,0.2699368500614879,0.04183545127169231,0.26921795088910405,0.31105340216079636,-0.22441495287517585,1.139847738281979,0.9478495961334149,-0.04023530132844286,0.6259050347759025,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-20,5.791661277273796,4.590247264583958,5.337943339360713,5.053966560954699,5.053966560954699,-7543697.905575752,4.492516043656472,3.6393987694363816,2.835634610104638,1.4611599357347496,2.5885179118081614,1.8517401639889324,-354274.39476977027,4757325.768888232,3698960.398161247,-0.13624577964799878,0.2105944161039238,0.24955273428345198,0.4601471503873756,-0.29075870072021304,1.0718480735924492,0.8680734620613094,0.009566473757618684,1.172797826769269,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-21,4.79896476798681,3.973183669158402,3.5367118339194548,2.684745748917301,2.684745748917301,-5466952.327092074,4.031512144915416,3.531743004189927,2.8413647952371077,1.4474666447342832,2.574068301095054,1.8490350885725026,-483435.21030214464,4490971.460795495,3757845.1779656387,-0.580814190980446,0.13235000966998642,0.21750701953026336,0.34985702920024964,-0.829031429864552,1.0568788709268704,0.37641264594040436,0.6845014450071478,0.8350891335518009,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-22,2.5152591480370674,2.5966778195297096,2.962789691436562,3.8607871935490152,3.8607871935490152,-8050306.187987097,4.06227649944847,3.48196413796274,2.84104415175289,1.4162984237598415,2.487758988777104,1.8488505838738265,-971964.335982798,3847316.1096582366,3330594.4970044987,0.4284952596248244,0.154146988593114,0.20342489835795624,0.35757188695107006,-1.0048163313378766,1.0510271761833052,0.4319190542937766,0.17662148169339928,-1.8719606671362692,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-26,4.526613415675598,3.915103644669258,2.5964737052146702,1.711405228740432,1.711405228740432,3478943.283359121,3.5956867087523845,3.3237254474894717,2.84100122918944,1.429066262642931,2.486208081152922,1.848876788932941,-360047.0842778923,3672538.0745082637,3340908.096053764,-0.9726592653126054,0.07864871410801981,0.15692974102425658,0.23557845513227635,0.2765932729258641,1.0820806031686594,0.5121923033705986,-0.027021288671820444,0.8471331125943563,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-27,1.286011854882851,0.8743511683219936,-0.8894598454468579,2.206816252285037,2.206816252285037,51448364.32570009,3.1035441968892967,3.254232241328874,2.84244952942061,1.4487521476487326,2.4895432270600635,1.8482349464667511,1479269.5686266224,4262584.253869553,3636045.8352433746,0.5400050228390392,-0.0474116295265081,0.1352901864950446,0.0878785569685365,0.5674768167935584,0.9580130012610532,0.6804536519098846,0.5031790276829458,0.900450966259726,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-28,1.5134156551579991,2.48528550200308,3.3438405479563897,1.6471288326225988,1.6471288326225988,-22966033.73825597,2.422176651222877,3.2319599440701197,2.8441122369363554,1.470806887753748,2.492062653490966,1.8469663818963835,-1548748.4322309836,2982754.4207086917,3550479.4374780757,0.08466455114937338,-0.2884221684728696,0.12783777141283442,-0.16058439706003522,-0.1525044819426314,0.7547078715159307,0.6815017720186448,-2.744562805057397,1.2257845086428936,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-05-29,2.1151169782543064,2.9359915447198404,3.4001557222702985,4.359831171026862,4.359831171026862,6065797.440651216,2.757193735644789,3.3616703540052355,2.854786564053461,1.4489131807413016,2.478369798184754,1.847987883290675,-37067.18803778775,3344498.2443204937,3257467.31791408,0.7233232145336256,-0.19822457958763529,0.16344089795244046,-0.034783681635194644,-0.7675169584115707,0.6890756353393223,0.6683782196353966,0.7668691476391404,0.5158641622510266,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-06-01,3.692659694029075,3.2355133550604407,4.137041016674232,3.366189609169957,3.366189609169957,-24232397.081353407,2.6582742187689776,3.5250266353368573,2.853635053117609,1.2292349631228134,2.4727662034107305,1.8475774834678036,-1156778.692013261,2807099.0776165323,3156307.065781232,-0.09256555780978926,-0.28221087005774914,0.21129435354941273,-0.07091651650833643,-0.1036645528230519,0.6935958167932423,0.5037776393521604,0.5417780815333376,-0.7040108078957124,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-06-02,3.364587246146151,2.5810096135561835,2.690207629456701,3.216136809462377,3.216136809462377,-4552895.536314838,2.9592205349133662,3.47205705019451,2.8561418950206274,1.2179663294735439,2.4726427599717296,1.8476427259092627,-1018103.0088178741,2150388.6056428184,3203094.1978563517,-0.04512440402779182,-0.15982132731248241,0.19527550179709943,0.035454174484616977,-2.2145923852455787,0.7928731217269641,1.0515345229757693,0.13426369079767736,0.40861453061451597,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-06-03,3.3811470504068524,2.924873799760398,3.3097054846221,2.416155065353905,2.416155065353905,-227576.18376201764,3.00108829752714,3.443064276374667,2.847027837783497,1.2366528406955557,2.36085271284921,1.8441536468407946,-585227.5757338296,2506985.422475821,3002122.46337842,-0.33603755525713225,-0.1373868641670405,0.19008626670991768,0.05269940254287714,-0.9549492224637408,0.7895614381381757,0.8548102341570238,-0.051256933136994885,-1.5638012244440842,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
2020-06-04,2.26255987348884,3.0470160853233565,3.063062503195169,2.7130177293108986,2.7130177293108986,-3134305.3353072666,3.2142660768648,3.4267848046085154,2.8418533184368324,1.244376332931264,2.358404275181552,1.8427011259975798,-100204.69956136607,2580863.943199167,3058121.3408461744,0.18156470894005117,-0.06402339610113397,0.1871660305659254,0.1231426344647915,-4.132269639872569,1.1249285853844107,1.591561051351179,-0.6869283970370836,0.06380909581687436,5.140929812003164,16.572959666005165,0.7825661254692711,1.673826338922603,0.16232493365578654,-19.460003187682453,24.277119181706855
