Date,Open,High,Low,Close,Adj Close,Volume,ETSY.csv_MA_5,ETSY.csv_MA_20,ETSY.csv_MA_250,ETSY.csv_realVolatility20,ETSY.csv_realVolatility60,ETSY.csv_realVolatility250,ETSY.csv_avgVolume_20,ETSY.csv_avgVolume_60,ETSY.csv_avgVolume_250,ETSY.csv_log1DayRet,ETSY.csv_logMA5_20,ETSY.csv_logMA20_250,ETSY.csv_logMA5_250,ETSY.csv_log1DayRange,ETSY.csv_HL_20_realVol_20,ETSY.csv_HL_5_realVol_20,ETSY.csv_logD2,ETSY.csv_logD5,ETSY.csv_Mean,ETSY.csv_Variance,ETSY.csv_Skewness,ETSY.csv_Kurtosis,ETSY.csv_Shape,ETSY.csv_Location,ETSY.csv_Scale
2020-05-15,10.194002911700233,11.225313680856011,9.762459126668787,12.578981767038812,12.578981767038812,-640421.4987308318,9.997058807344333,8.88789544417606,3.193411192573068,2.9155091861206146,5.162667695646026,3.302075462005577,293419.12896972365,412249.7689951566,225348.181122053,0.21022770983284617,0.1176006419053529,1.023600603736294,1.1412012456416467,0.38038970095590546,0.7488455282394862,0.7742634819100876,0.7060209045592348,-1.6329201035776941,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-18,13.66460317988043,11.735174627855102,6.21637315093065,2.764224168997295,2.764224168997295,2736455.7584938337,8.587364650781124,8.47350490186051,3.1820300679790363,3.169635059888538,5.167752507460903,3.298616111809657,294346.8328985854,469702.2088748227,236301.30609336725,-1.5980487740713227,0.013347671290156881,0.9794248456768779,0.992772516967035,1.7081607129686607,0.7877201360462492,1.024996536997868,1.8545977270060867,1.9528106830568894,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-19,3.0295108922250265,2.272422230995076,5.029667070831188,4.615508457572453,4.615508457572453,1716016.9964268869,7.933026799101219,8.463750583113143,3.187225693167252,3.181777600633718,5.148529870603537,3.29985164388108,237620.39365937997,470308.1909587634,246728.5655443173,0.42102085209113144,-0.06475775421901146,0.9766415569772239,0.9118838027582126,1.0142319347130622,0.8066695889697812,0.611620447287599,2.0748652500956637,1.1853064443037764,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-20,5.377100014252321,4.548104610220065,3.3605005947188715,3.826202619931912,3.826202619931912,-142000.20668223267,6.5876537485323095,8.29714647209958,3.1907543414134567,3.33717448250334,5.127106083668868,3.300062209890738,373724.0633138553,450356.11956991744,244078.80690683916,-0.34027636973463093,-0.23071440411730026,0.9556542976435668,0.7249398935262664,0.17193784509170898,0.7891910194114495,0.6598105484894691,0.06013363159186369,1.9061092480482231,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-21,3.123951171660302,2.2253181947031706,4.640659515698204,3.988453556912951,3.988453556912951,-1598827.7335555537,5.554674114090684,8.171525898674892,3.187954719662415,3.4536063076690144,5.121876473932926,3.299083346930499,382105.0980227265,368651.9489814581,241409.1514909432,0.2443049742673115,-0.386015903895999,0.9412761024775306,0.5552601985815316,0.8818406108632184,0.8039623505291534,0.6006208671870434,-0.4667211813219952,1.6418853874127142,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-22,3.656995652795388,6.406101240888219,5.394679285151824,7.95572590349262,7.95572590349262,-947776.1631637332,4.630022941381446,8.09570171285883,3.2022243846997647,3.440167830907797,5.093691896866021,3.311986061275114,303898.3249806714,210193.98267339251,235880.418270199,0.7772499584199855,-0.5587714450710604,0.9274875795587258,0.3687161344876653,0.0113572176903308,0.8045402479060141,0.6864291211929011,1.418161972601379,1.531099189255703,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-26,8.617340966595798,6.549546418818075,5.07830717678349,3.2204216852222274,3.2204216852222274,329194.7974196705,4.721262444626433,7.724367932854358,3.2103643569780695,3.549360949513801,5.095027962831681,3.3095092193881532,298988.47407540306,257091.23653175816,237639.12827063637,-0.9842642554098688,-0.49230376753017,0.8779955608993019,0.38569179336913173,0.3861050674395902,0.7315003178596589,0.4385678138581129,-0.26392404709825285,-0.7848294136338856,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-27,1.4110988471250892,3.968669829083247,1.556050788925667,6.799889752212792,6.799889752212792,860331.9016361726,5.158138703554501,7.791331880433835,3.2241795087142644,3.516889175602895,5.096225786671686,3.3172777102544933,243955.13180756188,272971.44673577417,243226.53384722793,1.572537674063904,-0.4124360203122086,0.8823333163905096,0.4698972960783011,0.8807128960841742,0.7373099307340193,0.4013929643087821,0.144824022557249,0.7813326281024218,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-28,6.878111815174229,8.456762329832102,9.422781578726251,7.572878856264815,7.572878856264815,-1080812.6760404385,5.907473950821081,7.755027702512796,3.244086620346511,3.5151203699817857,5.107843928421495,3.328407696294101,270984.24996585486,273665.6130239401,238669.17356534692,0.09622912439851666,-0.2721230482758064,0.8715075312287909,0.5993844829529845,-0.03457151857668833,0.7241975331153507,0.44726857025117733,1.4707405525296766,1.3208691099755532,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
2020-05-29,8.442973967941796,8.336376195928409,10.007173162774322,9.800877126229018,9.800877126229018,-110137.68478270248,7.069958664684295,8.059295074797294,3.276436154552834,3.4088255116759916,5.116567921765362,3.352684780415349,217362.56446421193,263572.4800548934,237301.99344107357,0.1491372719363579,-0.13097145967906274,0.9000697995517853,0.7690983398727226,0.513300738248951,0.7239954838075641,0.37821671626132014,1.0989413591905413,1.7599976214620434,6.790884775932705,59.14160953535148,0.852582736577205,2.2592061965978916,0.14080464505322388,-46.65996281389124,52.91960589659455
