Date,Open,High,Low,Close,Adj Close,Volume,RUN.csv_MA_5,RUN.csv_MA_20,RUN.csv_MA_250,RUN.csv_realVolatility20,RUN.csv_realVolatility60,RUN.csv_realVolatility250,RUN.csv_avgVolume_20,RUN.csv_avgVolume_60,RUN.csv_avgVolume_250,RUN.csv_log1DayRet,RUN.csv_logMA5_20,RUN.csv_logMA20_250,RUN.csv_logMA5_250,RUN.csv_log1DayRange,RUN.csv_HL_20_realVol_20,RUN.csv_HL_5_realVol_20,RUN.csv_logD2,RUN.csv_logD5,RUN.csv_Mean,RUN.csv_Variance,RUN.csv_Skewness,RUN.csv_Kurtosis,RUN.csv_Shape,RUN.csv_Location,RUN.csv_Scale
2020-05-15,1.1533470298095845,0.887897864017642,1.3523955059873494,0.9842249793424944,0.9842249793424944,-914884.460923868,0.8107425778000745,1.0206284527918015,0.8577227334266243,0.5149783342909607,1.388596796198352,0.9925125680549548,27914.388197245506,90488.68887486571,149956.57329543732,-0.15856894640873045,-0.23022325632373872,0.17389295398821475,-0.05633030233552386,-0.7667987972326097,1.3927967740681788,0.9116891825298196,-0.4555815202092247,-0.11415519503759682,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-18,1.7386069404153996,1.889331666992021,2.012226117191924,1.9769618923617784,1.9769618923617784,-57261.855085539166,0.9745833288418246,1.06204736029506,0.8580773843258417,0.557378336242891,1.3993388076361548,0.9928980650006087,-35429.895825231724,69994.9020044866,147415.21351903,0.12847708490423101,-0.08594377156731811,0.21325950924604056,0.1273157376787225,-2.0964294204687914,1.3248321989759466,0.9349000479697381,-0.05273002271630127,-0.19942244071234363,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-19,1.532437285595481,2.021289033884045,1.781415643166147,1.787662793675267,1.787662793675267,307476.29093213216,1.2254642636178847,1.1265000514848282,0.8592128428220354,0.5632945164915169,1.3949970121032085,0.9938013641338334,11381.324960907887,89376.57380098097,150546.07568427053,0.15404959977232546,0.08420423631281426,0.2708541345141933,0.3550583708270076,-1.4276440335130554,1.27793721257856,0.5734292771505967,-0.2188554902871267,0.2266610965958245,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-20,2.1204328047276046,2.0544461409236785,2.171336207276489,1.8549610880748908,1.8549610880748908,73521.19327593199,1.5264273115416962,1.1588641678429759,0.8662676528238841,0.5863280163459594,1.408963133774312,0.9945876926836366,43415.97613103732,87010.11947488096,148163.56173027697,-0.1337565019605481,0.27548955456350216,0.29100171001520997,0.5664912645787121,-2.146521389710891,1.2771237776402158,0.6510489117625649,-2.1037276417551385,0.40867012629195754,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-21,1.6759897689221963,1.4310534199987046,1.5488662074048918,1.6918941413112218,1.6918941413112218,-416521.1927717341,1.6591409789531304,1.1755440965695891,0.869705663235998,0.5969489963921834,1.4136263263238107,0.995954712320702,-3160.3678592391952,81491.08801531447,149515.75700573952,0.009444797410379267,0.34456888454299434,0.30133154402232976,0.6459004285653241,-2.1386584618207696,0.9375648359751364,0.6109100498172058,-2.345819867135324,-0.41012343570236665,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-22,1.7503998523628574,1.3592723836142948,1.6124766607329502,1.279106484041499,1.279106484041499,-952600.8909511896,1.7181172798929314,1.19614941463481,0.8720322697190384,0.5928365436938356,1.4176984842159583,0.9962300561694254,-20378.36732355014,51224.84929456878,145082.49174910408,-0.31368247406863925,0.3621215102447486,0.3160364255492853,0.6781579357940338,-1.3735586966010154,0.6452551267894737,0.39889037780105,-0.5519000737035724,-1.221181682323356,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-26,1.835907803783119,1.887163876905948,1.8840448142320567,1.7589375745005196,1.7589375745005196,-28513.24016633758,1.6745124163206797,1.2127034825243128,0.8755328564964276,0.6041614419447011,1.4297156763437278,0.9978078504667228,-1587.8971891062276,27183.771394768784,145974.15496633158,-0.04282909920548972,0.3226698777790096,0.32577474951163926,0.6484446272906489,-5.770222747332233,1.0897042507704577,1.8264210569476487,-2.702414613062007,-1.5231486725919785,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-27,1.846517596514694,1.6702345666678775,0.7571828537497467,2.007125754481644,2.007125754481644,842138.0260254573,1.7184050084819553,1.2495147104819284,0.8786035072775096,0.6297797590408082,1.4445133586742975,1.0001108496334288,35800.36316608526,51070.88230032248,149143.28630640978,0.08340224086559112,0.3186412956292001,0.3521767998734099,0.6708180955026098,-0.09096275933606308,1.1395529297063103,2.1112846988002456,-0.3174277607509708,-1.5165718041846132,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-28,1.836586689481152,1.714979910926811,2.022536332820115,1.234893341485824,1.234893341485824,-189371.2007500413,1.5943914591641417,1.2014765924868873,0.8804654605219986,0.5891432739336313,1.445571752344868,1.0003400176923758,15575.055689370405,55036.911884666966,148319.96083188296,-0.3969241856204552,0.28294083903491996,0.3108558730300341,0.593796712064954,-1.1790967227351472,1.148604576271637,2.1727568146422085,-0.6461791840735865,-0.4779265382203454,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-05-29,0.8100129577574844,1.1952950510546412,1.246749544419206,1.5921641481938045,1.5921641481938045,-501780.2836350914,1.5744454605406584,1.2414676616807336,0.8824245247595525,0.5870518094113372,1.4297609659385564,1.0012555552554885,-18940.290826570454,65982.98594143846,146545.09945224755,0.6757992244809923,0.2376088438877421,0.34137629603039865,0.5789851399181408,-2.967057485927283,1.1707048392049446,2.20675880785851,-0.8795692780002736,-2.305288813580522,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-06-01,1.5294181438000916,2.387479713971388,1.722748235555212,2.4048544271386305,2.4048544271386305,397173.3742832212,1.7995950491600845,1.3657363367764805,0.8875893686771932,0.5546422495248898,1.4323147871593127,1.0057731361716806,-1046.2993793754897,67101.79673294745,147350.58833506468,0.45260200756668717,0.2758679428502297,0.430939789654012,0.7068077325042418,-0.40837211172754073,1.2072433050235587,2.3434377094639607,0.15697048813072803,0.11844765305786281,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
2020-06-02,2.7215420106615493,2.0378059712346293,2.701480948201505,2.1286509323125,2.1286509323125,-134965.37299220078,1.8735377207224808,1.42659822567068,0.8912413178806307,0.5687695958391826,1.4492999899569212,1.0086226396199016,12008.325353544258,72219.69646923107,147652.88025672516,-0.24571022140689383,0.27253572576050683,0.4704327959236214,0.7429685216841282,-0.4099627418660411,1.2538124415967444,1.164612815189596,-0.6227133507307389,-0.9950272822019327,1.762933828403934,7.094662801565013,1.6167870061565988,5.877182424129796,0.21486842820615795,-9.850660650881494,11.342120048081805
