Date,Open,High,Low,Close,Adj Close,Volume,ORCL.csv_MA_5,ORCL.csv_MA_20,ORCL.csv_MA_250,ORCL.csv_realVolatility20,ORCL.csv_realVolatility60,ORCL.csv_realVolatility250,ORCL.csv_avgVolume_20,ORCL.csv_avgVolume_60,ORCL.csv_avgVolume_250,ORCL.csv_log1DayRet,ORCL.csv_logMA5_20,ORCL.csv_logMA20_250,ORCL.csv_logMA5_250,ORCL.csv_log1DayRange,ORCL.csv_HL_20_realVol_20,ORCL.csv_HL_5_realVol_20,ORCL.csv_logD2,ORCL.csv_logD5,ORCL.csv_Mean,ORCL.csv_Variance,ORCL.csv_Skewness,ORCL.csv_Kurtosis,ORCL.csv_Shape,ORCL.csv_Location,ORCL.csv_Scale
2020-05-15,3.842721096024477,4.010441094150011,4.167384670072934,3.346336972176559,3.1773506493199264,27674469.28273328,2.8910261569208044,2.933437139298466,2.831143826682343,0.7767520536193098,1.8842633459244587,1.1740181056976497,991558.1742642211,1701736.497241133,875938.7973488088,-0.19013301400184207,-0.014563309886868006,0.035494011550603256,0.02093070166373518,-1.8518689272555062,1.5006092903874682,1.369013304314425,0.10922704802250204,-0.18527458079263767,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-18,4.477462303366956,3.484913339488891,4.00492652155436,3.475391087939286,3.2988614614488654,-14650105.613249283,2.8622343697225205,2.9341342075977157,2.8320150642896285,0.777090262720812,1.8872748368894983,1.1742850948473884,399914.0936602792,1416019.6714195388,821163.109336912,-0.30547903853204805,-0.02480985289782424,0.03542392574018946,0.010614072842365258,-0.6539011176020711,1.51436088289594,1.4001722988173866,-1.0488556910274962,-1.938227186800143,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-19,3.05028616053481,2.686307902096047,2.8368966737035706,2.5078677953368853,2.383368458150777,-3605400.993484405,2.914143104082207,3.004245502495583,2.82970233051753,0.643361685719396,1.8748108347993102,1.1745982690359131,92422.90940567017,1304675.6793705798,808371.9508053348,-0.24672060372952465,-0.03045064003707468,0.05985493320057236,0.02940429316349775,-1.8932025241148756,1.4569711099515879,1.3159870635253446,-0.2306942472445389,-1.3488302984415665,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-20,3.139592200436965,3.0027106987310432,3.410831175042233,3.419590219813081,3.2451019444570264,-2353123.151762873,3.1507764780083862,3.0118608653170273,2.8351264605582713,0.6453632965743182,1.8539347107230004,1.1733674527413105,142982.17768582236,1214679.5522214351,788425.0706116809,0.03305384650621455,0.04509080799936178,0.0604715723331362,0.10556238033249789,-0.8961928630895875,1.4273962590219202,0.8185255846328833,-2.9232345673344082,0.16819463137240653,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-21,2.852350497656353,2.716072754761541,2.7393933571965974,2.529804975059399,2.403168320613624,-2931454.363960633,2.9015701667980442,3.000726596962507,2.8362909869380206,0.6542334824217895,1.8538818222287432,1.1727912567553997,33177.666305661805,1060990.5778116116,779912.7566732533,-0.17135539005976377,-0.03360243103486431,0.05635725022068348,0.022754819185819217,-3.758418084426296,1.4858242348709987,1.2223557419834987,-3.9220802876266188,0.21996374592876503,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-22,2.5956333423289166,2.5979015286143223,2.924431516475792,3.228793273695132,3.063765091488534,-1904655.829066304,2.8788530552317653,2.966090059915678,2.842812489670094,0.630004196371218,1.8435965626143325,1.1694871920132188,14476.091356863011,969373.3193295245,695862.3142227047,0.1658140322765768,-0.02985263723692401,0.04245073195254929,0.012598094715625277,-1.1192334880469224,1.4887295187829064,1.2595355129888244,-1.7073989112299564,-2.1751989125429274,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-26,4.149596929058397,3.83640649384305,3.556581507414684,3.254141443524226,3.087303756429208,2676510.844832103,2.8365415142278336,2.9380331848440235,2.8473669087969244,0.6102004114080748,1.8222158640271964,1.1682075723587595,207942.17479984896,826257.7410800854,730997.5380702065,-0.2957130647341916,-0.03515483933329137,0.03134569715410051,-0.0038091421791907865,-1.2735909197072406,1.4615849168328146,1.1619810923567344,-0.37959937538176464,-1.5532574807366675,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-27,2.91004163918992,2.9480121417913594,3.212364432247909,3.574172884932807,3.3895560790620465,-985660.7979793902,3.0377790384100876,2.946719793839006,2.852210220295937,0.6155759989462143,1.824795908303364,1.1679342816199854,238497.72066239646,815284.9772588818,744767.4301750057,0.15253157260745137,0.030434051542245988,0.03259840778548337,0.0630324593277293,-1.3304726318534417,1.463779618992855,1.1764219643362754,-1.1214992456476571,0.006168556188100649,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-28,3.863060594125834,3.966158000249792,3.84058938292042,3.756446479487224,3.561542522264581,-61773.78386872355,3.1010671539715986,2.9324546908713396,2.861545944363766,0.5966333128328026,1.801309417736087,1.1642181882160978,251270.60981233005,706773.8531165195,738114.8165693702,-0.081266025539489,0.05590644472677333,0.024477831962892993,0.08038427668966648,-2.074902918196049,1.4444656759523842,1.0965871821136197,-0.7460443587230241,-1.1506198028681678,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
2020-05-29,3.361182161359736,3.31610786250085,3.2647940599753795,3.629569878963011,3.441178050913706,5229220.323217408,3.308669100031615,2.9729361907533076,2.8694009924045916,0.6025793027304872,1.8037706949294783,1.161463427043134,398209.1332358315,837672.1372232803,733837.1357252861,0.02352112358721594,0.10699594307820168,0.03544678633052572,0.1424427294087274,-2.9697955079168423,1.4374661361780219,0.77366553449148,-2.9638078860477575,0.03730515878461778,4.442482114315111,5.114488866412697,0.5998151386167166,3.84157068525821,0.060211499568282444,-32.83533883719443,37.210111806147154
