Date,Open,High,Low,Close,Adj Close,Volume,CLX.csv_MA_5,CLX.csv_MA_20,CLX.csv_MA_250,CLX.csv_realVolatility20,CLX.csv_realVolatility60,CLX.csv_realVolatility250,CLX.csv_avgVolume_20,CLX.csv_avgVolume_60,CLX.csv_avgVolume_250,CLX.csv_log1DayRet,CLX.csv_logMA5_20,CLX.csv_logMA20_250,CLX.csv_logMA5_250,CLX.csv_log1DayRange,CLX.csv_HL_20_realVol_20,CLX.csv_HL_5_realVol_20,CLX.csv_logD2,CLX.csv_logD5,CLX.csv_Mean,CLX.csv_Variance,CLX.csv_Skewness,CLX.csv_Kurtosis,CLX.csv_Shape,CLX.csv_Location,CLX.csv_Scale
2020-05-15,16.4972643367081,17.575446977422757,18.630422110820437,18.838585973130023,17.152248798282926,772659.1153959362,15.571619192142293,13.739190848422979,9.136383287635805,3.2654174452868436,5.210828693439995,3.5023129789960703,44958.81469919142,274505.0422001718,104262.93642333135,0.038934720894795743,0.1251975799526747,0.40798778925948037,0.5331853692121551,0.05351719641108087,1.2386672349558305,0.6643536087233727,0.5826792534300411,-0.0730641928865728,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-18,15.991240918773968,14.01666089252248,13.63857559316068,10.898425579248196,9.950441866771412,505114.7897268236,14.282361834489032,13.639432135300751,9.145809555372267,3.352412668538733,5.207996536931259,3.501315874396229,74681.44880583484,281569.18202361715,105974.6479957857,-0.47442417085654787,0.04606031856798688,0.3996692169436179,0.4457295355116048,-0.9726354491325612,1.242956088616164,0.7183236870682588,1.406740332734971,1.8635042732919065,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-19,11.108349248415747,10.238547976843762,11.450349081467207,10.936954026812655,9.98209851793368,-776849.0796200116,13.295855088173024,13.549922710745335,9.148830972805904,3.427937563362548,5.216421162688797,3.5017118858821683,59340.29165461655,246515.1012348894,102538.25236858291,-0.10690366955394531,-0.018928504155663058,0.3927547347151796,0.3738262305595164,0.1921077690842409,1.217640910096665,0.7092711905996391,1.9699266139942848,1.5958527975288648,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-20,15.532096902680337,14.039902662304256,14.645249737227402,14.890604287718674,13.563386264371433,-228835.48716461132,12.936248600694515,13.575931626895898,9.169750774314734,3.425863356135317,5.216307684598639,3.5124269156187466,33655.88738568033,227280.6137457444,101678.93230874931,-0.13553467490802465,-0.048265151766580416,0.3923883840719858,0.34412323230540554,-0.5019533078824394,0.8506384331350128,0.7149128817144115,1.2845230625093087,0.5866929767056871,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-21,13.657703168077234,12.498021379684843,9.62980321823872,9.12845738270326,8.336746588003194,-58516.20785927796,11.796984407072529,13.460056134718908,9.175801580699371,3.5662053125517588,5.237627637339677,3.5096716478445074,47064.94054603041,207390.37999870392,102386.26905283882,-0.49363065421056307,-0.13188255460394532,0.3831567388239321,0.25127418421998676,1.0536909872942257,0.8851100731409591,0.7651579756792938,0.4979543005030838,1.7398205222604883,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-22,8.058707559870953,8.508767784419888,11.170746927170596,10.544703002898416,9.617993422661073,-312489.6096595463,10.290133331948159,13.340330204573373,9.195314034787414,3.656414423294535,5.246143004472829,3.498452855038395,39679.14975658739,165077.20147515097,98071.09612139118,0.1768824677106081,-0.25960628595627194,0.3720977828972409,0.1124914969409689,0.979069884762175,0.9230708726659199,0.8931882206727972,1.37254852898786,2.0194600051145257,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-26,10.363891315172909,9.334350220018392,9.200521219197183,9.97707216112198,9.100912249922672,1120908.5723138168,10.12022740857841,13.280316323059726,9.205604347072875,3.718249585533771,5.088787819792431,3.4943578044211123,91372.17908595051,154474.72164065638,102295.37454737946,-0.12995312013776025,-0.2717468284618713,0.3664704965246345,0.09472366806276315,-2.0111924072317002,1.0115489163049456,1.2635247542906178,-0.26897067834778327,-0.1630724746182695,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-27,8.19370181426902,12.347276888873523,9.031443338365987,13.883815039604883,12.640272762320862,16227.030246696668,10.651862257455846,13.461722344934378,9.221855793694113,3.5851777359928048,5.047375810519567,3.5008661423181073,102378.67687092973,148693.39208384146,102396.23523495095,0.4335221800618036,-0.23411553955385186,0.3782739798209904,0.14415844026713862,1.1987090401469502,1.0593078294417932,1.387389634408728,1.1060112949392817,0.9776395128403996,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-28,15.429924719898764,16.454610142442817,17.56802233426552,17.74376469703074,16.137394124976467,-367268.1705077761,11.166663829576853,13.901837010577486,9.258599719274907,3.32428225940996,5.049687058424373,3.525063503115974,70172.48222588553,138171.48829642727,101637.03889145314,0.04483040779511412,-0.21908809434362744,0.4064681714361541,0.18738007709252658,0.10742934679058051,1.0321263573326158,1.3425368491682417,1.95110831160434,0.9454641630173816,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-05-29,18.049098937592845,15.913456960898372,17.16862225000736,16.369422585678677,14.88936029001364,73259.12614459777,12.477186569978944,14.085054664522806,9.276277749976131,3.26951315015811,5.055944670722,3.5422024241415575,-950.4621641942067,135705.85239250955,101292.48267991099,-0.19244887979480316,-0.12121237993695799,0.4176539205603506,0.2964415406233926,0.22726726838078762,1.0324409013023788,1.2701683570552842,0.8105245907137723,1.879864008527359,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
2020-06-01,16.01981412495553,15.240599930780093,15.539425429144188,12.987098656778585,11.820982214588868,-373635.3737634712,12.917784328364501,13.865394680793894,9.287493254594256,3.266516248985761,5.047242271267486,3.5458155718627307,-144412.31334885868,129610.6211752667,100233.78777716814,-0.3039502326794963,-0.0707911526058036,0.40072746088626293,0.3299363082804592,-1.207895493473827,0.9957881567810384,1.268433712727753,1.4624244808372455,0.7898149801666811,8.81197638675439,12.822949510488957,0.021335183616760515,4.8908988752286415,0.009425021935588071,-371.1935004856241,379.97565299468397
