Date,Open,High,Low,Close,Adj Close,Volume,UAA.csv_MA_5,UAA.csv_MA_20,UAA.csv_MA_250,UAA.csv_realVolatility20,UAA.csv_realVolatility60,UAA.csv_realVolatility250,UAA.csv_avgVolume_20,UAA.csv_avgVolume_60,UAA.csv_avgVolume_250,UAA.csv_log1DayRet,UAA.csv_logMA5_20,UAA.csv_logMA20_250,UAA.csv_logMA5_250,UAA.csv_log1DayRange,UAA.csv_HL_20_realVol_20,UAA.csv_HL_5_realVol_20,UAA.csv_logD2,UAA.csv_logD5,UAA.csv_Mean,UAA.csv_Variance,UAA.csv_Skewness,UAA.csv_Kurtosis,UAA.csv_Shape,UAA.csv_Location,UAA.csv_Scale
2020-05-15,-0.656009441444315,-0.5281148180918347,-0.2986156528980794,-0.3263086258844527,-0.3263086258844527,1149808.8218961786,-0.5526918469634483,0.09499067549067133,0.7720117174505727,0.5191826834204785,0.7162774491297508,1.0479816319369177,1366805.353968378,528533.6299513857,384661.1129132594,-0.6983315425950893,1.7610218733895346,-2.095220993900903,-0.3341991205113685,-1.4718558869881297,0.9793910306984887,0.8118341440184745,-0.4319115847392391,-0.006029279288743458,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-18,0.3565863961424149,0.339314070285206,0.4790861680039135,0.2992374320522728,0.2992374320522728,8868979.991992835,-0.3935075454193777,0.10414028738304197,0.764717363852355,0.5211855509344778,0.7197876566937671,1.0448835460443135,1831839.0173145123,697046.6572881764,433552.67505513,-0.1753392105123028,1.3293613355035585,-1.9937673992286071,-0.6644060637250486,-1.9677420562362984,0.9037049639924066,0.7163289525522901,-0.18437902473408696,-0.22825470639139775,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-19,0.090839787690566,-0.1382394445137107,-0.1784192549884498,-0.3096952860545974,-0.3096952860545974,3389269.550597321,-0.368944998457634,0.08488287272997928,0.754189490121998,0.5293527901801801,0.7193817267414978,1.0423835407652817,2005360.1330354768,720799.3403455165,448255.6290972637,1.2264914858032232,1.4693752389233434,-2.1843713112563274,-0.7149960723329842,-3.2143906365119217,0.9180256567940369,0.8835028717495547,-4.097549302128471,-2.0970945649918886,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-20,-0.1898697078448332,0.0775101631134607,0.094261092946013,0.3185931408524132,0.3185931408524132,-1654316.1743669342,-0.11011128926244709,0.09093341962404193,0.7506082070768152,0.5313963889203415,0.720353072973524,1.0423357484581801,2000700.8658512584,683097.100733491,441379.94457082555,0.5175767794759346,0.19136398867030385,-2.110756234417524,-1.9193922457472203,-4.089301509860636,0.9715622701189269,1.0567481839530906,-3.944767874587649,0.25786843951006105,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-21,-0.2326649966525638,0.6537931824714915,-0.1277154871601844,0.6059671808790528,0.6059671808790528,5052185.913884649,0.11755876836893772,0.10030386380280745,0.7466950696212022,0.5390745447557956,0.7262141598746651,1.0410290340166168,2228405.650712601,758370.3259769367,469014.7505130891,0.9572261912800545,0.1587341481924993,-2.0074526784421276,-1.848718530249628,-0.24652903560353895,1.0489798085893078,1.4998845154759113,-0.08810746809590586,0.12958009867147455,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-22,0.8730607123168923,0.1866346730689922,0.5863798893822842,0.0332657586793203,0.0332657586793203,-4990732.838535862,0.18947364528169236,0.07647430372796213,0.7405743985178485,0.530482865509884,0.724006560325851,1.040705998734531,1952544.3273564521,633148.0050111922,449391.5343364375,-3.267476497817286,0.9072951543951009,-2.2704713138881685,-1.3631761594930678,-0.9169278940356297,1.0963506233371667,1.5851534265180447,-1.2541180485960137,-1.0228342120593221,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-26,0.461220954671302,0.4678575839274916,0.6584386953485177,0.6936522419816464,0.6936522419816464,430823.7893163636,0.26835660726756705,0.06923784064542557,0.7400413118961466,0.5204344359148402,0.7329756716700773,1.0406957230046958,1996252.3141899803,609962.3702612016,446234.3926518204,0.4080935202030029,1.354769176845097,-2.3691584682239224,-1.014389291378825,-1.6576773932970337,1.0840970819755436,1.597004967464505,-2.434003735019091,-0.9303521064277941,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-27,0.9057448488821516,0.9740616404625042,0.8479291751312097,1.1789800606300274,1.1789800606300274,-486252.005485557,0.566091676604492,0.07912384426768523,0.739438525992188,0.5401742786748273,0.7536891501997611,1.0403964259734046,1947743.0774273283,565281.0495337873,451084.7851353258,0.26364734566172593,1.9677417639403567,-2.234876875597455,-0.2671351116570983,-2.070422612119131,1.063187065692857,1.460077105695387,0.13602828699454975,0.39788669546592415,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-28,1.2703693310487152,1.0310440451885905,0.6131861739184403,0.2023961121938455,0.2023961121938455,-1300540.414056691,0.5428522708727785,0.05120298349203463,0.7355148541134221,0.5170198401148114,0.7534819114543826,1.0405653705686206,1815042.620151917,534583.1195678914,447189.02527918434,-1.8368362203240565,2.3610394202342957,-2.6647729341003923,-0.3037335138660966,-0.8726139251623971,1.0965229146046376,0.7163098810063248,-0.710789637936971,-2.1524680058158143,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
2020-05-29,-0.1681719613083583,-0.1183751777888364,0.199555476861323,0.0704238346752816,0.0704238346752816,6271568.104430812,0.4357436016320243,0.04418562867338775,0.7276236178523526,0.5156908208890109,0.7534581694025769,1.0380858736571468,2014917.355875034,645651.7902338107,460814.9467575525,-0.8704552685259924,2.288654407639798,-2.8013843129800278,-0.5127299053402299,-1.145921987119919,1.1138152215165833,0.5170291636418076,0.10305847134516441,-0.624473447078404,0.7745475145399895,0.6473023467719423,0.10630260327963086,2.3714315062554236,0.014343988198520058,-55.29952414669971,56.06830277357909
