Date,Open,High,Low,Close,Adj Close,Volume,FSLR.csv_MA_5,FSLR.csv_MA_20,FSLR.csv_MA_250,FSLR.csv_realVolatility20,FSLR.csv_realVolatility60,FSLR.csv_realVolatility250,FSLR.csv_avgVolume_20,FSLR.csv_avgVolume_60,FSLR.csv_avgVolume_250,FSLR.csv_log1DayRet,FSLR.csv_logMA5_20,FSLR.csv_logMA20_250,FSLR.csv_logMA5_250,FSLR.csv_log1DayRange,FSLR.csv_HL_20_realVol_20,FSLR.csv_HL_5_realVol_20,FSLR.csv_logD2,FSLR.csv_logD5,FSLR.csv_Mean,FSLR.csv_Variance,FSLR.csv_Skewness,FSLR.csv_Kurtosis,FSLR.csv_Shape,FSLR.csv_Location,FSLR.csv_Scale
2020-05-15,0.5131342833566777,0.2692245844367704,1.4777576819083365,1.038713403455315,1.038713403455315,-357044.7686942511,0.7712884418353066,2.326414229320698,2.696822608200625,1.6037378301020662,2.3700401432599105,2.0326779757859335,37877.61532646926,74944.82915858178,82572.54247528092,0.7052005423718455,-1.1040209862513648,-0.14774614345276135,-1.2517671297041262,0.18940730801977895,0.9424888423682626,1.4272688096941188,-0.12749756451011457,0.6040742980644911,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-18,2.943561115004197,4.01002253284938,3.555086943026634,4.373668821054238,4.373668821054238,1029142.1995023832,1.3220426148561213,2.4491456514405594,2.698343363675982,1.6637238415194964,2.3351400051674216,2.033793884247989,89355.23885854187,-25006.364372620057,87756.89149983173,0.3959820920673807,-0.6165612739934037,-0.09689876564674703,-0.7134600396401507,-0.787599430880996,0.9046469150629912,1.4205132896666743,1.1091672085355697,1.0129711960840395,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-19,3.820447637713336,5.189859848701566,4.002726362851661,3.877274455916393,3.877274455916393,-91038.6980310576,2.1579821773106604,2.6203679517297447,2.6990585534836176,1.623179002152986,2.362534920558182,2.0341783977211976,90641.62343854469,9627.620041586064,88604.79675609132,0.014764848578715616,-0.1941411395941438,-0.02958828080716805,-0.2237294204013118,0.17154156579163646,0.9328451322021929,1.3795041134023711,1.0432972521030168,1.4302389502086825,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-20,4.152825797590069,3.7818669718113513,4.5122913705911465,3.877357880394402,3.877357880394402,-627913.9859256982,2.9017701846549864,2.692547771972199,2.7071573710536936,1.6463755177323796,2.370674009820047,2.0348254582522736,77715.37452825885,14014.938338364886,85117.67623113887,-0.06863505459076945,0.07483308677158865,-0.005411271298778064,0.06942181547281072,-0.31412954557721695,0.928816834508976,1.3769115462960324,-0.7005526521831256,1.3134386913178229,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-21,3.477141695140727,3.0314943435803308,3.566234169230764,3.117150374901815,3.117150374901815,-354496.713055554,3.2568329871444335,2.639023231099084,2.708962182488759,1.612258632569205,2.3475165640788487,2.0349888530893954,23736.73707439498,12746.90081326365,85176.67781624639,-0.10929136122759361,0.2103463863779267,-0.026156742577394986,0.18418964380053177,-0.6259749575672765,0.9187742968333517,0.4479209306985281,-0.2742735945350914,0.5739773157019057,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-22,3.2879408902077394,2.2584948224482417,2.9406514499089877,2.7121202477731607,2.7121202477731607,-508253.79431512667,3.5915143560080027,2.690769498117556,2.7041418702129247,1.5962926785155005,2.313838063323224,2.0335421200812602,-6264.34617137523,3928.7829831903528,83421.90917219612,-0.1925307913570077,0.2887467282561101,-0.004957412112607519,0.2837893161435024,-0.3824959884729219,0.9241059817765472,0.3656792746438719,0.15292504271620602,0.5148615749378344,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-26,4.140378389469383,5.422349997552153,4.526856853213012,5.854039212522977,5.854039212522977,552341.2537944893,3.88758843430175,2.7555818285820806,2.7155239692289217,1.6990917580252654,2.3840381571503424,2.043193143836477,32097.874582071257,7163.393108618122,85901.9219312311,0.3463447045793295,0.3441604152647117,0.014643685081824554,0.35880410034653626,-0.11038071319002594,0.9360640458119451,0.3000789971683628,1.0068218145538612,0.3922923209709908,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-27,5.8701969404569,4.792781098039967,3.776766268043559,4.331316867410276,4.331316867410276,28804.07598264073,3.978396916600526,2.876727598823347,2.7129854900346375,1.7217347987714569,2.40496963909142,2.040778786643024,34307.45426041716,6639.731827938256,84806.18402512316,-0.3040165614105494,0.3242255556656426,0.058603712365021085,0.38282926803066375,0.015887945502920244,0.9513890219219939,0.24881261405279537,0.4819301124341238,-0.7895646679165135,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-28,3.5946255280027906,3.593030359695291,3.889174492289517,2.8019495785503,2.8019495785503,-158600.96824243956,3.7633152562317065,2.7097698782020156,2.7141349985098735,1.540932467898921,2.4005290733617706,2.0407475129418935,32077.969900950167,20591.299036063378,82602.20099393031,-0.24912436812937946,0.3284365705070899,-0.0016095862112248977,0.326826984295865,-1.2169090087322283,0.9357169162683662,0.48864348026120946,1.1158264819204007,0.07270040513684596,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
2020-05-29,2.289575756942437,3.183857637332842,3.332876962322512,4.22379365629817,4.22379365629817,-147273.4908118276,3.9846439125109767,2.7836227003434058,2.715738704147954,1.5777532522024853,2.4244585874918507,2.0417795722373167,18585.485837864904,28427.59217572106,82461.38593097958,0.6123671534760643,0.3586947423027606,0.02468921004873664,0.38338395235149725,-1.9036792835294782,0.9193577440854908,0.817785078131977,-2.230048537399293,0.1013313627686653,6.240353833898964,30.41843535259837,1.7789265110021817,8.595414465893258,0.2688167688981437,-12.816699177617846,18.36407839705377
