Date,Open,High,Low,Close,Adj Close,Volume,FLEX.csv_MA_5,FLEX.csv_MA_20,FLEX.csv_MA_250,FLEX.csv_realVolatility20,FLEX.csv_realVolatility60,FLEX.csv_realVolatility250,FLEX.csv_avgVolume_20,FLEX.csv_avgVolume_60,FLEX.csv_avgVolume_250,FLEX.csv_log1DayRet,FLEX.csv_logMA5_20,FLEX.csv_logMA20_250,FLEX.csv_logMA5_250,FLEX.csv_log1DayRange,FLEX.csv_HL_20_realVol_20,FLEX.csv_HL_5_realVol_20,FLEX.csv_logD2,FLEX.csv_logD5,FLEX.csv_Mean,FLEX.csv_Variance,FLEX.csv_Skewness,FLEX.csv_Kurtosis,FLEX.csv_Shape,FLEX.csv_Location,FLEX.csv_Scale
2020-05-15,0.4026557644522119,0.3668360035662861,0.5877399010449134,0.4851476735160558,0.4851476735160558,-756270.1244122093,0.5070465960119648,0.5491043266985856,0.5705319250213025,0.4576460248770331,0.695518246617696,0.5096236452619237,147566.3882067652,400623.53908229305,260588.11883750727,0.1863713116445919,-0.07968554915521703,-0.0382806735858655,-0.11796622274108251,-1.5100275250782709,1.03976099380993,1.3024604744663297,-1.0644153631478004,-0.13438919975320066,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-18,1.0630466737466149,1.4337346397639816,1.2877410420639377,1.4361242592718382,1.4361242592718382,1543740.980487858,0.6292625580297535,0.6269095773189083,0.5747486737806707,0.47001759059323234,0.7139537014524052,0.5124105780337341,269377.31034253584,425258.56121235446,256356.922647165,0.30080899244312137,0.0037462755247572423,0.08686945926160558,0.0906157347863627,-1.924192509604862,1.0409724231645483,0.9443774914853463,-0.041908398367850125,-0.4925277062640316,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-19,1.0925288526870842,0.857748037083395,1.0436223749799003,0.7122344471761997,0.7122344471761997,-521451.525619512,0.6501782479637954,0.6741576371157827,0.576948653102066,0.4243305756428465,0.7174305532598131,0.5118127252188852,13898.921444333155,403247.36724270106,245712.66091398435,-0.42784319945008836,-0.03621741359428757,0.15571069340324287,0.1194932798089552,-1.6826844362982478,1.0491392498298293,0.9269736352906017,-1.4824230717245352,-2.257817774675029,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-20,0.8197602097927756,0.9896131355737604,0.9935908083353188,0.9682927323302276,0.9682927323302276,-569454.4789596894,0.8157931505867524,0.7125101815046572,0.5805940511317883,0.4138726008683849,0.7246515721334975,0.5113394351603948,196762.7707718531,390118.24773128424,254086.30865937087,0.16652258058093322,0.13536662902979338,0.20474239640371425,0.34010902543350763,-5.527058363985759,1.266274211952026,1.685524175759882,-0.7596470330422038,-0.18865213696136357,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-21,0.9066918961223518,0.6566649283375279,0.5795019764132849,0.4342082886079952,0.4342082886079952,-783186.9334203461,0.8072014801804632,0.7159652083643571,0.5822117345384069,0.41109896466260254,0.7249523736297364,0.5102284042836955,199271.1072080365,357629.2768342117,247164.18861381107,-0.7362783502001683,0.11994172864965853,0.20679738749090357,0.32673911614056206,-2.561835834493362,1.2605298886142942,1.6618423627715204,-1.2800400741491296,-3.1475241900516373,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-22,0.3718629482724394,0.3492618602698876,0.3830198600571721,0.3701548176366724,0.3701548176366724,404300.9673984945,0.7842029090045866,0.7123556358304477,0.5830944797181402,0.41393501510633046,0.7223890434289649,0.5096673052524773,224913.1007528684,308916.3888311373,241416.13545398714,-0.00460402360029285,0.0960905241350641,0.20022804417890022,0.2963185683139642,-3.388537859016589,1.2787570488385835,1.5508250971631228,-0.5139339250438747,-2.1628852753365577,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-26,0.8358068089325714,0.9263065168161289,0.9727489451792746,0.8743635219578278,0.8743635219578278,472262.28464257903,0.6718507615417846,0.7032859554265649,0.5855925839881675,0.4079588811054319,0.7255406772029029,0.5095578326842927,225741.284360783,303495.4644785749,248469.86888233636,0.04509872160880764,-0.04572733875984001,0.1831392749680518,0.13741193620821165,-3.0695418331847897,1.2295759946140346,1.4288735003076403,-0.8206278112223971,-0.5766792540557374,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-27,0.8086873958024254,0.6847881106944298,0.7253223713629566,0.8642662623985577,0.8642662623985577,624605.2559097083,0.7022571245862561,0.6975088401383802,0.5878014005229836,0.4046415520615414,0.7278438990007139,0.5095642181767439,277525.1838796976,348953.0678445017,255378.0504533333,0.06646846117218345,0.0067844236544105105,0.17112605101451267,0.1779104746689232,-3.205607720044519,1.2358237719554335,1.1468154794013277,-0.7049941905533416,-1.883665469364875,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-28,0.6956488289135221,0.6011458018311817,0.4936132759437273,0.5443751004796633,0.5443751004796633,2779688.2256037863,0.6174735982161433,0.6525146336415073,0.590044612409963,0.36536104363502636,0.7288938599336741,0.5081259459100167,381063.55024913576,370373.51979129843,255147.0757371114,-0.2452064446596191,-0.05519725431936135,0.1006354176868329,0.0454381633674717,-2.2299619107834756,1.2151136542217542,0.48055163121057154,-1.1086977115669587,-0.8582161071253581,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-05-29,0.2786867665668096,0.3399499586256356,0.370363896710745,0.3931979509571741,0.3931979509571741,26333047.61792128,0.6092715306859791,0.6248917981944964,0.5904959339016999,0.3629077596361085,0.7279231897973588,0.5078998417752533,1676841.0214041534,820794.2901211852,369423.37872735667,0.34422472641831514,-0.025314480322293022,0.05661576210295169,0.03130128178065866,-3.4928542860024647,1.2210237819909235,0.501013789009372,-0.7527521605748684,-3.193931106234323,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-06-01,0.5619770345597983,0.9960958706101124,0.688402785584965,1.0187759717513805,1.0187759717513805,-6259026.578029439,0.7389957615089207,0.6717700581618391,0.5914408962378686,0.3492806937347795,0.7332371968055814,0.5084780087890773,1418473.0983435046,684009.5549704023,347254.3529145689,0.5948961726876553,0.09537607887711103,0.1273543500169461,0.22273042889405698,-1.1786524700131085,1.2591016330980491,0.9401246206039251,-0.7457025947241755,-0.4329064706011422,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-06-02,1.0786670867015484,0.8452734169252141,1.087584658060285,1.010271435883502,1.010271435883502,-6115180.336939704,0.7661773442940556,0.7085265339125266,0.5940719789989626,0.3439852804788833,0.7379087812621533,0.508938250040976,1098944.9703812192,615401.2595885076,303724.23383320967,-0.06550705678369678,0.07822615365138538,0.1761870204714606,0.2544131741228458,-1.417532258776985,1.283032928569928,1.0348889438484337,-0.4827671618018148,-1.9957777260718705,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
2020-06-03,0.9552731880592829,1.1819541365239754,1.130710143570519,1.267885421463366,1.267885421463366,362726.30414742045,0.8469011761070171,0.7511201610739783,0.5963951484129243,0.3583019437764085,0.7241295570377007,0.5106871494925839,1184904.8592805974,620676.3587509724,298974.4739432881,0.2831084089241599,0.12001837225131151,0.2306621923250223,0.35068056457633384,-2.97115687849759,1.2829331614450268,0.9881322134460194,-1.3898629220180947,-0.9072835212012014,1.0469191836392961,0.3928362218052423,0.16132926214201967,1.6038296523921947,0.026527115670283263,-22.563205708739865,23.601817235946463
