Date,Open,High,Low,Close,Adj Close,Volume,HOG.csv_MA_5,HOG.csv_MA_20,HOG.csv_MA_250,HOG.csv_realVolatility20,HOG.csv_realVolatility60,HOG.csv_realVolatility250,HOG.csv_avgVolume_20,HOG.csv_avgVolume_60,HOG.csv_avgVolume_250,HOG.csv_log1DayRet,HOG.csv_logMA5_20,HOG.csv_logMA20_250,HOG.csv_logMA5_250,HOG.csv_log1DayRange,HOG.csv_HL_20_realVol_20,HOG.csv_HL_5_realVol_20,HOG.csv_logD2,HOG.csv_logD5,HOG.csv_Mean,HOG.csv_Variance,HOG.csv_Skewness,HOG.csv_Kurtosis,HOG.csv_Shape,HOG.csv_Location,HOG.csv_Scale
2020-05-15,0.756455743516387,0.740599141845383,1.0889120995937187,0.7646894981436478,0.7352824101584634,-573661.307579794,0.3529640234059553,0.772345799175843,1.4002549296633526,1.1963023773175183,1.6405368672369898,1.3280520508949936,408204.26908020116,417657.7686315703,169778.26065645384,-0.02838937296351148,-0.7830662410868483,-0.5949772155139071,-1.3780434566007553,-1.054653899464591,1.2449393776602258,1.3034003576771798,-0.14242894767671915,0.12751521599011997,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-18,2.271425761470905,3.3404931926216754,2.708199729188122,3.5956111197677,3.422181702357321,1549012.8073696182,1.0225658944556741,0.9498342658073856,1.4049661758852412,1.3133595972511054,1.6869084293782783,1.3331379605389588,474137.3001156477,444622.5814814659,176150.2563578548,0.40987054927112354,0.07378281796560018,-0.39148099504470024,-0.3176981770791,-0.4584016517322674,1.264533115401303,1.435166856224714,1.00191816463189,1.2083659469030723,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-19,2.8768977645121065,1.996816914118135,2.347866423575182,1.4993443252353362,1.4319957096799865,-1248055.661057433,1.2312347636112573,1.049259347637187,1.4049330717956845,1.26780097944072,1.6936384268779567,1.333137183074554,404556.06537720066,417934.67101358646,171734.12405284593,-0.6976434759881857,0.15993300662865195,-0.29190513385151445,-0.1319721272228625,-1.0468280128790723,1.267317653349082,0.7761118334365309,-0.36138128781934453,0.042431270886953254,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-20,1.985310074909723,2.6677415929090564,2.49420301510731,2.409277036136743,2.2954267716579206,3031870.05662572,1.7167134703454945,1.143606084826621,1.4111319141133256,1.2876619264589633,1.7202335359895304,1.3336624667041992,575760.0090208311,466230.4047616291,182077.68177630255,0.14514367241171647,0.4062251876981395,-0.21020565608803304,0.19601953161010646,-1.7513553538690754,1.2658246146921852,0.5423354274505238,0.11934175861578884,0.8868180617956579,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-21,2.003675795474857,2.452566728654544,2.2490947273008555,2.707565208147024,2.5979622633951607,-294120.0231630043,2.0965697714497704,1.2466243160016226,1.4159021595916712,1.3186724193176422,1.752650846592026,1.335772993155547,573313.4997512958,448137.63052287046,181226.4560941328,0.2597440014609893,0.5198632159818098,-0.12732754549109473,0.3925356704907152,-1.5922268690507995,1.2660488048377783,0.5124758845356212,0.15355040288153202,0.6414756596650188,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-22,3.1025004776073573,3.235405197133531,2.4581301502953554,2.9255286577110304,2.795393439886229,5603530.386885362,2.508591977395324,1.358691040487853,1.4235717359380085,1.3515469117451182,1.7883614507757428,1.3381744952951513,777844.0165311045,542692.065051177,201892.65860135583,-0.10423552972659562,0.6131998645161525,-0.04664725447516013,0.5665526100409923,-0.25196100561790535,1.2829931263671401,0.6648910564459828,-0.6932138463254414,0.7227598792751485,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-26,4.852722809509569,4.3064131844316265,3.6070320316033495,2.708028722865805,2.5861627834742915,503855.2229539575,2.3413881936187178,1.4508323110991337,1.4301673519497773,1.3700773797758243,1.8170051487994197,1.339830469555715,646200.5294796526,529446.023963848,205414.50619187448,-0.6293647250959444,0.47860659919780363,0.014345932647753353,0.492952531845557,-0.3575594023449561,1.2527449323566335,0.6873413730951173,-4.439699822984441,-0.17910403591063742,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-27,2.1455772454458035,1.663310212872208,1.912844475655099,2.3743332237649213,2.2677108976671896,-853719.8450227203,2.5085312312161583,1.3970370549143698,1.4341091410097353,1.311726671715164,1.8346834296818786,1.3408428017854621,239532.57184011312,515600.66514442064,203000.05917073187,0.05536227930435428,0.5853438104630675,-0.026190244214464368,0.5591535662486031,-1.388159047435755,1.2359365587333577,0.7097420887782868,-0.6392604218938859,-0.17946740816932383,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-28,1.5971126517740295,1.2917361752495893,1.3243720902701757,0.785127298577919,0.7568669226925344,633433.6875614338,2.200819261423081,1.2167518859586204,1.434453300134624,1.1158495909146189,1.832134384074845,1.3406571297621608,300350.6411806418,510268.9470919698,205043.2904656563,-0.7467652430147341,0.5926447628726528,-0.16459888137899711,0.4280458814936557,-3.4223419092740297,1.2632965050672407,1.2778501578593064,0.6039311172791367,0.4308468158783205,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
2020-05-29,0.1720513151015481,-0.2444129408339321,-0.6229191410180324,-0.7543554056996253,-0.706520862298845,11820927.260781417,1.53992263628428,1.1609829033086283,1.4246195088791114,1.1841356853185254,1.829833593277957,1.3473189625698567,968354.9839611233,718509.0568023411,251580.60337031036,1.4125599548425227,0.2824652022096528,-0.2046377899788753,0.07782741223077755,-0.971522825303264,1.2703714029764297,1.2849350113051141,1.0899857737057934,1.1952800694526318,1.947319669433847,1.7446439084482848,0.03346447684932978,3.0312254637074965,0.011504614395388378,-112.61622950170462,114.55674275947445
