Date,Open,High,Low,Close,Adj Close,Volume,EBAY.csv_MA_5,EBAY.csv_MA_20,EBAY.csv_MA_250,EBAY.csv_realVolatility20,EBAY.csv_realVolatility60,EBAY.csv_realVolatility250,EBAY.csv_avgVolume_20,EBAY.csv_avgVolume_60,EBAY.csv_avgVolume_250,EBAY.csv_log1DayRet,EBAY.csv_logMA5_20,EBAY.csv_logMA20_250,EBAY.csv_logMA5_250,EBAY.csv_log1DayRange,EBAY.csv_HL_20_realVol_20,EBAY.csv_HL_5_realVol_20,EBAY.csv_logD2,EBAY.csv_logD5,EBAY.csv_Mean,EBAY.csv_Variance,EBAY.csv_Skewness,EBAY.csv_Kurtosis,EBAY.csv_Shape,EBAY.csv_Location,EBAY.csv_Scale
2020-05-15,3.092076997979394,3.42717207050654,3.4680741394767374,3.3457348660143715,3.145802044747171,2268498.9274464548,3.1786377482990433,3.284960202508851,2.0167114608939403,0.4297955484038446,1.5328883600100993,0.9382879378132895,440142.20458041347,995822.1796316092,644790.1902266995,0.017225847079893337,-0.03290181297691646,0.4878863418081145,0.45498452883119805,-3.196574631144413,1.2978184898696903,1.0258864987041858,-0.9205037803989358,-0.12585128799589165,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-18,4.168813747501918,3.657761721037147,4.140677677932096,3.615062263273256,3.398663348976079,-3035460.968843992,3.1590464571402324,3.290637817431956,2.0232549522254835,0.4305470040764298,1.5397378752392197,0.9422060121472834,326505.2476096149,859423.1493920777,638253.2474830775,-0.204249300648342,-0.04081118347628037,0.4863738344192464,0.445562650942966,-0.7279126427576085,1.3230764645455562,0.9711949314740819,-2.387206044470857,-2.3232322276868755,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-19,3.425373830665386,3.650357990335532,3.640974989937103,3.2518440097171712,3.057383168972489,3598902.480042383,3.1312219159482995,3.2940537617695993,2.029267263194954,0.4282935228160661,1.543152663746863,0.943995525954677,515731.0988084171,807229.478226858,653040.8139449419,-0.1136512368411532,-0.05069563589016791,0.4844441789394252,0.43374854304925736,-4.668855695211368,1.4477524074743011,1.6500634590930277,-2.4256698052692367,-1.9723989585813928,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-20,3.8619549761013294,3.565183524249658,3.4870122536618986,3.510847890394132,3.300567319497336,-2649310.058535516,3.241838636011438,3.2861430972082757,2.0369904424939373,0.4265484122230181,1.5457269917649745,0.9464733087322876,496478.8104737319,747845.802837072,636457.6079479144,-0.1570791570604835,-0.013573917105770628,0.4782411209226845,0.46466720381691395,-2.5488530827210703,1.4347585341254554,1.4847708486319215,-2.3218083874527267,-0.5922461129079896,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-21,3.259190823350369,2.9711193745743856,3.1515335196100125,3.0604334960956017,2.8773885188270043,-1873730.5593544887,3.1559608802040158,3.2930699826835825,2.041505336353173,0.418236852660788,1.5479347185868826,0.9477836345069102,176856.14367323395,754269.1427949656,639987.2730190792,-0.12459583238005092,-0.04252724758793637,0.4781328094106595,0.4356055618227231,-1.7125002651390637,1.4091977032172958,1.4938896717751269,-1.7148281499475901,-0.8453925256042997,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-22,2.753788068296366,3.655360030573192,3.137385695606074,4.074950059984275,3.830250541355486,598156.2310002809,3.292850579525679,3.27968651958996,2.049561399232598,0.39474952823848697,1.5430858385131467,0.9543975542714245,17977.92527815432,699001.111292918,639544.7930108598,0.32995277334598205,0.004005782649854139,0.47012202586733526,0.4741278085171893,-0.6578295843456428,1.436583469989497,1.6512381077473668,-0.6354761457338607,-0.3791418794390248,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-26,4.690266253930254,4.136610882110681,4.213407799623717,3.4655093659546345,3.2576925401655075,-230168.3642871212,3.2646564177635646,3.2613885981835864,2.0558689805083485,0.38635901803000755,1.5385968536784957,0.9571574500189012,172809.17125015226,646635.3146474172,635443.9874674719,-0.3644702164097855,0.0010014702151493683,0.46145443492189175,0.4624559051370412,-2.5665907761830127,1.4275613441205108,1.474842998827459,-0.9667842899820744,-1.9592024397498355,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-27,3.144371584853033,3.549332385404959,3.177639355618929,4.145797554793486,3.896595835848256,-936507.6375986104,3.432498951138718,3.318704593764859,2.0629323988472086,0.39153827047993206,1.5524917226006913,0.9642019031030706,-85868.68984663798,655427.6870086711,635619.301265602,0.2144892532164794,0.033714028905784635,0.47544605900685055,0.5091600879126352,-0.9896869541118719,1.4475559574785806,0.8749615346754063,-2.712882440194789,-0.17529112802472668,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-28,4.100739287824176,4.23878672013312,4.380605033988463,3.7503025574829714,3.525018560625586,3310257.8513930114,3.477389199364368,3.355170572993741,2.070876713884735,0.37382639875340434,1.5596278746290266,0.9680415202430727,-121211.5052095375,613180.1437225108,647272.0594330451,-0.15128156988301772,0.03577917159516327,0.482530559670073,0.5183097312652364,-1.9532085205060978,1.421265101546521,0.7630512055855102,-1.3192863150453702,-1.494096784127025,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-05-29,3.800413968276107,4.423816225413596,3.631169590048557,4.860721570460303,4.723270995188855,7838759.75124904,3.8465656946367384,3.415136928797228,2.084070504889708,0.48267197161528813,1.576497762348836,0.9815840062107117,121644.26428186652,778531.7238976608,669103.6390905521,0.21739156721500277,0.1189631343402224,0.49389463365939945,0.6128577679996219,-0.2323777614946442,1.3715969340111391,0.9588294379090526,-0.19034345514810372,0.6129574701113663,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-06-01,4.670920177800891,4.244100494507297,4.638265896713769,3.7570881996681775,3.607714120055096,-5486859.437207872,3.8020584103766604,3.467633316367057,2.088659257487452,0.4397003159414846,1.5834951508035682,0.9860223734940413,-54310.39350156626,713663.20818355,637014.4970322596,-0.2582817284421277,0.09207028714420858,0.5069499633392195,0.5990202504834281,-0.9309846552221452,1.3578494414972326,0.9215804344280274,-2.4925893733214433,-1.5026644995340832,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-06-02,3.848034931075361,4.158072956372241,4.108296409399699,4.465866177206081,4.257223061350079,-510322.767363268,4.001964514613574,3.5186437824256713,2.0972601309730226,0.4696928566656525,1.5966701736017808,0.9955153027755769,105953.08851941503,694467.8519523828,626057.8211003646,0.10105447370847978,0.12870974292560042,0.5174438329522285,0.6461535758778291,-3.0002113502071137,1.3495914262311766,1.074258206127451,-0.7634667878314869,-0.0004695890551119083,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-06-03,4.821512055427128,4.360708286291114,4.770087476599265,4.445497531433329,4.228707902680224,-2646323.3481191425,4.068386927979968,3.559765461085277,2.105162497482394,0.494674828030644,1.6021098281527655,1.0045574769782903,-61136.37017895705,596524.9191592276,630657.5197883048,-0.13119109727663655,0.13355192772646385,0.5253020008675028,0.6588539285939667,-0.8931134367777679,1.310958156381727,1.0847750366879427,-0.4764342089745782,-1.10228281632437,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-06-04,9.146073831233473,9.136743528599624,6.875232150044603,6.942462634368869,6.576861806277336,23385505.25034201,4.6787555771103175,3.7051587775302357,2.1204657288201503,0.8372107624547265,1.6860550060412394,1.042847444057969,1166948.635258241,957311.4719746202,705801.9623755844,-0.3297669952863465,0.23330605948066785,0.5580903648009541,0.791396424281622,0.8160333413425243,1.4476352428110055,1.3954329961767507,0.8414114601602054,1.1157457509143687,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-06-05,4.328271805291251,4.21795403586318,4.736737430286357,4.774033579351489,4.528581329233372,-4494861.367691571,4.639817643919221,3.749332789926914,2.1268058450507263,0.8569501078329389,1.6876892959472622,1.0526437688538317,886399.1224198125,896252.4034005564,691209.7096181479,0.04524037692708463,0.21309716312034152,0.5669566505376263,0.7800538136579678,-0.6562688347175292,1.458020685551905,1.3611259577565782,-1.2043948048451372,-1.6363484447692394,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
2020-06-08,3.677552303884127,3.9063644465302554,4.139904709538012,4.465037419811232,4.23424200984369,-3543040.027999277,4.76512322187694,3.759667490019581,2.133126738312906,0.8617150396756498,1.6532123739746116,1.0605371309029663,863278.2181385703,763781.3243500983,682507.4364027723,0.14095693369097553,0.23699287657120435,0.5667416643936412,0.8037345409648455,-1.4544007841565754,1.2642418731110954,1.3809247439701644,0.8512698742427262,-0.46756198881547895,2.714394386022845,2.110685241722161,0.36063599442437416,1.085042609891743,0.07366045780343737,-16.929265480215335,19.59037730003429
