Date,Open,High,Low,Close,Adj Close,Volume,WYNN.csv_MA_5,WYNN.csv_MA_20,WYNN.csv_MA_250,WYNN.csv_realVolatility20,WYNN.csv_realVolatility60,WYNN.csv_realVolatility250,WYNN.csv_avgVolume_20,WYNN.csv_avgVolume_60,WYNN.csv_avgVolume_250,WYNN.csv_log1DayRet,WYNN.csv_logMA5_20,WYNN.csv_logMA20_250,WYNN.csv_logMA5_250,WYNN.csv_log1DayRange,WYNN.csv_HL_20_realVol_20,WYNN.csv_HL_5_realVol_20,WYNN.csv_logD2,WYNN.csv_logD5,WYNN.csv_Mean,WYNN.csv_Variance,WYNN.csv_Skewness,WYNN.csv_Kurtosis,WYNN.csv_Shape,WYNN.csv_Location,WYNN.csv_Scale
2020-05-15,2.784757472378743,2.7535045149703663,5.123701474537889,2.809578263504747,2.807745964014316,-1592709.0282749478,2.207018859782022,4.352884450849417,5.192934480059757,3.7226451414527735,7.613448332075309,6.0858707747338014,15665.812465792545,699018.7379154734,257688.83239151878,0.00822122735438527,-0.679196044825173,-0.1764602303082707,-0.8556562751334437,0.8629730569967374,0.9936312204581416,1.4853181540806457,0.7268014345268059,2.1168789333997853,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-18,8.785232440887164,6.747164282932644,8.124092604453601,6.948198967373159,6.913397943914077,2041625.963978325,2.9361085323307323,4.651796690996252,5.201323976833939,3.673461164609226,7.666187836237151,6.086794675341374,157906.33141058704,717903.7739329765,270553.0290004295,-0.23961092024412176,-0.4601684540104826,-0.11165967397689766,-0.5718281279873803,0.31985516430375327,0.991175275940855,1.4666718984938296,1.169188195489663,1.293479365507205,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-19,5.463658805842265,7.239679103607308,5.449616726399199,5.773262162786182,5.7469027216155055,-214250.1699567405,3.9802717071257563,4.950360369953883,5.209696651150361,3.4945932936995354,7.699946794047144,6.0860969291673745,188706.65416736575,678928.8651393952,270675.7267472439,0.05054237627821284,-0.21811029085331324,-0.051061253781286245,-0.2691715446345995,0.5822504668477956,0.9964033113333804,1.4910174050881537,1.0781227230682344,1.652653687377718,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-20,7.613314237145346,7.81603333416853,9.022814445036984,9.954341822000778,9.89472370394293,58660.90502317622,5.811358041125301,5.393030699758306,5.255609265611494,3.533884344269385,7.7974755590988165,6.077934051058021,277509.9636070893,664792.082864529,263586.9479505245,0.2621030680089366,0.07470677671002766,0.025811571076682006,0.10051834778670972,0.1879565759333815,0.9953274505810717,0.33939888148870323,1.0923680875006376,2.2143473282980906,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-21,7.709468192870105,5.953321202159962,5.266620681665181,3.6019890800460743,3.591178406736205,-830063.3733946704,5.790789748044607,5.192538409817858,5.262168703614305,3.515723522245485,7.803165802106503,6.0752379557972995,-41122.73229959628,640113.0865026818,263533.43510143965,-0.763968813274171,0.10904600699626445,-0.013320568931043046,0.09572543806522125,-0.37585700539047895,0.8889432383234832,0.4650654094798389,0.768126776076452,-2.2745666473328776,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-22,1.5660283044713523,0.2804791177202332,0.8097911167460765,-0.165227960315704,-0.1473579590233384,3079447.870101782,5.199768963437076,4.914812460759778,5.2510478042945286,3.71179997561953,7.8029085940541005,6.0826104661532945,250243.5748354395,655905.1206707903,278080.03573217586,-2.3634332286273274,0.05636059812962074,-0.06617404209766709,-0.00981344396804627,-0.6361772307627471,0.9005936992008808,0.5053273422508807,2.30678442972108,1.0835338187803243,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-26,5.269892629096624,7.552405332398735,6.83156570123149,9.015813980179686,8.961533569397169,2094687.669221514,5.609396088533694,4.831151336012096,5.2731726443895734,3.593048371128559,7.8832804696351975,6.086019815445919,345228.6437294534,664226.8969865185,289465.9267278384,0.5309313812796327,0.14935825353371476,-0.08754739011672967,0.06181086341698496,-0.32733859200296433,0.8808704639171546,0.49058481774033985,1.6808940446318636,0.7169299283650058,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-27,9.398613220486297,7.357876137617765,6.523095854894635,8.347655296534192,8.297948662594635,713804.9515276216,6.11960527672952,4.914625751284957,5.303224530092925,3.6558456417820593,7.951414828676788,6.082316607875377,214867.1849078335,676662.067699252,289761.308758361,-0.12455381348567571,0.21928199067207668,-0.07609943095529449,0.14318255971678215,-0.1805867232205455,0.824058967690948,0.30258608898075157,2.1336108576667128,0.936503448005405,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-28,6.523103460807221,5.848282494073324,5.791297787738806,3.0577434516683155,3.048620420696892,-1757141.374967692,4.750384620080313,4.427430552231263,5.321485300548531,3.167370196576321,7.93811496817031,6.0685969950848015,141904.1316547228,645497.0079125183,278434.54454586393,-0.760661086403876,0.07040618241421862,-0.1839330512164865,-0.11352686880226782,-2.864972357069872,1.0253648727058289,1.1234203481212983,1.7771386285353656,1.923679626650054,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-05-29,0.8034794109772676,3.1490605141577817,3.6629528328860914,4.507566177842733,4.486545211686092,-381155.6419491875,4.92945798107029,4.377513267879043,5.349900012902284,3.1576797172177637,7.950624957593298,6.047872313346357,130582.72661206315,653700.1645362934,275520.1546825687,1.719886683283908,0.11874822292326888,-0.20059705545674125,-0.08184883253347244,-0.6657415321119875,1.0281976588828667,1.0982918830175212,1.337997481129303,-0.11052180673507292,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-01,5.726643720096817,5.9751894984050296,6.832503147446197,7.85739443722025,7.809697668452813,-1574622.7758852914,6.52086910656552,4.696733416420495,5.345034137801248,3.1662209579969725,7.925649663353549,6.045391510591841,115717.94351425364,590492.5077833884,265596.1463460234,0.31023663136479523,0.3281404163117804,-0.1293006820267638,0.19883973428501664,-0.15395144246164558,1.0107626510516334,1.150997208181669,1.5604739551922706,2.074059035382165,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-02,6.378000719791821,4.928552121919168,5.080925289190233,3.9448189509344544,3.927010303341113,1156805.808339147,5.513964453354309,4.733605159863303,5.348116941022097,3.15200776382737,7.907842430596788,6.0444673400126785,210947.0717280893,591422.3227361677,272406.4954580716,-0.48497628213270716,0.1525967635335994,-0.1220574228796178,0.03053934065398147,-1.8814227190065034,1.0756732021703017,1.1876961166328117,-0.5806493611389626,1.6163188376869293,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-03,5.91063329567983,12.528985733425458,8.108983680749859,14.151777666930997,14.053899905813296,3095966.128135036,6.665154701998041,5.286761305962513,5.391071809874019,3.745022771220138,7.840890582516231,6.068073447559297,421111.1110391988,634910.3669350742,287170.67583751393,0.866146948324331,0.2316873355792681,-0.01953838782166522,0.2121489477576028,1.4861401604957432,1.1360100146754062,1.6653939855141344,1.8316533911998565,1.750234318387901,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-04,16.74331263645611,12.312853670377171,12.807953841547672,11.438790644700369,11.36149236344606,3904267.26374485,8.327729090547875,5.697988737118994,5.4177348510995005,3.9428629555229846,7.945741667926088,6.079639475100019,678056.8167361723,690926.8897810883,303952.3855236081,-0.3877691582802482,0.37947754139396234,0.05043545549063596,0.42991299688459833,-0.7029951708856723,1.1221752325495171,1.2220634951259746,2.006128915092164,2.1178051499733264,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-05,16.108114571331306,16.29906020309715,16.85949442735655,15.584716601630412,15.474565510354909,2883889.743540734,10.525333150281638,6.278408734174282,5.440330375909491,4.47722498206006,8.002263525382158,6.106525644310778,660995.0886241294,719254.4763171684,311473.7693873398,-0.040125414360202775,0.5166684702065019,0.1432767722048777,0.6599452424113795,-0.57904339525735,1.1239761747856778,1.2176664867415437,0.35112549738364357,2.3968056155801394,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-08,16.478481688263045,16.94450695385318,16.842957543446573,18.84949037016177,18.713358385849943,-2637622.270044844,12.706065293761064,6.6584305558864205,5.481047811595497,5.177036595695804,7.863062795429343,6.160931517100887,509230.60740362044,593472.3599927147,302083.86266750237,0.12718223134647275,0.6461956571317481,0.19458751533481203,0.8407831724665601,-2.287209796914449,1.1973555532120945,1.4718767830222037,1.9949541616016875,2.3890985784843415,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-09,11.817611889898217,9.616855960010042,10.350825470785082,7.957175482888971,7.905360610674222,-576998.7514806464,13.501735355227686,6.890301107361606,5.49709724082003,5.120735168329132,7.822206959841992,6.162004062855129,526892.377847892,582822.2738533285,303299.3223674928,-0.4020498641238747,0.6727034358598132,0.22589460763493419,0.8985980434947475,-0.30928778968399073,1.1761458303395058,1.3435384173633076,2.024088028865718,1.380867237724334,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-10,8.45875996554254,7.972739252093859,4.033195922803117,5.533435826160385,5.499960192210466,324183.13232519105,11.79094741250712,7.13899477459011,5.489214570129921,4.911905507263401,7.077860886008335,6.1607296530188265,599879.2712175988,561292.4468877928,304116.9276409452,-0.43046173226547246,0.5017600900483097,0.2627867988309348,0.7645468888792445,1.3710648103208063,1.2366403851724965,1.3018080948546744,2.581231329482902,2.1463919620364664,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-11,-3.6001365975348136,0.502265678834064,0.4629255047786955,-1.9190883715791929,-1.895047619404544,1395392.6797135267,9.139639415937,7.007277791922621,5.462021755187616,5.123322514021028,6.768584357409211,6.178305052077477,548982.2054804418,540868.4009912945,310138.6814526244,-0.6417278213098521,0.2656716399594283,0.24913028746681673,0.514801927426245,-3.235509041644419,1.3029872778487184,1.797938133556714,2.28242404093942,2.584491014271275,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
2020-06-12,7.551569272259243,4.895507181167588,4.717705122927349,5.463030549084877,5.429092933584222,-1936282.248472148,7.130544900582862,7.094031444994849,5.4617059156120185,5.078762300260903,5.925446674236005,6.178304707728667,462394.3240612367,446678.3921240745,304599.0814844627,-0.32998331952350274,0.00513386619023217,0.2614926092452252,0.26662647543545737,-1.7270843798150104,1.290426149123951,1.802762593551686,-2.646946748631796,2.3071220431304735,5.223584059399094,18.310678172268855,-0.6772600113181011,4.796647056603726,0.005472814847865971,-775.3656887461325,780.6014370533653
