Date,Open,High,Low,Close,Adj Close,Volume,TTD.csv_MA_5,TTD.csv_MA_20,TTD.csv_MA_250,TTD.csv_realVolatility20,TTD.csv_realVolatility60,TTD.csv_realVolatility250,TTD.csv_avgVolume_20,TTD.csv_avgVolume_60,TTD.csv_avgVolume_250,TTD.csv_log1DayRet,TTD.csv_logMA5_20,TTD.csv_logMA20_250,TTD.csv_logMA5_250,TTD.csv_log1DayRange,TTD.csv_HL_20_realVol_20,TTD.csv_HL_5_realVol_20,TTD.csv_logD2,TTD.csv_logD5,TTD.csv_Mean,TTD.csv_Variance,TTD.csv_Skewness,TTD.csv_Kurtosis,TTD.csv_Shape,TTD.csv_Location,TTD.csv_Scale
2020-05-15,2.090132819582145,2.3514428766598634,2.8108757748972373,2.45216445050772,2.45216445050772,-9725664.871851686,2.1496348365357107,2.9463882460054096,1.5237148062890302,1.280962936757308,2.0985373977850594,1.3392744943854977,2272288.5479943277,1923115.0580858781,1086426.98049027,0.1597434697351086,-0.31528211262477657,0.6594287920959819,0.34414667947120525,-0.7777623799777114,1.4038372009145454,0.7139414692895782,0.41062188981256237,-0.5144133781292597,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-18,3.89781388192408,2.852179387553853,2.8434733341332823,1.9857251446437945,1.9857251446437945,878956.0826282669,2.1314101247322323,2.9384503207393524,1.526815917796749,1.2866729282510505,2.1007601584571156,1.33944377869582,2108167.3031129213,2011985.134084206,1086518.9450404039,-0.6744316932841634,-0.32109854952766564,0.6546978731657908,0.3335993236381252,-4.743736699807138,1.586101040340286,1.939025310225942,-1.2742752601078489,-2.3955389020305424,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-19,1.8195654067732607,1.5859165866833145,2.3255948438710448,1.8448823937571528,1.8448823937571528,-5474053.815515548,1.8985079978545123,3.0243940837013765,1.5295741925437505,1.1377111091305168,2.0964494352800793,1.3393856857848612,1810757.9501468786,1811823.669653864,1085309.3363001463,0.01381784715253645,-0.46564245510707003,0.6817213773676485,0.21607892226057845,-0.3015399749155979,1.6028210965278018,2.0117636771059213,-0.49876192245521417,0.15230094245049586,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-20,2.405268905395978,1.9872614046303736,2.157378061785824,2.288703597762325,2.288703597762325,-3709756.48378416,2.1673668575417926,2.9561913625319978,1.5355668580317423,1.1389448445279258,2.0949695008054507,1.3394173546159462,1454391.2575928268,1730295.7633144583,1071622.6046180432,-0.04967616553424676,-0.31038873693087143,0.6550021364881464,0.344613399557275,-1.771270858710702,1.571476355217203,1.7831744569663779,-1.1940935878213648,0.29586919018097213,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-21,1.803557402818445,2.687020960014298,2.1642459957695763,2.898174534517583,2.898174534517583,2563980.421606149,2.293930024237715,2.9327534568149964,1.543044345506532,1.1348633736040312,2.0999069235554995,1.3417928202416003,894584.5332207866,1746643.6079549654,1094744.2486129655,0.47432001851571254,-0.2456752136747807,0.6421844153321664,0.3965092016573858,-0.6486041862044336,1.5523664464612927,1.8143759139046411,0.05192063129300817,-0.457575841540186,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-22,3.102094367915722,3.02442322851255,3.235224643048188,2.818621220716377,2.818621220716377,-1969608.4772376583,2.3672213782794467,2.9312961456988926,1.5476774445900234,1.1349969563575233,2.086720577619163,1.3441970406211263,1250237.3343143086,1442829.8712422745,1074931.8752382263,-0.09582964936652155,-0.213727842653928,0.638689311429889,0.4249614687759609,-1.5568387520165792,1.5440444198224896,1.7533208893771193,-0.6350337129047943,-1.0038747176583942,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-26,3.3404894678859627,2.598653716673784,2.253856791718043,1.7160058495820287,1.7160058495820287,-1413376.3490009047,2.3132775192670936,2.862216418760414,1.5493410852162501,1.1659641810222228,2.062813712376872,1.344146765274414,1293668.29544794,959049.3070499564,1071545.0314216162,-0.6661179336155565,-0.21293093784931083,0.6137665620551254,0.4008356242058144,-1.0647996585741861,1.5387703151303662,0.6117424748953254,0.16735062025299566,-1.3103735087119128,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-27,1.2100493546561637,0.8597773490767935,-0.6107615856146111,1.5223133174510508,1.5223133174510508,11557724.379359424,2.248763704005873,2.835391518422325,1.5501990425830583,1.1913165213436439,2.058593558634557,1.3440604384451877,1927666.143971044,1244116.4110448458,1132314.4947859428,0.2295699495394481,-0.2317994290619183,0.6037966921243931,0.3719972630624749,0.3856289558401842,1.5685410221938303,0.8557001014807724,0.2595201493925356,-1.1314379755852932,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-28,1.150712557280908,2.1837410696077093,2.979209940622898,2.208567564923321,2.208567564923321,-8014035.559036421,2.232736497438072,2.658736061379698,1.5552183877001302,0.9810772193142665,2.06118347627569,1.3441670715685101,802942.3498307823,1234071.5139580392,1113663.4426245498,0.6519627791946417,-0.1746228829113955,0.5362348669511493,0.3616119840397538,-0.2288235633147756,1.5505402940236834,0.7484324072296675,-0.7081355158830288,-2.524029677881853,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
2020-05-29,2.5255230398840887,2.779876103088572,3.078747165173006,3.4183868481371142,3.4183868481371142,16393435.86315228,2.336778960161978,2.6444317219306637,1.5650999343425485,0.9670124272009378,2.0780566390220883,1.3487578183452584,1495292.3409330535,1587721.2830112206,1158482.450895159,0.3027205721819811,-0.12368272394067036,0.5245065145316573,0.40082379059098705,-1.2077430290849,1.5501799019625893,0.7936774198743356,0.6397851850882449,-0.6535182553143832,3.474408374023154,12.067507240212938,0.7178298033484035,4.795662825089388,0.06836231930764444,-46.83708376392315,50.1936249144336
