Date,Open,High,Low,Close,Adj Close,Volume,GPS.csv_MA_5,GPS.csv_MA_20,GPS.csv_MA_250,GPS.csv_realVolatility20,GPS.csv_realVolatility60,GPS.csv_realVolatility250,GPS.csv_avgVolume_20,GPS.csv_avgVolume_60,GPS.csv_avgVolume_250,GPS.csv_log1DayRet,GPS.csv_logMA5_20,GPS.csv_logMA20_250,GPS.csv_logMA5_250,GPS.csv_log1DayRange,GPS.csv_HL_20_realVol_20,GPS.csv_HL_5_realVol_20,GPS.csv_logD2,GPS.csv_logD5,GPS.csv_Mean,GPS.csv_Variance,GPS.csv_Skewness,GPS.csv_Kurtosis,GPS.csv_Shape,GPS.csv_Location,GPS.csv_Scale
2020-05-15,0.0364808357105888,0.276645095552209,0.2128854135361049,0.4780294063033343,0.4210081771949552,966528.2068144324,-0.012133856945419918,0.039999558368278926,0.47534623522710395,0.4376566861581695,0.7341648696948665,0.7055650519472185,767093.1070577252,1243599.0463993885,585440.0897009985,2.4458651830827036,-1.1928687733742167,-2.4751750415118314,-3.6680438148860484,-2.7526342317129884,0.6845815809694367,0.9912796737507714,-0.26230212260271646,-1.4739654115741128,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-18,1.0149279005492424,0.740274650406711,0.8893583084345345,0.5018178585776427,0.4418636864937948,7131495.719901495,0.07905133467357357,0.07129848187073215,0.47409461470091846,0.4431347193758567,0.7339313201831189,0.7053448871649646,1270874.1445855708,1363136.3028555915,613375.3214591015,-0.8315714220968283,0.1032224123711479,-1.8945318757915282,-1.79130946342038,-1.9032476673242253,0.683791429794565,0.6551631699032401,-0.9968382237479989,-0.7854248552503641,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-19,0.1694305866548289,0.0536329409920783,-0.0259826882346336,0.1473635094855545,0.1300476011377602,-3123296.684814945,0.1434936643918389,0.09068342036049247,0.47410561347279095,0.4364164645717661,0.7352593578035813,0.7053394791021044,1217684.9285994295,1246777.8037714064,596689.9123933957,-0.2645427786518322,0.45891633970016543,-1.6540555661643057,-1.1951392264641405,-2.5305448583361176,0.6885595043632816,0.717383476858913,-1.2345674984552293,-1.1325466555987782,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-20,0.3361416067931335,0.078628092746821,0.1756404097468324,-0.0546739267090909,-0.0477149053908476,-134437.9116117293,0.20360476230477378,0.11294855083168605,0.4736258946612426,0.41594912863204825,0.7356266769469809,0.7056546258862557,1023535.895940992,1180377.4331762285,593971.0368101092,-1.952288688897309,0.5892482622414914,-1.433485345646109,-0.8442370834046174,-2.3329173291583927,0.677941441582384,0.7295482915854593,-0.7142102744658302,-1.2021228846008045,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-21,-0.1264039633117262,0.756616768812111,0.2482788281749455,0.9414475426073547,0.828329644805299,6451233.954683367,0.3547068408481923,0.16699745606810726,0.47489505927995174,0.43570530400250324,0.7488409060106053,0.7060074309909408,1283995.431455067,1288065.4954064384,622374.547743802,1.8799283603658767,0.7533130687111582,-1.0451152726191886,-0.2918022039080303,-0.6766088151012861,0.7190473938995513,0.8233795928551418,-0.3591321838134253,-0.2803617412857399,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-22,0.9434882846632364,0.6923084715725532,0.8980137918256439,0.5768635564311166,0.5076074836463214,-1359099.8923911098,0.37202670213846556,0.20958474815485348,0.47511891974254106,0.42460042815569016,0.7546469940510099,0.7060089011227452,1006069.8780132995,1188009.2906721076,603713.5310630118,-0.619875468912788,0.5738374482766877,-0.8184369466906731,-0.2445994984139854,-1.5813106185201626,0.7040110096723975,0.7311067346969429,-0.5882064527337988,-2.4464634720905494,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-26,1.227893886740718,1.0583683037495335,1.2936259803707637,1.2034923527312325,1.05867873531811,1580780.3328893092,0.4953897119033286,0.2337832971300911,0.47904771897105636,0.4589094246761312,0.7727435445072962,0.7065143321940812,1184644.3204975226,1167241.904230337,604605.8670065366,-0.14827876003086235,0.7509501439480938,-0.7174056088785165,0.03354453506957741,-1.447073869290369,0.6833507260917872,0.744116958317778,-1.4681593358918739,-0.4831860588070513,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-27,1.480512867435741,2.2120796181402245,1.4784652016408693,2.444250657836686,2.1498903463593235,8882688.168928418,0.8993582609476413,0.2932548370508725,0.4870237639857005,0.6101781409630537,0.8316130261058547,0.7140664579847094,1388685.927741974,1261547.8549324558,621338.8793857462,0.37302827934676663,1.1206394835667717,-0.5072709365476057,0.6133685470191659,-0.3097717065162961,0.7669413231541761,0.7956464517336391,0.49608726337604564,0.7030196594825143,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-28,2.1555339238824285,1.5848370533941756,1.2350135121835608,0.5330822516719751,0.4689187339712601,-1929764.4118543733,1.0026849888200629,0.27037001446136405,0.49399922332908625,0.5935295000754681,0.8359647898183392,0.7052484293382568,1324954.7621498958,1230350.5205044292,517453.3606552316,-1.5253642540347423,1.3106452249034184,-0.6027425002228489,0.7079027246805695,-1.050326419603754,0.7814320071197932,0.529263498903341,-0.5280396022169533,-0.6604212835954439,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
2020-05-29,0.1552525450448652,-0.1068901899207102,0.2896965201491319,0.0707320647973839,0.0622103099030839,12960568.676878948,0.8494611218396197,0.2832247588220961,0.4954095849365344,0.5856544616302649,0.8326377129531728,0.7040250169531515,1360865.7351585918,1473817.2268899058,594664.0897173928,-0.9145323738045428,1.0983613909138763,-0.5591440815241278,0.5392173093897484,-0.9248605731153859,0.802880167271104,0.5006880436811525,0.7360534190329636,-0.2664173316859233,0.8359941074341277,0.7539444524161932,0.39534971955651,2.5784361882023665,0.04764094815713406,-17.321273814908068,18.13664502760237
