Date,Open,High,Low,Close,Adj Close,Volume,MT.csv_MA_5,MT.csv_MA_20,MT.csv_MA_250,MT.csv_realVolatility20,MT.csv_realVolatility60,MT.csv_realVolatility250,MT.csv_avgVolume_20,MT.csv_avgVolume_60,MT.csv_avgVolume_250,MT.csv_log1DayRet,MT.csv_logMA5_20,MT.csv_logMA20_250,MT.csv_logMA5_250,MT.csv_log1DayRange,MT.csv_HL_20_realVol_20,MT.csv_HL_5_realVol_20,MT.csv_logD2,MT.csv_logD5,MT.csv_Mean,MT.csv_Variance,MT.csv_Skewness,MT.csv_Kurtosis,MT.csv_Shape,MT.csv_Location,MT.csv_Scale
2020-05-15,0.2662926030550796,0.0418060787034324,0.3968484337218667,0.0225943252350138,0.0216683322549986,-8187572.539946541,-0.6135471793878355,0.30804370241347045,0.5945481643989288,0.7413389550138374,0.8764768950386097,0.7585669505348037,2009920.2741405736,886421.672948061,345053.819432371,-2.508743864117088,0.6890154993509879,-0.6575600656391808,0.03145543371180709,-1.0355181867125,1.4070889408793406,0.8716910760215446,-0.060541596061608104,0.051948112974051136,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-18,0.8264275867055586,0.6706292033392849,0.9470601696532546,0.8736714072670546,0.8378588039533668,-250086.11266152933,-0.18647131992051125,0.34690351989232004,0.5958135416716162,0.748028648826849,0.8818657122644318,0.7587084688796383,2051199.4019311457,888296.9183901412,341571.99542758823,0.013737295551959912,-0.6207692539588991,-0.5408810679432022,-1.1616503219021015,-1.2857941589429902,1.4039452914852053,0.7678211487082252,-0.16638758780557167,0.7586442877336229,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-19,0.6181135593369236,0.4898626608959802,0.5213671176099579,0.3301816889123907,0.3166480407967675,-6585525.819585996,0.049545940896172556,0.36922285459134635,0.5970967344108259,0.7396711541261953,0.8812456921906392,0.7579605958580985,1728942.5846505489,754338.1119209977,317895.18115047883,-0.6688813178894742,-2.0085000656532133,-0.4806787307325368,-2.4891787963857506,-3.4576262601749033,1.4271771094450612,1.1436878366265495,-1.2208487096122598,0.16558757485678818,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-20,0.4800954721001949,0.4662284780200734,0.5999096486643243,0.518728314447638,0.4974653891469991,-1887940.4966669884,0.33295627541839573,0.37169057121802807,0.600741067743913,0.7400304373336765,0.8833667049765028,0.755266978264415,1665683.543917718,662291.3614224297,306677.7138954793,0.03554100029215127,-0.11005053402708088,-0.4801022956617982,-0.5901528296888789,-2.012297637669825,1.4288136774388571,1.0574916671541945,-1.0776532279272482,0.3485784262477014,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-21,0.3841771294059954,0.3096917168920914,0.2293667248767752,0.2350329181540384,0.2253993464114732,-1301515.57638668,0.3798079825127211,0.3521499136836359,0.6012544374983823,0.7383918985024273,0.8834879681055183,0.7549667981033582,1527601.8911537416,613534.7247839714,307299.63445549604,-0.5332300188095644,0.07560883975277775,-0.5349612257685281,-0.4593523860157503,-2.5216744733849357,1.4243207556002917,0.9769470725990185,-2.3941665947282615,-1.4513299210818553,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-22,0.2021885067010451,0.0760826237011995,0.1569960218612625,0.1595597882845947,0.1530184422378901,-2562273.56842654,0.4060780045092994,0.3378927209585529,0.6018469856538115,0.7393958836246174,0.8836733689391997,0.7545548665891948,1451665.8568328074,524998.8671057365,299467.88984708785,-0.27864201209880024,0.18381681899124935,-0.5772747848564057,-0.3934579658651563,-2.5143758547851194,1.4238308009275682,0.7952288219035166,-1.0658152006515165,-2.0298889255240145,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-26,0.706985377276272,0.7905298010738626,0.8400959567601634,0.7519762000621064,0.7211536955236664,1387096.9125546762,0.3827369828233593,0.3335844803482996,0.6055315012751339,0.7367630615453629,0.8883581063325876,0.7528708907878086,1442657.6039967425,545975.2796561094,287171.70062086545,0.0198423015980728,0.13745187668888817,-0.5962104392024768,-0.4587585625135889,-3.0044470231888405,1.3883156533012195,0.5490570724961018,-0.7016747388275845,-2.1481049666142593,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-27,0.8074908439553132,0.7969113800661196,0.6710004706534081,0.9018228553026786,0.8648555995455132,1133750.9724844322,0.4923784945731084,0.34099932325339644,0.6105038914098574,0.741550881521525,0.8930857801536732,0.7504485609638425,1468308.227821778,595153.0050782731,291607.1901163155,0.06863083977725642,0.3673672259597629,-0.582404174978763,-0.21503694901900028,-2.072180690274323,1.3911326938493296,0.4024604188535645,-0.3399061053752553,-0.6011013069036105,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-28,0.8310507912849721,0.7146706498116853,0.8114880725107874,0.6227410585062731,0.5972141494227001,967747.6551495362,0.5123282466282486,0.27287017879375,0.6139827879599141,0.6407382614984303,0.8963103310449683,0.7483516693831583,1317616.3762948604,545280.2636181789,294510.4155874579,-0.33041515534495175,0.6299693797861603,-0.8109707485876033,-0.181001368801443,-2.3349283143342716,1.3419739357144416,0.34090770437065465,-2.0879613637030157,-2.305100651603171,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
2020-05-29,0.2815169909611716,0.270198274075617,0.3171524155771097,0.3542126552478484,0.3396941642202336,-150398.04631655943,0.5351872101900007,0.2659209108115346,0.6143686598289315,0.6391403349406395,0.8897926246593612,0.7481845809378787,1368804.1945906163,578105.0560420768,283322.0474947566,0.18785289139021963,0.6994176744802663,-0.8373962343445773,-0.1379785598643111,-3.0585838663238034,1.3105208113037266,0.4272049628448722,-0.6440495677999998,-2.1689740477152264,1.3126395327564027,0.9261917069248345,0.016249813860640734,0.4870487067042433,0.014232909857926884,-66.26812182410393,67.57351057535092
