Date,Open,High,Low,Close,Adj Close,Volume,KR.csv_MA_5,KR.csv_MA_20,KR.csv_MA_250,KR.csv_realVolatility20,KR.csv_realVolatility60,KR.csv_realVolatility250,KR.csv_avgVolume_20,KR.csv_avgVolume_60,KR.csv_avgVolume_250,KR.csv_log1DayRet,KR.csv_logMA5_20,KR.csv_logMA20_250,KR.csv_logMA5_250,KR.csv_log1DayRange,KR.csv_HL_20_realVol_20,KR.csv_HL_5_realVol_20,KR.csv_logD2,KR.csv_logD5,KR.csv_Mean,KR.csv_Variance,KR.csv_Skewness,KR.csv_Kurtosis,KR.csv_Shape,KR.csv_Location,KR.csv_Scale
2020-05-15,1.2414608046160929,1.027780648761805,1.6730555594356955,1.5192793375398497,1.476340050989677,5385042.451582426,2.0293005205884014,2.031286603588751,1.5471185548069692,0.47696754936518115,0.9210060938545417,0.6921130267965347,-146934.64514615928,1294824.7374271064,616006.9504985103,0.17327733201482723,-0.000978224625154258,0.27227518320863914,0.271296958583485,-0.4380788348924427,1.9068265560451407,1.4548344146553105,0.15891766932626877,0.06733484083734025,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-18,1.482762271833728,1.2260763987981491,1.0739399943257375,1.5089576709318848,1.4483709774810691,811795.7941616364,1.801363842694291,2.0081305640495124,1.5486267557607671,0.4940263471052357,0.9206434316099474,0.6914825725254747,64606.751561309466,1262942.733955133,593334.937975683,-0.02346728703575226,-0.10866015326726751,0.2598356474449012,0.15117549417763368,-1.882977762711757,1.898208437052831,1.463185884313584,-1.7903868001339565,0.13075049529808858,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-19,1.697111879152697,1.54225582249488,1.7475948905518308,1.2071013103387749,1.1589070031127022,-4116012.92092938,1.6027349778791617,1.9602225668658106,1.550220379103651,0.5281840089117649,0.925928213207321,0.6901166699344375,-275134.4458544204,1191947.9209620198,595810.8884104507,-0.38145058945168636,-0.20134649019383433,0.23466092042757264,0.03331443023373822,-1.583092675657943,1.9009554995519304,0.9214144980419415,-1.147488355714618,-0.006879284032103876,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-20,1.4086098977849488,1.54831825537023,1.6175366174525363,2.063208615765181,1.9481137199307348,-1044574.92546417,1.4626414254111992,1.9515757553708604,1.5560715134735792,0.526826368491178,0.9242666636646865,0.6872468863933435,-124482.61101575158,1170273.4291182733,597502.7741888765,0.32425825131730684,-0.288393129347937,0.226472741416416,-0.061920387931521055,-2.6704891035468625,1.883619125157377,1.0950267150028654,-0.6936618280689277,-0.3560069351922473,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-21,1.9199899379613288,1.7893805329926025,1.9527898168828308,1.7105075563712795,1.6166036850203476,-1398746.221813405,1.529667087306906,1.9052696206559347,1.558852801489132,0.5126420980767703,0.9147495105862197,0.6860735572201785,-230908.77942928433,1135254.4533923292,600354.1882291754,-0.1719924875777789,-0.21957340998379393,0.2006733646430813,-0.018900045340712653,-1.8114972812165946,1.8664701278359697,0.8048728062907619,-0.7815485808405261,-1.0932418071192076,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-22,1.7807841326488614,1.860974951445563,2.0903120115073897,2.035378066381906,1.9152372677108644,-1768362.2888182197,1.6174465306511436,1.8854295215426284,1.5631978799998674,0.5036708263854275,0.9055527889256345,0.6848712016962285,-208959.27482939395,1081675.5020982414,591547.4604247537,0.07278772328377263,-0.15330696776842964,0.1874220117175545,0.03411504394912476,-1.472562479579344,1.8524340631720282,0.47001297150808297,-3.414998615471399,-0.8234900237954392,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-26,1.6588798648920324,1.637500953174175,1.2030023525467008,0.9323397425175202,0.8886262415150306,2643380.8697969057,1.5054975834579358,1.8059448224418517,1.5652842520023558,0.5299326060642559,0.9084919625906606,0.6820010746198099,-64705.71238352158,1022980.3595396759,589976.5912496677,-0.6242211520305991,-0.18196043837443923,0.14301646399858736,-0.03894397437585173,-0.8335625549321085,1.868008226618807,0.6646563136661612,-0.3174852154614643,-0.5802744278064684,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-27,1.154173519665683,2.6513897127841446,1.5505337537275388,3.324035975147357,3.1075033651043533,6211292.63436718,1.895216855856266,1.8904261542911591,1.5759415840602076,0.5954413956737483,0.9158499621552917,0.6852055256513514,78732.67999876398,1094468.067166462,617710.0934147122,0.9904351068555667,0.0025309856791340276,0.18194935731895095,0.1844803429980849,0.09608802180369864,1.913376424847552,1.0403002834207493,0.17585577979805772,0.6671092990216538,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-28,3.343849639195252,2.7369229666265937,2.359169218626242,1.2671870550481117,1.1959941251212314,1649859.906291427,1.7447929368943655,1.9008122587761924,1.578020607946419,0.580501372389262,0.9208378891459827,0.6832504397964797,63695.54968011197,1111675.3203827364,620715.584753101,-1.0281449864456595,-0.08564541162926011,0.18611001756385173,0.10046460593459162,-0.9735127559715564,1.9296752012894136,0.7265759039741888,-1.1797099308693033,-0.28485993202619037,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
2020-05-29,1.3454878078940808,1.2955459484639815,1.6509184254329805,2.257401268115956,2.1140763769552287,4937732.135823572,1.8442874752813416,1.9307065740223526,1.5829534064247037,0.5750207767164687,0.9059886088702912,0.682648465164712,325285.34318695986,1191086.6884239488,641088.7781531713,0.4518613861637478,-0.04579302580644377,0.19859368970018043,0.1528006638937367,-1.034588808666147,1.9389024459639415,0.5770749896466064,-0.0065947092235923216,-0.6982146144731863,2.2342500507883325,1.0045594206013035,1.1511084468264603,6.473880387730302,0.12852380585034043,-5.361151755479957,7.5323512375179735
