Date,Open,High,Low,Close,Adj Close,Volume,CAT.csv_MA_5,CAT.csv_MA_20,CAT.csv_MA_250,CAT.csv_realVolatility20,CAT.csv_realVolatility60,CAT.csv_realVolatility250,CAT.csv_avgVolume_20,CAT.csv_avgVolume_60,CAT.csv_avgVolume_250,CAT.csv_log1DayRet,CAT.csv_logMA5_20,CAT.csv_logMA20_250,CAT.csv_logMA5_250,CAT.csv_log1DayRange,CAT.csv_HL_20_realVol_20,CAT.csv_HL_5_realVol_20,CAT.csv_logD2,CAT.csv_logD5,CAT.csv_Mean,CAT.csv_Variance,CAT.csv_Skewness,CAT.csv_Kurtosis,CAT.csv_Shape,CAT.csv_Location,CAT.csv_Scale
2020-05-15,4.938523254298843,5.372441323073417,6.313384181640316,6.237182400838321,5.84540975294847,1708426.1076843422,3.321521788962864,4.381035702873425,6.297004726223177,2.674328590021569,5.012359881482185,3.707491784166937,132576.61586623485,556292.1303129733,249363.42121871602,0.16859034549050916,-0.2768621102004882,-0.36278892177897737,-0.6396510319794655,-0.06087286539899321,0.854316086742976,0.4650320804159532,1.2669735981003136,0.8415958924719796,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-18,11.298837880991428,12.44676279732684,12.62342969748616,12.51687932139376,11.652134819580638,110940.80371948425,5.062100264463476,4.712849747060938,6.319949963515473,3.1300959436986204,5.101600206751465,3.7228421349185408,175672.29304366553,554714.5207958675,249295.66379517782,0.0307895315005743,0.07148870230601402,-0.29341852405900165,-0.22192982175298767,-1.733489239448432,0.9033062719245285,1.0239475015088713,1.9431258962546831,2.163655427593154,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-19,10.56291525003293,8.377953692456344,8.618335114638128,5.893877162443729,5.5212707272837775,-1784153.0859684106,5.997146050562311,4.936033776690704,6.32637876786457,3.0126829373954513,5.103983574674083,3.7200575052933735,26598.491757769323,487723.5215035292,244012.16588408605,-0.6487412675089632,0.1947215683198859,-0.24816586836474008,-0.05344430004485413,-1.4255283580851803,0.89647595846182,1.1521709841007017,-1.1265827636655714,1.542278130631366,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-20,6.781744577728844,9.620916262336792,8.69816162747125,10.061731410573003,9.37445889582861,-333603.7080342332,7.412974335553443,5.202725964364007,6.350513286172458,3.161647302913406,5.148645188252379,3.720182554271948,81772.93054535435,464718.97596635204,241296.73652318874,0.32375447120991135,0.35404904143599797,-0.19935292995975426,0.15469611147624382,-0.08039191420136996,0.8977419536321315,1.1419544825471344,0.8231555914067864,1.9571526326904818,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-21,8.562553185813599,6.413072774613994,8.506272654947352,6.560167457140494,6.131944950293487,-1623433.3412346873,7.705043829186996,5.191840789492703,6.356240433763108,3.157863257370138,5.1559516182460134,3.7187334830146748,41943.4825584105,439203.82398473757,238320.3539236233,-0.3338864315289085,0.39478684281424337,-0.20234876145082106,0.1924380813634223,0.7386939383466796,0.932005888354123,1.0344812803047423,-0.49319164856853037,0.378674399300398,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-22,6.774640159101452,5.316306551240956,5.389534188529368,5.263266870023756,4.929359505964058,-447922.0813344533,7.521833779790114,5.110980987412573,6.361864289689686,3.14201397773474,5.124190002512322,3.7154938661435337,69473.61552143494,369599.86687918275,233345.2238692815,-0.31797719034724053,0.38641860208546913,-0.2189301018640202,0.16748850022144893,-2.6141823706873093,1.0546984775029837,1.3407797086917517,1.4918022286404222,-0.08768406102599975,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-26,8.715996683633719,10.433651570058387,10.753437392126273,10.925711026853222,10.165825349083391,1034998.4451070116,7.224571885690665,5.270477419048432,6.386042427312731,3.3177159510077527,5.184439314844534,3.720518693544448,36850.57702569886,337325.16399525065,234102.99412275583,0.153871602381371,0.31536702736731315,-0.19199378777157453,0.12337323959573851,-1.1401038133115027,0.994540891429661,1.2873649226703965,1.394728790800459,0.39629618201357514,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-27,11.451187026238545,12.293029960287155,12.145407828486697,13.591736505991094,12.630071829018434,663991.5735424557,8.646332106037596,5.575838309229321,6.417597584463788,3.6982771291076686,5.291695174884953,3.7399161954000486,22830.902652221142,350395.9167702307,244298.4171647529,0.09798722848039466,0.4386925216215323,-0.14060116423079644,0.2980913573907359,-1.913099433608758,1.0335787875759026,1.3534847173476348,2.0413128340684805,1.9613336081813,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-28,14.310603893009189,12.16237155338534,10.568527565948074,8.831088642793162,8.22315126307629,-316963.876721615,8.416070579487132,5.464006668847883,6.438754953991588,3.5745668424277754,5.311743270838811,3.735086890486096,43276.93609134913,330047.9879975365,238632.56563562766,-0.5540472925071465,0.43196069953178196,-0.16415284852574338,0.26780785100603854,0.4661487006954461,1.0351640376398945,1.4640560947087484,0.6640654188101478,0.14089836835701405,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
2020-05-29,6.038838936450745,6.1259697636265145,6.751399850043853,8.144530751608912,7.585744298883839,436874.46356305154,8.706830449205203,5.603311895358481,6.45035649851797,3.6015004357007063,5.320813371078945,3.7341231134089368,84441.78962586026,344510.8743848421,240767.50827410817,0.22805897131920935,0.44074999391500824,-0.14077756755570683,0.29997242635930144,-0.4693157276365683,1.016097733628117,1.2041858265713556,1.6182643505969307,0.3741803699945263,11.123059114062475,33.67500993211801,0.34290280556276703,1.3796696753684872,0.06649362527346894,-75.85119381244087,86.78324477115038
