Date,Open,High,Low,Close,Adj Close,Volume,PATH.csv_MA_5,PATH.csv_MA_20,PATH.csv_MA_250,PATH.csv_realVolatility20,PATH.csv_realVolatility60,PATH.csv_realVolatility250,PATH.csv_avgVolume_20,PATH.csv_avgVolume_60,PATH.csv_avgVolume_250,PATH.csv_log1DayRet,PATH.csv_logMA5_20,PATH.csv_logMA20_250,PATH.csv_logMA5_250,PATH.csv_log1DayRange,PATH.csv_HL_20_realVol_20,PATH.csv_HL_5_realVol_20,PATH.csv_logD2,PATH.csv_logD5,PATH.csv_Mean,PATH.csv_Variance,PATH.csv_Skewness,PATH.csv_Kurtosis,PATH.csv_Shape,PATH.csv_Location,PATH.csv_Scale
2022-09-08,-0.3655704177026972,-0.7349236336359208,-0.4688781128374124,-0.4845675629248305,-0.4845675629248305,-5576385.7069035545,-0.37076042272660664,0.1784702795842114,0.8349862610223447,0.798386178765355,1.0626435829600034,1.709172298624548,1697515.79332335,589710.4180667078,419944.61596115696,0.2817979484436874,0.7311340067412813,-1.542993184421946,-0.8118591776806647,-1.3240878540201864,0.935733459740185,0.8717146685969633,-1.085329398124332,-0.23123952355334482,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-09,0.2999977087336152,0.5272542596140681,0.7712480813351501,0.4372612551855965,0.4372612551855965,-3742479.628574215,-0.3044271759851497,0.19703619560239166,0.8316775669828493,0.7999475581301354,1.061817946403461,1.7091382536455684,1470851.2412138877,565255.269347055,418681.7290055701,0.3767560173425648,0.43504445333727293,-1.4400573801409702,-1.0050129268036974,-1.4106123748247503,0.8514384849259693,0.5324112017609292,0.7012419966759538,-1.1036261358976773,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-12,0.5859215957378812,0.858887647268606,0.8089762536110481,1.098232721871412,1.098232721871412,-3629541.671018772,-0.13496894580851895,0.17454647529624898,0.8289617290479853,0.7655499828494227,1.0555099800716048,1.7081689493524612,1378255.9990961947,492768.584558192,412790.9583022821,0.6282715653572313,-0.2571463193285612,-1.5579829486104007,-1.815129267938962,-2.997505972477168,0.8588726020212357,1.0493250265936254,0.45919561046103574,-0.16571089973270084,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-13,0.0709657716841221,-0.2645492977237538,-0.0573127110036111,-0.4969135829510005,-0.4969135829510005,-1391168.2918185107,-0.20499624981573655,0.07587575023380327,0.8291846776415948,0.7143758316127929,1.0558645333973704,1.7079915265644265,1378994.339274364,476611.8844942462,376623.78754600644,1.9462184617729885,0.993894548298352,-2.391345764816578,-1.3974512165182258,-1.573894207349998,0.8537607955673134,1.038306442861251,-0.06809166540595712,-1.0494321433052636,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-14,0.1239101545353857,-0.2633142604974345,-0.1003721076043184,0.0284778922957773,0.0284778922957773,388129.4983419422,0.11649814469539108,0.008506677114987413,0.8250861498650052,0.6455451018499953,1.0602219452515496,1.7086812572095054,1445185.2087555192,409704.1145943839,384112.2584838783,-1.4704286654492624,2.6170239494588987,-4.574636406903064,-1.9576124574441653,-1.8143600313900958,0.8503490984986154,0.6820123796340926,0.06742949098151763,0.4746627415534633,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-15,0.1832908684478553,0.9839345521048628,0.430913820559855,0.9907001816352388,0.9907001816352388,2502893.303973668,0.41155169360740496,0.05438571716875177,0.8224510918453208,0.6819581961442513,1.0545441012747,1.7079126156825502,1554895.2649259886,478962.4233403867,324298.407944115,1.6873376112385214,2.023833067258449,-2.7161874507254327,-0.6923543834669835,-0.5923597889310271,0.8551524119330486,0.8689992195392078,0.397173335907282,0.3888394950543465,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-16,0.5362723175630713,-0.1269150748446978,-0.05028024521377,-0.4991072116948398,-0.4991072116948398,6700266.2577566765,0.22427800023131766,-0.0034475443097616715,0.8234283086211336,0.6771424680917937,1.0631817760090292,1.7070827677949778,1941460.9527027577,600014.7226270086,373191.7832201136,-0.07182116143969278,4.17522417149698,-5.475814305576178,-1.3005901340791983,-2.5687036106572734,0.8697318506128153,0.932047142350006,-0.6394450920655702,-0.06574621877173761,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-19,-0.247010694598039,-0.3310784611896302,0.1016210745732681,0.0258830695576559,0.0258830695576559,-6079138.403102868,0.00980806976856643,0.029052887642800767,0.8154622930755652,0.6611954895330104,1.0366899195146178,1.7061352075399527,1511023.1431855632,483182.4597555221,337306.91128245473,-2.255842563730729,-1.0859123882607267,-3.3346373023299964,-4.420549690590723,-0.8377117046363238,0.8612539905904132,0.7915639670459703,-0.03581671676768269,0.0698521776704563,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-20,-0.0194178148968173,-0.0125642521855464,0.2015879910916354,-0.0995622904117752,-0.0995622904117752,-2205312.337347164,0.0892783282764115,0.06173284863527835,0.8098175025277966,0.6361782659354979,1.0053704894111015,1.706821367113744,1312531.1535365873,35980.33215968407,346787.9369313436,1.634592544230038,0.3689425919223618,-2.5739927347273697,-2.205050142805008,-1.5410680997144417,0.8609300161902362,0.790699283101513,-0.9174290763347691,-0.9229345217027234,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
2022-09-21,0.1816357812547995,0.4054429674968052,0.2145017825384627,-0.0242818513981699,-0.0242818513981699,-1165857.9134807694,0.07872637953762206,0.07265449456810293,0.8003716217143336,0.632541135089397,1.0025378994091354,1.7048679529172595,1328781.9306329784,200408.74520316662,356963.29817504046,-2.0122742648318845,0.0802630361878734,-2.399360892804758,-2.3190978566168847,-1.6557898305116234,0.859684921080991,0.7765296447204064,-2.99243928228953,-2.9420068091064002,0.9164291971795612,1.7068781766674097,0.08725815267927045,3.7745976296662826,0.01656423157057167,-77.72445587416782,78.63270544249161
