Date,Open,High,Low,Close,Adj Close,Volume,NUE.csv_MA_5,NUE.csv_MA_20,NUE.csv_MA_250,NUE.csv_realVolatility20,NUE.csv_realVolatility60,NUE.csv_realVolatility250,NUE.csv_avgVolume_20,NUE.csv_avgVolume_60,NUE.csv_avgVolume_250,NUE.csv_log1DayRet,NUE.csv_logMA5_20,NUE.csv_logMA20_250,NUE.csv_logMA5_250,NUE.csv_log1DayRange,NUE.csv_HL_20_realVol_20,NUE.csv_HL_5_realVol_20,NUE.csv_logD2,NUE.csv_logD5,NUE.csv_Mean,NUE.csv_Variance,NUE.csv_Skewness,NUE.csv_Kurtosis,NUE.csv_Shape,NUE.csv_Location,NUE.csv_Scale
2020-05-15,1.2859283395651635,1.46415575182656,1.7015431825662546,1.890303872500187,1.7813311867322774,1094876.320811158,0.9573315828789838,2.2183523445259086,2.22045135033508,1.2315937523520206,2.028971397514357,1.487559012572871,91512.9784632848,284965.1122719077,154771.14660533468,0.3258800417604651,-0.8403701991292932,-0.0009457530046016128,-0.8413159521338947,-1.438061743702357,0.6517758602478222,0.49174319848433307,0.655506582854909,0.6280827155251588,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-18,4.192247109423306,4.664562745171462,4.713922555544237,4.543337229060359,4.252747397207056,-792853.5464299971,1.4990322026962581,2.371038597120347,2.2273947372839387,1.2866338782035363,2.0595768725878947,1.4929895274357348,76385.0156488704,258226.5800114055,152305.047853144,0.014328327341517956,-0.4585083841111117,0.06249546252987537,-0.39601292158123647,-3.008618741110898,0.7665008720767283,0.9312041815449444,1.1739837947358696,0.996396120322794,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-19,3.540347611910857,3.0452371298874112,3.3848063529061143,2.7276416122482274,2.560020115913453,-1265558.48308244,1.8934410555645307,2.4486666465141558,2.2315687044071395,1.2462353997279605,2.06840890605485,1.4924527232185163,28758.814927015443,223589.5275403482,146543.8487670879,-0.3242098015405778,-0.25714781250826557,0.09283885744466949,-0.16430895506359625,-1.0800774558052402,0.767677426028442,0.7448888954073541,-0.25014363355281494,0.6790707023490962,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-20,2.9783105938882564,3.206182601877714,3.283290926936054,2.9110889457521267,2.730217029309788,-72271.84580341214,2.4684418258063596,2.504692317727327,2.240349170979419,1.231635303069456,2.069542033378746,1.4888848403371038,58965.11061213988,205011.94185994202,143684.67583000753,-0.0869751210050082,-0.01457878791612785,0.11153416611791754,0.09695537820178986,-2.5625440268316155,0.8131269020564528,0.8104055539135501,0.42037366647673396,1.056054013799423,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-21,2.5455891652901776,2.2647987286238767,2.280817613570761,2.011357787309372,1.8910723227538495,-311360.1172300087,2.6430776103832847,2.461157325977113,2.243460787799287,1.2374447019972454,2.0615320647080604,1.4873317467920362,25589.504297788448,196190.8098368458,143876.98497048666,-0.2972180876259578,0.07131230266671444,0.0926120288840121,0.16392433155072678,-4.13398694357933,0.9962480241915119,1.2309647839437183,-0.40204925902960176,-0.13561479238440027,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-22,2.001944894287352,1.500882459888473,1.514821490507252,1.7453486690190907,1.642597068977608,-588546.4195029747,2.615330786832351,2.42852977832131,2.2447467934878573,1.2505853174364012,2.0384689286927564,1.4866698747847307,-8766.290027814166,168045.25552105645,133753.09730050914,-0.1978405872407249,0.07410454068669711,0.07869331678264417,0.15279785746934102,-4.273062415610142,1.1666621881871964,1.302255673247197,0.08399178624861327,-1.975195999540411,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-26,3.3120703424950726,3.825312518486612,3.647975335275639,4.0694538235491216,3.807751379000127,386767.3560042861,2.526331583190965,2.3920636761465754,2.254672925205942,1.1952759971919449,2.0531213802579047,1.48879523113777,-43901.2192224762,145784.45939061823,135260.95219861256,0.13946535069604887,0.0546118272049836,0.059151538016546906,0.11376336522153052,-1.7297023687079427,1.0253400643933535,1.4230034018449704,0.6505940302487496,-0.8096899447055268,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-27,4.208349973520111,4.189302176154765,4.491580514282401,4.717665016423798,4.411239088758062,424597.7294321156,2.896575377759887,2.451495570525424,2.271392986520817,1.2661928689208846,2.0918796876318666,1.4894513151166189,-90505.12473877094,144907.9393826817,135668.03059833904,0.047084981911583855,0.16683085968994424,0.07630498152837761,0.24313584121832182,-1.196407036636065,1.033657101645746,1.389306591007774,1.0183569544229767,0.6158443263484724,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-28,4.472773333945529,4.137355892605608,3.613545599268601,3.1532889042115606,2.952938936439441,-38394.35855772882,2.941119759185818,2.361586084146878,2.2837575597943247,1.1530988457782347,2.097492768146137,1.482180587967081,-134602.81444892392,146944.57740262122,131526.16960175664,-0.41520772482182455,0.21945691645553708,0.03351132389430549,0.25296824034984244,-0.6466256958282086,1.0365438985481035,1.6946421588473446,-0.1568731995355897,-1.5018313389702063,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
2020-05-29,2.327413102848613,2.042902098113913,2.3529151858467614,2.833013736113653,2.653976701501506,1761795.9241206774,3.093700634935349,2.373477506591512,2.2852114392073446,1.1549160174275026,2.10251838948091,1.482365488266267,-94147.75183072445,189327.87747526992,136729.507272156,0.13130176273765506,0.26501180875293956,0.03789762843493055,0.30290943718787,-1.171140763901062,1.0305497787260867,1.4327406235229225,0.5637571362774039,-0.27062257829349007,5.996226195707552,20.769076314854093,0.6519311849129692,0.28455505283355587,0.19923662055574137,-16.51665239141466,22.068882966483514
