Date,Open,High,Low,Close,Adj Close,Volume,GM.csv_MA_5,GM.csv_MA_20,GM.csv_MA_250,GM.csv_realVolatility20,GM.csv_realVolatility60,GM.csv_realVolatility250,GM.csv_avgVolume_20,GM.csv_avgVolume_60,GM.csv_avgVolume_250,GM.csv_log1DayRet,GM.csv_logMA5_20,GM.csv_logMA20_250,GM.csv_logMA5_250,GM.csv_log1DayRange,GM.csv_HL_20_realVol_20,GM.csv_HL_5_realVol_20,GM.csv_logD2,GM.csv_logD5,GM.csv_Mean,GM.csv_Variance,GM.csv_Skewness,GM.csv_Kurtosis,GM.csv_Shape,GM.csv_Location,GM.csv_Scale
2020-05-15,1.417500922535309,1.124232622233844,1.696103366300255,1.42448099413968,1.4123243369411416,-1089278.187083725,0.8851319279745227,0.9376381424662743,1.5383088461693182,0.823991226881657,1.6099115766481606,1.2280611090199238,833270.1987212659,1725862.1468262782,792399.1243243844,-0.0036585943609172933,-0.05762739389777615,-0.4950748412056844,-0.5527022351034606,-0.5588422850497075,0.7685229996804079,0.6553619756267193,0.37527874821554874,0.27276865050867716,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-18,3.0435810314255054,3.5531030689534617,3.356964452564388,3.414841763504146,3.372414296413371,8767287.270438679,1.400614542663733,1.0547332400297538,1.5443914213913716,0.9879684994557281,1.6523021671044453,1.2333742904637923,1251474.120638601,1872260.1537264613,843759.9937121945,0.10259410327903366,0.2836232174494582,-0.38134204883493467,-0.09771883138547646,-1.6289336432435477,0.7722693466096329,0.6546776831106509,0.6956667788165328,0.9467862111981009,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-19,2.743802531039893,2.7779261621442792,2.4846205970719524,2.160591040362764,2.1367240289266967,-317489.7230754122,1.649151739600256,1.169097379124319,1.5516561795848423,0.9733811260669505,1.669827560882228,1.2314840051535576,1325846.2929080906,1763025.1101595059,825787.613785116,-0.25007091485170446,0.34402907826825707,-0.2830908832071572,0.06093819506109975,-1.226540329185122,0.7678183117564737,0.5402931570031727,-0.3224119781723685,0.21727515364809508,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-20,2.6757164971643057,2.4156739583224507,2.9750824123296447,2.720157737113766,2.687567080223218,-3348342.614772938,2.1952796977388207,1.2812735982119503,1.5597097952218584,1.0138597789408428,1.6962939479603247,1.2323056805605777,1386440.274196875,1656813.966717333,801298.7769625518,0.004419159335402743,0.5384548814956122,-0.19664519340040923,0.34180968809520307,-0.5808753856949472,0.7835965445193905,0.5531449833117856,-0.3785595076556612,1.0045359373050293,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-21,2.1631982219357795,2.241662383411846,2.320673683456789,2.515720026085141,2.4859081054417125,-747340.863575222,2.418987569589228,1.3674986159184588,1.5654236329154199,1.0403063845099467,1.7175212566383777,1.233278779419553,1406313.9916274766,1608450.157673094,823713.6329767895,0.13905024267295188,0.5703658497698528,-0.13517323613234766,0.43519261363750517,-2.5381643982005695,0.835148477347256,0.8235407072658275,-1.0521560559561225,0.11202369064678656,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-22,2.68692864097131,2.243682160208639,2.1151950564321886,2.355780696203194,2.328089943757611,-316610.8609533645,2.6021406909525218,1.4270767788027439,1.570901349021655,1.0603104465024036,1.7337319658517834,1.233614140331049,1377009.4242140085,1562483.0362854192,821386.4378618597,-0.14335060738555533,0.6007063075468355,-0.0960214208865694,0.5046848866602661,-2.0519267393995757,0.7964398148022389,0.7521925712195446,-1.0231047019920043,-0.08799483480781048,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-26,4.059774681970403,3.692072392521624,4.014323245697241,3.5406251575339525,3.4948250064487745,4473465.542936908,2.6266228329596024,1.5302512772951977,1.580396739986706,1.1567552548689317,1.778492148758823,1.239260156124628,1196751.851489807,1505495.994027287,819803.538642353,-0.14984417027536828,0.5402669716571223,-0.032243961329872055,0.5080230103272502,-1.1324249896081846,0.7726471715272668,0.7805304120867719,0.008877380206903127,-2.100373412442596,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-27,3.694653131189124,3.704560071837875,2.5732442083692426,3.10682659352538,3.067276567607344,-1498093.6821778342,2.8127333406957318,1.639399662959893,1.587573257463685,1.194956713619418,1.8049971568792709,1.2426639373641764,831784.055608765,1498391.9402072048,821443.3130207591,-0.18609661845373415,0.5398266140204928,0.032123518495483894,0.5719501325159767,0.12338143618789747,0.825624942690012,1.0781004702816732,-0.3022048542597658,-0.07197674164517143,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-28,2.344263219046976,2.0718650110712744,2.116995764241046,1.5480588155635608,1.5316966096388178,-3437930.3713019565,2.581559246578852,1.5898404432492772,1.5939622287567174,1.1768031571723068,1.8098136368835775,1.2382286141445336,392337.87318684615,1410978.3046834671,779852.8329539417,-0.4255951440024547,0.48475991448213984,-0.0025892231616060166,0.482170691320534,-3.0981913763888054,0.8972226739081945,1.2669239176252298,0.6745393216168003,0.14485371430467878,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-05-29,0.8983472534628909,0.8773790557141652,1.2298755634376093,1.1093211376004426,1.099303578705392,9087636.956128037,2.3042383412315877,1.6313107093799988,1.5942789604319458,1.141938129083982,1.8039340112027806,1.238091358968345,1063674.5337903276,1527819.9599640702,820685.8781942741,0.2018754579587664,0.34536637632399053,0.02296223627383821,0.36832861259782873,-1.0427145639464246,0.8997700556316232,1.2063013606482187,0.6770040733844237,0.32685797215118556,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-01,1.2102672466880868,2.162564237948878,1.847608976678277,2.584486328973231,2.552026043575492,-7400770.781971374,2.349025561195164,1.786956712719253,1.5925742206273659,1.0345065615620959,1.823065619532432,1.2364705050262352,602244.5400069768,1345699.640763912,781735.8146554286,0.7460463703402453,0.273486574904866,0.11516229871000241,0.3886488736148685,-1.1553246779557722,0.9005910638087994,1.1583535123057804,0.02012554959887972,-1.4963945364941194,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-02,2.832974130993925,2.352181908451378,2.837671129269477,2.604627472149275,2.57162350713671,-2061496.226459819,2.164385261332751,1.9123455471826478,1.5940543751705278,0.9642564565168353,1.8361112699184625,1.237423583229037,522616.8045601573,1233415.158344898,780082.4080504114,-0.09678967519649079,0.1238058533633181,0.1820498316249583,0.3058556849882765,-0.7225981937256565,0.9106368961810027,1.1839478191866912,0.3868393393755044,-0.07990775919142279,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-03,3.344158307729092,3.616872101495069,3.6014050232783816,3.921981656454296,3.868913323278001,4584488.033970475,2.3247126124668824,2.0635111652110765,1.6026736191900244,1.023389937959728,1.7980177506156017,1.245739829280601,654689.6007008285,1114936.4074916763,798556.8381519818,0.14575863766279198,0.1191874428500418,0.25273573435578617,0.37192317720582785,-4.169041499934494,1.0621104622178672,1.5137150868982956,0.2752708304137202,-0.2210996968201919,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-04,3.09699108320309,3.092906714681469,3.0746620731411625,3.0636394991335045,3.023260802528096,1486799.863311233,2.623025451044738,2.1477507684105985,1.606586228660192,1.0298880615754347,1.8222600434855898,1.2486676515338508,-169040.3416814496,1189066.542279204,816421.0796410079,-0.02409503698688075,0.1999072635558785,0.2903095673188189,0.4902168308746974,-4.003883856296523,1.1693833002097285,1.7133842828186583,-0.7948758651046582,0.3998253631945329,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-05,4.807601554673656,4.410250705355114,3.985684557778619,4.189867806239469,4.132316737616609,14340428.99814014,3.2296280828269817,2.2751762958971002,1.6135590227982648,1.1109133810390448,1.8633005714465338,1.2578881365290495,943574.5300512094,1364603.7857971012,871091.9932675286,-0.15136011935932245,0.3503094438667718,0.3436152296616037,0.6939246735283755,-0.8566874606905269,1.1692368551863832,1.7469947531140468,-1.334068527195815,1.1095565672763985,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-08,3.7852849353608526,3.8960809228475313,3.9597340116722464,3.368967388241959,3.3235459929414475,-6529465.795352029,3.3839320727001727,2.305057563205595,1.6177307986798495,1.1315218678812697,1.820476589575972,1.2618325371283032,703647.6894590827,1224109.0620279077,859665.8866233879,-0.13008888109381736,0.3839327191354302,0.35408122359482747,0.7380139427302577,-2.754307426881002,1.1890638457501759,1.6561750536924837,-1.2030226211817807,-0.25939274961827885,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-09,1.480489460631798,1.8802013827536257,1.4033263809583154,2.222805903290695,2.1944195292181234,560429.7572236285,3.308491277116455,2.3750284785181353,1.6200976641278317,1.0750898385093253,1.8256206033101243,1.262359078200307,741815.1410980441,1237690.663628436,865472.9278556573,0.39354481042800155,0.33148284958974267,0.3825229944439216,0.7140058440336642,-0.7405008731786759,1.2039213370129656,1.6513806685653634,0.6616034720198406,-0.9749691823649038,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-10,2.552391757222189,1.9723569001677104,1.798862083838923,1.3426339310071145,1.3272739089380536,-684944.1930931937,2.800163394248466,2.396690271752834,1.616909346575072,1.0476946462137962,1.7212855321695564,1.2620869292077008,927445.221297,1207870.0946589971,872327.8614437685,-0.6539037173730922,0.15558903841904118,0.3935722158490025,0.5491612542680436,-1.7516075571090601,1.2041285706581626,1.3727200526125287,0.691281483230236,0.9328093115409761,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
2020-06-11,-0.7565856648823441,0.1440266263632388,-0.111795924354844,-0.3739956745563475,-0.3637307216259735,3568679.137500014,2.122765089417652,2.380657371195016,1.6088915866576483,1.088648532903201,1.6703219136301914,1.2682867809554266,968194.911268078,1154280.121355157,888203.9056133216,-0.7324019471458943,-0.11465712962881543,0.3918311695199629,0.2771740398911476,-1.3632712361074009,1.1889085090411695,0.8132883946592686,0.9392844390564089,1.2199420713683964,2.2086677538372843,2.2733235053263003,0.34501324060329347,2.266037131631408,0.04829796675539845,-28.913761194131695,31.08611183936913
