Date,Open,High,Low,Close,Adj Close,Volume,CROX.csv_MA_5,CROX.csv_MA_20,CROX.csv_MA_250,CROX.csv_realVolatility20,CROX.csv_realVolatility60,CROX.csv_realVolatility250,CROX.csv_avgVolume_20,CROX.csv_avgVolume_60,CROX.csv_avgVolume_250,CROX.csv_log1DayRet,CROX.csv_logMA5_20,CROX.csv_logMA20_250,CROX.csv_logMA5_250,CROX.csv_log1DayRange,CROX.csv_HL_20_realVol_20,CROX.csv_HL_5_realVol_20,CROX.csv_logD2,CROX.csv_logD5,CROX.csv_Mean,CROX.csv_Variance,CROX.csv_Skewness,CROX.csv_Kurtosis,CROX.csv_Shape,CROX.csv_Location,CROX.csv_Scale
2020-05-15,1.7271691614776206,2.277613893901393,2.145217619061409,2.5016822169807167,2.5016822169807167,72482.4132785683,0.8901515382116851,1.3154870853451477,1.5494727076088288,1.4749537778550754,2.446443556186495,1.8923560410691074,32700.981705805105,156391.46377464992,82711.4108466886,0.37047964695371555,-0.3905705672487917,-0.16370768026188104,-0.5542782475106728,-2.0219557715247114,1.4779308243797802,2.5041012547726824,1.1020753034126443,-0.7671414290706322,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-18,3.9371415910426872,3.901106985645715,4.454458903469902,3.935093480595953,3.935093480595953,307416.58769458265,1.4835319012752985,1.435349776700063,1.5614693352825801,1.587116551208317,2.49816897954375,1.897949237007799,69419.48542604814,161712.28898611286,80136.97879271513,-0.0005203377374549501,0.03301709823960851,-0.0842186932212433,-0.051201594981634596,-0.5917611004344149,1.479724086878486,0.9424229711406713,0.7113782625477061,1.087518248519152,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-19,3.3416451839914814,2.3487116805739454,2.749900271877099,1.5735428279281969,1.5735428279281969,-460017.49076803937,1.8799781207913537,1.4300759145244006,1.5650307065088398,1.5864393403184658,2.507899563025165,1.8971297631281943,56042.42208974855,146949.37577967613,76481.96890004592,-0.7531336003637025,0.2735326089544506,-0.09017791462930612,0.1833546943251444,-0.9133236597314975,1.4667832516538184,0.8039632991910061,-0.0745733537549981,0.6842230272844584,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-20,2.6610956724693478,3.2805670186996068,3.0826277302250844,4.0742275101215135,4.0742275101215135,325390.8990040226,2.7965685901641786,1.542883362636951,1.5812060827993761,1.692172179862533,2.5662643741594873,1.9012274082981626,78273.12729919757,151921.7654576011,76199.44127778454,0.4259432157275934,0.5947401828926727,-0.02453492015209492,0.5702052627405778,-1.6197949191723597,1.4561156995829667,0.7745680063738307,-1.9723175692422776,1.522343407668898,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-21,3.4300966557388968,2.55155547545759,2.75853271372835,2.8280658153594587,2.8280658153594587,-56748.80083612516,2.9825223701971675,1.798215522289483,1.5902204876673673,1.4536655763887252,2.5931680315157943,1.9017774023776581,-114104.5523134553,138831.27527125765,73520.85900801024,-0.19299541977506532,0.505974578789463,0.12292211855051394,0.6288966973399769,-1.5751464518074558,1.3744247828564795,0.5788912320693824,0.22675541063514404,-0.07281921816099042,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-22,2.6740958881707755,2.21940770448051,2.6872575301957866,1.9977025158102213,1.9977025158102213,-276374.9724847997,2.8817264299630687,1.8176920709804354,1.6038950032298847,1.4535948211739682,2.5316296180700233,1.8923061861595136,-133812.11758143705,84125.91789260508,72465.72102241854,-0.29161355933224514,0.46082196588417584,0.12513255554190303,0.5859545214260788,-0.7596079197829375,1.3433781252240382,0.47556456712415374,0.7306958207661901,-0.6852192871772126,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-26,3.861370833888465,6.073122750789203,4.721184572458814,4.631485610918414,4.631485610918414,753084.3688159117,3.021004856027561,1.8999323532170957,1.6252940668478308,1.5654401144145398,2.538541343928926,1.896185326843051,-82444.328429811,91564.22720373937,69331.19352095855,0.18185542417750916,0.4637712278585064,0.15612951834492064,0.6199007462034272,0.3015392504883127,1.395712492785363,0.7804856583665725,0.5896847488222244,-0.36184237166536454,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-27,4.309425713424105,3.712536245710997,3.437657464561348,4.8739155513612005,4.8739155513612005,46493.99672564678,3.681079400714162,2.036617919051788,1.64561163338718,1.7010003077480882,2.594262233548401,1.903687819241295,-44078.71898949727,96023.83012804054,75534.12767082185,0.12309297860857142,0.5919154753539155,0.21317842050881344,0.8050938958627288,-1.2914250743140592,1.3854653731335926,0.7985992484175292,1.056474510672854,1.194035408589309,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-28,4.69339423952929,3.812494615458189,3.0241024416548754,1.7070396891176145,1.7070396891176145,198110.69738377933,3.207641836513382,1.9102165715813064,1.6536022560586674,1.6210869958937224,2.5861318687488875,1.8997163543255886,-20051.59974410931,89748.62313804998,78436.15722345175,-1.0113953448068298,0.5183194129061036,0.1442605301769888,0.6625799430830925,-0.23775963043559986,1.3728281335274393,0.7640658212173073,1.073105034295815,0.8617026771953503,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
2020-05-29,0.9339507108265864,1.305700317946641,2.1981894284759957,2.18094046644384,2.18094046644384,-258388.63594954973,3.0782167667302582,1.9725613189350202,1.66180699827422,1.605470615877579,2.594709143255891,1.8975367460069976,-14775.896403095907,100517.94621952757,77964.21542587146,0.848087804677597,0.44501759730847956,0.17142729666596995,0.6164448939744495,-0.1137409664903346,1.4027166344192326,0.616915723474539,0.9906465619921447,-0.4352152645821315,4.75370198322227,22.44458447183157,0.4860669668920729,1.1183605759263644,0.09398331466686907,-45.276950737702606,49.80965618288713
